"Document Title",Authors,"Author Affiliations","Publication Title",Date Added To Xplore,"Publication Year","Volume","Issue","Start Page","End Page","Abstract","ISSN",ISBNs,"DOI",Funding Information,PDF Link,"Author Keywords","IEEE Terms","INSPEC Controlled Terms","INSPEC Non-Controlled Terms","Mesh_Terms",Article Citation Count,Patent Citation Count,"Reference Count","License",Online Date,Issue Date,"Meeting Date","Publisher",Document Identifier
"Remote Sensing Image Synthesis via Graphical Generative Adversarial Networks","G. Wang; G. Dong; H. Li; L. Han; X. Tao; P. Ren","College of Information and Control Engineering, China University of Petroleum, Qingdao, China; College of Information and Control Engineering, China University of Petroleum, Qingdao, China; College of Information and Control Engineering, China University of Petroleum, Qingdao, China; College of Information and Control Engineering, China University of Petroleum, Qingdao, China; College of Information and Control Engineering, China University of Petroleum, Qingdao, China; College of Information and Control Engineering, China University of Petroleum, Qingdao, China","IGARSS 2019 - 2019 IEEE International Geoscience and Remote Sensing Symposium","14 Nov 2019","2019","","","10027","10030","We explore the use of graphical generative adversarial networks (Graphical-GAN) for synthesizing remote sensing images. The model is probabilistic graphical based generative adversarial networks (GAN). It pairs a generative network G with a recognition network R. Both of them are adversarially trained with a discriminative network D. Particularly, R is employed to infer the underlying causal relationships among both observed and latent variables from real remote sensing images. The advantages of the Graphical-GAN for synthesizing multiple categories of remote sensing images are two fold. Firstly, it considers the underlying causal relationships and captures the true data distribution of remote sensing images. Secondly, the adversarial learning generates synthetic sensing images that are similar to real ones with slight differences. Our remote sensing image synthesis scheme paves a promising way for remote sensing dataset augmentation, which is an effective means of improving the accuracy of learning models. Experimental results with high Inception Scores (IS) validate the effectiveness of the Graphical-GAN for remote sensing image synthesis.","2153-7003","978-1-5386-9154-0","10.1109/IGARSS.2019.8898915","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=8898915","Remote Sensing Image Synthesis;Graphical Generative Adversarial Networks","Remote sensing;Image synthesis;Training;Generative adversarial networks;Bayes methods;Neural networks;Probabilistic logic","inference mechanisms;learning (artificial intelligence);remote sensing","graphical generative adversarial networks;Graphical-GAN;remote sensing images;generative network;recognition network;causal relationships;synthetic sensing images;remote sensing image synthesis scheme paves;remote sensing dataset augmentation;discriminative network","","5","","11","IEEE","14 Nov 2019","","","IEEE","IEEE Conferences"
"Skip Attention GAN for Remote Sensing Image Synthesis","K. Deng; K. Zhang; P. Yao; S. Cheng; P. He","Institute of Computing Technology, Chinese Academy of Sciences; Institute of Computing Technology, Chinese Academy of Sciences; Institute of Computing Technology, Chinese Academy of Sciences; Institute of Computing Technology, Chinese Academy of Sciences; Institute of Computing Technology, Chinese Academy of Sciences","ICASSP 2021 - 2021 IEEE International Conference on Acoustics, Speech and Signal Processing (ICASSP)","13 May 2021","2021","","","2305","2309","High-quality remote sensing images are difficult to obtain due to limited conditions and high cost for data acquisition. With the development of machine vision and deep learning, some image generation methods (e.g., GANs) are introduced into this field, but it’s still hard to generate images with good texture details and structural dependencies. We establish Skip Attention Mechanism to deal with this problem, which learns dependencies between local points on low-resolution feature maps, and then upsample the attention map and combine it with high-resolution feature maps. With this method, long-range dependencies learned from low-resolution are used for generating remote sensing images with more structural details. We name this method as Skip Attention GAN, which is the first method applying cross-scale attention mechanism for unsupervised remote sensing image generation. Experiments show that our method outperforms previous methods under several metrics. Visual and ablation results of attention layers show that Skip Attention has learned long-distance structural dependencies between similar targets.","2379-190X","978-1-7281-7605-5","10.1109/ICASSP39728.2021.9414701","Chinese Academy of Sciences; ","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9414701","Attention Mechanism;Remote Sensing Image Synthesis;Generative Adversarial Network","Measurement;Deep learning;Visualization;Image synthesis;Machine vision;Generative adversarial networks;Sensors","computer vision;data acquisition;edge detection;geophysical image processing;image classification;image resolution;image texture;learning (artificial intelligence);remote sensing;robot vision","high-quality remote sensing images;data acquisition;machine vision;deep learning;image generation methods;GANs;good texture details;Skip Attention Mechanism;low-resolution feature maps;attention map;high-resolution feature maps;long-range dependencies;Skip Attention GAN;cross-scale attention mechanism;unsupervised remote sensing image generation;attention layers;long-distance structural dependencies;remote sensing image synthesis","","1","","24","IEEE","13 May 2021","","","IEEE","IEEE Conferences"
"PCA-based Wavelet Remote Sensing Image Synthesis Simulation Method","G. Li; H. Yang; J. Wang; Y. Li; C. Zhang; H. Xie; B. Feng","Graduate School, Space Engineering University, Beijing, China; School of Space Information, Space Engineering University, Beijing, China; Graduate School, Space Engineering University, Beijing, China; Graduate School, Space Engineering University, Beijing, China; Graduate School, Space Engineering University, Beijing, China; Graduate School, Space Engineering University, Beijing, China; Graduate School, Space Engineering University, Beijing, China","2021 IEEE 5th Advanced Information Technology, Electronic and Automation Control Conference (IAEAC)","5 Apr 2021","2021","","","1042","1046","The traditional image mosaic method directly replaces the remote sensing target image into the corresponding area of the background image, but ""splicing traces"" are prone to appear. This paper proposes a method of fusion of remote sensing background and target images under wavelet multi-frequency based on principal component analysis. First, the remote sensing background and target image are decomposed by wavelet, and then the fusion weight of the image wavelet low-frequency coefficient is calculated by the principal component analysis method, and the high-frequency coefficient is fused by the absolute maximum method, and finally the wavelet fusion coefficient is inversely transformed to realize the image synthesis simulation. The simulation results show that the fusion image can not only highlight the target features, but also has no stitching traces.","2689-6621","978-1-7281-8028-1","10.1109/IAEAC50856.2021.9390650","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9390650","image geometric transformation;image fusion;principal component analysis;wavelet transform","Wavelet transforms;Analytical models;Image synthesis;Splicing;Wavelet analysis;Remote sensing;Principal component analysis","image fusion;image segmentation;inverse transforms;principal component analysis;remote sensing;wavelet transforms","absolute maximum method;wavelet fusion coefficient;fusion image;PCA-based wavelet remote sensing image synthesis simulation method;traditional image mosaic method;remote sensing target image;background image;remote sensing background;wavelet multifrequency;image wavelet low-frequency coefficient;principal component analysis method","","1","","6","IEEE","5 Apr 2021","","","IEEE","IEEE Conferences"
"Towards Generating Remote Sensing Images of the Far Past","M. B. Bejiga; F. Melgani","Department of Information Engineering and Computer science, University of Trento, Trento, Italy; Department of Information Engineering and Computer science, University of Trento, Trento, Italy","IGARSS 2019 - 2019 IEEE International Geoscience and Remote Sensing Symposium","14 Nov 2019","2019","","","9502","9505","Text-to-image synthesis is a research topic that has not yet been addressed by the remote sensing community. It consists in learning a mapping from text description to image pixels. In this paper, we propose to address this topic for the very first time. More specifically, our objective is to convert ancient text descriptions of geographic areas written by past explorers into an equivalent remote sensing image. To this effect, we rely on generative adversarial networks (GANs) to learn the mapping. GANs aim to represent the distribution of a dataset using weights of a deep neural network, which are trained as an adversarial competition between two networks. We collected ancient texts dating back to 7 BC to train our network and obtained interesting results, which form the basis to highlight future research directions to advance this new topic.","2153-7003","978-1-5386-9154-0","10.1109/IGARSS.2019.8899834","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=8899834","GANs;text-to-image synthesis;remote sensing","Remote sensing;Generators;Generative adversarial networks;Training;Gallium nitride;Cost function;Mathematical model","geophysical image processing;learning (artificial intelligence);neural nets;remote sensing;text analysis;text detection","text-to-image synthesis;text description;image pixels;generative adversarial networks;GAN;deep neural network;remote sensing image generation","","","","18","IEEE","14 Nov 2019","","","IEEE","IEEE Conferences"
"Improving Text Encoding for Retro-Remote Sensing","M. B. Bejiga; G. Hoxha; F. Melgani","Department of Information Engineering and Computer Science, University of Trento, Trento, Italy; Department of Information Engineering and Computer Science, University of Trento, Trento, Italy; Department of Information Engineering and Computer Science, University of Trento, Trento, Italy","IEEE Geoscience and Remote Sensing Letters","24 Mar 2021","2021","18","4","622","626","A recent work on retro-remote sensing (converting ancient text descriptions into images) was proposed using a multilabel encoding scheme in which an input text description is represented by a binary vector indicating the presence or absence of specific objects. However, this kind of encoding disregards information such as object attributes and spatial relationship between multiple objects in a description, resulting in images that do not semantically (fully) conform to the input description. In this letter, we propose an improved text-encoding mechanism that takes into account different levels of information available from an input text. The encoded text is then used as conditional information to guide the image synthesis process using generative adversarial networks (GANs). Besides, we present a modified GAN architecture intending to improve the semantic content of the generated images. Both the qualitative and quantitative results obtained indicate that the proposed method is particularly promising.","1558-0571","","10.1109/LGRS.2020.2983851","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9066830","Generative adversarial networks (GANs);multimodal learning;retro-remote sensing;text-to-image synthesis","Gallium nitride;Training;Generators;Generative adversarial networks;Context modeling;Encoding;Sensors","encoding;image coding;neural net architecture;remote sensing;text analysis","input text description;binary vector;object attributes;spatial relationship;encoded text;conditional information;image synthesis;text encoding;retro-remote sensing;ancient text;text-encoding mechanism;multilabel encoding;generative adversarial networks;GAN architecture","","4","","20","IEEE","14 Apr 2020","","","IEEE","IEEE Journals"
"Hyperspectral Remote Sensing Image Synthesis Based on Implicit Neural Spectral Mixing Models","L. Liu; Z. Zou; Z. Shi","Shanghai Artificial Intelligence Laboratory, Shanghai, China; Department of Guidance, Navigation and Control, School of Astronautics, Beihang University, Beijing, China; Image Processing Center, School of Astronautics, the Beijing Key Laboratory of Digital Media, and the State Key Laboratory of Virtual Reality Technology and Systems, Beihang University, Beijing, China","IEEE Transactions on Geoscience and Remote Sensing","6 Jan 2023","2023","61","","1","14","Hyperspectral image (HSI) synthesis, as an emerging research topic, is of great value in overcoming sensor limitations and achieving low-cost acquisition of high-resolution remote sensing HSIs. However, the linear spectral mixing model used in recent studies oversimplifies the real-world hyperspectral imaging process, making it difficult to effectively model the imaging noise and multiple reflections of the object spectrum. As a prerequisite for hyperspectral data synthesis, accurate modeling of nonlinear spectral mixtures has long been a challenge. Considering the above difficulties, we propose a novel method for modeling nonlinear spectral mixtures based on implicit neural representations (INRs) in this article. The proposed method learns from INR and adaptively implements different mixture models for each pixel according to their spectral signature and surrounding environment. Based on the above neural mixing model, we also propose a new method for HSI synthesis. Given an RGB image as input, our method can generate an accurate and physically meaningful HSI. As a set of by-products, our method can also generate subpixel-level spectral abundance as well as the solar atmosphere signature. The whole framework is trained end-to-end in a self-supervised manner. We constructed a new dataset for HSI synthesis based on a wide range of Airborne Visible Infrared Imaging Spectrometer (AVIRIS) data. Our method achieves a mean peak signal-to-noise ratio (MPSNR) of 52.36 dB and outperforms other state-of-the-art hyperspectral synthesis methods. Finally, our method shows great benefits to downstream data-driven applications. With the HSIs and abundance directly generated from low-cost RGB images, the proposed method improves the accuracy of HSI classification tasks by a large margin, particularly for those with limited training samples.","1558-0644","","10.1109/TGRS.2022.3232705","National Natural Science Foundation of China(grant numbers:62125102); National Key Research and Development Program of China (Titled “Brain-Inspired General Vision Models and Applications”); Fundamental Research Funds for the Central Universities; ","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=10000408","Adaptive spectral mixture model;hyperspectral image (HSI) synthesis;implicit neural representation (INR);remote sensing","Hyperspectral imaging;Image synthesis;Mixture models;Reflection;Atmospheric modeling;Image reconstruction;Data models","geophysical image processing;geophysical signal processing;hyperspectral imaging;image classification;image processing;image sensors;infrared imaging;learning (artificial intelligence);object detection;remote sensing","accurate HSI;achieving low-cost acquisition;Airborne Visible Infrared Imaging Spectrometer data;different mixture models;emerging research topic;high-resolution remote sensing HSIs;HSI classification tasks;HSI synthesis;hyperspectral data synthesis;hyperspectral image synthesis;hyperspectral remote sensing image synthesis;imaging noise;implicit neural representations;implicit neural spectral mixing models;linear spectral mixing model;mean peak signal-to-noise ratio;neural mixing model;nonlinear spectral mixtures;physically meaningful HSI;real-world hyperspectral imaging process;RGB image;sensor limitations;solar atmosphere signature;spectral signature;state-of-the-art hyperspectral synthesis methods;subpixel-level spectral abundance","","","","90","IEEE","28 Dec 2022","","","IEEE","IEEE Journals"
"Side-Scan Sonar Image Synthesis Based on Generative Adversarial Network for Images in Multiple Frequencies","Y. Jiang; B. Ku; W. Kim; H. Ko","School of Electrical Engineering, Korea University, Seoul, South Korea; School of Electrical Engineering, Korea University, Seoul, South Korea; Agency for Defense Development, Jinhae, South Korea; School of Electrical Engineering, Korea University, Seoul, South Korea","IEEE Geoscience and Remote Sensing Letters","27 Aug 2021","2021","18","9","1505","1509","The side-scan sonar (SSS) is a critical sensor device used to explore underwater environments in the deep sea. Gathering SSS data, however, is an expensive and time-consuming task because it requires sensor towing and involves complicated field operations. Recently, deep learning has been making advances rapidly in the field of computer vision. Benefiting from this development, generative adversarial networks (GANs) have been demonstrated to produce realistic synthetic data of various types, including images and acoustics signals. In this letter, we propose a GAN-based semantic image synthesis model based on GAN that can generate high-quality SSS images at a low cost in less time. We evaluate the proposed model using both shallow and deep water SSS data sets that include a diverse range of imaging conditions. such as high and low sonar operating frequencies and different landscapes. The experimental results show that the proposed method can effectively generate synthesized SSS data characterized by the shape and style of real data, thereby demonstrating its promising potential for SSS data augmentation in diverse SSS relevant machine learning tasks.","1558-0571","","10.1109/LGRS.2020.3005679","Agency for Defense Development of Korea(grant numbers:UD190005DD); ","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9137342","Generative adversarial network (GAN);image translation;semantic image synthesis;side-scan sonar (SSS)","Image segmentation;Semantics;Generators;Image synthesis;Feature extraction;Sonar;Measurement","geophysical image processing;learning (artificial intelligence);sonar imaging","expensive time-consuming task;sensor towing;complicated field operations;deep learning;computer vision;generative adversarial network;realistic synthetic data;GAN-based semantic image synthesis model;high-quality SSS images;shallow water SSS data;deep water SSS data;imaging conditions;high sonar operating frequencies;low sonar operating frequencies;SSS data augmentation;diverse SSS relevant machine learning tasks;scan sonar image synthesis;side-scan sonar;critical sensor device;underwater environments;deep sea;gathering SSS data","","2","","16","IEEE","9 Jul 2020","","","IEEE","IEEE Journals"
"Physics Guided Remote Sensing Image Synthesis Network for Ship Detection","W. Zhang; R. Zhang; G. Wang; W. Li; X. Liu; Y. Yang; D. Hu","Beijing Institute of Space Mechanics and Electricity, Department of Imaging Technology, Beijing, China; School of Computer Science and Engineering, University of Electronic Science and Technology of China, Chengdu, China; School of Computer Science and Engineering, University of Electronic Science and Technology of China, Chengdu, China; Beijing Institute of Space Mechanics and Electricity, Department of Imaging Technology, Beijing, China; Beijing Institute of Space Mechanics and Electricity, Department of Imaging Technology, Beijing, China; School of Computer Science and Engineering, University of Electronic Science and Technology of China, Chengdu, China; Beijing Institute of Space Mechanics and Electricity, Department of Imaging Technology, Beijing, China","IEEE Transactions on Geoscience and Remote Sensing","","2023","PP","99","1","1","Automatic detection and localization of objects in remote sensing images are of great significance for remote sensing systems. Existing frameworks usually train an object detection network using collected remote-sensing images. However, these models usually perform poorly due to the lack of large-scale training datasets, which is often the case for special remote sensing scenarios, e.g., the detection of ships in the open sea. Although image synthesis is a common strategy to alleviate the issue of data insufficiency, the trained model still performs poorly when being tested on real-world scenes. Aimed at this, a novel sensor-related image synthesis framework, dubbed as RS-ISP, is developed to address the lack of on-orbit remote sensing images. Specifically, our RS-ISP introduces two novel designs to ensure the distribution consistency between the generated images and the real images. 1) The first is a novel pipeline for modeling the physical process of noise production during image capture using specific sensors. 2) The second is the design of a detection-oriented image harmonization model. Similar to the existing design, our model first produces coarse synthetic images by copy-paste operation, on which the proposed harmonization process is used to reduce the variation of the pasted foreground and background. By incorporating these two designs into a unified framework, our RS-ISP is designed and used to produce large-scale synthetic images used to train the object detection model for detecting ships in remote sensing images. Comparative experiments demonstrated that RS-ISP increased the AP@.50 from 0.148 to 0.498 for the ship detection task. Code will be publicly available.","1558-0644","","10.1109/TGRS.2023.3248106","China Academy of Space Technology; National Natural Science Foundation of China(grant numbers:62102069,62220106008,U20B2063); Sichuan Science and Technology Program(grant numbers:2022YFG0032); ","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=10050530","Remote Sensing;Ship Detection;Image Synthesis;Image Harmonization;Physical Noise Simulation","Remote sensing;Image synthesis;Image sensors;Data models;Synthetic data;Marine vehicles;Task analysis","","","","","","","IEEE","23 Feb 2023","","","IEEE","IEEE Early Access Articles"
"Retro-Remote Sensing With Doc2Vec Encoding","M. B. Bejiga; G. Hoxha; F. Melgani","Department of Information Engineering and Computer Science, University of Trento, Trento, Italy; Department of Information Engineering and Computer Science, University of Trento, Trento, Italy; Department of Information Engineering and Computer Science, University of Trento, Trento, Italy","2020 Mediterranean and Middle-East Geoscience and Remote Sensing Symposium (M2GARSS)","2 Jun 2020","2020","","","89","92","In this work, we attempt to address the issue of developing a sophisticated text encoder for retro-remote sensing application. The encoder converts ancient landscape descriptions into a fixed-size vector that, adequately, represents the available information. This vector is then used as a conditioning data to a Generative adversarial network (GAN) that synthesizes the equivalent image. We propose using a pre-trained Doc2Vec encoder for text encoding and train a Wasserstein GAN (a variant of GAN) to convert landscape descriptions written by travelers and geographers into the equivalent image. Qualitative and quantitative analysis of the generated images signify usefulness of the proposed method.","","978-1-7281-2190-1","10.1109/M2GARSS47143.2020.9105139","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9105139","Deep learning;Generative adversarial networks;Retro-remote sensing;Text embedding;Text-to-image synthesis","Knowledge engineering;Image coding;Statistical analysis;Semantics;Geoscience and remote sensing;Machine learning;Generative adversarial networks","geophysical image processing;image coding;neural nets;remote sensing;text analysis;vectors","ancient landscape descriptions;fixed-size vector;text encoding;Wasserstein GAN;text encoder;retro-remote sensing;Doc2Vec encoder;generative adversarial network;Doc2Vec encoding","","2","","11","IEEE","2 Jun 2020","","","IEEE","IEEE Conferences"
"Cloud Removal of Satellite Images Using Convolutional Neural Network With Reliable Cloudy Image Synthesis Model","K. -Y. Lee; J. -Y. Sim","School of Electrical and Computer Engineering, Ulsan National Institute of Science and Technology, Ulsan, South Korea; School of Electrical and Computer Engineering, Ulsan National Institute of Science and Technology, Ulsan, South Korea","2019 IEEE International Conference on Image Processing (ICIP)","26 Aug 2019","2019","","","3581","3585","Cloudy pixels in satellite images degrade the visibility of captured surface structure. We propose a novel cloudy image synthesis model and develop a cloud removal algorithm using convolutional neural network. We extract the cloud masks from real cloudy satellite images and from real sky images with clouds. Then we investigate the characteristics of real cloudy images and devise a reliable cloudy image synthesis model which considers the background surface color, misalignement of channel images, and blur in clouds. We train a hierarchical cloud removal network using the synthetic cloudy images. Experimental results demonstrate that the proposed algorithm removes the clouds from cloudy satellite images faithfully and outperforms the existing methods.","2381-8549","978-1-5386-6249-6","10.1109/ICIP.2019.8803666","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=8803666","Cloud removal;satellite image;convolutional neural network","Clouds;Cloud computing;Satellites;Image color analysis;Remote sensing;Image synthesis;Surface structures","clouds;geophysical image processing;image classification;image colour analysis;image denoising;image resolution;infrared imaging;neural nets;remote sensing","convolutional neural network;reliable cloudy image synthesis model;cloudy pixels;novel cloudy image synthesis model;cloud removal algorithm;cloud masks;cloudy satellite images;sky images;channel images;hierarchical cloud removal network;synthetic cloudy images","","8","","14","IEEE","26 Aug 2019","","","IEEE","IEEE Conferences"
