"Document Title",Authors,"Author Affiliations","Publication Title",Date Added To Xplore,"Publication Year","Volume","Issue","Start Page","End Page","Abstract","ISSN",ISBNs,"DOI",Funding Information,PDF Link,"Author Keywords","IEEE Terms","INSPEC Controlled Terms","INSPEC Non-Controlled Terms","Mesh_Terms",Article Citation Count,Patent Citation Count,"Reference Count","License",Online Date,Issue Date,"Meeting Date","Publisher",Document Identifier
"A Full-Resolution Training Framework for Sentinel-2 Image Fusion","M. Ciotola; M. Ragosta; G. Poggi; G. Scarpa","Dipartimento di Ingegneria Elettrica e delle Tecnologie dell'Informazione, Università Federico II, Napoli, (I); Dipartimento di Ingegneria Elettrica e delle Tecnologie dell'Informazione, Università Federico II, Napoli, (I); Dipartimento di Ingegneria Elettrica e delle Tecnologie dell'Informazione, Università Federico II, Napoli, (I); Dipartimento di Ingegneria Elettrica e delle Tecnologie dell'Informazione, Università Federico II, Napoli, (I)","2021 IEEE International Geoscience and Remote Sensing Symposium IGARSS","12 Oct 2021","2021","","","1260","1263","This work presents a new unsupervised framework for training deep learning models for super-resolution of Sentinel-2 images by fusion of its 10-m and 20-m bands. The proposed scheme avoids the resolution downgrade process needed to generate training data in the supervised case. On the other hand, a proper loss that accounts for cycle-consistency between the network prediction and the input components to be fused is proposed. Despite its unsupervised nature, in our preliminary experiments the proposed scheme has shown promising results in comparison to the supervised approach. Besides, by construction of the proposed loss, the resulting trained network can be ascribed to the class of multi-resolution analysis methods.","2153-7003","978-1-6654-0369-6","10.1109/IGARSS47720.2021.9553199","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9553199","Super-resolution;data-fusion;convolutional neural network;machine learning;Sentinel-2","Training;Deep learning;Superresolution;Training data;Geoscience and remote sensing;Image fusion","geophysical image processing;image classification;image fusion;image resolution;learning (artificial intelligence);neural nets","full-resolution training framework;Sentinel-2 image fusion;unsupervised framework;deep learning models;super-resolution;Sentinel-2 images;resolution downgrade process;training data;supervised case;proper loss;cycle-consistency;network prediction;input components;unsupervised nature;supervised approach;resulting trained network;multiresolution analysis methods","","6","","20","IEEE","12 Oct 2021","","","IEEE","IEEE Conferences"
"Single Sensor Image Fusion Using A Deep Convolutional Generative Adversarial Network","F. Palsson; J. R. Sveinsson; M. O. Ulfarsson","Faculty of Electrical and Computer Engineering Hjardarhagi 2-6, University of Iceland, Reykjavik, Iceland; Faculty of Electrical and Computer Engineering Hjardarhagi 2-6, University of Iceland, Reykjavik, Iceland; Faculty of Electrical and Computer Engineering Hjardarhagi 2-6, University of Iceland, Reykjavik, Iceland","2018 9th Workshop on Hyperspectral Image and Signal Processing: Evolution in Remote Sensing (WHISPERS)","27 Jun 2019","2018","","","1","5","Recently deployed multispectral sensors can acquire multispectral images where different bands have different spatial resolution depending on wavelength. An example is the Sentinel-2 constellation which can acquire multispectral bands of 10 m, 20 m, and 60 m resolution, covering the visible, near-infrared (NIR) and short-wave infrared (SWIR) parts of the electromagnetic spectrum. In this paper, a method to perform image fusion of the fine and coarse spatial resolution bands to increase the resolution of the coarser bands is proposed. The method is based on a so-called Generative Adversarial Network (GAN) and uses a deep convolutional design for both the generator and the discriminator. In experiments, it is demonstrated that the proposed method gives good results when compared to state-of-the-art single sensor image fusion methods using both simulated and real Sentinel-2 datasets.","2158-6276","978-1-7281-1581-8","10.1109/WHISPERS.2018.8747268","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=8747268","Image fusion;generative adversarial network;convolutional network;Sentinel-2","Image resolution;Image fusion;Generators;Gallium nitride;Training;Generative adversarial networks;Signal resolution","geophysical image processing;geophysical techniques;image fusion;image resolution;image sensors;remote sensing","deep convolutional Generative Adversarial Network;multispectral images;Sentinel-2 constellation;multispectral bands;electromagnetic spectrum;fine resolution bands;coarse spatial resolution bands;deep convolutional design;Sentinel-2 datasets;multispectral sensors;visible band;short-wave infrared band;single sensor image fusion methods;near-infrared band;wavelength 10.0 m;wavelength 60.0 m;wavelength 20.0 m","","7","","16","IEEE","27 Jun 2019","","","IEEE","IEEE Conferences"
"Single Sensor Image Fusion Using a Deep Residual Network","F. Palsson; J. R. Sveinsson; M. O. Ulfarsson","Faculty of Electrical and Computer Engineering Hjardarhagi 2-6, University of Iceland, Reykjavik, Iceland; Faculty of Electrical and Computer Engineering Hjardarhagi 2-6, University of Iceland, Reykjavik, Iceland; Faculty of Electrical and Computer Engineering Hjardarhagi 2-6, University of Iceland, Reykjavik, Iceland","2018 9th Workshop on Hyperspectral Image and Signal Processing: Evolution in Remote Sensing (WHISPERS)","27 Jun 2019","2018","","","1","5","Single sensor fusion is the fusion of two or more spectrally disjoint reflectance bands that have different spatial resolution and have been acquired by the same sensor. An example is the Sentinel-2 constellation which can acquire multispectral bands of 10 m, 20 m and 60 m resolution from the visible to short-wave infrared (SWIR) regions of the electromagnetic spectrum. In this paper, we present a method based on a deep residual convolutional network to fuse the fine and coarse spatial resolution bands to obtain finer spatial resolution versions of the coarse bands. The benefits of the residual design are primarily that the network converges faster and it allows for deeper networks. Also, it improves the spectral consistency of the fused image. Using a real Sentinel-2 dataset, it is demonstrated that the proposed method gives good results when compared to state-of-the-art single sensor image fusion methods.","2158-6276","978-1-7281-1581-8","10.1109/WHISPERS.2018.8747059","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=8747059","Image fusion;deep residual network;convolutional network;Sentinel-2","Training;Spatial resolution;Image fusion;Sensor fusion;MODIS","convolutional neural nets;geophysical image processing;geophysical techniques;image fusion;image resolution;image sensors","deep residual network;single sensor fusion;spectrally disjoint reflectance bands;Sentinel-2 constellation;multispectral bands;short-wave infrared regions;electromagnetic spectrum;deep residual convolutional network;fine resolution bands;coarse spatial resolution bands;finer spatial resolution versions;coarse bands;residual design;spectral consistency;fused image;Sentinel-2 dataset;single sensor image fusion methods","","","","15","IEEE","27 Jun 2019","","","IEEE","IEEE Conferences"
"Multimodal Probabilistic Latent Semantic Analysis for Sentinel-1 and Sentinel-2 Image Fusion","R. Fernandez-Beltran; J. M. Haut; M. E. Paoletti; J. Plaza; A. Plaza; F. Pla","Institute of New Imaging Technologies, University Jaume I, Castellón de la Plana, Spain; Hyperspectral Computing Laboratory, Escuela Politécnica, University of Extremadura, Cáceres, Spain; Hyperspectral Computing Laboratory, Escuela Politécnica, University of Extremadura, Cáceres, Spain; Hyperspectral Computing Laboratory, Escuela Politécnica, University of Extremadura, Cáceres, Spain; Hyperspectral Computing Laboratory, Escuela Politécnica, University of Extremadura, Cáceres, Spain; Institute of New Imaging Technologies, University Jaume I, Castellón de la Plana, Spain","IEEE Geoscience and Remote Sensing Letters","26 Aug 2018","2018","15","9","1347","1351","Probabilistic topic models have recently shown a great potential in the remote sensing image fusion field, which is particularly helpful in land-cover categorization tasks. This letter first studies the application of probabilistic latent semantic analysis (pLSA) and latent Dirichlet allocation to remote sensing synthetic aperture radar (SAR) and multispectral imaging (MSI) unsupervised land-cover categorization. Then, a novel pLSA-based image fusion approach is presented, which pursues to uncover multimodal feature patterns from SAR and MSI data in order to effectively fuse and categorize Sentinel-1 and Sentinel-2 remotely sensed data. Experiments conducted over two different data sets reveal the advantages of the proposed approach for unsupervised land-cover categorization tasks.","1558-0571","","10.1109/LGRS.2018.2843886","Generalitat Valenciana(grant numbers:APOSTD/2017/007); Ministerio de Educación, Cultura y Deporte(grant numbers:FPU14/02012-FPU15/02090,ESP2016-79503-C2-2-P); Consejería de Educación y Empleo, Junta de Extremadura(grant numbers:GR15005); ","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=8392415","Image fusion;land-cover categorization;probabilistic latent semantic analysis (pLSA);Sentinel-1;Sentinel-2","Synthetic aperture radar;Remote sensing;Data models;Image fusion;Semantics;Feature extraction;Probabilistic logic","feature extraction;geophysical image processing;geophysical techniques;image fusion;land cover;remote sensing;synthetic aperture radar","MSI data;SAR data;multispectral imaging unsupervised land-cover categorization;remote sensing synthetic aperture radar;latent Dirichlet allocation;remote sensing image fusion field;probabilistic topic models;Sentinel-2 image fusion;multimodal probabilistic latent semantic analysis;unsupervised land-cover categorization tasks;Sentinel-2 remotely sensed data;Sentinel-1;multimodal feature patterns;novel pLSA-based image fusion approach","","28","","18","IEEE","21 Jun 2018","","","IEEE","IEEE Journals"
"Deepsen3: Deep Multi-Scale Learning Model For Spatial-Spectral Fusion Of Sentinel-2 And Sentinel-3 Remote Sensing Images","A. Alboody; M. Puigt; G. Roussel; V. Vantrepotte; C. Jamet; T. -K. Tran","LISIC – UR 4491, Univ. Littoral Côte d’Opale, Longuenesse, France; LISIC – UR 4491, Univ. Littoral Côte d’Opale, Longuenesse, France; LISIC – UR 4491, Univ. Littoral Côte d’Opale, Longuenesse, France; CNRS, LOG – UMR 8187, Univ. Littoral Côte d’Opale, Wimereux, France; CNRS, LOG – UMR 8187, Univ. Littoral Côte d’Opale, Wimereux, France; CNRS, LOG – UMR 8187, Univ. Littoral Côte d’Opale, Wimereux, France","2022 12th Workshop on Hyperspectral Imaging and Signal Processing: Evolution in Remote Sensing (WHISPERS)","22 Nov 2022","2022","","","1","5","Recently, deep learning methods that integrate image features gradually became a hot development trend in fusion of multispectral and hyperspectral remote sensing images, aka multi-sharpening. Fusion of a low spatial resolution hyperspectral image (LR-HSI datacube) with its corresponding high spatial resolution multispectral image (HR-MSI datacube) to reconstruct a high spatial resolution hyperspectral image (HR-HSI) has been a significant subject in recent years. Nevertheless, it is still difficult to achieve a high quality of spatial and spectral information fusion. In this paper, we propose a Deep Multi-Scale Learning Model (called DeepSen3) of spatial-spectral information fusion based on multi-scale inception residual convolutional neural network (CNN) for more efficient hyperspectral and multispectral image fusion from ESA remote sensing satellite missions (Sentinel-2 and Sentinel-3 images). The proposed DeepSen3 fusion network was applied to Sentinel-2 MSI (13 spectral bands with a spatial resolution ranging from 10, 20 to 60 m) and Sentinel-3 OLCI (21 spectral bands with a spatial resolution of 300 m) images. Extensive experiments demonstrate that the proposed DeepSen3 network achieves the best performance (both qualitatively and quantitatively) compared with recent state-of-the-art deep learning approaches.","2158-6276","978-1-6654-7069-8","10.1109/WHISPERS56178.2022.9955139","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9955139","Deep Learning;Residual Convolutional Neural Network (ResNet-CNN);Multi-Scale Inception;Feature Extraction;Spatial-Spectral Image Fusion;Sentinel-2 and Sentinel-3 Remote Sensing Images;HyperSpectral Images (HSI);Multi-Spectral Images (MSI)","Deep learning;Satellites;Signal processing;Market research;Distance measurement;Convolutional neural networks;Spatial resolution","artificial satellites;convolutional neural nets;deep learning (artificial intelligence);geophysical image processing;image fusion;remote sensing","deep multiscale learning model;DeepSen3 fusion network;ESA remote sensing satellite missions;high spatial resolution hyperspectral image;low spatial resolution hyperspectral image fusion;multiscale inception residual convolutional neural network;multisharpening;multispectral remote sensing image fusion;Sentinel-2 MSI images;Sentinel-3 OLCI images;Sentinel-3 remote sensing images;spatial-spectral information fusion","","","","20","IEEE","22 Nov 2022","","","IEEE","IEEE Conferences"
"Sentinel-1 and Sentinel-2 Data Fusion for Urban Change Detection","A. Benedetti; M. Picchiani; F. Del Frate","University of Tor Vergata, Rome, Italy; University of Tor Vergata, Rome, Italy; University of Tor Vergata, Rome, Italy","IGARSS 2018 - 2018 IEEE International Geoscience and Remote Sensing Symposium","4 Nov 2018","2018","","","1962","1965","In this paper a new approach based on the fusion of Sentinel-1 and Sentinel-2 products to map urban change detection and to observe suburb's development is presented. The algorithm developed can process data in a fast, automatic and accurate way. To reach this goal, the processing chain uses an iterative multitemporal approach based, for each iteration, on three procedures. The first and second ones are based on Pulse Coupled Neural Network (PCNN) applied to SAR and optical images, respectively, while the third processing is an optical multiband filter, implementing the spectral difference computation. The three outputs of each iteration are fused together by means of a weighted average formulation. The algorithm may deal with multitemporal acquisitions to improve the overall accuracy in the detection of urban changes by the integration of the outputs at different time intervals.","2153-7003","978-1-5386-7150-4","10.1109/IGARSS.2018.8517586","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=8517586","Sentinel-1;Sentinel-2;image fusion;change detection;global monitoring urbanization","Optical filters;Optical imaging;Synthetic aperture radar;Change detection algorithms;Remote sensing;Data integration;Adaptive optics","geophysical image processing;geophysical techniques;image fusion;neural nets;remote sensing by radar;synthetic aperture radar;terrain mapping","Sentinel-1;Sentinel-2 data fusion;Sentinel-2 products;map urban change detection;suburb;processing chain;iterative multitemporal approach;Pulse Coupled Neural Network;optical images;optical multiband filter;urban changes","","13","","13","IEEE","4 Nov 2018","","","IEEE","IEEE Conferences"
"Inter-Sensor Remote Sensing Image Enhancement for Operational Sentinel-2 and Sentinel-3 Data Products","R. Fernandez; R. Fernandez-Beltran; F. Pla","Institute of New Imaging Technologies, University Jaume I, Castellón de la Plana, Spain; Institute of New Imaging Technologies, University Jaume I, Castellón de la Plana, Spain; Institute of New Imaging Technologies, University Jaume I, Castellón de la Plana, Spain","IGARSS 2020 - 2020 IEEE International Geoscience and Remote Sensing Symposium","17 Feb 2021","2020","","","1504","1507","The recent availability of operational data from the Sentinel-2 and Sentinel-3 missions provides widespread opportunities to generate diverse high-level remote sensing products. However, the synergies between both multi-spectral instruments are often difficult to exploit from an operational perspective. Standard pansharpening algorithms may encounter important disadvantages due to the limited intersensor data availability in actual production environments. Moreover, the lack of a real high-resolution ground-truth for super-resolution techniques may affect the radiometric quality of the final result. In this scenario, this work investigates the viability of using the Multi-Spectral Instrument of Sentinel-2 for super-resolving data products acquired by the Ocean and Land Colour Instrument of Sentinel-3. Specifically, we define an inter-sensor image enhancement framework which combines a PCA-based component substitution pansharpening scheme with a CNN-based spatial enhancing super-resolution mapping. The conducted experiments reveal the suitability of the proposed approach for generating Level-4 data products within the Copernicus programme context.","2153-7003","978-1-7281-6374-1","10.1109/IGARSS39084.2020.9324071","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9324071","Sentinel-2 (S2);Sentinel-3 (S3);super-resolution (SR);pansharpening;image fusion","Spatial resolution;Pansharpening;Principal component analysis;Instruments;Remote sensing;Image enhancement;Superresolution","geophysical image processing;image enhancement;image fusion;image resolution;remote sensing;terrain mapping","inter-sensor remote sensing image enhancement;operational Sentinel-2;Sentinel-3 data products;recent availability;operational data;Sentinel-3 missions;diverse high-level remote sensing products;multispectral instruments;operational perspective;standard pansharpening algorithms;intersensor data availability;actual production environments;high-resolution ground-truth;super-resolution techniques;MultiSpectral Instrument;inter-sensor image enhancement framework;super-resolution mapping;Level-4 data products","","","","10","IEEE","17 Feb 2021","","","IEEE","IEEE Conferences"
"Deep SURE for Unsupervised Remote Sensing Image Fusion","H. V. Nguyen; M. O. Ulfarsson; J. R. Sveinsson; M. Dalla Mura","Department of Electrical and Electronic Engineering, Nha Trang University, Nha Trang, Vietnam; Faculty of Electrical and Computer Engineering, University of Iceland, Reykjavík, Iceland; Faculty of Electrical and Computer Engineering, University of Iceland, Reykjavík, Iceland; Institut Universitaire de France (IUF), Paris, France","IEEE Transactions on Geoscience and Remote Sensing","8 Nov 2022","2022","60","","1","13","Image fusion is utilized in remote sensing (RS) due to the limitation of the imaging sensor and the high cost of simultaneously acquiring high spatial and spectral resolution images. Optical RS imaging systems usually provide images of high spatial resolution but low spectral resolution and vice versa. Therefore, fusing those images to obtain a fused image having both high spectral and spatial resolution is desirable in many applications. This article proposes a fusion framework using an unsupervised convolutional neural network (CNN) and Stein’s unbiased risk estimate (SURE). We derive a new loss function for a CNN that incorporates a backprojection mean square error (MSE) with SURE to estimate the projected mse between the fused image and the ground truth. The main motivation is that training a CNN with this SURE loss function is unsupervised and avoids overfitting. Experimental results for two fusion examples, multispectral and hyperspectral (MS–HS) image fusion and multispectral and multispectral (MS–MS) image fusion, show that the proposed method yields high-quality fused images and outperforms the competitive methods. Codes are available at https://github.com/hvn2/Deep-SURE-Fusion.","1558-0644","","10.1109/TGRS.2022.3215902","Icelandic Research Fund(grant numbers:207233-051); University of Iceland Doctoral Fund(grant numbers:1547-154305); ANR FuMultiSPOC(grant numbers:ANR-20-ASTR-0006); ","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9924190","Image fusion;multispectral and hyperspectral (MS–HS) image fusion;pansharpening;remote sensing (RS);Sentinel 2 sharpening;Stein’s unbiased risk estimate (SURE);unsupervised convolutional neural networks (CNNs)","Spatial resolution;Image fusion;Convolutional neural networks;Electronics packaging;Training;Pansharpening;Optical sensors","convolutional neural nets;deep learning (artificial intelligence);geophysical image processing;hyperspectral imaging;image fusion;image resolution;mean square error methods;remote sensing;unsupervised learning","CNN;loss function;high-quality fused images;imaging sensor;spatial resolution images;spectral resolution images;unsupervised convolutional neural network;Stein unbiased risk estimate;deep SURE;unsupervised remote sensing image fusion;optical RS imaging systems;backprojection mean square error;MSE;multispectral image fusion;hyperspectral image fusion","","","","75","IEEE","19 Oct 2022","","","IEEE","IEEE Journals"
"Fusion of Sentinel-2 Data with High Resolution Open Access Planet Basemaps for Grazing Lawn Detection in Southern African Savannahs","K. T. Awuah; P. Aplin","Department of Geography and Geology, Edge Hill University, Ormskirk, UK; Department of Geography and Geology, Edge Hill University, Ormskirk, UK","2021 IEEE International Geoscience and Remote Sensing Symposium IGARSS","12 Oct 2021","2021","","","1409","1412","Short grass grazing lawn patches are significant components of habitat heterogeneity in southern African savannah ecosystems. Accurate maps of grazing lawn distribution is essential to enhance understanding of important ecosystem processes such as mega-herbivore population dynamics, nutrient cycling and plant community composition. The inherent heterogeneity of savannah landscapes however creates significant challenges for accurate discrimination of vegetation components and thus grazing lawn detection. Recent studies favour very high spatial resolution (VHR) multi-spectral imagery for dealing with this challenge. However, such data are costly for use in operational management. Planet Labs, through Norway's International Climate and Forests Initiative (NICFI), now grant free access to high-resolution, analysis-ready mosaics over the tropics, with great potential for fine-scale vegetation mapping. However, the spectral characteristics of these data are limited and fail to resolve the spectral similarity of different savannah vegetation components. We address these issues using Gram-Schmidt transformation to fuse Planet Basemaps and Sentinel-2A images for grazing lawn detection within the Lower Sabie region of Kruger National Park, South Africa. The original and fused images were classified using a random forest approach. Overall, the fused image achieved the best grazing lawn detection accuracy (0.85) and general map accuracy (0.72) results compared to Sentinel-2 (0.67 and 0.62) and Planet basemap (0.64 and 0.62 respectively). Our findings provide a foundation for cost-effective and accurate high spatial resolution vegetation mapping in heterogenous savannah landscapes. Further studies will investigate the potential of multi-temporal fused data and object-based approaches for enhanced savannah vegetation mapping","2153-7003","978-1-6654-0369-6","10.1109/IGARSS47720.2021.9554156","Edge Hill University; Royal Geographical Society; ","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9554156","Image fusion;Sentinel-2;Planet basemaps;Random forest;savannah;grazing lawn","Planets;Open Access;Fuses;Ecosystems;Sociology;Vegetation mapping;Forestry","ecology;geophysical image processing;image fusion;image resolution;vegetation;vegetation mapping","Sentinel-2 data;high resolution open access Planet Basemaps;southern African savannahs;lawn patches;southern African savannah ecosystems;grazing lawn distribution;ecosystem processes;nutrient cycling;plant community composition;high spatial resolution multispectral imagery;fine-scale vegetation mapping;grazing lawn detection accuracy;Planet basemap;heterogenous savannah landscapes;multitemporal fused data;enhanced savannah vegetation mapping;high spatial resolution vegetation mapping;savannah vegetation components;International Climate and Forests Initiative;Kruger National Park","","1","","9","IEEE","12 Oct 2021","","","IEEE","IEEE Conferences"
"Zero-Shot Sentinel-2 Sharpening Using a Symmetric Skipped Connection Convolutional Neural Network","H. V. Nguyen; M. O. Ulfarsson; J. R. Sveinsson; J. Sigurdsson","Faculty of Electrical and Computer Engineering, University of Iceland; Faculty of Electrical and Computer Engineering, University of Iceland; Faculty of Electrical and Computer Engineering, University of Iceland; Faculty of Electrical and Computer Engineering, University of Iceland","IGARSS 2020 - 2020 IEEE International Geoscience and Remote Sensing Symposium","17 Feb 2021","2020","","","613","616","Sentinel-2 (S2) satellite constellations can provide multispectral images of 10 m, 20 m, and 60 m resolution for visible, near-infrared (NIR) and short-wave infrared (SWIR) in the electromagnetic spectrum. In this paper, we present a sharpening method based on a symmetric skipped connection convolutional neural network, called SSC-CNN, to sharpen 20 m bands using 10 m bands. The main advantage of SSC-CNN architecture is that it brings the features of the input branch to the output, thus improving convergence without using too many deep layers. The proposed method uses the reduced-scale combination of 10 m bands and 20 m bands, and the observed 20 m bands as the training pairs. The experimental results using two Sentinel-2 datasets show that our method outperforms competitive methods in quantitative metrics and visualization.","2153-7003","978-1-7281-6374-1","10.1109/IGARSS39084.2020.9323614","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9323614","Sentinel-2;image fusion;image sharpening;super resolution;convolutional neural network","Image resolution;Spatial resolution;Training;Sea measurements;Remote sensing;Pansharpening;Measurement","convolutional neural nets;image classification;image resolution;image sensors;learning (artificial intelligence)","SSC-CNN architecture;Sentinel-2 datasets;zero-shot Sentinel-2 sharpening;symmetric skipped connection convolutional neural network;Sentinel-2 satellite constellations;near-infrared;sharpening method;size 20.0 m;size 60.0 m;size 10.0 m","","5","","10","IEEE","17 Feb 2021","","","IEEE","IEEE Conferences"
