"Document Title",Authors,"Author Affiliations","Publication Title",Date Added To Xplore,"Publication Year","Volume","Issue","Start Page","End Page","Abstract","ISSN",ISBNs,"DOI",Funding Information,PDF Link,"Author Keywords","IEEE Terms","INSPEC Controlled Terms","INSPEC Non-Controlled Terms","Mesh_Terms",Article Citation Count,Patent Citation Count,"Reference Count","License",Online Date,Issue Date,"Meeting Date","Publisher",Document Identifier
"Synthetic Aperture Radar Image Synthesis by Using Generative Adversarial Nets","J. Guo; B. Lei; C. Ding; Y. Zhang","School of Electronic, Electrical and Communication Engineering, University of Chinese Academy of Sciences, Beijing, China; School of Electronic, Electrical and Communication Engineering, University of Chinese Academy of Sciences, Beijing, China; School of Electronic, Electrical and Communication Engineering, University of Chinese Academy of Sciences, Beijing, China; School of Electronic, Electrical and Communication Engineering, University of Chinese Academy of Sciences, Beijing, China","IEEE Geoscience and Remote Sensing Letters","22 Jun 2017","2017","14","7","1111","1115","Synthetic aperture radar (SAR) image simulators based on computer-aided drawing models play an important role in SAR applications, such as automatic target recognition and image interpretation. However, the accuracy of such simulators is due to geometric error and simplification in the electromagnetic calculation. In this letter, an end-to-end model was developed that could directly synthesize the desired images from the known image database. The model was based on generative adversarial nets (GANs), and its feasibility was validated by comparisons with real images and ray-tracing results. As a further step, the samples were synthesized at angles outside of the data set. However, the training process of GAN models was difficult, especially for SAR images which are usually affected by noise interference. The major failure modes were analyzed in experiments, and a clutter normalization method was proposed to ameliorate them. The results showed that the method improved the speed of convergence up to 10 times. The quality of the synthesized images was also improved.","1558-0571","","10.1109/LGRS.2017.2699196","National Natural Science Foundation of China(grant numbers:61331017); ","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=7927706","Generative adversarial nets (GANs);SAR image simulator;SAR interpretation;synthetic aperture radar (SAR)","Training;Synthetic aperture radar;Clutter;Gallium nitride;Solid modeling;Ray tracing;Biological system modeling","learning (artificial intelligence);radar clutter;radar computing;radar imaging;synthetic aperture radar","synthetic aperture radar image synthesis;generative adversarial nets;SAR image simulators;computer-aided drawing models;geometric error;electromagnetic calculation;end-to-end model;image database;GAN model training process;noise interference;failure modes;clutter normalization method;synthesized image quality","","63","1","10","IEEE","15 May 2017","","","IEEE","IEEE Journals"
"Potential of the Reverse Synthesis Method for the High-Quality SAR Image Synthesis","E. Shiro","Independent researcher, Toronto, Canada","IGARSS 2018 - 2018 IEEE International Geoscience and Remote Sensing Symposium","4 Nov 2018","2018","","","8905","8908","A potential of a new Reverse synthesis method proposed at IGARSS 2017 for the high-quality Synthetic Aperture Radar (SAR) image synthesis is presented. Images produced by the method are compared with the best existing approaches for the speckle noise reduction. Further capabilities for the image quality improvement like side lobe, range and azimuth reduction, contrast improvement, autofocusing and target detectability improvement are considered. The novel approach allows both: to produce high quality and high-resolution images from existing SAR raw data and to create new high-quality systems with reduced demands to the on-board equipment.","2153-7003","978-1-5386-7150-4","10.1109/IGARSS.2018.8518457","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=8518457","high resolution;image quality;image synthesis;SAR;speckle noise;synthetic aperture imaging;synthetic aperture radar","Speckle;Image resolution;Synthetic aperture radar;Buildings;Automobiles;Image generation;Image edge detection","image denoising;radar imaging;speckle;synthetic aperture radar","high-quality synthetic aperture radar image synthesis;side lobe;range-and-azimuth reduction;high-quality systems;SAR raw data;high-resolution images;target detectability improvement;autofocusing;contrast improvement;image quality improvement;speckle noise reduction;IGARSS 2017;high-quality SAR image synthesis;reverse synthesis method","","","","5","IEEE","4 Nov 2018","","","IEEE","IEEE Conferences"
"SAR image synthesis with chirp scaling algorithm of 3D CAD model using EM simulator","S. Kim; J. Yu; M. -H. Ka","School of Integrated Technology, Yonsei University, Seoul, South Korea; School of Integrated Technology, Yonsei University, Seoul, South Korea; School of Integrated Technology, Yonsei University, Seoul, South Korea","2015 IEEE 5th Asia-Pacific Conference on Synthetic Aperture Radar (APSAR)","29 Oct 2015","2015","","","72","75","In this paper, we describe a simple method for SAR image synthesis of a realistic target model using the general purpose EM simulator like FEKO and demonstrate the steps by processing the simulated SAR raw data with chirp-scaling algorithm (CSA), which is one of the most widely used SAR image formation algorithms. This method can benefit us many advantages like performance evaluation for target detection, estimation and target recognition with realistic target model in a cost-and-time effective way.","","978-1-4673-7297-8","10.1109/APSAR.2015.7306157","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=7306157","Synthetic Aperture Radar;Electro-Magnetic Simulation;Chirp-Scaling Algorithm","Decision support systems;Conferences;Apertures;Yttrium","CAD;object detection;radar detection;radar imaging;radar target recognition;synthetic aperture radar","synthetic aperture radar;SAR image synthesis;chirp scaling algorithm;3D CAD model;EM simulator;target model;FEKO;SAR image formation algorithms;target detection;target recognition","","","","14","IEEE","29 Oct 2015","","","IEEE","IEEE Conferences"
"High Resolution SAR Image Synthesis with Hierarchical Generative Adversarial Networks","H. Huang; F. Zhang; Y. Zhou; Q. Yin; W. Hu","College of Information Science and Technology, Beijing University of Chemical Technology, Beijing, P.R. China; College of Information Science and Technology, Beijing University of Chemical Technology, Beijing, P.R. China; College of Information Science and Technology, Beijing University of Chemical Technology, Beijing, P.R. China; College of Information Science and Technology, Beijing University of Chemical Technology, Beijing, P.R. China; College of Information Science and Technology, Beijing University of Chemical Technology, Beijing, P.R. China","IGARSS 2019 - 2019 IEEE International Geoscience and Remote Sensing Symposium","14 Nov 2019","2019","","","2782","2785","Generative adversarial network (GAN) is an artificial neural network based on unsupervised learning method. Due to its powerful model representation capabilities, GAN has been introduced to synthesize synthetic aperture radar (SAR) image data, for the real sample is difficult to acquire. Large-scale, high-resolution SAR images play an important role in promoting SAR applications, such as automatic target recognition and image interpretation. However, on account of the difficult training problem of GAN network, especially for SAR images with speckle noise, it is difficult to obtain high-resolution SAR images by simply transfer the net from optical image. Recent studies in other image fields have shown that hierarchical structure is an effective and useful way to decompose a generation task into several smaller subtasks. How to obtain more high-resolution SAR images from limited original samples through GAN is the target of our research. Therefore, in this paper, we introduce a hierarchical GAN network model to generate SAR images, through the multi-stage network, gradually improve the quality of the generated image, and finally obtain high-resolution images. The type and aspect of generated images are determined by the input of condition vectors in the last two stages. In addition, we introduce the triple loss, in which the background loss is used to imitating background clutter noise of SAR image, the condition loss is to make the generated images' type and aspect become controllable, and the global loss for getting higher image generation quality. The generated images show high similarity with the real samples.","2153-7003","978-1-5386-9154-0","10.1109/IGARSS.2019.8900494","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=8900494","Generative adversarial network(GAN);synthetic aperture radar (SAR);SAR simulator;automatic target recognition (ATR);triple loss","Generative adversarial networks;Radar polarimetry;Gallium nitride;Image resolution;Synthetic aperture radar;Solid modeling;Data models","image resolution;neural nets;radar imaging;synthetic aperture radar;unsupervised learning","high resolution SAR image synthesis;hierarchical generative adversarial networks;generative adversarial network;artificial neural network;synthetic aperture radar image data;high-resolution SAR images;SAR applications;automatic target recognition;image interpretation;optical image;image fields;hierarchical GAN network model;high-resolution images;generated images;image generation quality;unsupervised learning method","","10","","8","IEEE","14 Nov 2019","","","IEEE","IEEE Conferences"
"Study on jamming method of inverse synthetic aperture radar based on three platform","M. Guo; H. Zhu; N. Tai; C. Wang; N. Yuan","National University of Defense Technology, Changsha, China; National University of Defense Technology, Changsha, China; National University of Defense Technology, Changsha, China; National University of Defense Technology, Changsha, China; National University of Defense Technology, Changsha, China","2016 IEEE Information Technology, Networking, Electronic and Automation Control Conference","5 Sep 2016","2016","","","652","655","Based on the basic principle of the multiply modulation jamming of synthetic aperture radar (SAR), a new jamming method of inverse synthetic aperture radar (ISAR) based on three platform is proposed: at first, it needs to choose an image template which is used to do 2D-FFT and compensation to generate jamming template; In order to get jamming data which need to compute the sampling interval and sample the jamming template; at last, the jamming data multiply the intercept signal to send out. The false target is created to provide an effective protection for a certain target send the result out. This method can achieve single or multiple false targets, and false targets can be adjusted according to the size, number and flight attitude of the ideal targets template. Simulation results demonstrate the effectiveness of this method. Because of the first step is independent and doesn't need any parameters of enemy ISAR system, which can be calculated in advance, comparing with the methods digital image synthesis, this method has less computational complexity.","","978-1-4673-9194-8","10.1109/ITNEC.2016.7560441","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=7560441","three platform;ISAR jamming;single or multiple false target;multiply modulation","Jamming;Image resolution;Imaging;Simulation;Inverse synthetic aperture radar;Modulation","fast Fourier transforms;jamming;radar imaging;synthetic aperture radar","inverse synthetic aperture radar;ISAR;basic multiply modulation jamming principle;image template;2D-FFT;jamming template generation;jamming data;sampling interval computation;flight attitude","","","","6","IEEE","5 Sep 2016","","","IEEE","IEEE Conferences"
"LDGAN: A Synthetic Aperture Radar Image Generation Method for Automatic Target Recognition","C. Cao; Z. Cao; Z. Cui","School of Information and Communication Engineering, University of Electronic Science and Technology of China, Chengdu, China; Center for Information Geoscience, UESTC, Chengdu, China; School of Information and Communication Engineering, University of Electronic Science and Technology of China, Chengdu, China","IEEE Transactions on Geoscience and Remote Sensing","22 Apr 2020","2020","58","5","3495","3508","Under the framework of a supervised learning-based automatic target recognition (ATR) approach, recognition performance is primarily dependent on the amount of training samples. However, shortage in training samples is a consistent issue for ATR. In this article, we propose a new image to image generation method, called label-directed generative adversarial networks (LDGANs), which will provide labeled samples to be used for recognition model training. We define an entirely new loss function for the LDGAN, which utilizes the Wasserstein distance to replace the original distance measurement of the conventional generative adversarial networks (GANs), thus efficiently avoiding the collapse mode problem. The label information is also added to the loss function of the LDGAN to avoid generating a large number of unlabeled target images. More importantly, the proposed method also makes corresponding changes to the network architecture regarding the new GANs. At the same time, the detailed algorithm about the LDGAN is also introduced in this article to deal with the issue that characteristically GANs are not easy to train. Based on comparisons with other directed generation methods, the experimental results show comparative results of several types of generated images in statistical features, gradient features, classic features of synthetic aperture radar (SAR) targets and the independence from the real image. While demonstrating that the images generated by the LDGAN produced better results using the assumptions of independent and identical distribution, the experiment also explores the performance of the generated image in the ATR. A comparison of these experimental results demonstrates a better way to use the generated image for ATR. The experimental results also prove that the proposed method does have the ability to supplement information for ATR when the training sample information is insufficient.","1558-0644","","10.1109/TGRS.2019.2957453","National Natural Science Foundation of China(grant numbers:61801098); Fundamental Research Funds for the Central Universities(grant numbers:2672018ZYGX2018J013); ","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=8938701","Automatic target recognition (ATR);information supplement;label-directed generative adversarial network (LDGAN);synthetic aperture radar (SAR) image","Gallium nitride;Radar polarimetry;Image recognition;Synthetic aperture radar;Target recognition;Training;Image synthesis","feature extraction;learning (artificial intelligence);neural nets;radar computing;radar imaging;radar target recognition;synthetic aperture radar","label-directed generative adversarial networks;supervised learning-based automatic target recognition approach;synthetic aperture radar image generation method;training sample information;synthetic aperture radar targets;directed generation methods;unlabeled target images;label information;GAN;conventional generative adversarial networks;loss function;recognition model training;labeled samples;LDGAN;training samples;recognition performance;ATR","","22","","32","IEEE","23 Dec 2019","","","IEEE","IEEE Journals"
"ArcSAR: Theory, Simulations, and Experimental Verification","M. Pieraccini; L. Miccinesi","Department of Information Engineering, University of Florence, Florence, Italy; Department of Information Engineering, University of Florence, Florence, Italy","IEEE Transactions on Microwave Theory and Techniques","26 Jan 2017","2017","65","1","293","301","ArcSAR is a ground-based synthetic aperture radar (GBSAR) that has recently been receiving increasing interest in the scientific literature. While the conventional GBSAR exploits the movement of an antenna along a linear rail to synthesize a large aperture, an ArcSAR exploits the spatial diversity of the data acquired by an antenna fixed to a rotating arm. The great advantage of ArcSAR is its capability to synthesize images at 360° with a constant resolution in azimuth. In this paper, the authors propose and test a new focusing algorithm that does not require to operate in the far field and neither with narrow beam antennas; moreover, it is flexible enough to focus on any plane (not necessarily on the rotation plane) as well as in the whole 3-D space. Furthermore, the authors demonstrate theoretically and experimentally that ArcSAR images can be affected by a “defocusing effect” of the targets far from the rotation plane, which has to be taken into consideration when designing such radars.","1557-9670","","10.1109/TMTT.2016.2613926","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=7588999","Ground-based synthetic aperture radar (GBSAR);radar;remote sensing;synthetic aperture radar (SAR)","Synthetic aperture radar;Spaceborne radar;Radar antennas;Apertures;Radar imaging","radar imaging;synthetic aperture radar","ground-based synthetic aperture radar;antenna movement;linear rail;spatial diversity;image synthesis;3D space;ArcSAR images;defocusing effect","","43","","23","IEEE","12 Oct 2016","","","IEEE","IEEE Journals"
"Exploring the Potential of Unsupervised Image Synthesis for SAR-Optical Image Matching","W. -L. Du; Y. Zhou; J. Zhao; X. Tian; Z. Yang; F. Bian","School of Computer Science and Technology, China University of Mining and Technology, Xuzhou, China; Engineering Research Center of Mine Digitization, Ministry of Education of the People's Republic of China, Xuzhou, China; School of Computer Science and Technology, China University of Mining and Technology, Xuzhou, China; State Key Laboratory of Lunar and Planetary Sciences, Macau University of Science and Technology, Taipa, Macau; DFH Satellite Company Ltd., Beijing, China; DFH Satellite Company Ltd., Beijing, China","IEEE Access","18 May 2021","2021","9","","71022","71033","We consider SAR-optical image matching problems, where correspondences are acquired from a pair of SAR and optical images. Recent methods for such a problem typically simplify the SAR-optical image matching to the SAR-SAR or optical-optical image matchings using supervised-image-synthesis methods. However, training supervised-image-synthesis needs plenty of aligned SAR-optical image pairs while gathering sufficient amounts of aligned multi-modal image pairs is challenging in remote sensing. In this work, we investigate the applicability of unsupervised-image-synthesis for SAR-optical image matching such that the unaligned SAR-optical images could be used. To this end, we apply feature matching loss to a well known unsupervised-image-synthesis method, i.e., CycleGAN, to enforce the feature matching consistency. Moreover, we develop a shared-matching-strategy to improve the results of SAR-optical image matching further. Qualitative comparisons against CycleGAN, StarGAN, and DualGAN demonstrate the superiority of our approach. Quantitative results show that, compared with CycleGAN, StarGAN, and DualGAN, our method obtains at least 2.6 times more qualified SAR-optical matchings.","2169-3536","","10.1109/ACCESS.2021.3079327","National Natural Science Foundation of China(grant numbers:62002360,61806206,61772530); opening fund of State Key Laboratory of Lunar and Planetary Sciences, Macau University of Science and Technology (Macau FDCT)(grant numbers:119/2017/A3); Science and Technology Development Fund of Macau(grant numbers:0038/2020/A1); Fundamental Research Funds for the Central Universities(grant numbers:2020ZDPY0305); Natural Science Foundation of Jiangsu Province(grant numbers:BK20201346,BK20180639); Six Talent Peaks Project in Jiangsu Province(grant numbers:2015-DZXX-010,2018-XYDXX-044); China Postdoctoral Science Foundation(grant numbers:2020M681765); Jiangsu Province Postdoctoral Research Foundation(grant numbers:2020Z178); Xuzhou Science and Technology Program(grant numbers:KC18061); ","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9427486","Image matching;unsupervised-image-synthesis;synthetic aperture radar (SAR);generative adversarial networks (GANs)","Optical imaging;Image matching;Adaptive optics;Optical sensors;Radar polarimetry;Nonlinear optics;Image synthesis","geophysical image processing;image matching;image registration;optical images;radar imaging;remote sensing;synthetic aperture radar","unsupervised image synthesis;SAR-optical image matching problems;SAR-SAR;optical-optical image matchings;supervised-image-synthesis methods;training supervised-image-synthesis;aligned SAR-optical image pairs;aligned multimodal image pairs;unaligned SAR-optical images;known unsupervised-image-synthesis method;2.6 times more qualified SAR-optical matchings","","5","","57","CCBY","11 May 2021","","","IEEE","IEEE Journals"
"An Enhanced Probabilistic Posterior Sampling Approach for Synthesizing SAR Imagery With Sea Ice and Oil Spills","L. Xu; A. Wong; D. A. Clausi","School of Land Science and Technology, China University of Geosciences, Beijing, China; Systems Design Engineering Department, University of Waterloo, Waterloo, ON, Canada; Systems Design Engineering Department, University of Waterloo, Waterloo, ON, Canada","IEEE Geoscience and Remote Sensing Letters","19 May 2017","2017","14","2","188","192","Although the synthesis of the synthetic aperture radar (SAR) imagery with both sea ice and oil spills can significantly benefit in improving the consistency and comprehensiveness of testing and evaluating algorithms that are designed for mapping cold ocean regions, creating such imagery is difficult due to the heterogeneity and complexity of the source images. This letter presents an enhanced region-based probabilistic posterior sampling approach to effectively synthesize SAR imagery with different ocean features. In the proposed approach, instead of relying entirely on the SAR intensity values, the posterior sampling is performed based on a number of quantitative factors, such as intensity, label field, and the prior class probability of sampling candidates, constituting a complete probabilistic framework that addresses key aspects in the synthesis of SAR imagery from heterogeneous sources. The experiments demonstrate that the proposed approach can better address the difficulties caused by the heterogeneity in the source images compared with the existing state-of-the-art ice synthesis method, and it will improve the consistency, comprehensiveness, and fairness of the evaluation of the remote sensing classification and segmentation algorithms.","1558-0571","","10.1109/LGRS.2016.2633572","Natural Sciences and Engineering Research Council of Canada; ArcticNet; National Natural Science Foundation of China(grant numbers:41501410); Canada Research Chairs Program; ","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=7797259","Image synthesis;oil spills;sea ice;statistical texture modeling","Synthetic aperture radar;Oils;Sea ice;Probabilistic logic;Image segmentation;Image generation","image sampling;marine pollution;oil pollution;pollution measurement;radar imaging;sea ice;synthetic aperture radar","enhanced probabilistic posterior sampling;SAR imagery synthesis;sea ice;oil spills;synthetic aperture radar;ocean features;source images","","3","","13","IEEE","23 Dec 2016","","","IEEE","IEEE Journals"
"Generation of SAR Images with Features for Target Recognition","G. Peng; M. Liu; S. Chen; Y. Li; F. Lu","School of Computer Science, Shaanxi Normal University, Xi’an, China; School of Computer Science, Shaanxi Normal University, Xi’an, China; Xi’an Modern Control Technology Research Institute, China, Xi’an, China; North Automatic Control Technology Institute, Taiyuan, China; Xi’an Modern Control Technology Research Institute, China, Xi’an, China","2022 IEEE International Conference on Signal Processing, Communications and Computing (ICSPCC)","23 Dec 2022","2022","","","1","4","Since it is difficult to obtain a large number of the real samples of SAR images, the accuracy of synthetic aperture radar automatic target recognition (SAR-ATR) based on deep learning is often affected by the lack of real samples. Generative adversarial network (GAN) is a method that can effectively generate samples to expand dataset. This paper proposes a GAN that adds a condition to guide image generation and modifies the true and false discriminator to a discriminator with classification (DwC). In addition to correctly recognize the real SAR images, DwC recognizes the generated images as the class N + 1. In order to make the generated images recognized as the real images by DwC, the conditional generator gradually learns to generate the images with features of a specific category. Applying the SAR images generated by our model to target recognition based on deep learning can effectively improve the accuracy.","","978-1-6654-6972-2","10.1109/ICSPCC55723.2022.9984374","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9984374","synthetic aperture radar automatic target recognition (SAR-ATR);generation adversarial network (GAN);discriminator with classification (DwC)","Deep learning;Image recognition;Target recognition;Image synthesis;Signal processing;Generative adversarial networks;Radar polarimetry","image recognition;learning (artificial intelligence);radar imaging;radar target recognition;synthetic aperture radar","conditional generator;deep learning;DwC;generative adversarial network;image generation;SAR images;SAR-ATR;synthetic aperture radar automatic target recognition","","","","9","IEEE","23 Dec 2022","","","IEEE","IEEE Conferences"
