"Document Title",Authors,"Author Affiliations","Publication Title",Date Added To Xplore,"Publication Year","Volume","Issue","Start Page","End Page","Abstract","ISSN",ISBNs,"DOI",Funding Information,PDF Link,"Author Keywords","IEEE Terms","INSPEC Controlled Terms","INSPEC Non-Controlled Terms","Mesh_Terms",Article Citation Count,Patent Citation Count,"Reference Count","License",Online Date,Issue Date,"Meeting Date","Publisher",Document Identifier
"Multi-angle SAR images for earthquake damage assessment","L. Wei-Hua; S. Ming-xin; Y. Huai-Ning; D. Xiao-Xia","National Earthquake Response Support Service, China Earthquake Administration, Beijing, China; National Earthquake Response Support Service, China Earthquake Administration, Beijing, China; National Earthquake Response Support Service, China Earthquake Administration, Beijing, China; National Earthquake Response Support Service, China Earthquake Administration, Beijing, China","2015 IEEE 5th Asia-Pacific Conference on Synthetic Aperture Radar (APSAR)","29 Oct 2015","2015","","","714","716","Space-borne synthetic aperture radar (SAR) is very useful due to the whole-day-work capability, which has been widely used in earthquake damage assessment and rescue. This paper presents a novel method for earthquake damage assessment by using multi-angle SAR images. The scatter of building, especially for the damaged buildings, will change with the elevation angle and squint angle, which means a serious lack of information. In order to get more information, the multi-angle SAR images should be obtained. Moreover, a fast and accurate image information algorithm should be used. Furthermore, image geometry correction is realized in slant range plane. After correction operation, fusion operation is implemented. Finally, the simulation results justify the proposed method.","","978-1-4673-7297-8","10.1109/APSAR.2015.7306305","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=7306305","SAR;multi-angles;geometry correction;image fusion","Synthetic aperture radar;Earthquakes;Buildings;Geometry;Azimuth;Image fusion;Image resolution","earthquakes;geophysical techniques;radar imaging;spaceborne radar;synthetic aperture radar","earthquake damage assessment;space-borne synthetic aperture radar;rescue;elevation angle;squint angle;multi-angle SAR images;image information algorithm;image geometry correction","","","","10","IEEE","29 Oct 2015","","","IEEE","IEEE Conferences"
"Multi-angle SAR image fusion algorithm based on visibility classification of non-layover region targets","S. Zhu; D. Ran","School of Space Information, Space Engineering University, Beijing, China; School of Space Information, Space Engineering University, Beijing, China","2017 International Conference on Security, Pattern Analysis, and Cybernetics (SPAC)","1 Mar 2018","2017","","","642","647","In order to reduce the layover region in traditional single-angle synthetic aperture radar (SA-SAR) image of mountainous area, a multi-angle synthetic aperture radar (MA-SAR) image fusion algorithm based on visibility classification of non-layover region targets is proposed. By defining a practical index named multi-angle visibility of non-layover region targets which used for automatic pixel classification, the proposed algorithm calculates the visibility index of every pixel of SA-SAR images obtained from different observation angles and fuses those pixels with the same visibility index to form the fused image. The fused image can effectively eliminate all adverse effects on target detection and classification which caused by the phenomenon of layover, and realize a precision MA-SAR imaging of mountainous area. The simulation results have verified the effectiveness of the proposed algorithm.","","978-1-5386-3016-7","10.1109/SPAC.2017.8304355","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=8304355","Multi-angle synthetic aperture radar (MA-SAR);Image fusion;Multi-angle visibility index;Automatic pixel classification","Filtering;Indexes;Synthetic aperture radar;Image fusion;Image segmentation;Speckle;Imaging","geophysical image processing;image classification;image fusion;object detection;radar imaging;radar resolution;remote sensing by radar;synthetic aperture radar;visibility","multiangle SAR image fusion algorithm;visibility classification;layover region;single-angle synthetic aperture radar image;mountainous area;multiangle synthetic aperture radar image fusion algorithm;multiangle visibility;automatic pixel classification;visibility index;SA-SAR images;target detection;precision MA-SAR imaging;observation angles;image fusion;nonlayover region targets","","4","","9","IEEE","1 Mar 2018","","","IEEE","IEEE Conferences"
"An approach to wide-field imaging of linear rail ground-based SAR in high squint multi-angle mode","Z. Yuan; Z. Qiming; W. Yanping; L. Yun; L. Yang; B. Zechao; L. Fang","School of Information Science and Technology, North China University of Technology, Beijing, China; School of Information Science and Technology, North China University of Technology, Beijing, China; School of Information Science and Technology, North China University of Technology, Beijing, China; School of Information Science and Technology, North China University of Technology, Beijing, China; School of Information Science and Technology, North China University of Technology, Beijing, China; School of Information Science and Technology, North China University of Technology, Beijing, China; Quanzhou Institute of Equipment Manufacturing, Haixi Institutes, Quanzhou, China","Journal of Systems Engineering and Electronics","28 Aug 2020","2020","31","4","722","733","Ground-based synthetic aperture radar (GB-SAR) has been successfully applied to the ground deformation monitoring. However, due to the short length of the GB-SAR platform, the scope of observation is largely limited. The practical applications drive us to make improvements on the conventional linear rail GB-SAR system in order to achieve larger field imaging. First, a turntable is utilized to support the rotational movement of the radar. Next, a series of high-squint scanning is performed with multiple squint angles. Further, the high squint modulation phase of the echo data is eliminated. Then, a new multi-angle imaging method is performed in the wave number domain to expand the field of view. Simulation and real experiments verify the effectiveness of this method.","1004-4132","","10.23919/JSEE.2020.000047","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9180139","ground-based synthetic aperture radar (GB-SAR);high squint;multi-angle","Imaging;Radar imaging;Synthetic aperture radar;Monitoring;Rails;Azimuth","geophysical image processing;radar imaging;rails;remote sensing by radar;synthetic aperture radar","multiangle imaging method;high squint modulation phase;multiple squint angles;high-squint scanning;larger field imaging;conventional linear rail GB-SAR system;GB-SAR platform;ground deformation monitoring;ground-based synthetic aperture radar;high squint multiangle mode;linear rail ground-based SAR;wide-field imaging","","2","","","","28 Aug 2020","","","BIAI","BIAI Journals"
"A SAR-SIFT Like Algorithm for PolSAR Image Registration","B. Zou; H. Li; L. Zhang; Y. Cheng","Dept. of Information Engineering, Harbin Institute of Technology; Dept. of Information Engineering, Harbin Institute of Technology; Dept. of Information Engineering, Harbin Institute of Technology; Product Quality Supervision and Inspection Institute of Harbin, Harbin, China","2019 6th Asia-Pacific Conference on Synthetic Aperture Radar (APSAR)","30 Mar 2020","2019","","","1","5","The synthetic aperture radar scale-invariant feature transform (SAR-SIFT) algorithm has been applied to synthetic aperture radar (SAR) image registration and has good performance. However, compared with single polarization radar images, polarimetric synthetic aperture radar (PolSAR) images have more polarization combinations, which can obtain more polarization information. Therefore, based on the scattering mechanism of PolSAR, this paper proposes a registration algorithm suitable for PolSAR images. The algorithm improves the SAR-SIFT algorithm and uses the polarization information of the PolSAR images to introduce a new gradient definition and construct new scale spaces. The algorithm proposed in this paper is tested on multi-time and multi-angle PolSAR images. The experimental results show that the proposed method can make feature points more widely distributed and obtain more correct matching point pairs, which effectively improves the registration performance of PolSAR images.","2474-2333","978-1-7281-2912-9","10.1109/APSAR46974.2019.9048486","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9048486","Remote sensing;Polarimetric synthetic aperture radar (PolSAR);scale-invariant feature transform (SIFT);PolSAR image registration","","electromagnetic wave scattering;feature extraction;geophysical image processing;image matching;image registration;radar imaging;radar polarimetry;remote sensing by radar;synthetic aperture radar;transforms","polarization information;registration algorithm;SAR-SIFT algorithm;multiangle PolSAR images;PolSAR image registration;synthetic aperture radar image registration;polarimetric synthetic aperture radar images;synthetic aperture radar scale-invariant feature transform algorithm;registration performance improvement;multitime PolSAR images;scattering mechanism;feature points;remote sensing","","5","","15","IEEE","30 Mar 2020","","","IEEE","IEEE Conferences"
"Velocity measurement by refocusing approach in azimuth multi-angle spaceborne SAR imaging mode","X. Ma; W. Yang; H. Gao","School of Electronics and Information Engineering, BeiHang University, Beijing, China; School of Electronics and Information Engineering, BeiHang University, Beijing, China; School of Electronics and Information Engineering, BeiHang University, Beijing, China","2016 International Conference on Control, Automation and Information Sciences (ICCAIS)","19 Jan 2017","2016","","","17","20","In synthetic aperture radar (SAR) images, moving objects appear defocusing. Traditional azimuth velocity estimation methods ignore the displacement error caused by defocusing, which lead to the pixel offset measurement error among sequential images. In order to correct this error, a velocity measurement approach by moving target refocusing is presented in this paper. A novel azimuth multi-angle spaceborne SAR imaging mode is introduced to get sequential images, and effects of azimuth velocity on targets are presented as well. Moreover, azimuth velocity measurement method is derived to get the initial estimation value of the azimuth velocity. By using the initial estimation value, a refocusing approach is given, by compensating the quadratic residual phase and the time-shift phase caused by object moving. Consequently, a more precise azimuth velocity estimation result can be get by implementing the azimuth velocity measurement method again. Finally, the approach is verified by simulation of a point target with azimuth velocity.","","978-1-5090-0650-2","10.1109/ICCAIS.2016.7822428","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=7822428","sequential images;multi-angle;velocity estimation;refocusing;phase compensation","Azimuth;Doppler effect;Synthetic aperture radar;Estimation;Velocity measurement;Spaceborne radar;Radar polarimetry","measurement errors;radar imaging;spaceborne radar;synthetic aperture radar;velocity measurement","azimuth multiangle spaceborne SAR imaging mode;synthetic aperture radar images;moving objects;displacement error;pixel offset measurement error;sequential images;azimuth velocity measurement;quadratic residual phase;time-shift phase","","","","8","IEEE","19 Jan 2017","","","IEEE","IEEE Conferences"
"A Three-Dimensional Imaging Method Based on Peak Detection for Multi-angle SAR","Z. Wang; R. Zhang; B. Huang; C. He; H. Kuang; Y. Huang","Beijing Institute of Spacecraft System Engineering, Beijing, China; Beijing Institute of Spacecraft System Engineering, Beijing, China; University of Electronic Science and Technology of China, Chengdu, China; Beijing Institute of Spacecraft System Engineering, Beijing, China; Beijing Institute of Spacecraft System Engineering, Beijing, China; Beijing Institute of Spacecraft System Engineering, Beijing, China","2019 IEEE International Conference on Signal, Information and Data Processing (ICSIDP)","21 Aug 2020","2019","","","1","4","Spaceborne synthetic aperture radar (SAR) has been widely used in military reconnaissance, civil construction and scientific research because of its day and night, all-weather, and global observation capabilities. In order to reconstruct the third dimension of targets, a spaceborne multi-angle SAR system has been proposed. In this paper, a novel imaging method based on peak detection is proposed for multi-angle SAR system. The height error can affect the quality of the focused SAR images. The height of target can be obtained by searching the maximum position of the focused pixel. The effectiveness of the method is validated by simulated data.","","978-1-7281-2345-5","10.1109/ICSIDP47821.2019.9173178","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9173178","Synthetic aperture radar (SAR);multi-angle;three-dimensional imaging","","radar imaging;spaceborne radar;synthetic aperture radar","three-dimensional imaging method;peak detection;spaceborne synthetic aperture radar;military reconnaissance;civil construction;scientific research;global observation capabilities;multiangle SAR system;novel imaging method;focused SAR images","","1","","10","IEEE","21 Aug 2020","","","IEEE","IEEE Conferences"
"Multi-Angle SAR Sparse Image Reconstruction With Improved Attributed Scattering Model","Y. Wei; Y. Li; X. Chen; Z. Ding","Beijing Key Laboratory of Embedded Real-time Information Processing Technology, Beijing, China; Beijing Key Laboratory of Embedded Real-time Information Processing Technology, Beijing, China; Beijing Key Laboratory of Embedded Real-time Information Processing Technology, Beijing, China; Beijing Key Laboratory of Embedded Real-time Information Processing Technology, Beijing, China","IEEE Geoscience and Remote Sensing Letters","23 Jun 2020","2020","17","7","1188","1192","The traditional synthetic aperture radar (SAR) sparse imaging methods are based on the point scattering model. However, this model is not suitable for many distributed targets with large variations in scattering characteristics at different angles, i.e., many distributed targets can no longer be considered as a combination of a series of ideal point scatterers under multi-angle observations. To solve this problem, by introducing the improved attributed scattering model into the traditional SAR echo model, we propose our multi-angle sparse image reconstruction method (MASIRM). Through modeling the illuminated scene with point scatterers and line-segment-scatterers, a multi-angle echo model is first presented. By generating an adaptive mixed dictionary and applying the pattern-coupled sparse Bayesian learning, the MASIRM obtains more geometric information of the distributed target with higher quality sparse SAR images. Real data experiments demonstrate that MASIRM performs favorably against traditional imaging methods.","1558-0571","","10.1109/LGRS.2019.2942476","Key Program of National Natural Science Foundation of China(grant numbers:11833001,61931002); National Science Fund for Distinguished Yong Scholars(grant numbers:61625103); ","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=8864096","Improved attributed scattering model;multi-angle synthetic aperture radar;sparse Bayesian learning;sparse image reconstruction;synthetic aperture radar (SAR)","Synthetic aperture radar;Adaptation models;Scattering;Radar polarimetry;Imaging;Radar imaging","Bayes methods;electromagnetic wave scattering;image reconstruction;radar cross-sections;radar imaging;synthetic aperture radar","multiangle SAR sparse image reconstruction;synthetic aperture radar;point scattering model;distributed target;scattering characteristics;multiangle observations;multiangle sparse image reconstruction method;line-segment-scatterers;multiangle echo model;pattern-coupled sparse Bayesian learning;sparse SAR images;imaging methods;attributed scattering model;SAR echo model;MASIRM;adaptive mixed dictionary","","4","","12","IEEE","11 Oct 2019","","","IEEE","IEEE Journals"
"Differential Tropospheric Delay Estimation by Simultaneous Multi-Angle Repeat-Pass InSAR","Y. Li; P. L. Dekker; G. Mulder; L. Iannini; P. Prats-Iraola","Department of Geoscience and Remote Sensing, Delft University of Technology, CN Delft, The Netherlands; Department of Geoscience and Remote Sensing, Delft University of Technology, CN Delft, The Netherlands; Department of Geoscience and Remote Sensing, Delft University of Technology, CN Delft, The Netherlands; Department of Geoscience and Remote Sensing, Delft University of Technology, CN Delft, The Netherlands; Microwaves and Radar Institute, German Aerospace Center (DLR), Weßling, Germany","IEEE Transactions on Geoscience and Remote Sensing","26 Jan 2022","2022","60","","1","18","Tropospheric delays are one of the main contributors to the interferometric phase in synthetic aperture radar (SAR) interferometry. When the phase contributions from surface deformation, topography, and ionospheric delays are negligible or known, the interferogram can be used to estimate the differential tropospheric delay (DTD), which can help to improve tropospheric delay predictions from weather models and in situ measurements. In conventional repeat-pass interferometric SAR (InSAR), however, the estimation of the DTD can still be significantly hindered by baseline errors. In addition, a single interferogram provides only relative DTDs, as the delays can be retrieved up to an unknown offset. To address such issues, this article presents a method for the estimation of DTDs on large scales by using repeat-pass simultaneous multi-angle SAR systems. Complementary simultaneous observations of the correlated troposphere from multiple angles are used to retrieve estimates of the absolute DTD and, at the same time, to mitigate the effect of baseline knowledge errors. Finally, a performance evaluation is presented for the Harmony Earth Explorer 10 candidate mission. A centimeter-level absolute accuracy and a submillimeter-level relative accuracy of the DTD estimation are achieved under the multistatic Harmony case when at least one companion satellite has an inter-satellite distance longer than 300 km to provide enough sensitivity.","1558-0644","","10.1109/TGRS.2021.3105007","European Space Agency Earth Explorer 10 Candidate Mission Harmony Phase 0 Science Studies; National Natural Science Foundation of China(grant numbers:61960206009); ","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9521670","Interferometric phase error;interferometric synthetic aperture radar (InSAR);multi-angle observation system;synthetic aperture radar (SAR);troposphere","Delays;Atmospheric modeling;Satellites;Estimation;Synthetic aperture radar;Strain;Terrestrial atmosphere","atmospheric techniques;geophysical image processing;radar imaging;radar interferometry;remote sensing by radar;synthetic aperture radar;troposphere","weather models;tropospheric delay predictions;ionospheric delays;surface deformation;phase contributions;synthetic aperture radar interferometry;interferometric phase;tropospheric delays;simultaneous multiangle repeat-pass InSAR;differential tropospheric delay estimation;DTD estimation;submillimeter-level relative accuracy;baseline knowledge errors;absolute DTD;multiple angles;correlated troposphere;complementary simultaneous observations;multiangle SAR systems;relative DTDs;single interferogram;baseline errors;conventional repeat-pass interferometric SAR","","","","39","IEEE","24 Aug 2021","","","IEEE","IEEE Journals"
"Coherent change detection of fine traces based on multi-angle SAR observations","K. Xiuli; W. Guanyong; L. Jun; C. Jie","School of Electronics and Information Engineering, Beihang University, Beijing 100191, China; Beijing Institute of Radio Measurement, Beijing 100854, China; Beijing Institute of Radio Measurement, Beijing 100854, China; Beijing Institute of Radio Measurement, Beijing 100854, China; School of Electronics and Information Engineering, Beihang University, Beijing 100191, China","Journal of Systems Engineering and Electronics","","2023","PP","99","1","8","Coherent change detection (CCD) is an effective method to detect subtle scene changes that occur between temporal synthetic aperture radar (SAR) observations. Most coherence estimators are obtained from a Hermitian product based on local statistics. Increasing the number of samples in the local window can improve the estimation bias, but cause the loss of the estimated images spatial resolution. The limitations of these estimators lead to unclear contour of the disturbed region, and even the omission of fine change targets. In this paper, a CCD approach is proposed to detect fine scene changes from multi-temporal and multi-angle SAR image pairs. Multi-angle CCD estimator can improve the contrast between the change target and the background clutter by jointly accumulating singleangle alternative estimator results without further loss of image resolution. The sensitivity of detection performance to image quantity and angle interval is analyzed. Theoretical analysis and experimental results verify the performance of the proposed algorithm.","1004-4132","","10.23919/JSEE.2023.000001","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=10048676","coherent change detection (CCD);multi-angle;synthetic aperture radar (SAR)","Charge coupled devices;Synthetic aperture radar;Radar imaging;Probability density function;Transmitters;Receivers;Radar measurements","","","","","","","","17 Feb 2023","","","BIAI","BIAI Early Access Articles"
"An Approach of Feature Matching for Multi-Angle SAR Images of Man-Made Targets","Y. Zhang; F. Li; C. Ding; B. Lei; X. Qiu","Institute of Electronics, Chinese Academy of Sciences; Institute of Electronics, Chinese Academy of Sciences; Institute of Electronics, Chinese Academy of Sciences; Institute of Electronics, Chinese Academy of Sciences; Institute of Electronics, Chinese Academy of Sciences","IGARSS 2019 - 2019 IEEE International Geoscience and Remote Sensing Symposium","14 Nov 2019","2019","","","1200","1203","Accumulation of target features from multi-angle observation data is of great significance for SAR Automatic Target Recognition. How to make correspondence matching with multi-angle data effectively for man-made targets? Due to the intensities and positions of the scattering centers varies with the aspect angle strongly, it is difficult to register SAR images using traditional matching methods. In this work, an approach for feature matching of man-made targets is proposed from complex SAR data. And it is based on the mechanisms of the dominate scattering to build up the relationship of the different multi-aspect images. Scattering map is employed to make scattering center extractions. Then the scattering centers are matching by using the physical model. Terra-SAR data of an aircraft test the validity of the approach.","2153-7003","978-1-5386-9154-0","10.1109/IGARSS.2019.8899875","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=8899875","SAR ATR;Multi-angle SAR images;Feature matching","Scattering;Radar polarimetry;Feature extraction;Mathematical model;Synthetic aperture radar;Aircraft;Geometry","aircraft testing;image matching;object recognition;radar imaging;synthetic aperture radar","aircraft test;Terra-SAR data;target features accumulation;scattering center extractions;multiaspect images;complex SAR data;scattering centers;correspondence matching;SAR automatic target recognition;multiangle observation data;man-made targets;multiangle SAR images;feature matching;terra-SAR data","","1","","6","IEEE","14 Nov 2019","","","IEEE","IEEE Conferences"
