"Document Title",Authors,"Author Affiliations","Publication Title",Date Added To Xplore,"Publication Year","Volume","Issue","Start Page","End Page","Abstract","ISSN",ISBNs,"DOI",Funding Information,PDF Link,"Author Keywords","IEEE Terms","INSPEC Controlled Terms","INSPEC Non-Controlled Terms","Mesh_Terms",Article Citation Count,Patent Citation Count,"Reference Count","License",Online Date,Issue Date,"Meeting Date","Publisher",Document Identifier
"A technique for multi-spectral satellite image compression using EZW algorithm","C. H. Genitha; R. K. Rajesh","St. Joseph's College of Engineering, Old Mahabalipuram Road, Chennai, India; St. Joseph's College of Engineering, Old Mahabalipuram Road, Chennai, India","2016 International Conference on Control, Instrumentation, Communication and Computational Technologies (ICCICCT)","24 Jul 2017","2016","","","689","694","In this paper, Discrete Wavelet Transform (DWT), Embedded Zero tree Wavelet algorithm (EZW) and Huffman coding techniques are used to compress the multi-spectral satellite images. Wavelet transform is used to break the complex images into small units and can be reconstructed with high precision. The EZW algorithm is a lossy compression algorithm and it achieves better compression ratio at low bit rates. The principle of Huffman coding is the data that occurs frequently are reduced or encoded in to number of bits. Experiments are carried with the multi-spectral IKONOS satellite imagery and Still image (LENA). The results showed that there is an increase in compression ratio. Moreover, the accuracy of the reconstructed image is calculated using confusion matrices. The overall users accuracy and producers accuracy of the reconstructed IKONOS image is 96.02% and 95.51% respectively.","","978-1-5090-5240-0","10.1109/ICCICCT.2016.7988040","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=7988040","Discrete Wavelet Transform;Huffman coding;Multi-spectral images;Compression","Image coding;Discrete wavelet transforms;Image reconstruction;Satellites;Huffman coding","discrete wavelet transforms;image coding;image reconstruction;trees (mathematics)","multispectral satellite image compression;EZW algorithm;discrete wavelet transform;embedded zero tree wavelet algorithm;Huffman coding techniques;confusion matrices;IKONOS image reconstruction","","4","","11","IEEE","24 Jul 2017","","","IEEE","IEEE Conferences"
"High-Frequency Jitter Detection by Registration Error Curve of High-Resolution Multi-Spectral Satellite Image","K. Hu; Y. Zhang; W. Liu","Processing and Application System, Key Laboratory of Technology in Geo-Spatial Information, Beijing, China; School of Remote Sensing and Information Engineering, Wuhan University, Wuhan, China; Department of Electronics and Information Engineering, Harbin Institute of Technology, Harbin, China","2018 26th International Conference on Geoinformatics","6 Dec 2018","2018","","","1","6","With improvement of spatial resolution of the satellite optical sensors, the influence of high-frequency attitude jitter of the satellite platform on image geometric and radiometric quality has become more and more seriously. It will obviously decrease the image absolute positioning accuracy, the charge coupled device (CCD) geometric splicing accuracy and the image clarity. Based on the design features of time-division multi-spectral sensor of the Chinese Mapping Satellite-I, a high-frequency jitter detection method by dense matching and image registration error curve is proposed in this paper. The technique processing of jitter detection, the modeling and solution method of registration error curve and construction method of high-frequency jitter model are illustrated in details. Experiments and result analysis of dense matching, image registration and jitter curve extraction are conducted on the multi-spectral image of Chinese Mapping Satellite-I to validate the correctness of the proposed approach.","2161-0258","978-1-5386-7619-6","10.1109/GEOINFORMATICS.2018.8557172","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=8557172","high-frequency jitter detection;multi-spectral image;dense matching;registration error curve;jitter model construction","","CCD image sensors;geophysical image processing;image registration;image resolution;image sensors;jitter;optical sensors;remote sensing","high-frequency jitter model;solution method;image registration error curve;dense matching;high-frequency jitter detection method;time-division multispectral sensor;image clarity;device geometric splicing accuracy;image absolute positioning accuracy;radiometric quality;satellite platform;high-frequency attitude jitter;satellite optical sensors;spatial resolution;high-resolution multispectral satellite image;Chinese Mapping Satellite-I;multispectral image;jitter curve extraction","","2","","15","IEEE","6 Dec 2018","","","IEEE","IEEE Conferences"
"Multi-Spectral Satellite Image Analysis for Feature Identification and Change Detection VAST Challenge 2017: Honorable Mention for Good Facilitation of Single Image Analysis","S. Malla; A. Tuladhar; G. J. Quadri; P. Rosen","Department of Computer Science and Engineering, University of South Florida, Tampa, Florida; Department of Computer Science and Engineering, University of South Florida, Tampa, Florida; Department of Computer Science and Engineering, University of South Florida, Tampa, Florida; Department of Computer Science and Engineering, University of South Florida, Tampa, Florida","2017 IEEE Conference on Visual Analytics Science and Technology (VAST)","23 Dec 2018","2017","","","205","206","Satellite images are helpful in remote sensing of land features. However, such multi-spectral images cannot be displayed using readily available imaging tools. We developed a tool in Processing that is able to read in multi-spectral images and display each band as a grayscale image. This tool also allows for mapping of any of the bands to red, green or blue channel of the displayed image. In this paper, we describe how such tool can be used in identifying land features as well as assist in finding changes over time. We used our tool to successfully solve the VAST challenge 2017 mini-challenge 3.","","978-1-5386-3163-8","10.1109/VAST.2017.8585482","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=8585482","H.5.2 [Information Interfaces and Presentation]: User Interfaces—;Graphical User Interfaces (GUI);H.1.2 [Models and Principles]: User/Machine Systems—;Visual Analytics","Tools;Vegetation mapping;Color;Roads;Satellites;Image color analysis;Gray-scale","geophysical image processing;image colour analysis;land cover;remote sensing","multispectral satellite image analysis;feature identification;change detection;satellite images;land features;grayscale image;displayed image;single image analysis","","","","2","IEEE","23 Dec 2018","","","IEEE","IEEE Conferences"
"Machine Learning in Indian Crop Classification of Temporal Multi-Spectral Satellite Image","R. Koppaka; T. -S. Moh","Department of Computer Science, San José State University, San José, CA, USA; Department of Computer Science, San José State University, San José, CA, USA","2020 14th International Conference on Ubiquitous Information Management and Communication (IMCOM)","20 Feb 2020","2020","","","1","8","Recently, there has been a remarkable growth in Artificial Intelligence (AI) with the development of efficient AI models and high-power computational resources for processing complex datasets. There have been a growing number of applications of machine learning in satellite remote sensing image data processing. In India, agriculture has a huge impact on the national economy and most of the critical decisions are dependent on agricultural statistics. In this work, machine learning models have been applied for crop classification of Sentinel-2 satellite temporal remote sensing image data. Guntur district region of Andhra Pradesh, India has been used as the study area. The main reasons for selecting this region are the diversity of agricultural crops and the availability of ground truth. The performance of machine learning models Support Vector Machine (SVM), Random Forest (RF), Convolution Neural Network (CNN), Recurrent Neural Network (RNN) with Long Short-Term Memory (LSTM) and RNN with Gated Recurrent Unit (GRU) have been evaluated for crop classification. Classification accuracies are generally evaluated by using test data. In most cases the classification accuracy from test data is not commensurate to estimated crop areas from the classified image. Such methods limit the estimated crop areas acceptance for official purposes. The uniqueness of this work is the classification accuracy is evaluated by estimated crop areas. The results show that SVM has the best F1 score of 0.99 and estimated major crop areas have 95.9% agreement with the ground surveyed crop area.","","978-1-7281-5453-4","10.1109/IMCOM48794.2020.9001718","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9001718","Artificial Intelligence;classification;crop-wise area statistics;remote sensing;and multi-spectral satellite image","Agriculture;Machine learning;Remote sensing;Satellites;Vegetation mapping;Support vector machines;Training data","convolutional neural nets;crops;geophysical image processing;image classification;learning (artificial intelligence);recurrent neural nets;statistical analysis;support vector machines;vegetation mapping","national economy;critical decisions;agricultural statistics;Sentinel-2 satellite temporal remote sensing image data;agricultural crops;machine learning models;recurrent neural network;long short-term memory;gated recurrent unit;ground surveyed crop area;temporal multispectral satellite image;artificial intelligence;efficient AI models;high-power computational resources;support vector machine;satellite remote sensing image data processing;Guntur district region;convolution neural network;Indian crop classification;SVM","","3","","33","IEEE","20 Feb 2020","","","IEEE","IEEE Conferences"
"Multiclass support vector machine for classification spatial data from satellite image","K. Tangthaikwan; N. Keeratipranon; A. Agsornintara","Department of Computer, Kasetsart University, Nakonpathom, Thailand; Department of Computer Engineering and Telecommunications, Dhurakij Pundit University, Bangkok, Thailand; Department of Computer Engineering and Telecommunications, Dhurakij Pundit University, Bangkok, Thailand","2017 9th International Conference on Knowledge and Smart Technology (KST)","27 Mar 2017","2017","","","111","115","This paper presents a method for the classification of Landsat Multi-Spectral Scanner (MSS) satellite images to identify the areas of land use. The image is pre-processed and classified using Support Vector Machine (SVM) with the Radial Basis Function (RBF) Kernel as it is an efficient supervised-classification technique. In this research, pixel - base classification method is performed according to the value of spectral pixels with Multi-Spectral Scanner satellite image and used data corresponds to a 3×3 square neighborhoods. The research work consists of two main stages. At the first stage, the optimal parameter, sigma value of RBF kernel, for SVM is studied. At the second stage, the obtained classification result is compared with other classification methods. In this study, sigma value, a parameter of RBF kernel, is varied between 1.0 and 2.0. The sigma value at 1.7 lead to the best classification result which has over 90% accuracy. The result from this SVM method has a higher accuracy compared to other methods.","","978-1-4673-9077-4","10.1109/KST.2017.7886107","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=7886107","Landsat Multi-Spectral Scanner;Satellite Images;Support Vector Machine;Machine Learning","Satellites;Support vector machines;Kernel;Remote sensing;Earth;Soil;Agriculture","geophysical image processing;image classification;land use;radial basis function networks;support vector machines","multiclass support vector machine;spatial data classification;Landsat multispectral scanner satellite image classification;land use;radial basis function kernel;supervised-classification technique;pixel-base classification;spectral pixels;RBF kernel sigma value","","7","","13","IEEE","27 Mar 2017","","","IEEE","IEEE Conferences"
"Unsupervised Ship Detection Based on Saliency and S-HOG Descriptor From Optical Satellite Images","S. Qi; J. Ma; J. Lin; Y. Li; J. Tian","National Key Laboratory of Science and Technology on Multi-spectral Information Processing, School of Automation, Huazhong University of Science and Technology, Wuhan, China; National Key Laboratory of Science and Technology on Multi-spectral Information Processing, School of Automation, Huazhong University of Science and Technology, Wuhan, China; National Key Laboratory of Science and Technology on Multi-spectral Information Processing, School of Automation, Huazhong University of Science and Technology, Wuhan, China; National Key Laboratory of Science and Technology on Multi-spectral Information Processing, School of Automation, Huazhong University of Science and Technology, Wuhan, China; National Key Laboratory of Science and Technology on Multi-spectral Information Processing, School of Automation, Huazhong University of Science and Technology, Wuhan, China","IEEE Geoscience and Remote Sensing Letters","5 Jun 2015","2015","12","7","1451","1455","With the development of high-resolution imagery, ship detection in optical satellite images has attracted a lot of research interest because of the broad applications in fishery management, vessel salvage, etc. Major challenges for this task include cloud, wave, and wake clutters, and even the variability of ship sizes. In this letter, we propose an unsupervised ship detection method toward overcoming these existing issues. Visual saliency, which focuses on highlighting salient signals from scenes, is applied to extract candidate regions followed by a homogeneous filter presented to confirm suspected ship targets with complete profiles. Then, a novel descriptor, ship histogram of oriented gradient, which characterizes the gradient symmetry of ship sides, is provided to discriminate real ships. Experimental results on numerous panchromatic satellite images demonstrate the good performance of our method compared to state-of-the-art methods.","1558-0571","","10.1109/LGRS.2015.2408355","National Natural Science Foundation of China (NSFC)(grant numbers:61273279,61371339); ","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=7059210","Histogram of oriented gradient (HOG);remote sensing;ship detection;visual saliency;Histogram of oriented gradient (HOG);remote sensing;ship detection;visual saliency","Marine vehicles;Satellites;Clutter;Optical imaging;Optical sensors;Remote sensing;Histograms","artificial satellites;geophysical image processing;object detection;optical images;remote sensing;ships","unsupervised ship detection;S-HOG descriptor;visual saliency descriptor;optical satellite image;homogeneous filter;ship histogram of oriented gradient;gradient symmetry;panchromatic satellite images","","118","","15","IEEE","12 Mar 2015","","","IEEE","IEEE Journals"
"Classification of Multi-Spectral Satellite Image Using Hierarchical Clustering Algorithms","S. Kulkarni; J. Senthilnath; J. A. Benediktsson","Tiger Analytics, Chennai, India; Institute for Infocomm Research A*STAR, Singapore; Faculty of Electrical and Computer Engineering, University of Iceland, 101, Reykjavik, Iceland","2018 IEEE Symposium Series on Computational Intelligence (SSCI)","31 Jan 2019","2018","","","1664","1669","This work presents hierarchical clustering algorithms for solving the task of crop classification using a multispectral satellite image. The hierarchical clustering algorithms uses splitting and merging techniques, where splitting is used to obtain ideal possible clusters along with its centers. The clusters with its centers are then merged based on a parametric method. Three hierarchical clustering algorithms, namely, the Niche Hierarchical Artificial Immune System (NHAIS), Niche Particle Swarm optimization (NPSO), and Niche Genetic Algorithm (NGA) are applied here for classification. To demonstrate the robustness of the proposed algorithm, results are presented for a real-time multispectral satellite image and an additional benchmark data set from the University of California, Irvine (UCI) repository. A performance comparison between all the three hierarchical clustering algorithms are presented and analyzed. The obtained results show that the NHAIS is most efficient among presented approaches.","","978-1-5386-9276-9","10.1109/SSCI.2018.8628698","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=8628698","hierarchical clustering;multispectral;niche genetic algorithm;niche hierarchical immune system;niche particle swarm optimization","Agriculture;Clustering algorithms;Immune system;Satellites;Biological cells;Classification algorithms;Genetic algorithms","artificial immune systems;crops;genetic algorithms;hyperspectral imaging;image classification;particle swarm optimisation;pattern clustering;remote sensing","multispectral satellite image classification;crop classification;merging techniques;splitting techniques;parametric method;NHAIS;niche particle swarm optimization;NPSO;niche genetic algorithm;NGA;benchmark data set;Niche Hierarchical Artificial Immune System;hierarchical clustering algorithms","","","","23","IEEE","31 Jan 2019","","","IEEE","IEEE Conferences"
"FY-3D/MERSI-II Meteorological Satellite Image Fusion Method and its Application","Z. Yunyu; C. Yingying; W. Ming; H. Mingqiong; T. Jing","School of Resource and Environmental Science, Wuhan University, Wuhan, China; Hubei Meteorological Service Center, Wuhan, China; Institute of Heavy Rain, CMA, Wuhan, China; Hubei Meteorological Service Center, Wuhan, China; Hubei Meteorological Service Center, Wuhan, China","2020 IEEE 3rd International Conference on Information Systems and Computer Aided Education (ICISCAE)","2 Nov 2020","2020","","","237","240","In order to solve the problem that the spatial resolution of some channels of the FY-3D satellite medium-resolution spectral imager (MERSI-II) is not high enough, 19 channel images with a spatial resolution of 1000 meters are merged and enhanced. Based on the geometric correction of the original data, the Gram-Schimidt Transform remote sensing fusion algorithm is selected, and the panchromatic image extracted from the MERSI-II 250-meter spatial resolution image is used. Then selected the WMO “natural color” synthesis scheme is to display RGB three-color synthesis on the fused image. The result of FY-3D satellite image data fusion shows that the fused image has clear colors, which not only retains the multi-spectral characteristics of 1000-meter channel data, but also has the high-resolution advantage of 250-meter channel data. The comparison experiment found that compared with the original image, the fused image has greatly improved the ability to recognize the topography of rivers, lakes, land and sea boundaries, and mountain range trends. And the ability to recognize snow, vegetation cover, and structural features of cloud has also been significantly enhanced. The fusion algorithm can greatly improve the remote sensing fine analysis capability of FY-3D / MERSI - II images in the fields of disaster prevention and mitigation and ecological civilization construction.","","978-1-7281-8304-6","10.1109/ICISCAE51034.2020.9236890","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9236890","FY-3D;Image fusion;spatial resolution;remote sensing","Spatial resolution;Remote sensing;Satellites;Monitoring;Image fusion;Snow;Image color analysis","ecology;geophysical image processing;geophysical techniques;image colour analysis;image fusion;image resolution;remote sensing;sensor fusion","FY-3D satellite medium-resolution spectral imager;channel images;Gram-Schimidt Transform remote sensing fusion algorithm;panchromatic image;spatial resolution image;WMO natural color synthesis scheme;FY-3D satellite image data fusion;channel data;high-resolution advantage;MERSI-II meteorological satellite image fusion method;RGB three-color synthesis;topography;rivers;lakes;sea boundaries;land boundaries;snow;mountain range trends;vegetation cover;structural features","","","","24","IEEE","2 Nov 2020","","","IEEE","IEEE Conferences"
"Remote sensing monitoring of changes potentially associated to obstacles to air navigation","G. Pinelli; T. Veracini","Ingegneria dei Sistemi (IDS) S.p.A. Via Enrica Calabresi, Pisa, Italy; Ingegneria dei Sistemi (IDS) S.p.A. Via Enrica Calabresi, Pisa, Italy","2015 IEEE International Geoscience and Remote Sensing Symposium (IGARSS)","12 Nov 2015","2015","","","3041","3044","Correct identification of obstacles at the periphery of airports is an important issue to secure the safety of takeoff, flight, and landing to aircrafts. This work is carried on as part of the obstacle risk assessment and risk mitigation operations in the aviation security context. Specifically, this paper presents a novel methodology to change detection (CD) in pairs of high resolution (HR) ortho-rectified multi-spectral satellite images acquired on the same geographical area at different times. Within this framework, orograph-ic/topographic changes potentially associated with variations in the obstacles to air navigation in wide areas are addressed. In fact, the developed CD strategy consists in a pre-screening technique offering a low-cost and fast solution to strongly reduce the terrain area to be deeply investigated through more expensive very HR imagery or/and detailed ground surveys.","2153-7003","978-1-4799-7929-5","10.1109/IGARSS.2015.7326457","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=7326457","Change detection;multi-spectral imagery;photogrammetry","Vegetation mapping;Satellites;Remote sensing;Aircraft;Context;Image registration;Performance evaluation","aerospace safety;airports;entry, descent and landing (spacecraft);geophysical image processing;image resolution;risk management;spectral analysis;terrain mapping","remote sensing monitoring;air navigation;airport;aircraft landing;obstacle risk assessment;risk mitigation operation;aviation security context;change detection;CD;high resolution orthorectified multi-spectral satellite image;HR orthorectified multispectral satellite image;screening technique;terrain area reduction","","","","5","IEEE","12 Nov 2015","","","IEEE","IEEE Conferences"
"Deep Neural Networks Based Semantic Segmentation for Optical Time Series","W. Yao; M. Datcu","Department of EO Data Science, German Aerospace Center (DLR), Germany; Department of EO Data Science, German Aerospace Center (DLR), Germany","IGARSS 2018 - 2018 IEEE International Geoscience and Remote Sensing Symposium","4 Nov 2018","2018","","","4403","4406","Semantic segmentation or classification for satellite image time series (SITS) is a rarely touched topic, partly due to the difficulty in having the data, but more due to the unreachable task. In this research, we propose a dataset which consists of the Landsat image time series, with the purpose of performing multi-spectral semantic segmentation. As there is no ground truth information, we used unsupervised clustering to group time series into clusters, then Long short term memory (LSTM) unit based Recurrent neural networks (RNN) has been trained. We investigate the accuracy values for our test image patches, around 40% accuracy has been achieved for the sequence classification.","2153-7003","978-1-5386-7150-4","10.1109/IGARSS.2018.8518708","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=8518708","Satellite image time series;RNN;LSTM;Temporal pattern","Time series analysis;Recurrent neural networks;Remote sensing;Artificial satellites;Earth;Indexes;Semantics","artificial satellites;geophysical image processing;image classification;image segmentation;pattern clustering;recurrent neural nets;time series;unsupervised learning","unsupervised clustering;test image patches;deep neural networks;optical time series;satellite image time series;Landsat image time series;long short term memory unit;recurrent neural networks;multi-spectral semantic segmentation;SITS classification","","1","","6","IEEE","4 Nov 2018","","","IEEE","IEEE Conferences"
