"Document Title",Authors,"Author Affiliations","Publication Title",Date Added To Xplore,"Publication Year","Volume","Issue","Start Page","End Page","Abstract","ISSN",ISBNs,"DOI",Funding Information,PDF Link,"Author Keywords","IEEE Terms","INSPEC Controlled Terms","INSPEC Non-Controlled Terms","Mesh_Terms",Article Citation Count,Patent Citation Count,"Reference Count","License",Online Date,Issue Date,"Meeting Date","Publisher",Document Identifier
"Drawgan: Text to Image Synthesis with Drawing Generative Adversarial Networks","Z. Zhang; J. Zhou; W. Yu; N. Jiang","Graduate School of Science and Engineering, Hosei University; Graduate School of Science and Engineering, Hosei University; Graduate School of Science and Engineering, Hosei University; Graduate School of Science and Engineering, Hosei University","ICASSP 2021 - 2021 IEEE International Conference on Acoustics, Speech and Signal Processing (ICASSP)","13 May 2021","2021","","","4195","4199","In this paper, we propose a novel drawing generative adversarial networks (DrawGAN) for text-to-image synthesis. The whole model divides the image synthesis into three stages by imitating the process of drawing. The first stage synthesizes the simple contour image based on the text description, the second stage generates the foreground image with detailed information, and the third stage synthesizes the final result. Through the step by step synthesis process from simple to complex and easy to difficult, the model can draw the corresponding results step by step and finally achieve the higher-quality image synthesis effect. Our method is validated on the Caltech-UCSD Birds 200 (CUB) dataset and the Microsoft Common Objects in Context (MS COCO) dataset. The experimental results demonstrate the effectiveness and superiority of our method. In terms of both subjective and objective evaluation, our method’s results surpass the existing state-of-the-art methods.","2379-190X","978-1-7281-7605-5","10.1109/ICASSP39728.2021.9414166","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9414166","Text-to-Image Synthesis;Computer Vision;Deep Learning;Generative Adversarial Networks","Image synthesis;Conferences;Signal processing;Generative adversarial networks;Birds;Acoustics;Speech processing","image texture;neural nets","generative adversarial networks;text-to-image synthesis;simple contour image;foreground image;higher-quality image synthesis effect;Caltech-UCSD Birds 200 dataset;drawGAN;CUB dataset;Microsoft common objects in context dataset;MS COCO dataset","","3","","20","IEEE","13 May 2021","","","IEEE","IEEE Conferences"
"Remote Sensing Image Synthesis via Graphical Generative Adversarial Networks","G. Wang; G. Dong; H. Li; L. Han; X. Tao; P. Ren","College of Information and Control Engineering, China University of Petroleum, Qingdao, China; College of Information and Control Engineering, China University of Petroleum, Qingdao, China; College of Information and Control Engineering, China University of Petroleum, Qingdao, China; College of Information and Control Engineering, China University of Petroleum, Qingdao, China; College of Information and Control Engineering, China University of Petroleum, Qingdao, China; College of Information and Control Engineering, China University of Petroleum, Qingdao, China","IGARSS 2019 - 2019 IEEE International Geoscience and Remote Sensing Symposium","14 Nov 2019","2019","","","10027","10030","We explore the use of graphical generative adversarial networks (Graphical-GAN) for synthesizing remote sensing images. The model is probabilistic graphical based generative adversarial networks (GAN). It pairs a generative network G with a recognition network R. Both of them are adversarially trained with a discriminative network D. Particularly, R is employed to infer the underlying causal relationships among both observed and latent variables from real remote sensing images. The advantages of the Graphical-GAN for synthesizing multiple categories of remote sensing images are two fold. Firstly, it considers the underlying causal relationships and captures the true data distribution of remote sensing images. Secondly, the adversarial learning generates synthetic sensing images that are similar to real ones with slight differences. Our remote sensing image synthesis scheme paves a promising way for remote sensing dataset augmentation, which is an effective means of improving the accuracy of learning models. Experimental results with high Inception Scores (IS) validate the effectiveness of the Graphical-GAN for remote sensing image synthesis.","2153-7003","978-1-5386-9154-0","10.1109/IGARSS.2019.8898915","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=8898915","Remote Sensing Image Synthesis;Graphical Generative Adversarial Networks","Remote sensing;Image synthesis;Training;Generative adversarial networks;Bayes methods;Neural networks;Probabilistic logic","inference mechanisms;learning (artificial intelligence);remote sensing","graphical generative adversarial networks;Graphical-GAN;remote sensing images;generative network;recognition network;causal relationships;synthetic sensing images;remote sensing image synthesis scheme paves;remote sensing dataset augmentation;discriminative network","","5","","11","IEEE","14 Nov 2019","","","IEEE","IEEE Conferences"
"Text To Image Synthesis With Erudite Generative Adversarial Networks","Z. Zhang; W. Yu; N. Jiang; J. Zhou",Hosei Unviersity; Southwest University of Science and Technology; Southwest University of Science and Technology; Hosei Unviersity,"2021 IEEE International Conference on Image Processing (ICIP)","23 Aug 2021","2021","","","2438","2442","In this paper, an Erudite Generative Adversarial Networks (EruditeGAN) is proposed for the text-to-image synthesis task. By introducing additional image distribution related to the original image into the network structure, the entire network can learn more about the image distribution and become more knowledgeable. In this case, it can be more clear about the distribution of the image that needs to be synthesized and finally synthesize high-quality results. Experiments well validate our method’s effectiveness and demonstrate the different effects of different distribution situations on the final results. According to the quantitative results of Fréchet Inception Distance (FID) and R-precision, our method’s comprehensive score is the best, which reflects our results are closer to the real image effect.","2381-8549","978-1-6654-4115-5","10.1109/ICIP42928.2021.9506487","Hosei University; ","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9506487","Text-to-Image Synthesis;Computer Vision;Deep Learning;Generative Adversarial Networks","Image synthesis;Conferences;Generative adversarial networks;Data models;Task analysis","image reconstruction;image resolution;inference mechanisms;learning (artificial intelligence);security of data","network structure;image effect;Erudite Generative Adversarial Networks;text-to-image synthesis task;image distribution","","","","23","IEEE","23 Aug 2021","","","IEEE","IEEE Conferences"
"Fast-Converging Conditional Generative Adversarial Networks for Image Synthesis","C. Li; Z. Wang; H. Qi","Department of Electrical Engineering and Computer Science, University of Tennessee, Knoxville, TN; Department of Electrical Engineering and Computer Science, University of Tennessee, Knoxville, TN; Department of Electrical Engineering and Computer Science, University of Tennessee, Knoxville, TN","2018 25th IEEE International Conference on Image Processing (ICIP)","6 Sep 2018","2018","","","2132","2136","Building on top of the success of generative adversarial networks (GANs), conditional GANs attempt to better direct the data generation process by conditioning with certain additional information. Inspired by the most recent AC-GAN, in this paper we propose a fast-converging conditional GAN (FC-GAN). In addition to the real/fake classifier used in vanilla GANs, our discriminator has an advanced auxiliary classifier which distinguishes each real class from an extra `fake' class. The `fake' class avoids mixing generated data with real data, which can potentially confuse the classification of real data as AC-GAN does, and makes the advanced auxiliary classifier behave as another real/fake classifier. As a result, FC-GAN can accelerate the process of differentiation of all classes, thus boost the convergence speed. Experimental results on image synthesis demonstrate our model is competitive in the quality of images generated while achieving a faster convergence rate.","2381-8549","978-1-4799-7061-2","10.1109/ICIP.2018.8451161","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=8451161","Generative adversarial networks;conditioning;fast convergence;image synthesis","Gallium nitride;Generators;Generative adversarial networks;Convergence;Image generation;Visualization;Training","artificial intelligence;convergence;image classification;neural nets","data classification;fake classifier;real classifier;data generation;auxiliary classifier;fast-converging conditional GAN;fast-converging conditional generative adversarial networks;image synthesis","","19","1","25","IEEE","6 Sep 2018","","","IEEE","IEEE Conferences"
"Utilization of Generative Adversarial Networks in Face Image Synthesis for Augmentation of Face Recognition Training Data","A. R. Revanda; C. Fatichah; N. Suciati","Department of Informatics, Institut Teknologi Sepuluh Nopember, Surabaya, Indonesia; Department of Informatics, Institut Teknologi Sepuluh Nopember, Surabaya, Indonesia; Department of Informatics, Institut Teknologi Sepuluh Nopember, Surabaya, Indonesia","2020 International Conference on Computer Engineering, Network, and Intelligent Multimedia (CENIM)","24 Dec 2020","2020","","","396","401","Face recognition has become a popular research field in computer vision and is widely applied in various sectors. The challenge with face recognition is that if the training data is limited, the face recognition rate will be less effective. Generative Adversarial Networks (GANs) is a deep learning method that can create synthesis images with high quality. This research aims to utilize GANs in synthesizing face images as a form of augmentation in face recognition training data. Initially, the latent space representation of the face image will be made using GANs, then adding styles to the face image using the latent direction method. In the experiment of making latent space representation, the loss value was able to reach 0.15. In the experiment of face recognition, the addition of face image synthesis was able to increase the accuracy of the face recognition classifier model from 0.74 to 0.89.","","978-1-7281-8283-4","10.1109/CENIM51130.2020.9297899","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9297899","generative adversarial networks;face image synthesis;face recognition","Face recognition;Generators;Feature extraction;Computer architecture;Computational modeling;Generative adversarial networks;Training data","deep learning (artificial intelligence);face recognition;image classification;image representation","deep learning method;computer vision;face recognition training data augmentation;face recognition classifier model;latent space representation;GAN;face image synthesis;generative adversarial networks","","","","18","IEEE","24 Dec 2020","","","IEEE","IEEE Conferences"
"Bottleneck Sharing Generative Adversarial Networks for Unified Multi-Contrast MR Image Synthesis","O. Dalmaz; B. Sağlam; K. Gönç; S. U. Dar; T. Çukur","Ulusal Manyetik Rezonans Araştırma Merkezi (UMRAM), Bilkent Üniversitesi, Ankara, Türkiye; Elektrik ve Elektronik Mühendisliği Bölümü, Bilkent Üniversitesi, Ankara, Türkiye; Bilgisayar Mühendisliği Bölümü, Bilkent Üniversitesi, Ankara, Türkiye; Ulusal Manyetik Rezonans Araştırma Merkezi (UMRAM), Bilkent Üniversitesi, Ankara, Türkiye; Sinirbilim Programı, Mühendislik ve Fen Bilimleri Enstitüsü, Bilkent Üniversitesi, Ankara, Türkiye","2022 30th Signal Processing and Communications Applications Conference (SIU)","29 Aug 2022","2022","","","1","4","Magnetic Resonance Imaging (MRI) is the favored modality in multi-modal medical imaging due to its safety and ability to acquire various different contrasts of the anatomy. Availability of multiple contrasts accumulates diagnostic information and, therefore, can improve radiological observations. In some scenarios, acquiring all contrasts might be challenging due to reluctant patients and increased costs associated with additional scans. That said, synthetically obtaining missing MRI pulse sequences from the acquired sequences might prove to be useful for further analyses. Recently introduced Generative Adversarial Network (GAN) models offer state-of-the-art performance in learning MRI synthesis. However, the proposed generative approaches learn a distinct model for each conditional contrast to contrast mapping. Learning a distinct synthesis model for each individual task increases the time and memory demands due to the increased number of parameters and training time. To mitigate this issue, we propose a novel unified synthesis model, bottleneck sharing GAN (bsGAN), to consolidate learning of synthesis tasks in multi-contrast MRI. bsGAN comprises distinct convolutional encoders and decoders for each contrast to increase synthesis performance. A central information bottleneck is employed to distill hidden representations. The bottleneck, based on residual convolutional layers, is shared across contrasts to avoid introducing many learnable parameters. Qualitative and quantitative comparisons on a multi-contrast brain MRI dataset show the effectiveness of the proposed method against existing unified synthesis methods.","2165-0608","978-1-6654-5092-8","10.1109/SIU55565.2022.9864880","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9864880","unified;MRI synthesis;bottleneck;parameter-sharing;generative adversarial networks","Training;Costs;Convolution;Image synthesis;Magnetic resonance imaging;Generative adversarial networks;Safety","biomedical MRI;brain;image segmentation;learning (artificial intelligence);medical image processing","unified synthesis model;bottleneck sharing GAN;bsGAN;synthesis tasks;multicontrast MRI;distinct convolutional encoders;synthesis performance;central information bottleneck;multicontrast brain MRI;image synthesis;magnetic resonance imaging;multimodal medical imaging;diagnostic information;radiological observations;MRI pulse sequences;generative adversarial network models;learning MRI synthesis;distinct model;conditional contrast;contrast mapping;distinct synthesis model;bottleneck sharing generative adversarial networks","","","","29","IEEE","29 Aug 2022","","","IEEE","IEEE Conferences"
"Skip Connections for Medical Image Synthesis with Generative Adversarial Networks","M. U. Mirza; O. Dalmaz; T. Çukur","Electrical and Electronics Engineering, Bilkent University, Ankara, Turkey; Electrical and Electronics Engineering, Bilkent University, Ankara, Turkey; Electrical and Electronics Engineering, Bilkent University, Ankara, Turkey","2022 30th Signal Processing and Communications Applications Conference (SIU)","29 Aug 2022","2022","","","1","4","Magnetic Resonance Imaging (MRI) is an imaging technique used to produce detailed anatomical images. Acquiring multiple contrast MRI images requires long scan times forcing the patient to remain still. Scan times can be reduced by synthesising unacquired contrasts from acquired contrasts. In recent years, deep generative adversarial networks have been used to synthesise contrasts using one-to-one mapping. Deeper networks can solve more complex functions, however, their performance can decline due to problems such as overfitting and vanishing gradients. In this study, we propose adding skip connections to generative models to overcome the decline in performance with increasing complexity. This will allow the network to bypass unnecessary parameters in the model. Our results show an increase in performance in one-to-one image synthesis by integrating skip connections.","2165-0608","978-1-6654-5092-8","10.1109/SIU55565.2022.9864939","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9864939","Medical image synthesis;Magnetic resonance imaging (MRI);Multi-contrast MRI;Generative adversarial network;Skip connections","Image synthesis;Magnetic resonance imaging;Signal processing;Generative adversarial networks;Complexity theory;Biomedical imaging","biomedical MRI;medical image processing","skip connections;medical image synthesis;magnetic resonance imaging;imaging technique;anatomical images;multiple contrast MRI images;deep generative adversarial networks;complex functions;generative models","","","","20","IEEE","29 Aug 2022","","","IEEE","IEEE Conferences"
"Microscopic Fluorescence In Situ Hybridization (FISH) Image Synthesis with Generative Adversarial Networks","G. Dursun; U. Özkaya","Elektrik-Elektronik Mühendisliği, Süleyman Demirel Üniversitesi, Isparta, Türkiye; Elektrik-Elektronik Mühendisliği, Süleyman Demirel Üniversitesi, Isparta, Türkiye","2021 29th Signal Processing and Communications Applications Conference (SIU)","19 Jul 2021","2021","","","1","4","One of the most important problems in biomedical image analysis is the low amount of data and the cost of accessing to the marked data by researchers. In order to provide a solution to this problem, microscopic fluorescence in situ hybridization (FISH) images are synthesized with generative adversarial network in this paper. The generative adversarial network is trained to synthesize FISH images from mask images. The trained model was implemented on 150 test images and the performance of the model both was presented with visual results and evaluated quantitatively by calculating the performance metrics. By evaluating the synthesized FISH images in terms of image quality and structural features, it is observed that they can be used to provide a solution to the problem of the lack of data.","2165-0608","978-1-6654-3649-6","10.1109/SIU53274.2021.9477999","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9477999","generative adversarial networks;image synthesis;fluorescence in situ hybridization","Fish;Generative adversarial networks;Biomedical imaging;Microscopy;Image synthesis;Fluorescence;Image segmentation","biomedical optical imaging;fluorescence;image segmentation;medical image processing;neural nets;optical microscopy","generative adversarial network;biomedical image analysis;marked data;mask images;test images;synthesized FISH images;image quality;microscopic fluorescence in situ hybridization image synthesis;performance metrics;structural features","","","","","IEEE","19 Jul 2021","","","IEEE","IEEE Conferences"
"Image Synthesis of Warli Tribal Stick figures using Generative Adversarial Networks","N. Das; S. Kundu; S. Deb","Dept. of CSE, NIT, Agartala, India; Dept. of CSE, NIT, Agartala, India; Dept. of CSE, NIT, Agartala, India","2021 IEEE 6th International Conference on Computing, Communication and Automation (ICCCA)","10 Jan 2022","2021","","","266","271","With the advancement in deep learning methods, Generative Adversarial Neural Networks(GANs) have been successful in the application of Computer Vision, Natural Language Processing, and medical. It is observed to have great research potential of using GAN for Image Synthesis. GANs can generate meaningful samples from complex patters or distributions. We present a method to generate Asian Tribal human synthetic stick figures using GAN. With variety of applications the output are limited to low resolution and are unrealistic. The work includes image to image translation where the inputs are low resolution images and as the training progresses, addition of new layers lead to better or high resolution output. For this purpose, it was mandatory to train the generator and discriminator following the principles governing the concept of transfer learning and to fetch evidence of how the generated output resembles the original data set. We also extend additional visualizations of our approach and support our GAN model with images of our generated output. This piece of work includes customized data set as input, where the input images are constructed based on laws of coordinate geometry and spherical polar coordinates and final generated images to illustrate its resemblance with the actual input images. The generated images were quite efficient in faking the discriminator, contributing towards robustness, precision and viability of the stated architecture.","2642-7354","978-1-6654-1473-9","10.1109/ICCCA52192.2021.9666257","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9666257","Deep Learning;discriminator;fake images;GAN;generative adversarial networks;generator;image synthesis;real images;warli stick figure","Training;Image resolution;Image color analysis;Image synthesis;Graphics processing units;Data visualization;Computer architecture","computer vision;image resolution;learning (artificial intelligence);natural language processing;neural nets","Image synthesis;warli tribal stick figures;generative adversarial networks;deep learning methods;Natural Language Processing;great research potential;Image Synthesis;complex patters;Asian Tribal human synthetic stick figures;image translation;low resolution images;high resolution output;generated output;GAN model;actual input images","","2","","21","IEEE","10 Jan 2022","","","IEEE","IEEE Conferences"
"Text-to-Painting on a Large Variance Dataset with Sequential Generative Adversarial Networks","A. C. Özgen; O. A. Aghdam; H. K. Ekenel","Department of Computer Engineering Istanbul Technical University, SiMiT Lab, Istanbul, Turkey; Department of Computer Engineering Istanbul Technical University, SiMiT Lab, Istanbul, Turkey; Department of Computer Engineering Istanbul Technical University, SiMiT Lab, Istanbul, Turkey","2020 28th Signal Processing and Communications Applications Conference (SIU)","7 Jan 2021","2020","","","1","4","Converting text descriptions to images using Generative Adversarial Networks has become a popular research area. Visually appealing images were generated in recent years successfully. We investigated the generation of artistic images on a custom-built large variance dataset, which includes training images with variations, for example, in shape, color, and content. These variations in images provide originality, which is an important factor for artistic essence. One major characteristic of our work is that we used keywords as image descriptions, instead of sentences. As a network architecture, we proposed a sequential Generative Adversarial Network model, which utilizes several techniques like Wasserstein loss, spectral normalization, and minibatch discrimination to have stable training curves. Ultimately, we were able to generate painting images, which have a variety of styles. We evaluated the quality of generated paintings by using Fréchet Inception Distance score.","2165-0608","978-1-7281-7206-4","10.1109/SIU49456.2020.9302112","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9302112","Text-to-Image synthesis;Generative Adversarial Networks (GANs);Sequential GANs;Painting generation","Generators;Training;Generative adversarial networks;Gallium nitride;Painting;Image synthesis;Image resolution","feature extraction;image colour analysis;learning (artificial intelligence);neural nets;text analysis","text-to-painting;variance dataset;sequential Generative Adversarial Networks;converting text;popular research area;artistic images;custom-built;artistic essence;image descriptions;network architecture;sequential Generative Adversarial Network model;stable training curves;painting images;generated paintings","","","","31","IEEE","7 Jan 2021","","","IEEE","IEEE Conferences"
