"Document Title",Authors,"Author Affiliations","Publication Title",Date Added To Xplore,"Publication Year","Volume","Issue","Start Page","End Page","Abstract","ISSN",ISBNs,"DOI",Funding Information,PDF Link,"Author Keywords","IEEE Terms","INSPEC Controlled Terms","INSPEC Non-Controlled Terms","Mesh_Terms",Article Citation Count,Patent Citation Count,"Reference Count","License",Online Date,Issue Date,"Meeting Date","Publisher",Document Identifier
"Structured Deep Unfolding Network for Optical Remote Sensing Image Super-Resolution","M. Shi; Y. Gao; L. Chen; X. Liu","School of Electronic Information and Electrical Engineering, Shanghai Jiao Tong University, Shanghai, China; School of Electronic Information and Electrical Engineering, Shanghai Jiao Tong University, Shanghai, China; School of Electronic Information and Electrical Engineering, Shanghai Jiao Tong University, Shanghai, China; School of Electronic Information and Electrical Engineering, Shanghai Jiao Tong University, Shanghai, China","IEEE Geoscience and Remote Sensing Letters","5 Dec 2022","2022","19","","1","5","Single-image super-resolution technology is critical in remote sensing, effectively improving the resolution of target images, with super-resolution algorithms based on deep learning demonstrating superior performance. However, most neural networks present shortcomings, such as a lack of interpretability and requiring a long training time, limiting them in some application scenarios. Moreover, due to the multidegradation factors, tasks put forward higher requirements for the adaptability of algorithms. Therefore, this work develops a structured deep unfolding network (SDUNet), which is adaptable and requires a lower training time by cascading multiple small network modules. Additionally, the unfolding strategy proposed deals with multiple degradations, fully exploiting prior knowledge. The suggested method is challenged against state-of-the-art neural network methods on one optical remote sensing image (ORSI) dataset and one natural image dataset. The experimental results demonstrate our method’s effectiveness in requiring less training time, involving fewer parameters, and achieving a higher reconstruction performance for ORSI super-resolution.","1558-0571","","10.1109/LGRS.2022.3221612","National Key Research and Development Program of China(grant numbers:2021YFA0715400); ","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9955481","Deep unfolding;multidegradation;optical remote sensing image (ORSI);structured;super-resolution","Superresolution;Training;Convolution;Remote sensing;Task analysis;Neural networks;Degradation","deep learning (artificial intelligence);geophysical image processing;image reconstruction;image resolution;remote sensing","deep learning;natural image dataset;neural network methods;optical remote sensing image dataset;optical remote sensing image super-resolution;ORSI super-resolution;SDUNet;single-image super-resolution technology;structured deep unfolding network;super-resolution algorithms;target images;training time;unfolding strategy","","","","21","IEEE","18 Nov 2022","","","IEEE","IEEE Journals"
"Vehicle Detection in Remote Sensing Images Leveraging on Simultaneous Super-Resolution","H. Ji; Z. Gao; T. Mei; B. Ramesh","Electronic and Information School, Wuhan University, Wuhan, China; Temasek Laboratories, National University of Singapore, Singapore; Electronic and Information School, Wuhan University, Wuhan, China; Singapore Institute for Neurotechnology, National University of Singapore, Singapore","IEEE Geoscience and Remote Sensing Letters","25 Mar 2020","2020","17","4","676","680","Owing to the relatively small size of vehicles in remote sensing images, lacking sufficient detailed appearance to distinguish vehicles from similar objects, the detection performance is still far from satisfactory compared with the detection results on everyday images. Inspired by the positive effects of super-resolution convolutional neural network (SRCNN) for object detection and the stunning success of deep CNN techniques, we apply generative adversarial network frameworks to realize simultaneous SRCNN and vehicle detection in an end-to-end manner, and the detection loss is backpropagated into the SRCNN during training to facilitate detection. In particular, our work is unsupervised and bypasses the requirement of low-/high-resolution image pairs during the training stage, achieving increased generality and applicability. Extensive experiments on representative data sets demonstrate that our method outperforms the state-of-the-art detectors. (The source code will be made available after the review process).","1558-0571","","10.1109/LGRS.2019.2930308","Wuhan Institute Key Project(grant numbers:1WHS20171003); ","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=8792159","Faster region-based convolutional neural network (R-CNN);feature fusion;remote sensing images;super-resolution convolutional neural network (SRCNN);vehicle detection","Image resolution;Generators;Remote sensing;Vehicle detection;Training;Detectors;Feature extraction","backpropagation;convolutional neural nets;geophysical image processing;image resolution;object detection;remote sensing;traffic engineering computing","backpropagation;simultaneous SRCNN;generative adversarial network frameworks;deep CNN techniques;object detection;super-resolution convolutional neural network;simultaneous super-resolution;remote sensing images;vehicle detection","","29","","26","IEEE","8 Aug 2019","","","IEEE","IEEE Journals"
"Developing Long Time Series 1-km Land Cover Maps From 5-km AVHRR Data Using a Super-Resolution Method","H. Wang; X. Zhao; S. Liang; D. Wu; X. Zhang; Q. Wang; J. Zhao; X. Du; Q. Zhou","Beijing Engineering Research Center for Global Land Remote Sensing Products, Faculty of Geographical Science, Institute of Remote Sensing Science and Engineering, Beijing Normal University, Beijing, China; Beijing Engineering Research Center for Global Land Remote Sensing Products, Faculty of Geographical Science, Institute of Remote Sensing Science and Engineering, Beijing Normal University, Beijing, China; Department of Geographical Sciences, University of Maryland, College Park, MD, USA; Department of Ecology and Evolutionary Biology, Cornell University, Ithaca, NY, USA; State Key Laboratory of Remote Sensing Science, Institute of Remote Sensing and Digital Earth, Chinese Academy of Science, Beijing, China; Beijing Engineering Research Center for Global Land Remote Sensing Products, Faculty of Geographical Science, Institute of Remote Sensing Science and Engineering, Beijing Normal University, Beijing, China; Beijing Engineering Research Center for Global Land Remote Sensing Products, Faculty of Geographical Science, Institute of Remote Sensing Science and Engineering, Beijing Normal University, Beijing, China; Beijing Engineering Research Center for Global Land Remote Sensing Products, Faculty of Geographical Science, Institute of Remote Sensing Science and Engineering, Beijing Normal University, Beijing, China; Beijing Engineering Research Center for Global Land Remote Sensing Products, Faculty of Geographical Science, Institute of Remote Sensing Science and Engineering, Beijing Normal University, Beijing, China","IEEE Transactions on Geoscience and Remote Sensing","23 Jun 2021","2021","59","7","5479","5493","Dynamic land cover (LC) information is an essential part of environmental and ecological research. Therefore, acquiring dynamic LC data with high spatial resolution has attracted a great deal of attention in the remote sensing community. Nevertheless, the high-temporal resolution satellite data tend to have a coarse spatial resolution, and satellite data with high temporal resolution are often relatively low. Obtaining LC with high spatiotemporal resolution is extremely challenging. The super-resolution method can help researchers achieve this goal, and the recently developed neural-network-based deep learning algorithms have great potential for use as an alternative solution. This study proposes a focal loss temporal convolutional long short-term memory (FL-T-ConvLSTM) model for super-resolution LC classification research. It first trains the deep FL-T-ConvLSTM network to establish a transformation between low-resolution quantitative remote sensing parameters and high-resolution quantitative remote sensing parameters and then engages in nonlinear mapping with a high-resolution LC map. A long-term series 1-km super-resolution LC classification model based on deep learning was established and applied to the Beijing–Tianjin–Hebei region. Based on this method, a long-term series of 1-km LC maps from 1982 to 2019 can be obtained. The test accuracy and field validation accuracy of the model reached 90.1% and 86.8% when using reliable test samples and field test samples, respectively. This study provides a method for obtaining high-resolution LC classification products from low-resolution quantitative remote-sensing products.","1558-0644","","10.1109/TGRS.2020.3018109","National Key Research and Development Program of China(grant numbers:2016YFA0600103,2016YFB0501404); ","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9186343","Focal loss temporal convolutional long short-term memory (FL-T-ConvLSTM);land cover (LC);long time series;quantitative remote sensing parameters;super-resolution","Spatial resolution;Remote sensing;Convolution;Time series analysis;Feature extraction;Data models","ecology;geophysical image processing;image resolution;learning (artificial intelligence);neural nets;remote sensing;time series","time series;AVHRR data;super-resolution method;dynamic land cover information;environmental research;ecological research;dynamic LC data;high spatial resolution;remote sensing community;high-temporal resolution satellite data;coarse spatial resolution;high temporal resolution;high spatiotemporal resolution;focal loss temporal convolutional long short-term memory;super-resolution LC classification research;deep FL-T-ConvLSTM network;low-resolution quantitative remote sensing parameters;high-resolution quantitative remote sensing parameters;high-resolution LC map;high-resolution LC classification products;remote-sensing products;land cover maps;long-term series;neural-network-based deep learning algorithms","","","","94","IEEE","3 Sep 2020","","","IEEE","IEEE Journals"
"SD-DCRN: SALIENCY DRIVEN DOUBLE-CHANNEL RESIDUAL NETWORK FOR SUPER-RESOLUTION OF REMOTE SENSING IMAGES","W. Li; Y. Feng; Y. Chen; L. Zhang","School of Artificial Intelligence, Beijing Normal University, Beijing, China; School of Artificial Intelligence, Beijing Normal University, Beijing, China; School of Artificial Intelligence, Beijing Normal University, Beijing, China; School of Artificial Intelligence, Beijing Normal University, Beijing, China","IGARSS 2022 - 2022 IEEE International Geoscience and Remote Sensing Symposium","28 Sep 2022","2022","","","3774","3777","Traditional methods of super-resolution of remote sensing images generally ignore the fact that significant areas usually have a higher demand for super-resolution compared to nonsignificant areas. According to this feature of remote sensing images, we propose a new model of super-resolutio-n based on double-channel residual dense network driven by saliency analysis. Firstly, we use a cascaded partial decoder model to obtain the saliency image of remote sensing images which contributes to distinguishing significant areas and background areas. Secondly, we adopt different super-resolution strategies for regions with different salient values and texture complexity. For the non-salient regions, we adopt the smaller number of RDBs and their internal convolution layers to save computer resources. For the salient regions, we increase the number of RDBs and layers to extract more complex features for super-resolution of the salient regions, which is conducive to the reconstruction of complex texture. Finally, the reconstructed salient regions and non-salient regions are superimposed to obtain the complete super-resolution results. Our experimental results show that the comprehensive perform of our method outperforms other super-resolution models in terms of metrics based on the peak signal-to-noise ratio and structural similarity.","2153-7003","978-1-6654-2792-0","10.1109/IGARSS46834.2022.9883346","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9883346","Remote sensing;image enhancement;super-resolution;saliency analysis;double-channel residual dense network","Measurement;Analytical models;PSNR;Convolution;Superresolution;Feature extraction;Remote sensing","feature extraction;geophysical image processing;image resolution;image texture;object detection;remote sensing","double-channel residual network;remote sensing images;significant areas;super-resolutio-n;double-channel residual dense network;saliency image;super-resolution strategies;nonsalient regions;reconstructed salient regions;complete super-resolution results;super-resolution models","","","","9","IEEE","28 Sep 2022","","","IEEE","IEEE Conferences"
"Remote Sensing Image Super-Resolution via Enhanced Back-Projection Networks","X. Dong; Z. Xi; X. Sun; L. Yang","College of Information and Communication Engineering, Harbin Engineering University, Harbin, China; College of Information and Communication Engineering, Harbin Engineering University, Harbin, China; Key Laboratory of Digital Earth Science, Aerospace Information Research Institute, Chinese Academy of Sciences, Beijing, China; Key Laboratory of Digital Earth Science, Aerospace Information Research Institute, Chinese Academy of Sciences, Beijing, China","IGARSS 2020 - 2020 IEEE International Geoscience and Remote Sensing Symposium","17 Feb 2021","2020","","","1480","1483","Convolutional neural network (CNN)-based image super-resolution (SR) is one of the most active field of research in the remote sensing community. As a state-of-the-art super-resolving method, however, the dense deep back-projection network (DDBPN) ignores the mutual differences among the channel-wise features and discards the initial feature when performing reconstruction. In this paper, we develop an enhanced back-projection network (EBPN) with performance exceeding the DDBPN and other state-of-the-art methods. The performance improvement gains from introducing attention mechanism to capture the feature differences among channels and reconstructing images by using the element-wise sum of the upscaled initial feature and deep features learned at different depths. A retraining strategy is also employed to further boost the SR ability of EBPN for remote sensing images. Experimental results on a remote sensing dataset and four benchmark datasets demonstrate the superiority of EBPN.","2153-7003","978-1-7281-6374-1","10.1109/IGARSS39084.2020.9323316","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9323316","Super-resolution;remote sensing;back-projection;attention mechanism","Image reconstruction;Superresolution;Spatial resolution;Remote sensing;Feature extraction;Benchmark testing;Training","convolution;image classification;image reconstruction;image representation;image resolution;learning (artificial intelligence);neural nets;remote sensing","remote sensing dataset;remote sensing images;deep features;upscaled initial feature;element-wise sum;reconstructing images;feature differences;performance improvement gains;EBPN;performing reconstruction;discards;remote sensing image super-resolution;enhanced back-projection network;convolutional neural network-based image super-resolution;remote sensing community;state-of-the-art super-resolving method;dense deep back-projection network;DDBPN;mutual differences;channel-wise features","","4","","5","IEEE","17 Feb 2021","","","IEEE","IEEE Conferences"
"U-Shaped Attention Connection Network for Remote-Sensing Image Super-Resolution","W. Jiang; L. Zhao; Y. -J. Wang; W. Liu; B. -D. Liu","College of Oceanography and Space Informatics, China University of Petroleum (East China), Qingdao, China; College of Oceanography and Space Informatics, China University of Petroleum (East China), Qingdao, China; College of Control Science and Engineering, China University of Petroleum (East China), Qingdao, China; College of Control Science and Engineering, China University of Petroleum (East China), Qingdao, China; College of Control Science and Engineering, China University of Petroleum (East China), Qingdao, China","IEEE Geoscience and Remote Sensing Letters","7 Jan 2022","2022","19","","1","5","In recent years, deep learning-based remote-sensing image super-resolution (SR) methods have made significant progress, and these methods require a large number of synthetic data for training. To obtain sufficient training data, researchers often generate synthetic data via fixed bicubic downsampling methods. However, the synthesized data cannot reflect the complex degradation process of real remote-sensing images. Thus, performance will dramatically reduce when these methods work in real low-resolution (LR) remote-sensing images. This letter proposes a U-shaped attention connection network (US-ACN) for remote-sensing image SR to solve this issue. Our US-ACN does not rely on any synthetic external dataset for training and merely requires one LR image to complete the training. The US-ACN utilizes remote-sensing images’ strong internal feature repetitiveness and fully learns this internal repetitive feature through a well-designed US-ACN to achieve the remote-sensing image SR. In addition, we design a 3-D attention module to generate effective 3-D weights by modeling channel and spatial attention weights, which is more helpful for the learning of internal features. Through the U-shaped connection among attention modules, context information propagation and attention weights learning are fully utilized. Many experiments show that our US-ACN adequately adapts to the remote-sensing image SR in various situations and performs advanced performance.","1558-0571","","10.1109/LGRS.2021.3127988","National Natural Science Foundation of China(grant numbers:62072468); Natural Science Foundation of Shandong Province(grant numbers:ZR2019MF073); ","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9614163","Attention connection;image super-resolution (SR);internal feature;remote-sensing image;U-shaped","Remote sensing;Training;Superresolution;Feature extraction;Solid modeling;Sensors;Decoding","deep learning (artificial intelligence);geophysical image processing;image reconstruction;image resolution;remote sensing","U-shaped attention connection network;deep learning-based remote-sensing image super-resolution methods;synthetic data;low-resolution remote-sensing images;US-ACN;remote-sensing image SR;LR image;context information propagation;attention weights","","2","","24","IEEE","12 Nov 2021","","","IEEE","IEEE Journals"
"Blind Super-Resolution on Remote Sensing Images with Blur Kernel Prediction","R. Dong; L. Zhang; H. Fu","Joint Center for Global Change Studies, Beijing, China; Joint Center for Global Change Studies, Beijing, China; Joint Center for Global Change Studies, Beijing, China","2021 IEEE International Geoscience and Remote Sensing Symposium IGARSS","12 Oct 2021","2021","","","2879","2882","Single image super-resolution (SISR) is essential in many remote sensing applications. Most of the existing SISR methods on remote sensing images assume that the low resolution (LR) images are synthesized from high-resolution (HR) images by bicubic downscaling. However, the performance of those methods is limited in the real-world remote sensing scenario as the actual degradation is sometimes different from the assumption. Therefore, we introduce the blind super-resolution (SR) concept and propose a super-resolution method with blur kernel prediction (BKPSR). BKPSR first predicts the blur kernel code for an image and then utilizes the blur kernel code to assist the image super-resolution. Experimental results indicate that our method outperforms existing SISR methods on real-world remote sensing images.","2153-7003","978-1-6654-0369-6","10.1109/IGARSS47720.2021.9554620","National Key Research and Development Plan of China(grant numbers:2017YFA0604500); National Natural Science Foundation of China(grant numbers:51761135015,U1839206); Center for High Performance Computing and System Simulation, Pilot National Laboratory for Marine Science and Technology; ","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9554620","Blind super-resolution;remote sensing image;blur-kernel estimation;deep learning","Degradation;Codes;Superresolution;Sensors;Kernel;Remote sensing","geophysical image processing;image resolution;remote sensing","blur kernel prediction;image super-resolution;SISR methods;low resolution images;high-resolution images;real-world remote sensing scenario;blind super-resolution concept;blur kernel code;real-world remote sensing images","","","","10","IEEE","12 Oct 2021","","","IEEE","IEEE Conferences"
"Improving Super-Resolution Flood Inundation Mapping for Multispectral Remote Sensing Image by Supplying More Spectral Information","P. Wang; G. Zhang; H. Leung","College of Computer Science and Technology, Nanjing University of Aeronautics and Astronautics, Nanjing, China; Key Laboratory of Radar Imaging and Microwave Photonics, Ministry of Education, Nanjing University of Aeronautics and Astronautics, Nanjing, China; Department of Electrical and Computer Engineering, University of Calgary, Calgary, AB, Canada","IEEE Geoscience and Remote Sensing Letters","22 Apr 2019","2019","16","5","771","775","Super-resolution mapping is an effective technique in mapping flood inundation for multispectral remote sensing image. However, the traditional super-resolution flood inundation mapping (SRFIM) is unable to fully utilize the spectral information from multispectral remote sensing image band. In order to resolve this problem, a novel SRFIM by supplying more spectral information (SRFIM-MSI) is proposed to improve mapping accuracy. In the proposed SRFIM-MSI, the spectral information from the multispectral band is calculated by the normalized difference water index (NDWI). A spectral term constituted by NDWI is added into the traditional SRFIM. The proposed method is evaluated by using two Landsat 8 OLI multispectral data from the study area in Cambodia. The obtained results demonstrate that the proposed SRFIM-MSI produces better results than the traditional SRFIM methods.","1558-0571","","10.1109/LGRS.2018.2882516","National Natural Science Foundation of China(grant numbers:61801211,61871218,61501233,61501228); Fundamental Research Funds for the Central Universities(grant numbers:3082017NP2017421); National Aerospace Science Foundation of China(grant numbers:20185152); ","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=8565995","Multispectral remote sensing image;spectral information;super-resolution flood inundation mapping (SRFIM);super-resolution mapping (SRM)","Spatial resolution;Remote sensing;Correlation;Graphical models;Distribution functions;Indexes","floods;geophysical image processing;hydrological techniques;image resolution;remote sensing","super-resolution flood inundation mapping;spectral information;multispectral remote sensing image band;SRFIM-MSI;mapping accuracy;multispectral band;spectral term;Landsat 8 OLI multispectral data;traditional SRFIM methods;normalized difference water index;Cambodia","","15","","26","IEEE","6 Dec 2018","","","IEEE","IEEE Journals"
"Super-Resolution of Remote Sensing Images Based on Transferred Generative Adversarial Network","W. Ma; Z. Pan; J. Guo; B. Lei","Key Laboratory of Technology in Geo-spatial Information Processing and Application System, Chinese Academy of Sciences, Beijing, China; Key Laboratory of Technology in Geo-spatial Information Processing and Application System, Chinese Academy of Sciences, Beijing, China; Key Laboratory of Technology in Geo-spatial Information Processing and Application System, Chinese Academy of Sciences, Beijing, China; Key Laboratory of Technology in Geo-spatial Information Processing and Application System, Chinese Academy of Sciences, Beijing, China","IGARSS 2018 - 2018 IEEE International Geoscience and Remote Sensing Symposium","4 Nov 2018","2018","","","1148","1151","Single image super-resolution (SR) has been widely studied in recent years as a crucial technique for remote sensing applications. This paper proposes a SR method for remote sensing images based on a transferred generative adversarial network (TGAN). Different from the previous GAN-based SR approaches, the novelty of our method mainly reflects from two aspects. First, the batch normalization layers are removed to reduce the memory consumption and the computational burden, as well as raising the accuracy. Second, our model is trained in a transfer-learning fashion to cope with the insufficiency of training data, which is the crux of applying deep learning methods to remote sensing applications. The model is firstly trained on an external dataset DIV2K and further fine-tuned with the remote sensing dataset. Our experimental results demonstrate that the proposed method is superior to SRCNN and SRGAN in terms of both the objective evaluation and the subjective perspective.","2153-7003","978-1-5386-7150-4","10.1109/IGARSS.2018.8517442","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=8517442","Remote sensing images;super-resolution;generative adversarial network;transfer learning","Image resolution;Remote sensing;Signal resolution;Training;Generative adversarial networks;Knowledge engineering;Task analysis","geophysical image processing;image resolution;learning (artificial intelligence);remote sensing","remote sensing images;transferred generative adversarial network;single image super-resolution;remote sensing applications;SR method;previous GAN-based SR approaches;transfer-learning fashion;deep learning methods;remote sensing dataset","","23","","12","IEEE","4 Nov 2018","","","IEEE","IEEE Conferences"
"High Quality Remote Sensing Image Super-Resolution Using Deep Memory Connected Network","W. Xu; G. XU; Y. Wang; X. Sun; D. Lin; Y. WU","Electrical and Communication Engineering, University of Chinese Academy of Sciences, Beijing, China; Key Laboratory of Technology in Geo-spatial Information Processing and Application System, Chinese Academy of Sciences, Beijing, China; Key Laboratory of Technology in Geo-spatial Information Processing and Application System, Chinese Academy of Sciences, Beijing, China; Key Laboratory of Technology in Geo-spatial Information Processing and Application System, Chinese Academy of Sciences, Beijing, China; Electrical and Communication Engineering, University of Chinese Academy of Sciences, Beijing, China; Electrical and Communication Engineering, University of Chinese Academy of Sciences, Beijing, China","IGARSS 2018 - 2018 IEEE International Geoscience and Remote Sensing Symposium","4 Nov 2018","2018","","","8889","8892","Single image super-resolution is an effective way to enhance the spatial resolution of remote sensing image, which is crucial for many applications such as target detection and image classification. However, existing methods based on the neural network usually have small receptive fields and ignore the image detail. We propose a novel method named deep memory connected network (DMCN) based on a convolutional neural network to reconstruct high-quality super-resolution images. We build local and global memory connections to combine image detail with environmental information. To further reduce parameters and ease time-consuming, we propose downsampling units, shrinking the spatial size of feature maps. We test DMCN on three remote sensing datasets with different spatial resolution. Experimental results indicate that our method yields promising improvements in both accuracy and visual performance over the current state-of-the-art.","2153-7003","978-1-5386-7150-4","10.1109/IGARSS.2018.8518855","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=8518855","remote sensing image;super-resolution;convolutional neural network;image fusion","Spatial resolution;Remote sensing;Image reconstruction;Training;Convolutional neural networks;Satellites","convolution;feedforward neural nets;geophysical image processing;image reconstruction;image resolution;remote sensing","deep memory connected network;single image super-resolution;convolutional neural network;high-quality super-resolution images;remote sensing datasets;high quality remote sensing image super-resolution;spatial resolution;DMCN","","15","","6","IEEE","4 Nov 2018","","","IEEE","IEEE Conferences"
