"Document Title",Authors,"Author Affiliations","Publication Title",Date Added To Xplore,"Publication Year","Volume","Issue","Start Page","End Page","Abstract","ISSN",ISBNs,"DOI",Funding Information,PDF Link,"Author Keywords","IEEE Terms","INSPEC Controlled Terms","INSPEC Non-Controlled Terms","Mesh_Terms",Article Citation Count,Patent Citation Count,"Reference Count","License",Online Date,Issue Date,"Meeting Date","Publisher",Document Identifier
"Arctic Sea Ice Thickness Estimation from Icesat-2 Using Different Parameter Schemes","S. Liang; J. Zeng; Z. Li","University of Chinese Academy of Sciences, Beijing, China; Aerospace Information Research Institute, Chinese Academy of Sciences, Beijing, China; Aerospace Information Research Institute, Chinese Academy of Sciences, Beijing, China","2021 IEEE International Geoscience and Remote Sensing Symposium IGARSS","12 Oct 2021","2021","","","5652","5655","This paper estimated Arctic monthly sea ice thickness (SIT) using the ICESat-2 gridded monthly sea ice freeboard product (ATL20) with the assumption of hydrostatic equilibrium. Different snow and ice parameters are applied to illustrate the effects of auxiliary data on the SIT retrievals. Snow depth data are from three sources including climatology observation, microwave remote sensing and reanalysis data, while six snow/ice density combination schemes were adopted. The results show the averaged monthly sea ice freeboard from ICESat-2 ATL20 product well captures the seasonal variation of sea ice freeboard and sea ice growth in Arctic winter, which can be further used to estimate SIT. The difference of monthly SIT from different snow and ice density schemes is smaller than that caused by snow depth. Overall, the largest difference caused by snow depth in mean SIT is ~0.50 m, while that caused by the snow and ice density is ~0. 15 m. The best parameter scheme of SIT inversion using ICESat-2 needs to be further investigated using field measurements in the future.","2153-7003","978-1-6654-0369-6","10.1109/IGARSS47720.2021.9553955","National Key Research and Development Program of China(grant numbers:2018YFA0605403); ","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9553955","sea ice thickness;sea ice freeboard;ICESat-2;snow depth;sea and ice density;Arctic","Microwave integrated circuits;Snow;Sea measurements;Estimation;Arctic;Microwave FET integrated circuits;Remote sensing","climatology;ice;oceanographic regions;oceanographic techniques;remote sensing;sea ice;snow","Arctic sea ice thickness estimation;different parameter schemes;Arctic monthly sea ice thickness;ICESat-2 gridded monthly sea ice freeboard product;ice parameters;auxiliary data;SIT retrievals;snow depth data;microwave remote sensing;reanalysis data;averaged monthly sea ice freeboard;ICESat-2 ATL20 product;sea ice growth;Arctic winter;monthly SIT;different snow;ice density schemes;largest difference;mean SIT;parameter scheme;SIT inversion;ICESat-2 needs;size 0.5 m;size 15.0 m","","","","10","IEEE","12 Oct 2021","","","IEEE","IEEE Conferences"
"Multiyear Sea Ice Thickness Estimation Using Wideband P/L-Band Radiometric Measurements","X. Bosch-Lluis; S. Misra; C. Felten; M. Ogut; I. Ramos-Perez; B. Latham; S. Yueh; S. Brown","Jet Propulsion Laboratory, California Institute of Technology, Pasadena, CA; Jet Propulsion Laboratory, California Institute of Technology, Pasadena, CA; Jet Propulsion Laboratory, California Institute of Technology, Pasadena, CA; Jet Propulsion Laboratory, California Institute of Technology, Pasadena, CA; Jet Propulsion Laboratory, California Institute of Technology, Pasadena, CA; Jet Propulsion Laboratory, California Institute of Technology, Pasadena, CA; Jet Propulsion Laboratory, California Institute of Technology, Pasadena, CA; Jet Propulsion Laboratory, California Institute of Technology, Pasadena, CA","IGARSS 2019 - 2019 IEEE International Geoscience and Remote Sensing Symposium","14 Nov 2019","2019","","","8423","8425","A new wideband radiometer covering P/L-band was developed at the Jet Propulsion Laboratory for polar ocean salinity and seasonal sea-ice thickness measurements. The instrument was deployed on the US Coast Guard Cutter Healy for an Arctic Ocean research cruise from September 13, 2018 to October 20, 2018. This work shows the first results relating sea ice thickness obtained from the measurements taken with the wideband P/L-band radiometer during the campaign. Results from the Artic cruise campaign were also used to study wideband spectral properties of salinity. In addition to this paper, Salinity and wide-band calibration challenges are presented in two other companion papers.","2153-7003","978-1-5386-9154-0","10.1109/IGARSS.2019.8899283","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=8899283","Sea ice thickness;L-band;P-band;radiometry","Sea measurements;Sea ice;Wideband;Radiometry;Thickness measurement;L-band","calibration;oceanographic regions;radiometry;salinity (geophysical);sea ice;thickness measurement","Wideband P/L-Band Radiometric Measurements;wideband radiometer;sea ice thickness estimation;wide-band calibration challenges;wideband spectral properties;Artic cruise campaign;Arctic Ocean research cruise;US Coast Guard Cutter Healy;seasonal sea-ice thickness measurements;polar ocean salinity;Jet Propulsion Laboratory","","","","5","IEEE","14 Nov 2019","","","IEEE","IEEE Conferences"
"Sea ice thickness retrieval with MODIS thermal infrared data over the Liaodong Bay during winter 2012–2013","L. Shi; T. Zeng; M. Mäkynen; B. Cheng","State Oceanic Administration, Key Laboratory of Space Ocean Remote Sensing and Application, China; State Oceanic Administration, Key Laboratory of Space Ocean Remote Sensing and Application, China; Finnish Meteorological Institute, Helsinki, Finland; Finnish Meteorological Institute, Helsinki, Finland","2016 IEEE International Geoscience and Remote Sensing Symposium (IGARSS)","3 Nov 2016","2016","","","4857","4860","Monitoring of the Bohai sea ice is of great importance to prevent sea ice disasters and to better arrange and plan offshore activities. Level ice thickness distributions in the Liaodong Bay in winter 2012-2013 were investigated in this paper using MODIS night-time thermal infrared imagery and ice surface heat balance equation. Weather forcing data was from the European Centre for Medium-Range Weather Forecasts (ECMWF) analyses. The retrieved ice thickness range, especially the minimum values agreed reasonable well with in situ observations from two off-shore oil platforms. The overall root mean square error of the MODIS ice thickness was 5.6 cm. Our MODIS ice thickness product could be used as a safety guidance for the offshore oil and gas industry in the Liaodong Bay.","2153-7003","978-1-5090-3332-4","10.1109/IGARSS.2016.7730267","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=7730267","Sea ice thickness;MODIS;Bohai Sea","MODIS;Sea ice;Ice thickness;Ocean temperature;Offshore installations;Sea surface","ocean temperature;oceanographic regions;sea ice;weather forecasting","sea ice thickness retrieval;MODIS thermal infrared data;Liaodong Bay;AD 2012 to 2013;Bohai sea ice monitoring;sea ice disasters;off-shore activities;level ice thickness distributions;MODIS night-time thermal infrared imagery;ice surface heat balance equation;weather forcing data;European Centre for Medium-Range Weather Forecasts analyses;ice thickness range;in situ observations;off-shore oil platforms;root mean square error;MODIS ice thickness product;safety guidance;offshore oil industry;gas industry","","1","","12","IEEE","3 Nov 2016","","","IEEE","IEEE Conferences"
"SMOS Sea Ice Thickness Data Product Quality Control by Comparison with the Regional Sea Ice Extent","L. Kaleschke; X. Tian-Kunze","Alfred Wegener Institute, Helmholtz Centre for Polar and Marine Research, Bremerhaven, Germany; Alfred Wegener Institute, Helmholtz Centre for Polar and Marine Research, Bremerhaven, Germany","2021 IEEE International Geoscience and Remote Sensing Symposium IGARSS","12 Oct 2021","2021","","","1110","1113","Brightness temperature data from wave Imaging Radiometer using Aperture Synthesis (MIRAS) on board the European Space Agency's (ESA) Soil Moisture and Ocean Salinity (SMOS) mission have been used to derive the thickness of thin sea ice for the Arctic freeze-up period. To control the long-term geophysical quality for level 3 SMOS sea ice thickness products we derive a regional extent parameter that can be compared to independent standard ice extent products such as the NSIDC sea ice index. This metric allows to identify first-order quality problems such as data gaps and to observe the evolution of the Arctic sea ice growth in key regions. The regionalized SMOS sea ice thickness extent corresponds in general well with the corresponding NSIDC Sea Ice Index. The occurrence of severe RFI problems has so far mainly been limited to the initial period of the SMOS measurements during the season 2010/2011. Otherwise the comparison does not reveal any significant quality problems of the SMOS sea ice thickness data.","2153-7003","978-1-6654-0369-6","10.1109/IGARSS47720.2021.9553630","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9553630","Microwave radiometry;Sea ice;SMOS;SSMI","Time series analysis;Sea measurements;Quality control;SMOS mission;Indexes;Microwave radiometry;Arctic","freezing;hydrological techniques;ice;moisture;oceanographic regions;oceanographic techniques;quality control;radiometers;remote sensing;sea ice","key regions;regionalized SMOS sea ice thickness extent corresponds;corresponding NSIDC Sea Ice Index;SMOS measurements;significant quality problems;SMOS Sea Ice thickness data product quality control;regional Sea Ice extent;brightness temperature data;wave Imaging Radiometer;European Space Agency's Soil Moisture;Ocean Salinity mission;Arctic freeze-up period;long-term geophysical quality;level 3 SMOS sea ice thickness products;regional extent parameter;independent standard ice extent products;first-order quality problems;data gaps;Arctic sea ice growth","","","","9","IEEE","12 Oct 2021","","","IEEE","IEEE Conferences"
"A novel approach to retrieve arctic sea ice thickness for prediction and analysis","L. Brucker; G. Vernieres","Universities Space Research Association, GESTAR, Columbia, MD, U.S.A.; Universities Space Research Association, GESTAR, Columbia, MD, U.S.A.","2017 IEEE International Geoscience and Remote Sensing Symposium (IGARSS)","4 Dec 2017","2017","","","4984","4986","The overall reduction in sea ice thickness may have profound impact on the Earth's climate system, but currently predictive models do not have consistent sea ice thickness datasets available for improving their results through proper initialization and assimilation. We will present a novel approach to retrieve Arctic sea ice thickness from satellite observations. Our approach offers hemispheric scale sea ice thickness and volume at a temporal resolution shorter than a month (from days to weeks) by utilizing altimetry-derived thickness and passive microwave observations. Our method is validated against the airborne Operation IceBridge measuremnts. Moreover, as an application, we will show the gain obtained when assimilating our basin wide Arcitc sea ice thickness in the NASA Goddard Earth Observing System Model, version 5 (GEOS-5) ocean sea-ice data assimilation system.","2153-7003","978-1-5090-4951-6","10.1109/IGARSS.2017.8128122","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=8128122","sea ice;altimetry;microwave radiometry;Arctic","Sea ice;Arctic;Microwave radiometry;Microwave FET integrated circuits;Microwave integrated circuits;Oceans;Microwave theory and techniques","data assimilation;hydrological techniques;oceanographic regions;remote sensing;sea ice","hemispheric scale sea ice thickness;basin wide Arcitc sea ice thickness;NASA Goddard Earth Observing System Model;version 5 ocean sea-ice data assimilation system;arctic sea ice thickness;consistent sea ice thickness datasets","","","","2","IEEE","4 Dec 2017","","","IEEE","IEEE Conferences"
"Sea ice thickness retrieval at L-band: Comparison between results from Aquarius and SMAP data","P. de Matthaeis","Goddard Earth Sciences Technology and Research Center, NASA Goddard Space Flight Center, Greenbelt, Maryland, USA","2016 14th Specialist Meeting on Microwave Radiometry and Remote Sensing of the Environment (MicroRad)","4 Aug 2016","2016","","","95","97","Aquarius and SMAP brightness temperature data are used to estimate sea ice thickness in the polar regions. The method is based on the inversion of a radiative transfer model for ice-covered sea. This model predicts the emission from ice-covered sea and is similar to the one used by the SMOS group. The sea ice thickness values retrieved from Aquarius and SMAP measurements using this technique are compared with the SMOS data. Since Aquarius ceased operation due to component failure on at the beginning of June 2015, while the SMAP radiometer began operating at the end of March 2015, data from April 2015 are used in the comparison. Results obtained using Aquarius and SMAP data are consistent with each other, but show a high uncertainty compared to the SMOS sea ice thickness product.","","978-1-5090-2951-8","10.1109/MICRORAD.2016.7530512","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=7530512","Sea Ice Thickness;Microwave Radiometry;Aquarius;SMAP","Sea ice;Sea measurements;Microwave radiometry;Temperature measurement;Ocean temperature;Brightness temperature","radiative transfer;radiometry;remote sensing;sea ice","sea ice thickness retrieval;L-band;Aquarius brightness temperature data;SMAP brightness temperature data;polar region;radiative transfer model;ice-covered sea;SMOS data;AD 2015 06;SMAP radiometer;AD 2015 03;AD 2015 04","","","","10","IEEE","4 Aug 2016","","","IEEE","IEEE Conferences"
"Estimation of Arctic Basin-Scale Sea Ice Thickness From Satellite Passive Microwave Measurements","S. -M. Lee; W. N. Meier; B. -J. Sohn; H. Shi; A. J. Gasiewski","National Snow and Ice Data Center, University of Colorado at Boulder, Boulder, CO, USA; National Snow and Ice Data Center, Cooperative Institute for Research in Environmental Sciences, University of Colorado at Boulder, Boulder, CO, USA; Key Laboratory for Aerosol-Cloud-Precipitation of China Meteorological Administration, School of Atmospheric Physics, Nanjing University of Information Science and Technology, Nanjing, China; School of Earth and Environmental Sciences, Seoul National University, Seoul, South Korea; Department of Electrical, Computer, and Energy Engineering, University of Colorado at Boulder, Boulder, CO, USA","IEEE Transactions on Geoscience and Remote Sensing","23 Jun 2021","2021","59","7","5841","5850","Retrievals of sea ice thickness from passive microwave measurements have been limited to thin ice because microwaves penetrate at most the upper 50 cm of sea ice. To overcome such a limitation, a method of retrieving Arctic basin-scale ice thickness is developed. The physical background of this method is that the scattering optical thickness at microwave frequencies within the freeboard layer is linearly proportional to the physical thickness of the ice freeboard. In this study, we relate the optical thickness estimated from the Advanced Microwave Scanning Radiometer 2 (AMSR2) with ice freeboard estimated from the CryoSat-2 (CS2) by employing a piecewise linear fit. The results show a strong linear relationship between the AMSR2-estimated and CS2-measured ice freeboards with a correlation coefficient of 0.85 and bias and RMSE of 0.0001 and 0.04 m, respectively; this evidence suggests that the method can provide Arctic basin-scale ice freeboard with a comparable accuracy level of CS2. The method is also applied to estimate ice freeboard for the periods of the Scanning Multichannel Microwave Radiometer (SMMR) (1978-1987) and AMSR-E (2002-2011). It is shown that the area-averaged ice freeboard has decreased significantly with the linear trends of 1.5 cm/decade. In addition, there seems to be a change of ice freeboard distributions over the Arctic. Furthermore, the algorithm is extended to the ice thickness retrieval by using the hydrostatic balance equation, showing that operational basin-scale ice thickness retrieval will be possible from satellite passive microwave measurements if a realistic snow depth on sea ice is employed.","1558-0644","","10.1109/TGRS.2020.3026949","National Research Foundation of Korea (NRF); Korean government (MSIP)(grant numbers:NRF-2019R1A6A3A03032352); NASA Snow and Ice Distributed Active Archive Center at the National Snow and Ice Data Center (NSIDC)(grant numbers:NASA 80GSFC18C0102); Space Core Technology Development Program of the National Research Foundation of Korea(grant numbers:NRF-2018M1A3A3A02065661); ","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9223741","Ice freeboard;passive microwave remote sensing;sea ice thickness;sea ice;surface emissivity","Sea ice;Microwave measurement;Snow;Microwave FET integrated circuits;Microwave integrated circuits;Microwave radiometry","hydrological techniques;ice;microwave measurement;oceanographic regions;oceanographic techniques;radar altimetry;radiometry;remote sensing;remote sensing by radar;sea ice;snow","Arctic basin-scale sea ice thickness;satellite passive microwave measurements;Arctic basin-scale ice thickness;scattering optical thickness;microwave frequencies;freeboard layer;physical thickness;Advanced Microwave Scanning Radiometer 2;CryoSat-2;AMSR2-estimated;CS2-measured ice freeboards;Arctic basin-scale ice freeboard;area-averaged ice freeboard;ice freeboard distributions;operational basin-scale ice thickness retrieval;size 50.0 cm;size 1.0E-4 m;size 0.04 m","","3","","38","IEEE","14 Oct 2020","","","IEEE","IEEE Journals"
"Improved retrieval of sea ice thickness from SMOS and CryoSat-2","L. Kaleschke; X. Tian-Kunze; N. Maaß; R. Ricker; S. Hendricks; M. Drusch","Institute for Oceanography, University of Hamburg; Institute for Oceanography, University of Hamburg; Universitat Hamburg, Hamburg, Hamburg, DE; Alfred-Wegener-Institut Helmholtz-Zentrum für Polar-und Meeresforschung, Bremerhaven; Alfred-Wegener-Institut Helmholtz-Zentrum für Polar-und Meeresforschung, Bremerhaven; ESTEC, Noordwijk, ESA, Netherlands","2015 IEEE International Geoscience and Remote Sensing Symposium (IGARSS)","12 Nov 2015","2015","","","5232","5235","We investigate the potential of a synergetic combination of data from ESA's SMOS and CryoSat-2 mission for sea ice thickness retrieval. SMOS and CryoSat-2 provide complementary information because of their different spatio-temporal sampling and resolution, and because of the complementary uncertainty due to the fundamental difference of the radiometric and altimetric measurement principle. The main limitations of the ice thickness retrieval depend on the emission e-folding depth and the vertical resolution of the effective radar pulse-length, respectively. It is shown that the combination of SMOS and CryoSat-2 considerably reduces the uncertainty with respect to the products derived from the single sensors. The RMS error is reduced from 76 to 66 cm and the squared correlation coefficient increases from 0.47 to 0.61 in comparison to validation data of NASA's Operation IceBridge campaign, 2013. Furthermore, we demonstrate the applicability of the Optimal Interpolation method for the generation of a combined product based on weekly CryoSat-2 averages.","2153-7003","978-1-4799-7929-5","10.1109/IGARSS.2015.7327014","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=7327014","","Sea ice;Ice thickness;Uncertainty;Sea measurements;Interpolation;Salinity (Geophysical)","geographic information systems;geophysical techniques;information retrieval;radar altimetry;sea ice;thickness measurement","sea ice thickness retrieval;ESA SMOS mission;ESA CryoSat-2 mission;spatiotemporal sampling;radiometric measurement principle;altimetric measurement principle;emission e-folding depth;effective radar pulse-length;RMS error;squared correlation coefficient;NASA Operation IceBridge campaign;optimal interpolation method","","14","","6","IEEE","12 Nov 2015","","","IEEE","IEEE Conferences"
"Sea Ice Thickness Estimation From TechDemoSat-1 Data","Q. Yan; W. Huang","Faculty of Engineering and Applied Science, Memorial University, St. John’s, Newfoundland, Canada; Faculty of Engineering and Applied Science, Memorial University, St. John’s, Newfoundland, Canada","OCEANS 2019 - Marseille","14 Oct 2019","2019","","","1","4","In this paper, an effective model is developed for retrieving sea ice thickness (SIT) from scattering coefficient (σ0) produced with TechDemoSat-1 (TDS-1) data. Here, σ0 is formulated as the product of the propagation loss due to SIT and the reflection coefficient of underlying seawater. In application, σ0 at specular point was firstly generated based on radar equation using TDS-1 data. Next, SIT was calculated from TDS-1 σ0 using the proposed model, and verified with reference SIT data obtained by the Soil Moisture Ocean Salinity (SMOS) satellite. The data used here were from measurements over the year of 2015. Comparison results showed a good consistency between the derived and reference SIT, with a correlation coefficient of 0.90 and a root mean square difference of 8.68 cm, which demonstrates the potential of developed model and the utility of TDS-1 data for SIT retrieval.","","978-1-7281-1450-7","10.1109/OCEANSE.2019.8867332","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=8867332","Global Navigation Satellite System-Reflectometry (GNSS-R);sea ice thickness;scattering coefficient (σ0);TechDemoSat-1 (TDS-1);Soil Moisture Ocean Salinity (SMOS)","Sea ice;Remote sensing;Scattering;Sea measurements;Satellite broadcasting;Estimation;Ocean temperature","microwave measurement;moisture;oceanographic techniques;remote sensing;sea ice;seawater","correlation coefficient;TDS-1 data;SIT retrieval;sea ice thickness estimation;TechDemoSat-1 data;scattering coefficient;reflection coefficient;TDS-1;reference SIT data;Soil Moisture Ocean Salinity satellite","","1","","17","IEEE","14 Oct 2019","","","IEEE","IEEE Conferences"
"Sea Ice Thickness Estimation From TechDemoSat-1 and Soil Moisture Ocean Salinity Data Using Machine Learning Methods","Q. Yan; W. Huang","Faculty of Engineering and Applied Science, Memorial University, St. John's, Newfoundland, Canada; Faculty of Engineering and Applied Science, Memorial University, St. John's, Newfoundland, Canada","Global Oceans 2020: Singapore – U.S. Gulf Coast","9 Apr 2021","2020","","","1","5","In this paper, two machine learning methods, specifically, convolutional neural network (CNN) and support vector regression (SVR), are employed for retrieving sea ice thickness (SIT) from TechDemoSat-1 (TDS-1) and Soil Moisture Ocean Salinity (SMOS) data. The input for both methods consists of scattering coefficient (σ°), the incidence angle (θ), sea ice salinity (S) and sea ice temperature (T). The first two variables are derived from the TDS-1 data, and the latter two are from the SMOS data. Evaluation of the proposed methods is based on measurements in 2017 and 2018 of thin sea ice with thickness less than 1 m. Comparisons showed good consistency between the derived and reference SIT, with correlation coefficients of 0.95 and 0.90 and root mean square differences of 5.49 cm and 7.97 cm for SVR and CNN, respectively. This demonstrates the capability of these machine learning-based methods and the utility of TDS-1 data for SIT retrieval.","0197-7385","978-1-7281-5446-6","10.1109/IEEECONF38699.2020.9388974","Natural Sciences and Engineering Research Council of Canada Discovery(grant numbers:RGPIN-2017-04508,RGPAS-2017-507962); ","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9388974","Global Navigation Satellite System-Refiectometry (GNSS-R);sea ice thickness;scattering coefficient (σ0);TechDemoSat-1 (TDS-1);Soil Moisture Ocean Salinity (SMOS)","Temperature measurement;Support vector machines;Salinity (geophysical);Soil moisture;Scattering;Ocean salinity;Sea ice","learning (artificial intelligence);moisture;neural nets;oceanographic techniques;regression analysis;remote sensing;salinity (geophysical);sea ice;support vector machines","machine learning methods;sea ice thickness estimation;SIT retrieval;CNN;derived reference SIT;SMOS data;TDS-1 data;scattering coefficient;Soil Moisture Ocean Salinity data;TechDemoSat-1;SVR;support vector regression","","1","","15","IEEE","9 Apr 2021","","","IEEE","IEEE Conferences"
