"Document Title",Authors,"Author Affiliations","Publication Title",Date Added To Xplore,"Publication Year","Volume","Issue","Start Page","End Page","Abstract","ISSN",ISBNs,"DOI",Funding Information,PDF Link,"Author Keywords","IEEE Terms","INSPEC Controlled Terms","INSPEC Non-Controlled Terms","Mesh_Terms",Article Citation Count,Patent Citation Count,"Reference Count","License",Online Date,Issue Date,"Meeting Date","Publisher",Document Identifier
"Evaluation of Sentinel-1A C-Band Synthetic Aperture Radar for Citrus CROP Classification in Florida, United States","C. Boryan; Z. Yang; B. Haack","National Agricultural Statistics Service (NASS), United States Department of Agriculture (USDA); National Agricultural Statistics Service (NASS), United States Department of Agriculture (USDA); George Mason University","IGARSS 2018 - 2018 IEEE International Geoscience and Remote Sensing Symposium","4 Nov 2018","2018","","","7369","7372","Optical based remote sensing plays an important role in citrus crop change monitoring in Florida, United States (U.S). However, persistent cloud cover during the summer growing season in Florida often limits the application of optical sensors. Synthetic Aperture Radar (SAR) has the advantage over optical data by operating at wavelengths not impeded by cloud cover, rain or a lack of illumination. The objective of this study is to assess the effectiveness of using Sentinel-1A C-band SAR data for classifying citrus in Florida. Twelve individual citrus classifications produced using single date optical or SAR data, as well as multi-date optical and SAR data fusion, are designed and tested. It is found that the classification accuracies of Sentinel-l C-band SAR data are slightly lower than those of multi-temporal cloud free optical data (approximately 2.5% difference). However, the relatively comparable classification accuracy results indicate that the Sentinel-1 SAR is a useful alternative imagery source particularly in regions with persistent cloud cover.","2153-7003","978-1-5386-7150-4","10.1109/IGARSS.2018.8519223","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=8519223","Sentinel-1;Synthetic Aperture Radar;Agricultural land cover classification;Citrus classification","Synthetic aperture radar;Optical imaging;Adaptive optics;Optical sensors;Agriculture;Remote sensing;Earth","crops;geophysical image processing;image classification;radar imaging;remote sensing by radar;sensor fusion;synthetic aperture radar","Sentinel-1A C-band synthetic aperture radar;Sentinel-1 SAR;multitemporal cloud free optical data;classification accuracies;multidate optical;single date optical;individual citrus classifications;classifying citrus;C-band SAR data;Synthetic Aperture Radar;optical sensors;summer growing season;persistent cloud cover;citrus crop change monitoring;optical based remote sensing;United States;Florida;citrus CROP classification","","1","","11","IEEE","4 Nov 2018","","","IEEE","IEEE Conferences"
"Multi-temporal PolSAR Image Classification Using F-SAE-CNN","J. Luo; Y. Lv; J. Guo","College of Mechanical and Electronic Engineering, Northwest A & F University, Yangling, China; College of Mechanical and Electronic Engineering, Northwest A & F University, Yangling, China; College of Mechanical and Electronic Engineering, Northwest A & F University, Yangling, China","2022 3rd China International SAR Symposium (CISS)","12 Dec 2022","2022","","","1","5","Crop classification using polarimetric SAR data is one of the most important applications in Polarimetric Synthetic Aperture Radar (PolSAR) imagery. Obviously, for crop classification, multi-temporal PolSAR data can provide more information than single-temporal PolSAR data, but the processing method of the matching image data is relatively backward. Aiming at the high-dimensional data composed of multi-temporal PolSAR, this paper proposes a method to integrate the stacked auto-encoder network and convolutional neural network, making full use of the dimension reduction advantages of the stacked auto-encoder network and the superior classification performance of the convolutional neural network. By constructing a fusion network, the multi-temporal PolSAR images can be processed once, the classification accuracy can be improved, and the processing steps can be simplified. The experimental results show that, compared with the traditional Stacked Auto-encoder and Convolutional Neural Network (SAE-CNN) classification method, the multitemporal PolSAR image classification method based on Fusion of Stacked Auto-encoder and Convolutional Neural Network (F-SAE-CNN) proposed in this paper has the highest classification accuracy, which effectively combines the advantages of the self-encoding network and the CNN network, and provides a new idea for PolSAR image classification work.","","979-8-3503-9871-7","10.1109/CISS57580.2022.9971318","National Natural Science Foundation of China; Ministry of Natural Resources; ","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9971318","Crop Classification;Polarimetric Synthetic Aperture Radar (PolSAR);Multi-temporal;F-SAE-CNN","Dimensionality reduction;Neural networks;Crops;Data processing;Polarimetric synthetic aperture radar;Classification algorithms;Convolutional neural networks","convolutional neural nets;image classification;radar computing;radar imaging;radar polarimetry;synthetic aperture radar","CNN network;convolutional neural network classification method;crop classification;dimension reduction;F-SAE-CNN;fusion network;high-dimensional data;matching image data;multitemporal PolSAR data;multitemporal PolSAR image classification method;multitemporal PolSAR images;polarimetric SAR data;polarimetric synthetic aperture radar imagery;PolSAR image classification;self-encoding network;single-temporal PolSAR data;stacked auto-encoder network;superior classification performance;traditional stacked auto-encoder","","","","12","IEEE","12 Dec 2022","","","IEEE","IEEE Conferences"
"A Hybrid Damage Detection Approach Based on Multi-Temporal Coherence and Amplitude Analysis for Disaster Response","J. Jung; S. -H. Yun","Jet Propulsion Laboratory, California Institute of Technology, Pasadena, USA; Jet Propulsion Laboratory, California Institute of Technology, Pasadena, USA","IGARSS 2019 - 2019 IEEE International Geoscience and Remote Sensing Symposium","14 Nov 2019","2019","","","9330","9333","The coherence-based and amplitude-based methods have been used to detect damaged area caused by natural disasters. However, the coherence-based method becomes less reliable for pixels having low coherence and amplitude-based method is in general less sensitive to the damage than coherence-based method. This paper presents an approach to damage proxy maps by jointly utilizing the interferometric coherence and amplitude information acquired from multi-temporal synthetic aperture radar images to complement their weakness. This technique is evaluated for the landslides triggered by the M6.7 Hokkaido earthquake on September, 6, 2018 in Japan. The experimental results demonstrate the benefit of the hybrid technique showing better performance than individual approaches.","2153-7003","978-1-5386-9154-0","10.1109/IGARSS.2019.8899797","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=8899797","Synthetic Aperture Radar;Damage detection;Coherence;Amplitude;multi-temporal analysis","Coherence;Synthetic aperture radar;Forestry;Decorrelation;Terrain factors;Earthquakes;Radar polarimetry","disasters;earthquakes;geomorphology;radar imaging;radar interferometry;remote sensing by radar;synthetic aperture radar","amplitude-based method;coherence-based method;damage proxy maps;interferometric coherence;amplitude information;multitemporal synthetic aperture radar images;multitemporal coherence;amplitude analysis;disaster response;damaged area;natural disasters;hybrid damage detection;landslides;Hokkaido earthquake;AD 2018 09 06;Japan","","3","","9","IEEE","14 Nov 2019","","","IEEE","IEEE Conferences"
"A decomposition model for scatterers change detection in multi-temporal series of SAR images","S. Lobry; F. Tupin; L. Denis","LTCI, Université Paris-Saclay, Paris, France; LTCI, Université Paris-Saclay, Paris, France; Laboratoire Hubert Curien, Université de Saint-Etienne and Télécom Saint-Etienne, Saint-Etienne, France","2016 IEEE International Geoscience and Remote Sensing Symposium (IGARSS)","3 Nov 2016","2016","","","3362","3365","This paper presents a method for strong scatterers change detection in synthetic aperture radar (SAR) images based on a decomposition for multi-temporal series. The formulated decomposition model jointly estimates the background of the series and the scatterers. The decomposition model retrieves possible changes in scatterers and the date at which they occurred. An exact optimization method of the model is presented and applied to a TerraSAR-X time series.","2153-7003","978-1-5090-3332-4","10.1109/IGARSS.2016.7729869","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=7729869","Multi-Temporal Synthetic Aperture Radar (SAR);Change detection;Image decomposition;TV;L0","Synthetic aperture radar;Radiometry;Optimization;Estimation;Time series analysis;Speckle;Detection algorithms","optimisation;radar imaging;synthetic aperture radar;time series","decomposition model;scatterers change detection;multitemporal series;SAR images;synthetic aperture radar;exact optimization method;TerraSAR-X time series","","1","","9","IEEE","3 Nov 2016","","","IEEE","IEEE Conferences"
"The Relationship Between the Multi-Temporal Sentinel-1 Backscattering and the Snow Melting Dynamics in Alpine Regions","M. Carlo; B. Giacomo; P. Valentina; C. Mattia; B. Christian; H. Kerstin; T. Jochen; M. Zebisch; N. Claudia","(Eurac Research): Institute for Earth Observation, Eurac Research, Bolzano, Italy; (Eurac Research): Institute for Alpine Environment, Eurac Research, Bolzano, Italy; (Eurac Research): Institute for Earth Observation, Eurac Research, Bolzano, Italy; (Eurac Research): Institute for Earth Observation, Eurac Research, Bolzano, Italy; (Eurac Research): Institute for Alpine Environment, Eurac Research, Bolzano, Italy; German Research Center for Environmental Health, (Helmholtz Zentrum München): Institute of Radiation Protection, Neuherberg, Germany; German Research Center for Environmental Health, (Helmholtz Zentrum München): Institute of Radiation Protection, Neuherberg, Germany; (Eurac Research): Institute for Earth Observation, Eurac Research, Bolzano, Italy; (Eurac Research): Institute for Earth Observation, Eurac Research, Bolzano, Italy","2019 13th European Conference on Antennas and Propagation (EuCAP)","20 Jun 2019","2019","","","1","5","Snow melting is a complex process generally characterized by a moistening, ripening and run-off phase. Identifying the timing of these phases is crucial for river discharge, avalanches and snow contaminants monitoring. An alternative to the sporadic and punctual snow water equivalent (SWE) and liquid water content (LWC) measurements is represented by Synthetic Aperture Radar (SAR). We analyze the correlation between the multi-temporal C-band SAR backscattering and the snow melting timing. The backscattering was compared with in situ observations and snow modelling simulations for two test sites in the Alpine region. SAR sensitivity to LWC variation and snow properties enables the identification of the snow melting phases. A strong decrease of the backscattering in correspondence of an increase of LWC, e.g. during the moistening phase, is observed. Furthermore, an increase of backscattering happens in correspondence of SWE decrease, e.g. during the run-off phase. We discuss the possible mechanisms which affect SAR backscattering, related both to LWC and snow structure variations. The presented investigation could have relevant application for monitoring and predicting the snowmelt progress over large regions.","","978-88-907018-8-7","","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=8740300","Snow melting;multi-temporal;Synthetic Aperture Radar;Copernicus Sentinel-1","Snow;Backscatter;Synthetic aperture radar;Liquids;Temperature measurement;Atmospheric modeling;Monitoring","hydrological techniques;remote sensing by radar;rivers;snow;synthetic aperture radar","multitemporal Sentinel-1 backscattering;Alpine region;complex process;run-off phase;snow contaminants monitoring;liquid water content measurements;snow melting timing;snow modelling simulations;SAR sensitivity;LWC variation;snow melting phases;moistening phase;ripening phase;snow water equivalent;synthetic aperture radar;multitemporal C-band SAR backscattering;river discharge","","","","9","","20 Jun 2019","","","IEEE","IEEE Conferences"
"Estimating Dike Elevation from Multi-Temporal SAR Images for Efficient Dike Management","T. Kusakabe; J. Susaki; T. Anahara","Graduate School of Engineering, Kyoto University, Nishikyo-ku, Kyoto, Japan; Graduate School of Engineering, Kyoto University, Nishikyo-ku, Kyoto, Japan; Earth Observation Research Center (EORC), Japan Aerospace Exploration Agency (JAXA), Tsukuba, Ibaraki, Japan","IGARSS 2019 - 2019 IEEE International Geoscience and Remote Sensing Symposium","14 Nov 2019","2019","","","2054","2057","In Japan, dikes along rivers are required by law to be managed by surveying them periodically at intervals of no more than 200 m along their length. Because Japan has so many dikes to survey, an efficient surveying approach is needed. This paper presents the results and accuracy of dike elevation estimation using multi-temporal synthetic aperture radar (SAR) images. First, the displacement along the radar line-of-sight direction was calculated by applying persistent-scatterer interferometry to SAR images observed on ascending and descending orbits. The least-squares method was then applied to those results, and the east-west and vertical displacement velocities were estimated by assuming that no north-south displacement occurred. Finally, the displacement velocity was multiplied by a chosen time period, and the elevation at the end of that time period was obtained by adding the known initial elevation. The experimental results show that the root-mean-square error of the elevation of the dike crown was 5.3 cm whereas that of the dike slope exceeded 25 cm. It is concluded that the presented approach is effective for monitoring the dike crown, and the accuracy of the elevation of the dike slope is expected to improve.","2153-7003","978-1-5386-9154-0","10.1109/IGARSS.2019.8898110","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=8898110","Synthetic aperture radar (SAR);dike displacement monitoring;multi-temporal SAR image analysis;PSInSAR","Levee;Laser radar;Synthetic aperture radar;Two dimensional displays;Radar polarimetry;Rivers;Orbits","radar imaging;radar interferometry;remote sensing by radar;synthetic aperture radar","dike slope;dike crown;multitemporal SAR images;efficient dike management;Japan;dikes;efficient surveying approach;dike elevation estimation;multitemporal synthetic aperture radar images;radar line-of-sight direction;persistent-scatterer interferometry;ascending descending orbits;least-squares method;east-west displacement velocities;vertical displacement velocities;displacement velocity;chosen time period;known initial elevation;root-mean-square error;size 200.0 m;size 5.3 cm;size 25.0 cm","","","","7","IEEE","14 Nov 2019","","","IEEE","IEEE Conferences"
"Application of the PGNet to Minimize Closure Phases in a Multi-Temporal InSAR Algorithm","Y. Yan; Y. Wang; H. Yu","Center for Information Geoscience, UESTC, Chengdu, Sichuan, China; Center for Information Geoscience, UESTC, Chengdu, Sichuan, China; School of Resources and Environment, University of Electronic Science and Technology of China (UESTC), Chengdu, Sichuan, China","IGARSS 2022 - 2022 IEEE International Geoscience and Remote Sensing Symposium","28 Sep 2022","2022","","","2939","2942","In a multi-temporal (MT) interferometric synthetic aperture radar (InSAR) algorithm, if the Itoh condition is not met, the closure phase of zero or near zero is no longer true. To resolve it, we apply a phase gradient network (PGNet) to assess a cell's phase gradient not subjected to the Itoh condition. The PGNet has been trained over rugged terrain in Mao County (32.06°N, 103.65°E), Sichuan Province, China. Then, the network was applied to predict phase gradients of three differential interferograms, i.e., 18 July-30 July, 30 July-11 August, and 11 August-18 July of 2017, Jiuzhaigou, Sichuan. A Ms (surface-wave magnitude) 7.0 earthquake (33.20° N, 103.82° E) occurred on 8 August 2017 in Jiuzhaigou. The PGNet has 1,175,000 cells with 0 for the horizontal closure phase gradient and 1,149,000 for the vertical closure phase gradient. (n = 1,413,120) For the Itoh condition-based method, the cell numbers are 984,800 horizontally and 1,094,000 vertically, less than those after the PGNet. Thus, the PGNet is more effective in minimizing the closure phase than the Itoh condition, improving an MT-InSAR algorithm's performance.","2153-7003","978-1-6654-2792-0","10.1109/IGARSS46834.2022.9883400","National Natural Science Foundation of China(grant numbers:41771401); ","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9883400","Closure phase gradient;Interferometric synthetic aperture radar (InSAR);Itoh condition;Multi-temporal SAR observations;Phase gradient network (PGNet);Phase unwrapping","Training;Earthquakes;Geoscience and remote sensing;Reliability;Synthetic aperture radar","earthquakes;radar interferometry;remote sensing by radar;synthetic aperture radar","PGNet;minimize closure phases;multitemporal InSAR algorithm;multitemporal interferometric synthetic aperture radar algorithm;phase gradient network;cell;phase gradients;18 July-30 July;30 July-11 August;11 August-18 July;8 August 2017;1 closure phase gradient and 1,149,000;149 closure phase gradient and 1,149,000;vertical closure phase gradient;Itoh condition-based method;MT-InSAR algorithm","","","","7","IEEE","28 Sep 2022","","","IEEE","IEEE Conferences"
"The ongoing destabilization of the mosul dam as observed by synthetic aperture radar interferometry","P. Milillo; M. C. Porcu; P. Lundgren; F. Soccodato; J. Salzer; E. Fielding; R. Bürgmann; G. Milillo; D. Perissin; F. Biondi","NASA Jet Propulsion Laboratory, California Institute of Technology, Pasadena, CA, USA; Dept. of Mechanical, Chemical and Materials Engineering, University of Cagliari, Cagliari, Italy; NASA Jet Propulsion Laboratory, California Institute of Technology, Pasadena, CA, USA; Dept. of Civil and Environmental Engineering and Architecture, University of Cagliari, Cagliari, Italy; GFZ German Research Centre for Geosciences, Physics of Earthquakes and Volcanoes, Potsdam, Germany; NASA Jet Propulsion Laboratory, California Institute of Technology, Pasadena, CA, USA; Dept. of Earth and Planetary Science, University of California, Berkeley, CA, USA; Italian Space Agency, Matera, MT, Italy; Lyles School of Civil Engineering, Purdue University, West Lafayette, IN, USA; University of L'Aquila","2017 IEEE International Geoscience and Remote Sensing Symposium (IGARSS)","4 Dec 2017","2017","","","6279","6282","We present a detailed survey on the ongoing destabilization process of the Mosul dam. The dam is located on the Tigris river and is the biggest hydraulic structure in Iraq. From a geological point of view the dam foundation is unstable due to the underlying geology that is formed by alternate and variable strata of highly soluble materials such as gypsum, anhydrite, marl and limestone. Here we present the first comprehensive multi-sensor cumulative deformation map for the dam generated from space-based synthetic aperture radar (SAR) measurements from the Italian constellation COSMO-SkyMed and the European Sentinel-1a satellite. We compared 2014-2016 data to an historic dataset spanning 2004-2010 acquired with the Envisat ASAR sensor. We found that deformation was rapid during 2004-2010, slowed down in 2012-2014, and restarted in August 2014 when grouting operations stopped due to the temporary capture of the dam by the self proclaimed Islamic State in Iraq and Syria (ISIS). We took advantage of the availability of data from multiple SAR satellites to infer the deformation at the dam in great spatial and temporal detail and shed new light on the processes of the ongoing destabilization. This study highlights how new constellations of SAR sensors together with the availability of historical datasets are leading to important advances in deformation monitoring of small scale geologic and manmade features.","2153-7003","978-1-5090-4951-6","10.1109/IGARSS.2017.8128442","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=8128442","Multi-temporal analysis;DInSAR;Dam;infrastructure monitoring","Strain;Synthetic aperture radar;Numerical models;Geology;Earth;Satellites;Monitoring","dams;radar imaging;radar interferometry;remote sensing by radar;synthetic aperture radar","SAR sensors;multiple SAR satellites;Envisat ASAR sensor;European Sentinel-1a satellite;Italian constellation COSMO-SkyMed;synthetic aperture radar measurements;comprehensive multisensor cumulative deformation map;highly soluble materials;variable strata;alternate strata;underlying geology;geological point;Iraq;biggest hydraulic structure;ongoing destabilization process;synthetic aperture radar interferometry;mosul dam","","4","","17","IEEE","4 Dec 2017","","","IEEE","IEEE Conferences"
"Detection of 3D Land Displacement After the Great East Japan Earthquake In 2011 From Multi-Temporal SAR Images And GPS Data","J. Susaki; H. Ito; T. Anahara","Graduate School of Engineering, Kyoto University, Kyoto, Japan; Graduate School of Engineering, Kyoto University, Kyoto, Japan; Earth Observation Research Center (EORC), Japan Aerospace Exploration Agency (JAXA), Tsukuba, Ibaraki, Japan","IGARSS 2019 - 2019 IEEE International Geoscience and Remote Sensing Symposium","14 Nov 2019","2019","","","2050","2053","This paper presents the results of estimating land displacement of the areas after an earthquake by utilizing synthetic aperture radar (SAR) time-series images. We selected the nuclear power station in Fukushima Prefecture, Japan, damaged by the Great East Japan Earthquake in 2011, and the tsunami triggered by the earthquake. The still ongoing displacement of the areas, especially the underground frozen soil wall installed, should be quantitatively estimated. In usual, the displacement estimated by persistent scatterer interferometry (PSI)[1,2] is obtained only in the radar line-of-sight (LOS) direction. We estimated three-dimensional displacement velocities by applying the least-squares method to the results from PSI and Global Positioning System (GPS) data. We used 13 and 17 ALOS-2/PALSAR-2 images acquired on the ascending and descending orbits, respectively in addition to the displacement data measured at 10 GPS stations. The obtained results show that local displacement is estimated, and the displacement along the frozen soil wall is different from the neighboring areas. Consequently, it was shown that combining PSI results and geodetic deformation measurements is effective for monitoring land subsidence.","2153-7003","978-1-5386-9154-0","10.1109/IGARSS.2019.8900158","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=8900158","Synthetic aperture radar (SAR);3D land displacement monitoring;multi-temporal SAR image analysis;PSInSAR","Global Positioning System;Three-dimensional displays;Earthquakes;Orbits;Synthetic aperture radar;Soil;Monitoring","earthquakes;geomorphology;Global Positioning System;least squares approximations;radar imaging;radar interferometry;remote sensing by radar;synthetic aperture radar;tsunami","land displacement;great east japan earthquake;multitemporal SAR images;GPS data;synthetic aperture radar time-series images;nuclear power station;underground frozen soil wall;radar line-of-sight direction;three-dimensional displacement velocities;Global Positioning System data;displacement data;GPS stations;local displacement;combining PSI results;land subsidence;Fukushima Prefecture;ALOS-2/PALSAR-2 images;geodetic deformation measurements;persistent scatterer interferometry","","","","10","IEEE","14 Nov 2019","","","IEEE","IEEE Conferences"
"Potential of Forest Monitoring with Multi-Temporal TANDEM-X Height Models","M. Schlund; C. B. Kukunda; S. Baumann; B. Wessel; N. Kiefl; F. von Poncet","University of Göttingen, Institute of Geography, Göttingen, Germany; University of Göttingen, Institute of Geography, Göttingen, Germany; German Remote Sensing Data Center (DFD), German Aerospace Center (DLR), Oberpfaffenhofen, Wessling, Germany; German Remote Sensing Data Center (DFD), German Aerospace Center (DLR), Oberpfaffenhofen, Wessling, Germany; Airbus Defence and Space, Immenstaad am Bodensee, Germany; Airbus Defence and Space, Immenstaad am Bodensee, Germany","IGARSS 2020 - 2020 IEEE International Geoscience and Remote Sensing Symposium","17 Feb 2021","2020","","","308","311","Multi-temporal analysis of canopy surface heights has high potential for a forest monitoring system. TanDEM-X interferometric synthetic aperture radar (InSAR) heights provide a global data source for a multi-temporal height analysis as two global coverages from the global digital elevation model (DEM) phase 2010-2014 and the Change DEM phase 2017-2020 exist. However, the potential of estimating small scale and subtle changes with TanDEM-X heights is to date underexplored. The detection of subtle changes was assessed in this study. Penetration depth estimations were applied as a first step in a framework to avoid pseudo-changes based on errors and different acquisition properties. The results suggest that subtle changes are detectable, but an improved error assessment is necessary in order to provide a detection with high accuracy.","2153-7003","978-1-7281-6374-1","10.1109/IGARSS39084.2020.9323862","Federal Ministry for Economic Affairs and Energy (BMWi(grant numbers:50EE1808B); ","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9323862","TanDEM-X;Interferometric synthetic aperture radar (InSAR);forestry","Forestry;Laser radar;Coherence;Remote sensing;Synthetic aperture radar;Monitoring;Estimation","digital elevation models;forestry;radar interferometry;remote sensing by radar;synthetic aperture radar","canopy surface heights;forest monitoring system;synthetic aperture radar;multitemporal height analysis;global coverages;change DEM phase;global digital elevation model phase;AD 2010 to 2014;AD 2017 to 2020;interferometric synthetic aperture radar;multitemporal TANDEM-X InSAR height model","","","","11","IEEE","17 Feb 2021","","","IEEE","IEEE Conferences"
