"Document Title",Authors,"Author Affiliations","Publication Title",Date Added To Xplore,"Publication Year","Volume","Issue","Start Page","End Page","Abstract","ISSN",ISBNs,"DOI",Funding Information,PDF Link,"Author Keywords","IEEE Terms","INSPEC Controlled Terms","INSPEC Non-Controlled Terms","Mesh_Terms",Article Citation Count,Patent Citation Count,"Reference Count","License",Online Date,Issue Date,"Meeting Date","Publisher",Document Identifier
"Crops Classification from Sentinel-2A Multi-spectral Remote Sensing Images Based on Convolutional Neural Networks","Z. Zhou; S. Li; Y. Shao","Key Laboratory of Space Utilization, Chinese Academy of Sciences, Beijing; Key Laboratory of Space Utilization, Chinese Academy of Sciences, Beijing; Key Laboratory of Space Utilization, Chinese Academy of Sciences, Beijing","IGARSS 2018 - 2018 IEEE International Geoscience and Remote Sensing Symposium","4 Nov 2018","2018","","","5300","5303","Deep learning technology such as convolutional neural networks (CNN) can extract the distinguishable and representative features of different land cover from remote sensing images in a hierarchical way to classify. However, in the field of agriculture, there are few application of crops classification from multi-spectral remote sensing images based on deep learning. In this context, we compared the classification methods of CNN and support vector machines (SVM) in extracting the spatial distribution of crops planting area from Sentineal-2A multi-spectral remote sensing images in Yuanyang county, China. For the region of study, both methods obtained reasonable spatial distribution of different crops, the verification results show that the overall accuracy of CNN is 95.6% which is superior to SVM.","2153-7003","978-1-5386-7150-4","10.1109/IGARSS.2018.8518860","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=8518860","crops classification;multi-spectral;CNN;remote sensing;Sentinel-2A","Agriculture;Remote sensing;Feature extraction;Support vector machines;Graphical models;Distribution functions","agriculture;crops;feature extraction;geophysical image processing;geophysical techniques;image classification;learning (artificial intelligence);neural nets;remote sensing;support vector machines","crops classification;multispectral remote sensing images;convolutional neural networks;CNN","","8","","5","IEEE","4 Nov 2018","","","IEEE","IEEE Conferences"
"Flood Mapping with SAR and Multi-Spectral Remote Sensing Images Based on Weighted Evidential Fusion","X. Chen; Y. Cui; C. Wen; M. Zheng; Y. Gao; J. Li","School of Earth and Space Sciences, Peking University, Beijing, China; School of Earth and Space Sciences, Peking University, Beijing, China; Information Center of Ministry of Civil Affairs of the People's Republic of China, Beijing, China; Information Center of Ministry of Civil Affairs of the People's Republic of China, Beijing, China; Information Center of Ministry of Civil Affairs of the People's Republic of China, Beijing, China; Faculty of Geographical Science, Beijing Normal University, Beijing, China","IGARSS 2020 - 2020 IEEE International Geoscience and Remote Sensing Symposium","17 Feb 2021","2020","","","2519","2522","Synthetic Aperture Radar (SAR) and Multi-spectral (MS) remote sensing images are commonly used for flood mapping. SAR images can provide valid backscattering measurements of inundated areas through cloud cover, while MS data is able to monitor the spectral changes of ground surface, but usually affected by clouds. The complementary characteristics of the two data indicate the potential of their combining application for flood monitoring in emergency. This paper proposes a novel weighted evidential fusion method to take full advantages of the SAR and MS data for change detection during the flood. First, pre-processing and classification are performed with the SAR and MS data, independently. Second, a modified PCR6 rule for evidential fusion is proposed, which introduces the confusion matrixes to calculate the weight of evidences so that the conflicting degree in the fusion process can be reduced. Then, the flood inundating, standing and receding patterns are identified, which can be used to describe the flooding process in details. Practically, the proposed method is applied to flood mapping of the Typhoon Rumbia in 2018, in Shouguang City, China. The experiments show that the proposed fusion scheme efficiently use both of the SAR and MS data, and improve the flood mapping accuracy.","2153-7003","978-1-7281-6374-1","10.1109/IGARSS39084.2020.9324158","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9324158","SAR;multi-spectral;change detection;evidential fusion;flood monitoring;remote sensing","Floods;Synthetic aperture radar;Remote sensing;Land surface;Earth;Radar polarimetry;Monitoring","floods;geophysical image processing;hydrological techniques;image classification;image fusion;radar imaging;remote sensing by radar;synthetic aperture radar","modified PCR6 rule;confusion matrixes;AD 2018;Typhoon Rumbia;China;Shouguang City;flooding process;flood inundating;fusion process;evidential fusion method;flood monitoring;spectral changes;cloud cover;backscattering measurements;SAR images;multispectral remote sensing images;flood mapping accuracy;MS data;fusion scheme","","","","6","IEEE","17 Feb 2021","","","IEEE","IEEE Conferences"
"Multi-spectral radar measurements of ice and snow using manned and unmanned aircraft","F. Rodriguez-Morales; E. Arnold; R. Hale; S. Keshmiri; C. Leuschen; J. Li; J. Paden","Center for Remote Sensing of Ice Sheets, University of Kansas, Lawrence, KS, USA; Center for Remote Sensing of Ice Sheets, University of Kansas, Lawrence, KS, USA; Center for Remote Sensing of Ice Sheets, University of Kansas, Lawrence, KS, USA; Center for Remote Sensing of Ice Sheets, University of Kansas, Lawrence, KS, USA; Center for Remote Sensing of Ice Sheets, University of Kansas, Lawrence, KS, USA; Center for Remote Sensing of Ice Sheets, University of Kansas, Lawrence, KS, USA; Center for Remote Sensing of Ice Sheets, University of Kansas, Lawrence, KS, USA","2017 First IEEE International Symposium of Geoscience and Remote Sensing (GRSS-CHILE)","31 Jul 2017","2017","","","1","4","We present an overview of a set of radar instruments developed at the University of Kansas for multi-spectral measurements of ice and snow properties. The systems operate at different frequency bands ranging from 14 MHz to 38 GHz, onboard manned and unmanned aircraft. The data collected with these systems are used to estimate parameters such as ice thickness, ice surface and bedrock topography, snow cover thickness on sea ice, and annual snow accumulation. We give a summary of recent field programs (including operations out of Punta Arenas, Chile) and discuss current collaborations with Chilean institutions.","","978-1-5386-0740-4","10.1109/GRSS-CHILE.2017.7996024","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=7996024","Airborne radar;UAS-borne radar;radio echo sounding;cryospheric remote sensing","Ice;Snow;Radar remote sensing;Instruments;Remote sensing;Airborne radar","hydrological equipment;hydrological techniques;ice;remote sensing by radar;snow","ice multispectral radar measurements;snow multispectral radar measurements;unmanned aircraft;radar instruments;ice properties;snow properties;ice thickness;ice surface;bedrock topography;snow cover;annual snow accumulation;Chilean institutions;Punta Arenas;Chile","","3","","15","IEEE","31 Jul 2017","","","IEEE","IEEE Conferences"
"A new method for automatic fine registration of multi-spectral remote sensing images","Y. Li; Y. Chen; Z. Xue; Y. Cao; W. He; L. Tong","School of Automation Engineering, University of Electronic Science and Technology of China, Chengdu, China; School of Automation Engineering, University of Electronic Science and Technology of China, Chengdu, China; Electric Power Research Institute of Sichuan, Chengdu, China; Electric Power Research Institute of Sichuan, Chengdu, China; Sichuan Academy of Agricultural Sciences, Chengdu, China; School of Automation Engineering, University of Electronic Science and Technology of China, Chengdu, China","2015 IEEE International Geoscience and Remote Sensing Symposium (IGARSS)","12 Nov 2015","2015","","","4829","4831","Fine registration is a fundamental step for further application of remote sensing images. Focused on deficiencies in traditional manual registration, this paper presents a new method for automatic fine registration of multi-spectral images. To make the most of image information, the algorithm detects and matches feature points in the selected bands. Then pick up the common control points which contain more reliability relative to others after eliminating wrong matching points. The last registration model can be built based on common control points and the points selected by common ones. Experimental results with Landsat TM5 images demonstrate that the method is more accurate and suitable for automatic batch processing.","2153-7003","978-1-4799-7929-5","10.1109/IGARSS.2015.7326911","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=7326911","Fine registration;multi-spectral images;common control points;batch processing","Remote sensing;Reliability;Batch production systems;Feature extraction;Yttrium;Satellites;Earth","geophysical techniques;remote sensing","common control points;automatic batch processing;Landsat TM5 images;automatic fine registration;multispectral remote sensing images","","","","6","IEEE","12 Nov 2015","","","IEEE","IEEE Conferences"
"Study on multi-spectral remote sensing image restoration based on sparse representation","Z. Qin; R. Yang; J. Zhang","School of Mathmatics and Computer Science, Panzhihua college, Panzhihua, China; School of Civil and Architectural Engineering, Panzhihua college, Panzhihua, China; School of Mathmatics and Computer Science, Panzhihua college, Panzhihua, China","2017 10th International Congress on Image and Signal Processing, BioMedical Engineering and Informatics (CISP-BMEI)","26 Feb 2018","2017","","","1","4","The multispectral remote sensing image sensor is expensive, and it will cause part of the pixels of the defect in the process of acquisition and transmission, it would be of great importance to be able to restore the defective pixels at the receiver. According to the latest research results of optimization, this paper presents a new multi-spectral remote sensing image restoration method based on sparse representation. The method can divide three-dimensional image into different blocks and model the problem of multi-spectral remote sensing image, and the multi-spectral pixel blocks of the study area is restored by sparse approximation. The experiment proves the efficiency of the algorithm, and the proposed method is very important in remote sensing image processing.","","978-1-5386-1937-7","10.1109/CISP-BMEI.2017.8302034","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=8302034","multi-spectral remote sensing image;dictionary learning;sparse representation;restoration;optimization","Image restoration;Hyperspectral imaging;Signal processing algorithms;Machine learning;Mathematical model","geophysical image processing;hyperspectral imaging;image representation;image restoration;image sensors;optimisation;remote sensing","multispectral remote sensing image restoration;remote sensing image processing;multispectral pixel blocks;three-dimensional image;sparse representation;multispectral remote sensing image sensor","","","","21","IEEE","26 Feb 2018","","","IEEE","IEEE Conferences"
"AN IMPROVED FEATURE EXTRACTION METHOD BASED ON CONTEXT FEATURES FOR MULTI-SPECTRAL REMOTE SENSING IMAGERY","N. Li; R. Wang; H. Zhao; H. Zhao; W. Wei","School of Instrumentation and Optoelectronic Engineering, Beihang University, Beijing, China; School of Instrumentation and Optoelectronic Engineering, Beihang University, Beijing, China; School of Instrumentation and Optoelectronic Engineering, Beihang University, Beijing, China; School of Instrumentation and Optoelectronic Engineering, Beihang University, Beijing, China; Beijing Mechanical and Electrical Engineering, Design Institute","2019 IEEE International Conference on Signal, Information and Data Processing (ICSIDP)","21 Aug 2020","2019","","","1","4","Feature extraction methods of multi-spectral remote sensing images is of great significance for remote sensing image analysis, but it still faces some challenges. The ability of traditional feature extraction methods based on artificial features or shallow machine learning have some shortcomings and limitations. Recently, a series of proposed R-CNN networks, especially Faster R-CNN, have achieved excellent results in the field of target recognition. However, Faster R-CNN for multi-spectral imagery object detection has several drawbacks: (1) the object spectral information cannot be fully utilized in Faster R-CNN used to process RGB images; (2) the spatial semantic relationship information which could not be mined by Faster R-CNN among remote sensing image features can improve the feature extraction ability of the network; (3) objects occupy relatively few pixels because of the low resolution of multi-spectral images, and Faster R-CNN has poor detection performance for small objects. To address the above problems, we propose an effective and novel object detection method for multi-spectral images with small objects. First, we design a feature extractor by adopting a 3D convolution neural network which can simultaneously extract spectral information and spatial information. Secondly, an object relation module for mining context information is introduced into the network. Finally, in order to solve the problem of small targets, a multi-scale object proposal network for generating regions of objects from several intermediate layers is used. We conducted a set of controlled trials on the satellite imagery feature detection dataset released by Dstl on the Kaggle website and the results showed that our approach was very effective.","","978-1-7281-2345-5","10.1109/ICSIDP47821.2019.9172952","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9172952","multi-spectral remote sensing images;feature extraction;3D convolution network;context information;small objects","","convolutional neural nets;data mining;feature extraction;image colour analysis;learning (artificial intelligence);object detection;remote sensing;spectral analysis","context features;multispectral remote sensing imagery;multispectral remote sensing images;remote sensing image analysis;artificial features;R-CNN networks;Faster R-CNN;multispectral imagery object detection;object spectral information;RGB images;spatial semantic relationship information;remote sensing image features;feature extraction;multispectral images;feature extractor;object relation module;multiscale object proposal network;satellite imagery feature detection;context information mining;spectral information extraction;spatial information extraction;shallow machine learning;target recognition;3D convolution neural network","","","","14","IEEE","21 Aug 2020","","","IEEE","IEEE Conferences"
"Deep Networks Under Block-Level Supervision for Pixel-Level Cloud Detection in Multi-Spectral Satellite Imagery","W. Chen; Y. Li; Y. Zhang; X. Hao","School of Remote Sensing and Information Engineering, Wuhan University, China; School of Remote Sensing and Information Engineering, Wuhan University, China; School of Remote Sensing and Information Engineering, Wuhan University, China; Beijing Tracking and Communication Technology Research Institute, China","IGARSS 2020 - 2020 IEEE International Geoscience and Remote Sensing Symposium","17 Feb 2021","2020","","","1612","1615","Cloud cover hinders the usability of optical remote sensing imagery. Existing cloud detection methods either require hand-crafted features or utilize deep networks. Generally, deep networks perform better than hand-crafted features. However, deep networks for cloud detection need massive and expensive pixel-level annotation labels. To alleviate that, this paper proposes a weakly supervised deep learning-based cloud detection method using only block-level labels, with a new global convolutional pooling operation and a local pooling pruning strategy to improve the performance. For evaluating, we collect a training dataset containing over 160,000 image blocks with block-level labels and a testing dataset including ten large image scenes with pixel-level labels. Even under extremely weak supervision, our method performed well with the average overall accuracy reached 97.2 %. Experiments demonstrate that our proposed method obviously outperforms the state-of-the-art methods.","2153-7003","978-1-7281-6374-1","10.1109/IGARSS39084.2020.9324486","National Natural Science Foundation of China(grant numbers:41971284 and 41601352); China Postdoctoral Science Foundation(grant numbers:2016M590716,2017T100581); Hubei Provincial Natural Science(grant numbers:2018CFB501); ","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9324486","Cloud detection;weakly supervised deep learning;global convolutional pooling;local pooling pruning;high-resolution remote sensing imagery","Training;Feature extraction;Satellites;Remote sensing;Deep learning;Testing;Image segmentation","clouds;feature extraction;geophysical image processing;image classification;image segmentation;learning (artificial intelligence);object detection;remote sensing","deep networks;block-level supervision;pixel-level cloud detection;multispectral satellite imagery;cloud cover;optical remote sensing imagery;cloud detection methods;hand-crafted features;pixel-level annotation labels;weakly supervised deep learning-based cloud detection method;block-level labels;160 image blocks;000 image blocks;pixel-level labels","","","","11","IEEE","17 Feb 2021","","","IEEE","IEEE Conferences"
"Multimodal Urban Remote Sensing Image Registration Via Roadcross Triangular Feature","K. Yu; X. Zheng; B. Fang; P. An; X. Huang; W. Luo; J. Ding; Z. Wang; J. Ma","National Key Laboratory of Science, and Technology on Multi-spectral Information Processing, School of Artificial Intelligence, and Automation, Huazhong University of Science, and Technology, Wuhan, China; Wuhan Institute of Marine Electric Propulsion, Wuhan, China; National Key Laboratory of Science, and Technology on Multi-spectral Information Processing, School of Artificial Intelligence, and Automation, Huazhong University of Science, and Technology, Wuhan, China; National Key Laboratory of Science, and Technology on Multi-spectral Information Processing, School of Artificial Intelligence, and Automation, Huazhong University of Science, and Technology, Wuhan, China; Development and Design Center, China Ship Development, and Design Center, Wuhan, China; Development and Design Center, China Ship Development, and Design Center, Wuhan, China; National Key Laboratory of Science, and Technology on Multi-spectral Information Processing, School of Artificial Intelligence, and Automation, Huazhong University of Science, and Technology, Wuhan, China; National Key Laboratory of Science, and Technology on Multi-spectral Information Processing, School of Artificial Intelligence, and Automation, Huazhong University of Science, and Technology, Wuhan, China; National Key Laboratory of Science, and Technology on Multi-spectral Information Processing, School of Artificial Intelligence, and Automation, Huazhong University of Science, and Technology, Wuhan, China","IEEE Journal of Selected Topics in Applied Earth Observations and Remote Sensing","14 May 2021","2021","14","","4441","4451","Automatic image registration of multimodal urban remote sensing images remains a critical challenging task in remote sensing image analysis due to significant nonlinear radiation distortions between multimodal image pairs; most of the traditional methods focus on the feature point detection and its local description and ignore the robust road information in multimodal urban remote sensing images. Motivated by this, we propose a fast and robust registration method for multimodal urban remote sensing images via road intersection triangular features. The proposed method obtains three main stages: Road lines extraction from images, intersection triangular feature construction, and triangular feature matching. The qualitative and quantitative experimental results show that the proposed method significantly outperforms other state-of-the-art methods, even when others completely fail to achieve the registration task of cross-modal images, our method still maintains good robustness and matching efficiency.","2151-1535","","10.1109/JSTARS.2021.3073573","National Natural Science Foundation of China(grant numbers:61991412,U1913602); ","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9405400","Image matching;multimodal image registration;road intersection triangular feature;urban remote sensing","Feature extraction;Roads;Remote sensing;Data mining;Optical sensors;Optical distortion;Image registration","feature extraction;geophysical image processing;image matching;image registration;remote sensing;roads;traffic engineering computing","automatic image registration;multimodal urban remote sensing images;remote sensing image analysis;multimodal image pairs;feature point detection;fast registration method;robust registration method;road intersection triangular features;intersection triangular feature construction;cross modal images;multimodal urban remote sensing image registration;roadcross triangular feature","","2","","38","CCBY","15 Apr 2021","","","IEEE","IEEE Journals"
"Benchmarking server-side software modules for handling and processing remote sensing data through Rasdaman","A. Karmas; K. Karantzalos","Remote Sensing Laboratory, National Technical University of Athens, Athens, Greece; Remote Sensing Laboratory, National Technical University of Athens, Athens, Greece","2015 7th Workshop on Hyperspectral Image and Signal Processing: Evolution in Remote Sensing (WHISPERS)","23 Oct 2017","2015","","","1","4","There is a current need for novel remote sensing frameworks with the ability to handle, retrieve, process and publish efficiently big earth observation data and maps through online geospatial services. In this paper, we benchmark recently developed services which are based on the Rasdaman Array Database Management System framework. In particular, server-side software modules for processing multispectral and hyperspectral satellite data of medium, high and very high spatial resolution were quantitatively compared. Different implementations were extensively benchmarked for the online and real-time harvesting of remote sensing data. The performed evaluation indicated the efficiency, scalability and effectiveness in processing online both multispectral and hyperspectral imagery from various sensors.","2158-6276","978-1-4673-9015-6","10.1109/WHISPERS.2015.8075376","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=8075376","remote sensing;earth observation;multi-spectral;hyperspectral;WCPS","Satellites;Geospatial analysis;Hyperspectral sensors;Vegetation mapping;Earth;Sensors","data handling;database management systems;geophysical image processing;geophysics computing;hyperspectral imaging;image resolution;image retrieval;remote sensing","maps;online geospatial services;multispectral imagery;hyperspectral imagery;big earth observation data;spatial resolution;server-side software module benchmarking;remote sensing data processing;remote sensing data handling;Rasdaman array database management system framework;multispectral satellite data processing;hyperspectral satellite data processing;real-time data harvesting","","1","","10","IEEE","23 Oct 2017","","","IEEE","IEEE Conferences"
"Semi-automatic building extraction from very high resolution remote sensing imagery via energy minimization model","Y. Tan; Y. Yu; S. Xiong; J. Tian","National Key Laboratory of Science & Technology on Multi-spectral Information Processing, Huazhong University of Science and Technology, Wuhan, China; National Key Laboratory of Science & Technology on Multi-spectral Information Processing, Huazhong University of Science and Technology, Wuhan, China; National Key Laboratory of Science & Technology on Multi-spectral Information Processing, Huazhong University of Science and Technology, Wuhan, China; National Key Laboratory of Science & Technology on Multi-spectral Information Processing, Huazhong University of Science and Technology, Wuhan, China","2016 IEEE International Geoscience and Remote Sensing Symposium (IGARSS)","3 Nov 2016","2016","","","657","660","Extraction of objects such as buildings from very high resolution(VHR) remote sensing imagery is an important task nowadays. In practical application, the extraction precision is normally satisfied through interactive manual input. Therefore, we propose a semi-automatic building extraction framework with an energy minimization model, which includes two stages: the first stage generates the coarse information of foreground and background, and the second stage extracts the building object by applying energy minimization model. More specifically, in the first stage, the VHR imagery is grouped into small superpixels which are roughly merged into background or foreground according to a line drawn manually. Based on the coarse information of the first stage, we apply the energy minimization model to obtain the precise building object using graph cut optimization. Experimental results indicate our building extraction framework can precisely extract the buildings with different shapes.","2153-7003","978-1-5090-3332-4","10.1109/IGARSS.2016.7729165","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=7729165","Energy minimization model;region merge;graph cut;building extraction","Buildings;Shape;Minimization;Image edge detection;Image segmentation;Feature extraction;Remote sensing","buildings (structures);geophysical image processing;image resolution;remote sensing","very high resolution remote sensing imagery;extraction precision;interactive manual input;semiautomatic building extraction framework;energy minimization model;superpixels;coarse information;graph cut optimization","","5","","16","IEEE","3 Nov 2016","","","IEEE","IEEE Conferences"
