"Document Title",Authors,"Author Affiliations","Publication Title",Date Added To Xplore,"Publication Year","Volume","Issue","Start Page","End Page","Abstract","ISSN",ISBNs,"DOI",Funding Information,PDF Link,"Author Keywords","IEEE Terms","INSPEC Controlled Terms","INSPEC Non-Controlled Terms","Mesh_Terms",Article Citation Count,Patent Citation Count,"Reference Count","License",Online Date,Issue Date,"Meeting Date","Publisher",Document Identifier
"Super Resolution Reconstruction Technique in Passive Microwave Images of Arctic Sea Ice","X. Liu; T. Feng; J. Zhao; R. Li","College of Survey and Geo-Informatics, Tongji University, Shanghai, China; College of Survey and Geo-Informatics, Tongji University, Shanghai, China; Department of Computer Science and Technology, School of Electronics and Information Engineering, Tongji University, Shanghai, China; College of Survey and Geo-Informatics, Tongji University, Shanghai, China","IGARSS 2019 - 2019 IEEE International Geoscience and Remote Sensing Symposium","14 Nov 2019","2019","","","4234","4237","Polar sea ice is one of the key parameters of cryosphere and polar environmental change, which plays an important role in the study of global climate change. High-resolution monitoring of polar sea ice relies mainly on optical satellite imagery and synthetic aperture radar (SAR) data, with limited spatial and temporal coverages for many applications. Passive microwave data is an important data source for continuous observations of polar sea ice, thanks to its working ability in all-sky conditions and its wide coverage. However, it is difficult to achieve high-resolution monitoring of polar sea ice using passive microwave data due to its coarse resolution. In order to solve this problem, super resolution (SR) reconstruction technique is adopted in this paper to improve the spatial resolution of passive microwave images. SR reconstruction technique based on both single-image and multi-image are attempted. AMSR2 level 3 (L3) Products of Brightness Temperatures (BTs) for Arctic sea ice are used as experimental data, and the reconstruction results obtained from different SR methods are compared and discussed.","2153-7003","978-1-5386-9154-0","10.1109/IGARSS.2019.8898488","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=8898488","Super Resolution;passive microwave;Arctic;sea ice","Sea ice;Microwave FET integrated circuits;Microwave imaging;Microwave integrated circuits;Microwave theory and techniques;Arctic;Microwave radiometry;Climate change","oceanographic techniques;sea ice;synthetic aperture radar","super resolution reconstruction technique;passive microwave images;Arctic sea ice;polar sea ice;polar environmental change;high-resolution monitoring;synthetic aperture radar data;passive microwave data;data source;global climate change;optical satellite imagery;all-sky conditions;coarse resolution;spatial resolution;AMSR2 level 3 products;brightness temperatures","","","","14","IEEE","14 Nov 2019","","","IEEE","IEEE Conferences"
"PMDRnet: A Progressive Multiscale Deformable Residual Network for Multi-Image Super-Resolution of AMSR2 Arctic Sea Ice Images","X. Liu; T. Feng; X. Shen; R. Li","Center for Spatial Information Science and Sustainable Development Applications, College of Surveying and Geo-Informatics, Tongji University, Shanghai, China; Center for Spatial Information Science and Sustainable Development Applications, College of Surveying and Geo-Informatics, Tongji University, Shanghai, China; Center for Spatial Information Science and Sustainable Development Applications, College of Surveying and Geo-Informatics, Tongji University, Shanghai, China; Center for Spatial Information Science and Sustainable Development Applications, College of Surveying and Geo-Informatics, Tongji University, Shanghai, China","IEEE Transactions on Geoscience and Remote Sensing","25 Mar 2022","2022","60","","1","18","The extent of the area covered by polar sea ice is an important indicator of global climate change. Continuous monitoring of Arctic sea ice concentration (SIC) primarily relies on passive microwave images. However, passive microwave images have coarse spatial resolution, resulting in SIC production with significant blurring at the ice–water divides. In this article, a novel multi-image super-resolution (MISR) network called progressive multiscale deformable residual network (PMDRnet) is proposed to improve the spatial resolution of sea ice passive microwave images according to the characteristics of both passive microwave images and sea ice motions. To achieve image alignment with complex and large Arctic sea ice motions, we design a novel alignment module that includes a progressive alignment strategy and a multiscale deformable convolution alignment unit. In addition, the temporal attention mechanism is used to adaptively fuse the effective spatiotemporal information across image sequence. The sea ice-related loss function is designed to provide more detailed sea ice information of the network to improve super-resolution performance and further benefit finer Arctic SIC results. Experimental results demonstrate that PMDRnet significantly outperforms the current state-of-the-art MISR methods and can generate super-resolved SIC products with finer texture features and much sharper sea ice edges. The code and datasets of PMDRnet are available at https://doi.org/10.5061/dryad.k3j9kd590.","1558-0644","","10.1109/TGRS.2022.3151623","National Key Research and Development Program of China(grant numbers:2017YFA0603100); National Science Foundation of China(grant numbers:41801335,41941006); ","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9714397","Arctic sea ice;deep learning (DL);deformable convolution (DConv);multi-image super-resolution (MISR);passive microwave image;temporal attention","Sea ice;Microwave theory and techniques;Microwave integrated circuits;Microwave imaging;Microwave FET integrated circuits;Silicon carbide;Arctic;Climate change","geophysical image processing;image sequences;image texture;sea ice","image sequence;sea ice-related loss function;detailed sea ice information;super-resolution performance;benefit finer Arctic SIC results;PMDRnet;SIC products;sharper sea ice edges;progressive multiscale deformable residual network;AMSR2 Arctic sea ice images;polar sea ice;Arctic sea ice concentration;coarse spatial resolution;SIC production;ice-water divides;novel multiimage super-resolution network;sea ice passive microwave images;image alignment;complex Arctic sea ice motions;large Arctic sea ice motions;progressive alignment strategy;multiscale deformable convolution alignment unit","","1","","62","IEEE","15 Feb 2022","","","IEEE","IEEE Journals"
"Highly Efficient and Scalable Framework for High-Speed Super-Resolution Microscopy","Q. Do; S. Acuña; J. I. Kristiansen; K. Agarwal; P. H. Ha","Department of Computer Science, UiT The Arctic University of Norway, Tromsø, Norway; Department of Physics and Technology, UiT The Arctic University of Norway, Tromsø, Norway; Department of Computer Science, UiT The Arctic University of Norway, Tromsø, Norway; Department of Physics and Technology, UiT The Arctic University of Norway, Tromsø, Norway; Department of Computer Science, UiT The Arctic University of Norway, Tromsø, Norway","IEEE Access","13 Jul 2021","2021","9","","97053","97067","The multiple signal classification algorithm (MUSICAL) is a statistical super-resolution technique for wide-field fluorescence microscopy. Although MUSICAL has several advantages, such as its high resolution, its low computational performance has limited its exploitation. This paper aims to analyze the performance and scalability of MUSICAL for improving its low computational performance. We first optimize MUSICAL for performance analysis by using the latest high-performance computing libraries and parallel programming techniques. Thereafter, we provide insights into MUSICAL's performance bottlenecks. Based on the insights, we develop a new parallel MUSICAL in C++ using Intel Threading Building Blocks and the Intel Math Kernel Library. Our experimental results show that our new parallel MUSICAL achieves a speed-up of up to 30.36x on a commodity machine with 32 cores with an efficiency of 94.88%. The experimental results also show that our new parallel MUSICAL outperforms the previous versions of MUSICAL in Matlab, Java, and Python by 30.43x, 2.63x, and 1.69x, respectively, on commodity machines.","2169-3536","","10.1109/ACCESS.2021.3094840","UiT The Arctic University of Norway through the NanoFrame Project(grant numbers:302535); European Commission (EU) Horizon 2020’s MSCA-IF(grant numbers:749666); Research Council of Norway’s FRIPRO Young Project(grant numbers:288082); Experimental Infrastructure for Exploration of Exascale Computing (eX3) Project(grant numbers:270053); UNINETT Sigma2-the National Infrastructure for High-Performance Computing and Data Storage in Norway(grant numbers:NN9342K); ","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9475068","Computational nanoscopy;parallel programming;optimization;super-resolution imaging;image enhancement","Music;Microscopy;Superresolution;Matlab;C++ languages;Windows;Python","C++ language;image classification;image resolution;multi-threading;optical microscopy;parallel processing;statistical analysis","signal classification;statistical super resolution;wide-field fluorescence microscopy;performance analysis;parallel programming;parallel MUSICAL;Intel math kernel library;high speed super resolution microscopy;high performance computing libraries;C++;Intel threading building blocks","","2","","23","CCBY","5 Jul 2021","","","IEEE","IEEE Journals"
"Orthoimage Super-Resolution via Deep Convolutional Neural Networks","V. Berezovsky; Y. Bai; I. Sharshov; R. Aleshko; K. Shoshina; I. Vasendina","Information Systems and Technologies Northern (Arctic), Federal University, Arkhangelsk, Russia; Information Systems and Technologies Northern (Arctic), Federal University, Arkhangelsk, Russia; Information Systems and Technologies Northern (Arctic), Federal University, Arkhangelsk, Russia; Information Systems and Technologies Northern (Arctic), Federal University, Arkhangelsk, Russia; Information Systems and Technologies Northern (Arctic), Federal University, Arkhangelsk, Russia; Information Systems and Technologies Northern (Arctic), Federal University, Arkhangelsk, Russia","2022 IEEE 20th International Conference on Industrial Informatics (INDIN)","15 Dec 2022","2022","","","263","268","Using high resolution (HR) images collected from UAV, aerial craft or satellites is a research hotspot in the field forest areas analyzing. In practice, HR images are available for a small number of regions, while for the rest, the maximum density various around 1 px/m. HR image reconstruction is a well-known problem in computer vision. Recently, deep learning algorithms have achieved great success in image processing, so we have introduced them into the field of processing orthoimages. At the same time, we noticed that orthoimages generally have colorful blocks of different sizes. Taking into account this feature, we did not apply the classical algorithms directly, but made some improvements. Experiments show that the effect of proposed method is equivalent to the effect of classical algorithms, however, at the preprocessing stage, it significantly saves time. An approach to the forest areas analyzing, including image segmentation and the tree spices classification is proposed. The results of numerical calculations are presented.","","978-1-7281-7568-3","10.1109/INDIN51773.2022.9976074","Russian Science Foundation; ","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9976074","Orthoimages;Forest Area Analysis;Super-Resolution;Deep learning","Deep learning;Interpolation;Image segmentation;Satellites;Statistical analysis;Superresolution;Forestry","autonomous aerial vehicles;computer vision;convolution;feature extraction;geophysical image processing;image classification;image processing;image reconstruction;image segmentation;learning (artificial intelligence);neural nets","account this feature;aerial craft;colorful blocks;computer vision;deep convolutional neural networks;deep learning algorithms;field forest areas analyzing;high resolution images;HR image reconstruction;HR images;image processing;image segmentation;maximum density;orthoimage super-resolution;processing orthoimages;research hotspot;satellites;UAV","","","","31","IEEE","15 Dec 2022","","","IEEE","IEEE Conferences"
"Super-Resolution-Aided Sea Ice Concentration Estimation From AMSR2 Images by Encoder–Decoder Networks With Atrous Convolution","T. Feng; X. Liu; R. Li","Center for Spatial Information Science and Sustainable Development Applications, College of Surveying and Geo-Informatics, Tongji University, Shanghai, China; Center for Spatial Information Science and Sustainable Development Applications, College of Surveying and Geo-Informatics, Tongji University, Shanghai, China; Center for Spatial Information Science and Sustainable Development Applications, College of Surveying and Geo-Informatics, Tongji University, Shanghai, China","IEEE Journal of Selected Topics in Applied Earth Observations and Remote Sensing","9 Jan 2023","2023","16","","962","973","Passive microwave data is an important data source for the continuous monitoring of Arctic-wide sea ice concentration (SIC). However, its coarse spatial resolution leads to blurring effects at the ice-water divides, resulting in the great challenges of fine-scale and accurate SIC estimation, especially for regions with low SIC. Besides, the SIC derived by operational algorithms using high-frequency passive microwave observations has great uncertainties in open water or marginal ice zones due to atmospheric effects. In this article, a novel framework is proposed to achieve accurately SIC estimation with improved spatial details from original low-resolution Advanced Microwave Scanning Radiometer 2 (AMSR2) images, with joint the super-resolution (SR) and SIC estimation network. Based on the SR network, the spatial resolution of original AMSR2 images can be improved by four times, benefiting to construct AMSR2 SR features with more high-frequency information for SIC estimation. The SIC network with an encoder–decoder structure and atrous convolution, is employed to accurately perform the SIC retrieval by considering the characteristics of passive microwave images in the Arctic sea ice region. Experimental results show that the proposed SR-Aided SIC estimation approach can generate accurate SIC with more detailed sea ice textures and much sharper sea ice edges. With respect to MODIS SIC products distributed in Arctic scale, the proposed model achieves a root-mean-square error (RMSE) of 5.94% and mean absolute error (MAE) of 3.04%, whereas the Arctic Radiation and Turbulence Interaction Study (ARTIST) Sea Ice (ASI) SIC results have three and two times greater values of RMSE and MAE.","2151-1535","","10.1109/JSTARS.2022.3232533","National Key Research and Development Program of China(grant numbers:2017YFA0603100,2021YFB3900105); National Natural Science Foundation of China(grant numbers:41801335,41941006); ","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9999481","Arctic sea ice concentration;convolutional neural networks;passive microwave image;super resolution","Spatial resolution;Estimation;Sea ice;Microwave integrated circuits;Microwave imaging;Microwave FET integrated circuits;Microwave theory and techniques","edge detection;geophysical image processing;image resolution;mean square error methods;microwave imaging;oceanographic regions;oceanographic techniques;radiometry;remote sensing;sea ice","AMSR2 SR features;Arctic scale;Arctic sea ice region;Arctic-wide sea ice concentration;atrous convolution;blurring effects;coarse spatial resolution;encoder-decoder networks;encoder-decoder structure;high-frequency information;high-frequency passive microwave observations;ice-water divides;low-resolution Advanced Microwave Scanning Radiometer 2 images;MODIS SIC products;open water;original AMSR2 images;passive microwave data;passive microwave images;sea ice edges;sea ice textures;SIC network;SIC retrieval;spatial details;SR network;SR-Aided SIC estimation approach;super-resolution-Aided Sea Ice concentration estimation;Turbulence Interaction Study Sea Ice SIC results","","","","30","CCBYNCND","27 Dec 2022","","","IEEE","IEEE Journals"
"Super-Resolution-Based Change Detection Network With Stacked Attention Module for Images With Different Resolutions","M. Liu; Q. Shi; A. Marinoni; D. He; X. Liu; L. Zhang","Guangdong Provincial Key Laboratory for Urbanization and Geo-Simulation, School of Geography and Planning, Sun Yat-sen University, Guangzhou, China; Guangdong Provincial Key Laboratory for Urbanization and Geo-Simulation, School of Geography and Planning, Sun Yat-sen University, Guangzhou, China; Department of Engineering, University of Cambridge, Cambridge, U.K.; Guangdong Provincial Key Laboratory for Urbanization and Geo-Simulation, School of Geography and Planning, Sun Yat-sen University, Guangzhou, China; Guangdong Provincial Key Laboratory for Urbanization and Geo-Simulation, School of Geography and Planning, Sun Yat-sen University, Guangzhou, China; State Key Laboratory of Information Engineering in Surveying, Mapping and Remote Sensing, Wuhan University, Wuhan, China","IEEE Transactions on Geoscience and Remote Sensing","13 Jan 2022","2022","60","","1","18","Change detection (CD) aims to distinguish surface changes based on bitemporal images. Since high-resolution (HR) images cannot be typically acquired continuously over time, bitemporal images with different resolutions are often adopted for CD in practical applications. Traditional subpixel-based methods for CD using images with different resolutions may lead to substantial error accumulation when the HR images are employed, which is because of intraclass heterogeneity and interclass similarity. Therefore, it is necessary to develop a novel method for CD using images with different resolutions that are more suitable for the HR images. To this end, we propose a super-resolution-based change detection network (SRCDNet) with a stacked attention module (SAM). The SRCDNet employs a super-resolution (SR) module containing a generator and a discriminator to directly learn the SR images through adversarial learning and overcome the resolution difference between the bitemporal images. To enhance the useful information in multiscale features, a SAM consisting of five convolutional block attention modules (CBAMs) is integrated to the feature extractor. The final change map is obtained through a metric learning-based change decision module, wherein a distance map between bitemporal features is calculated. Ablation study and comparative experiments on two large datasets, building change detection dataset (BCDD) and season-varying change detection dataset (CDD), and a real-image experiment on the Google dataset fully demonstrate the superiority of the proposed method. The source code of SRCDNet is available at <uri>https://github.com/liumency/SRCDNet</uri>.","1558-0644","","10.1109/TGRS.2021.3091758","Program for Guangdong Introducing Innovative and Entrepreneurial Teams(grant numbers:2017ZT07X355); Guangdong Natural Science Foundation(grant numbers:2019A1515011057); National Natural Science Foundation of China(grant numbers:61976234); Open research fund of National Key Laboratory of Surveying, Mapping and Remote Sensing Information Engineering, Wuhan University; Guangzhou Applied Basic Research Project; Center for Integrated Remote Sensing and Forecasting for Arctic Operations (CIRFA); Research Council of Norway (RCN)(grant numbers:237906); ","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9472869","Change detection (CD);fully convolutional networks (FCNs);metric learning;remote sensing images;super-resolution","Feature extraction;Remote sensing;Superresolution;Spatial resolution;Measurement;Semantics;Data mining","convolutional neural nets;feature extraction;image classification;image resolution;learning (artificial intelligence)","resolution difference;bitemporal images;convolutional block attention modules;metric learning-based change decision module;season-varying change detection dataset;super-resolution-based change detection network;stacked attention module;surface changes;high-resolution images;HR images;super-resolution module;SR images;subpixel-based methods;ablation study","","26","","49","IEEE","2 Jul 2021","","","IEEE","IEEE Journals"
"Photonic chip-based optical nanoscopy","Ø. Helle; F. T. Dullo; M. Lahrberg; J. -C. Tinguely; O. G. Hellesø; B. Singh Ahluwalia","Department of Physics and Technology, UiT The Arctic University of Norway, Tromsø, Norway; Department of Physics and Technology, UiT The Arctic University of Norway, Tromsø, Norway; Department of Physics and Technology, UiT The Arctic University of Norway, Tromsø, Norway; Department of Physics and Technology, UiT The Arctic University of Norway, Tromsø, Norway; Department of Physics and Technology, UiT The Arctic University of Norway, Tromsø, Norway; Department of Physics and Technology, UiT The Arctic University of Norway, Tromsø, Norway","2021 Conference on Lasers and Electro-Optics (CLEO)","29 Oct 2021","2021","","","1","2","A photonic chip-based approach is shown as alternative to conventional super-resolution fluorescence microscopy. By making use of photonic circuits, more compact, cost-effective and higher resolving setups can allow for a wider implementation of these techniques.","2160-8989","978-1-943580-91-0","","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9572877","","Optical microscopy;Microscopy;Superresolution;Fluorescence;Electrooptical waveguides;Photonics","fluorescence;optical microscopy;photonic crystals","photonic chip-based optical nanoscopy;photonic circuits;conventional superresolution fluorescence microscopy","","","","10","","29 Oct 2021","","","IEEE","IEEE Conferences"
"On-chip structured illumination microscopy (cSIM) with large imaging area","F. T. Dullo; K. Milenko; N. Jayakumar; B. S. Ahluwalia","dept. of Smart Sensors and Microsystems, SINTEF Digital, Oslo, Norway; dept. of Smart Sensors and Microsystems, SINTEF Digital, Oslo, Norway; dept. of Physics and Technology, UiT-The Arctic University of Norway, Tromsø, Norway; dept. of Physics and Technology, UiT-The Arctic University of Norway, Tromsø, Norway","2022 IEEE Photonics Conference (IPC)","14 Dec 2022","2022","","","1","2","Photonic chip reduces the footprint of the light illumination path of TIRF-SIM to 4 × 4 cm2, enabling compact footprint and provides higher optical resolution than conventional SIM technique. In this work, we present a new SIM design on a photonics chip which further reduce the footprint of the light illumination path plus provides larger imaging areas than the current photonics chip-based SIM (cSIM).","2575-274X","978-1-6654-3487-4","10.1109/IPC53466.2022.9975649","European Research Council; ","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9975649","Super resolution microscopy;Structured illumination microscopy;Photonics integrated circuits;Waveguides","Optical microscopy;Microscopy;Superresolution;Lighting;Optical imaging;System-on-chip;Photonics","integrated optics;optical design techniques;optical images;optical microscopy;optical waveguides","imaging area;light illumination path;on-chip structured illumination microscopy;photonics chip-based SIM;TIRF-SIM","","","","5","IEEE","14 Dec 2022","","","IEEE","IEEE Conferences"
"Photonic chip for high-contrast and high-resolution label-free optical microscopy of nano-particles","N. Jayakumar; B. S. Ahluwalia; F. T. Dullo","Dept. of Physics and Technology UiT, The Arctic University of Norway, Tromsø, Norway; Dept. of Physics and Technology UiT, The Arctic University of Norway, Tromsø, Norway; Dept. of Smart Sensors and Microsystems, SINTEF Digital, Oslo, Norway","2022 IEEE Photonics Conference (IPC)","14 Dec 2022","2022","","","1","2","A multi-moded high-index contrast waveguide is engineered as a partially coherent secondary light source for high-contrast imaging of weakly scattering nano-sized biological specimens such as liposomes and extra-cellular vesicles. Further, the feasibility of application of intensity-fluctuation algorithms using a photonic-chip for label-free microscopy is presented.","2575-274X","978-1-6654-3487-4","10.1109/IPC53466.2022.9975467","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9975467","optical waveguides;coherence;high-contrast microscopy;super-resolution microscopy","Optical microscopy;Biomedical optical imaging;Microscopy;Scattering;Optical waveguide components;Optical imaging;Optical scattering","biological techniques;biology computing;biomembranes;cellular biophysics;image resolution;light coherence;light sources;lipid bilayers;molecular biophysics;nanoparticles;optical microscopy;optical waveguides","extracellular vesicles;high-contrast imaging;high-resolution label-free optical microscopy;intensity-fluctuation;liposomes;multimoded high-index contrast waveguide;nanoparticles;partially coherent secondary light source;photonic chip;weakly scattering nanosized biological specimens","","","","9","IEEE","14 Dec 2022","","","IEEE","IEEE Conferences"
"Super-Resolved Fine-Scale Sea Ice Motion Tracking","Y. Xian; Z. I. Petrou; Y. Tian; W. N. Meier","Department of Computer Science, City University of New York, New York, NY, USA; Department of Electrical Engineering, The City College, City University of New York, New York, NY, USA; Department of Electrical Engineering, The City College and the Department of Computer Science, City University of New York, New York, NY, USA; Cryospheric Science Laboratory, NASA Goddard Space Flight Center, Greenbelt, MD, USA","IEEE Transactions on Geoscience and Remote Sensing","25 Sep 2017","2017","55","10","5427","5439","Monitoring sea ice activities is particularly critical to safe naval operations in the Arctic Ocean. Accurately tracking sea ice motions is essential to validate or even improve sea ice models for ice hazard forecasts at a fine scale. Fine-scale motions can be tracked from high-resolution radar or optical satellite imagery but with limited coverage. Daily motions over the entire Arctic are retrievable from passive microwave data, but at a much lower spatial resolution. Thus, providing motions at the passive microwave spatial and temporal coverage, but at an enhanced spatial resolution, will be a significant benefit. To break the resolution limitation and to boost tracking accuracy, a sequential super-resolved fine-scale sea ice motion tracking framework is proposed in which a hybrid example-based single image super-resolution algorithm is employed before the tracking procedure. Experiments demonstrate that the proposed framework significantly improves the tracking performance in both accuracy and robustness for a benchmark algorithm and a recently proposed state-of-the-art tracking algorithm.","1558-0644","","10.1109/TGRS.2017.2699081","Office of Naval Research(grant numbers:N000141310450); ","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=8006299","AMSR2;example-based learning;maximum cross correlation (MCC);motion tracking;passive microwave;patch redundancy;sea ice;Suomi national polar-orbiting partnership (NPP);super-resolution (SR)","Sea ice;Tracking;Spatial resolution;Microwave FET integrated circuits;Microwave imaging;Microwave integrated circuits","geophysical image processing;hazards;image resolution;oceanographic regions;oceanographic techniques;remote sensing by radar;sea ice","super-resolved sea ice motion tracking;fine-scale sea ice motion;sea ice activity monitoring;Arctic Ocean;ice hazard forecasts;high-resolution radar;optical satellite imagery;passive microwave data;tracking accuracy;single image super-resolution algorithm","","12","","50","IEEE","9 Aug 2017","","","IEEE","IEEE Journals"
