"Document Title",Authors,"Author Affiliations","Publication Title",Date Added To Xplore,"Publication Year","Volume","Issue","Start Page","End Page","Abstract","ISSN",ISBNs,"DOI",Funding Information,PDF Link,"Author Keywords","IEEE Terms","INSPEC Controlled Terms","INSPEC Non-Controlled Terms","Mesh_Terms",Article Citation Count,Patent Citation Count,"Reference Count","License",Online Date,Issue Date,"Meeting Date","Publisher",Document Identifier
"From Planetscope To Worldview: Micro-Satellite Image Super-Resolution With Optimal Transport Distance","C. Shin; S. Kim; Y. Kim","Agency for Defense Development (ADD), Daejeon, South Korea; Agency for Defense Development (ADD), Daejeon, South Korea; Agency for Defense Development (ADD), Daejeon, South Korea","2020 IEEE International Conference on Image Processing (ICIP)","30 Sep 2020","2020","","","898","902","The vast majority of prior work on satellite image super-resolution (SR) assumes the availability of paired training data, and then uses low-resolution (LR) images artificially generated by simple blurring and/or down-sampling. These methods often fail to produce convincing results in real-world data since the actual degradation is much more complex than manually designed. This paper presents a deep learning framework to model the degradation process of microsatellite image. To this end, we first introduce remote sensing dataset consisting of WorldView (0.4m) and PlanetScope (3m) satellite images. They are aligned to the same coordinate, but are collected at different days/times. Using such data, we design Degradation Network (DegNet), generating realistic micro-satellite images from its high-resolution (HR) counterpart. A degradation loss using an optimal transport distance is proposed which makes the empirical distribution, i.e., histogram of outputs to be similar to that of real microsatellite images. It faithfully reflects the degradation characteristic of micro-satellite while preserving the content of an input. Finally, a SR network is trained with the generated LR-HR pairs. Extensive experiments show that the proposed method greatly improves the SR performance on real-world data.","2381-8549","978-1-7281-6395-6","10.1109/ICIP40778.2020.9190810","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9190810","Micro-satellite image;generative models;satellite image super-resolution;optimal transport distance;degradation learning","Degradation;Remote sensing;Satellites;Histograms;Image resolution;Training;Generators","deep learning (artificial intelligence);geophysical image processing;image reconstruction;image resolution;remote sensing","low-resolution images;deep learning framework;high-resolution counterpart;optimal transport distance;degradation characteristic;LR-HR pairs;microsatellite image super-resolution;planetscope satellite images;design degradation network;SR network","","1","","27","IEEE","30 Sep 2020","","","IEEE","IEEE Conferences"
"Performance analysis of Satellite Image Super Resolution using Deep Learning Techniques","G. Rohith; L. S. Kumar","Department of Electronics and Communication Engineering, National Institute of Technology Puducherry, Karaikal, Puducherry; Department of Electronics and Communication Engineering, National Institute of Technology Puducherry, Karaikal, Puducherry","2019 IEEE Bombay Section Signature Conference (IBSSC)","30 Jan 2020","2019","","","1","6","Super-resolution has gained significant importance recently owing to its finer sampling image details. Deep learning algorithms have remarked as an entity for developing single image high-quality reconstruction. Super-resolution with Deep Learning algorithms has demonstrated state of the art approaches for reconstructing sharper and more accurate images. Satellite images are highly prone to lose minute details of the image when subjected to algorithmic modeling. Thus, it is necessary to preserve the details of image. In this paper, an attempt is made to incorporate the state of the art approaches for reconstructing the satellite images. This requires careful conditioning of validating parameters like bias value, weights, appropriate usage of filters and scaling factors. The existing super-resolution algorithms such as Bicubic interpolation, Super resolution convolutional neural network (SRCNN), fast Super resolution convolutional neural network (FSRCNN) and Deep Laplacian Pyramid (LapSRN) are simulated to reconstruct the satellite images obtained from benchmark data sets of Indian and International satellite sensors. An extensive quantitative and qualitative evaluation of the super-resolution algorithms shows that the Deep Laplacian Pyramid networks perform favorably against the other state-of-the-art methods exclusively for satellite images.","","978-1-5386-7401-7","10.1109/IBSSC47189.2019.8973105","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=8973105","Convolution Neural Networks;Deep Laplacian Pyramid;Super Resolution","","convolutional neural nets;geophysical image processing;image reconstruction;image resolution;interpolation;learning (artificial intelligence)","super-resolution algorithms;deep Laplacian pyramid networks;satellite image super resolution;deep learning techniques;single image high-quality reconstruction;deep learning algorithms;sharper images;sampling image details;SRCNN;LapSRN;FSRCNN;fast super resolution convolutional neural network;bicubic interpolation","","1","","11","IEEE","30 Jan 2020","","","IEEE","IEEE Conferences"
"A No-Reference Super Resolution for Satellite Image Quality Enhancement for KOMPSAT-3","Y. Choi; Y. Kim","Korea Aerospace Research Institute, Daejeon, Republic of Korea; Sangmyung University, Cheonan, Republic of Korea","IGARSS 2020 - 2020 IEEE International Geoscience and Remote Sensing Symposium","17 Feb 2021","2020","","","220","223","Recently, a deep learning based super-resolution (SR) technology has been applied to satellite images to improve spatial resolution and sharpness, and to increase extractable information. In this paper, we propose a no-reference single image super-resolution method that improves the image quality by doubling spatial resolution of Korea Multi-Purpose Satellite-3 (K3), achieving a ground sampling distance (GSD) of 0.7 m. When training SR networks, the proposed method generates low-resolution (LR) images by applying the degradation model to K3 images and creates enhanced high-resolution images (HRe) by applying the top and bottom hat transformation to the original high-resolution (HRo) images. As a result of applying SR to the original K3 image, it was possible to obtain an image with improved quality. Additionally, as a result of testing the Baotou area used for satellite image quality evaluation, it was confirmed that the resolution is similar to the spatial resolution of Korea Multi-Purpose Satellite-3A (K3A), which is a GSD of 0.55 m.","2153-7003","978-1-7281-6374-1","10.1109/IGARSS39084.2020.9324422","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9324422","super-resolution;KOMPSAT-3;satellite;top and bottom hat;deep learning","Training;Degradation;Superresolution;Satellites;Spatial resolution;Remote sensing;Image edge detection","artificial satellites;deep learning (artificial intelligence);image enhancement;image resolution","satellite image quality enhancement;KOMPSAT-3;satellite images;spatial resolution;no-reference single image super-resolution method;SR networks;low-resolution images;satellite image quality evaluation;Korea multipurpose satellite-3A;K3 image;GSD;enhanced high-resolution images;HRe;original high-resolution images;HRo;LR;ground sampling distance","","1","","12","IEEE","17 Feb 2021","","","IEEE","IEEE Conferences"
"Satellite image Super-Resolution using overlapping blocks via sparse representation","V. Alvarez-Ramos; V. Ponomaryov; R. Reyes-Reyes; F. Gallegos-Funes","Instituto Politecnico Nacional ESIME Culhuacan, Mexico City, Mexico; Instituto Politecnico Nacional ESIME Culhuacan, Mexico City, Mexico; Instituto Politecnico Nacional ESIME Culhuacan, Mexico City, Mexico; Instituto Politecnico Nacional ESIME Culhuacan, Mexico City, Mexico","2016 9th International Kharkiv Symposium on Physics and Engineering of Microwaves, Millimeter and Submillimeter Waves (MSMW)","11 Aug 2016","2016","","","1","4","In image processing the Super-Resolution (SR) has played an important role by acquiring High-Resolution (HR) images from the corresponding Low-Resolution (LR) images. In this paper, a Super-Resolution technique for satellite images is proposed but it can be used on images of different nature. In the current proposal to achieve a HR image, it is necessary an intermediate step, which consists in performing an initial interpolation, then features are extracted from this initial image, here, it is necessary to reduce the information obtained by the features extraction via principal component analysis (PCA). Patches are extracted from the initial image and the reduction via PCA. For each patch, the sparse representation is obtained and then, it is used to recover the HR image. By using the quality objective criteria PSNR and SSIM, the proposed technique is evaluated and shows a superiority in comparison against other existing proposals.","","978-1-5090-2267-0","10.1109/MSMW.2016.7538183","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=7538183","super-resolution;sparse representation;feature-extraction;satellite images;PCA;PSNR;SSIM","Feature extraction;Image resolution;Interpolation;Dictionaries;Matching pursuit algorithms;Satellites;Principal component analysis","feature extraction;geophysical image processing;image representation;image resolution;interpolation;principal component analysis","satellite image super resolution;overlapping blocks;sparse representation;image processing;SR;high resolution images;HR images;low resolution images;LR images;super resolution technique;satellite images;interpolation;features extraction;principal component analysis;PCA","","4","","19","IEEE","11 Aug 2016","","","IEEE","IEEE Conferences"
"On Training Deep Networks for Satellite Image Super-Resolution","M. Kawulok; S. Piechaczek; K. Hrynczenko; P. Benecki; D. Kostrzewa; J. Nalepa","Future Processing, Gliwice, Poland; Future Processing, Gliwice, Poland; Future Processing, Gliwice, Poland; Future Processing, Gliwice, Poland; Future Processing, Gliwice, Poland; Future Processing, Gliwice, Poland","IGARSS 2019 - 2019 IEEE International Geoscience and Remote Sensing Symposium","14 Nov 2019","2019","","","3125","3128","The capabilities of super-resolution (SR) reconstruction (i.e., techniques for enhancing image spatial resolution) have been boosted recently by the use of deep convolutional neural networks. For SR, they are learned using huge training sets composed of original images, each of which is coupled with a low-resolution counterpart. In this paper, we explore how the SR performance depends on the procedure employed to obtain the training data. Up to date, this has not been given much attention-commonly, bicubic downsampling is used. Our extensive experimental study indicates that the training data characteristics have a large impact on the reconstruction accuracy, and the widely-adopted approach is not the most effective for dealing with satellite images. Overall, we argue that developing better training data preparation routines may be pivotal in making SR suitable for real-world applications.","2153-7003","978-1-5386-9154-0","10.1109/IGARSS.2019.8899098","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=8899098","Super-resolution reconstruction;deep learning;convolutional neural networks;satellite imaging","Image reconstruction;Satellites;Training;Artificial neural networks;Training data;Degradation","convolutional neural nets;image enhancement;image reconstruction;image resolution;learning (artificial intelligence)","satellite image super-resolution;super-resolution reconstruction;image spatial resolution enhancement;deep convolutional neural networks;huge training sets;low-resolution counterpart;SR performance;training data characteristics;training data preparation routines;SR suitable;deep network training;SR reconstruction","","5","","12","IEEE","14 Nov 2019","","","IEEE","IEEE Conferences"
"Gradient-Based Adaptive Image Super Resolution","A. Junaidi; C. -H. Lin; Y. -H. Tseng; L. -H. Chang; S. -C. Peng","Department of Geomatics, National Cheng Kung University, Taiwan; Department of Geomatics, National Cheng Kung University, Taiwan; Department of Geomatics, National Cheng Kung University, Taiwan; Satellite Image Division, National Space Organization, Taiwan; Satellite Image Division, National Space Organization, Taiwan","IGARSS 2019 - 2019 IEEE International Geoscience and Remote Sensing Symposium","14 Nov 2019","2019","","","2774","2777","Super-resolution (SR) has been used in the realm of remote sensing to improve the resolution of an image and get more detailed spatial information than the original image captured by the sensor on the acquisition device. Several SR methods with different approaches, only focusing on sharpening the edges and forgetting non-edge areas. One of the SR methods that utilize prior gradients, can produce high resolution (HR) images in a short time and produce sharp images for nonhomogeneous areas. But for areas that tend to be homogeneous, a lot of noise appears. This problem will affect the remote sensing process due to the amount of noise that arises. This paper offers to use dynamic weighting on the gradient prior that will reduce the noise on the homogeneous area, while still able to maintains to produce the sharp edges in non-homogeneous areas. An experimental comparison is conducted on both homogeneous and non-homogeneous area using the previous method and the proposed method.","2153-7003","978-1-5386-9154-0","10.1109/IGARSS.2019.8900578","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=8900578","Image super-resolution;dynamic weighting;gradient-based;gradient prior;image reconstruction","Image edge detection;Image reconstruction;Correlation;Satellites;Spatial resolution","gradient methods;image resolution;remote sensing","acquisition device;SR methods;high resolution images;remote sensing process;sharp edges;nonhomogeneous area;gradient-based adaptive image super resolution;spatial information;sharp image production","","","","13","IEEE","14 Nov 2019","","","IEEE","IEEE Conferences"
"Satellite Image Small Target Application Based on Deep Segmented Residual Neural Network","Z. Wei; Y. Liu","Changchun University of Science and Technology, Changchun, Jilin, China; Changchun University of Science and Technology, Changchun, Jilin, China","2020 IEEE International Conference on Mechatronics and Automation (ICMA)","26 Oct 2020","2020","","","100","104","This study employs a deep segmented residual neural network model to analyze the super-resolution of a single satellite image. A deep convolutional neural network model was analyzed, and its performance was improved. We proposed two residual layers to divide the deep network into two groups, the sum of the two residuals is the total residual, which can minimize the residual loss function and enhance the network performance. The experimental model achieved high peak signal-to-noise ratio (PSNR) and structural similarity index (SSIM) than networks without the proposed improvements when tested on satellite images. Considering these results, the application of this technology will be significant for further research on satellite images.","2152-744X","978-1-7281-6416-8","10.1109/ICMA49215.2020.9233819","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9233819","Satellite image;Super resolution;Deep residual neural network;Mish activation function","Image segmentation;Analytical models;Satellites;PSNR;Mechatronics;Image recognition;Target recognition","aerospace computing;convolutional neural nets;image processing;prediction theory","satellite image small target application;deep segmented residual neural network model;deep convolutional neural network model;residual layers;residual loss function;network performance;structural similarity index;SSIM;peak signal-to-noise ratio;PSNR","","1","","20","IEEE","26 Oct 2020","","","IEEE","IEEE Conferences"
"GCD Based Blind Super-Resolution for Remote Sensing Applications","N. Sharma; P. P. Dash; P. Saxena","Dept. of Elecntronics and Communication Engg, Birla Institute of Technology, Mesra, Ranchi, India; Dept. of Elecntronics and Communication Engg, Birla Institute of Technology, Mesra, Ranchi, India; Dept. of Elecntronics and Communication Engg, Birla Institute of Technology, Mesra, Ranchi, India","2018 2nd International Conference on Power, Energy and Environment: Towards Smart Technology (ICEPE)","7 Mar 2019","2018","","","1","6","The importance of remote sensing imageries is growing day by day. Extraction of fine details of desired regions worth for further processing and decision making. Usually the data bases of remote sensing imageries are very huge that overburden the processor. Super-Resolution overcomes this problem and yields a high-quality output in less time consumption. This paper aims to give a brief idea about one of the approaches of super-resolution known as blind super-resolution reconstruction approach. In this approach, Greatest Common Divisor (GCD) algorithm is embedded into the blind reconstruction technique. The HR images obtained from this method is compared with the interpolated images. The results shows the efficacy of the proposed method. The paper tries to overcome the limitations of the super resolution approach and a conclusive discussion of the whole method has been discussed.","","978-1-5386-4769-1","10.1109/EPETSG.2018.8658528","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=8658528","Remote sensing;Satellite image;Super resolution;GCD;Blind reconstruction","Image resolution;Image reconstruction;Satellites;Mathematical model;Signal to noise ratio;Remote sensing;Signal resolution","decision making;geophysical image processing;image reconstruction;image resolution;interpolation;remote sensing","super resolution approach;blind reconstruction technique;Greatest Common Divisor algorithm;blind super-resolution reconstruction approach;remote sensing imageries;remote sensing applications;GCD based blind super-resolution","","","","9","IEEE","7 Mar 2019","","","IEEE","IEEE Conferences"
"CSRDNN: An Integrated Scheme for Single Satellite Image Colorization and Super-Resolution Using Deep Neural Networks","J. Feng; Q. Jiang; X. Jin; C. -H. Tseng; S. -J. Lee; S. Yao","School of Software Yunnan University, Kunming, China; School of Software Yunnan University, Kunming, China; School of Software Yunnan University, Kunming, China; Department of computer science, University of Manchester Manchester, UK; Institute of Technology Management, National Yang Ming Chiao Tung University, Hsinchu, Taiwan; Engineering Research Center of Cyberspace, Yunnan University, Kunming, China","2021 International Joint Conference on Neural Networks (IJCNN)","23 Sep 2021","2021","","","1","9","Deep convolutional neural networks have respectively achieved significant success in image super-resolution and colorization. The DNN has a strong capability to generate high quality images. Both colorization and super-resolution (SR) can be regarded as an independent pixel mapping problem, and this work combines these two visual problems into an integrated task. In this work, we propose an end-to-end model for accomplishing single satellite image colorization and SR simultaneously. Our model comprises two phases: features extraction network and recovery network. First, the residual receptive field block structure is introduced in features extraction network to learn better feature representations for image colorization and SR. Residual Receptive Field Block(RRFB) is improved by expanding the receptive field and enhancing the context connection from inception model. Second, the extracted features are transformed to a color high-resolution image by a recovery architecture. In this work, U-net is employed as the key structure of the recovery architecture. Besides, the squeeze-and-excitation blocks and complex residual blocks are incorporated into the proposed model to increase the reconstruction performance. To verify the performance, our method is compared with the state-of-the-art methods of SR and colorization. The experiments show that proposed method can get competitive in visual effect and evaluation index compared with the existing methods. In the end, the panchromatic dataset is also used to validate our model, and a good color high-resolution image can be obtained by giving a gray and low-resolution panchromatic image.","2161-4407","978-1-6654-3900-8","10.1109/IJCNN52387.2021.9534383","National Natural Science Foundation of China(grant numbers:62002313,61863036); ","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9534383","Deep neural network;single image super-resolution;image colorization;satellite image processing","Deep learning;Satellites;Image color analysis;Superresolution;Computer architecture;Feature extraction;Visual effects","convolutional neural nets;deep learning (artificial intelligence);feature extraction;image colour analysis;image reconstruction;image representation;image resolution","single satellite image colorization;deep neural networks;convolutional neural networks;image super-resolution;high quality images;independent pixel mapping problem;feature extraction network;recovery network;residual receptive field block structure;feature representations;recovery architecture;complex residual blocks;high-resolution image;low-resolution panchromatic image;CSRDNN;gray panchromatic image;U-net;squeeze-and-excitation blocks;visual effect;evaluation index","","","","27","IEEE","23 Sep 2021","","","IEEE","IEEE Conferences"
"Fused Recurrent Network Via Channel Attention For Remote Sensing Satellite Image Super-Resolution","X. Li; D. Zhang; Z. Liang; D. Ouyang; J. Shao","University of Electronic Science and Technology of China, Chengdu, China; University of Electronic Science and Technology of China, Chengdu, China; University of Electronic Science and Technology of China, Chengdu, China; University of Electronic Science and Technology of China, Chengdu, China; University of Electronic Science and Technology of China, Chengdu, China","2020 IEEE International Conference on Multimedia and Expo (ICME)","9 Jun 2020","2020","","","1","6","Remote sensing satellite images often suffer from low spatial resolution. Image super-resolution plays an important role in remote sensing image processing. However, existing methods show that increasing network depth will inevitably lead to the dramatic increase of model parameters and the over-fitting problem. Besides, most methods treat different types of information (low-frequency and high-frequency) equally. Motivated by these observations, we propose a fused recurrent network via channel attention (CA-FRN) in this paper. The basic module, recursive channel attention block (RCAB), pays enough attention to the high-frequency information and diminishes the low-frequency information adaptively through channel attention. Based on RCAB, we render our model effective by retaining and fusing hierarchical local information of both low-resolution and high-resolution, and we enhance the network performance simply by increasing the number of RCABs without adding extra parameters. We evaluate the proposed model on satellite images from different datasets, and the proposed CA-FRN is superior to the state-of-the-art methods. Code is available at https://github.com/lxy0922/CAFRN.","1945-788X","978-1-7281-1331-9","10.1109/ICME46284.2020.9102948","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9102948","Satellite image super-resolution;fused recurrent network;channel attention","Satellites;Remote sensing;Spatial resolution;Recurrent neural networks;Feature extraction;Image reconstruction","artificial satellites;geophysical image processing;image fusion;image resolution;recurrent neural nets;remote sensing","remote sensing satellite image super-resolution;low spatial resolution;remote sensing image processing;fused recurrent network;recursive channel attention block;RCAB;high-frequency information;low-frequency information;hierarchical local information;CA-FRN","","1","","23","IEEE","9 Jun 2020","","","IEEE","IEEE Conferences"
