"Document Title",Authors,"Author Affiliations","Publication Title",Date Added To Xplore,"Publication Year","Volume","Issue","Start Page","End Page","Abstract","ISSN",ISBNs,"DOI",Funding Information,PDF Link,"Author Keywords","IEEE Terms","INSPEC Controlled Terms","INSPEC Non-Controlled Terms","Mesh_Terms",Article Citation Count,Patent Citation Count,"Reference Count","License",Online Date,Issue Date,"Meeting Date","Publisher",Document Identifier
"Sentinel-2 Multi-Temporal Data for Rice Crop Classification in Nepal","T. Baidar; R. Fernandez-Beltran; F. Pla","Institute of New Imaging Technologies, University Jaume I, Castellón de la Plana, Spain; Institute of New Imaging Technologies, University Jaume I, Castellón de la Plana, Spain; Institute of New Imaging Technologies, University Jaume I, Castellón de la Plana, Spain","IGARSS 2020 - 2020 IEEE International Geoscience and Remote Sensing Symposium","17 Feb 2021","2020","","","4259","4262","The global coverage of Sentinel-2 provides widespread opportunities for accurately mapping and monitoring key crops in emerging countries, like in the case of Nepal's rice production. While previous studies based on other satellites show some important spatial and temporal limitations, the use of operational Sentinel-2 data still remains unexplored in this regard. As a result, this work investigates the viability of using the Sentinel-2 instrument for a precise rice crop classification in Nepal. Initially, we define a dataset made of multi-temporal Sentinel-2 data from the Terai region of Nepal. Then, we conduct several classification experiments to provide empirical evidences about the suitability of different classification models when identifying rice crops in developing countries, where only limited ground-truth data could be available. The experiments reveal the suitability of using Sentinel-2 for accurately mapping rice crops in Nepal with a CNN-based classification model.","2153-7003","978-1-7281-6374-1","10.1109/IGARSS39084.2020.9323771","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9323771","Sentinel-2 (S2);rice crop classification;deep learning;convolutional neural networks (CNN)","Agriculture;Spatial resolution;Support vector machines;Remote sensing;Earth;Feature extraction;Artificial satellites","crops;geophysical equipment;vegetation mapping","ground-truth data;accurately mapping rice crops;CNN-based classification model;Sentinel-2 multitemporal data;global coverage;monitoring key crops;emerging countries;Nepal's rice production;spatial limitations;temporal limitations;operational Sentinel-2 data;Sentinel-2 instrument;precise rice crop classification;classification experiments;Terai region","","","","12","IEEE","17 Feb 2021","","","IEEE","IEEE Conferences"
"Evaluating the Potential of Sentinel-2 for Low Severity Mites Infestation Detection in Grapes","J. Mohite; N. Twarakavi; S. Pappula","Tata Consultancy Services, TCS Innovation Labs, Mumbai, India; Tata Consultancy Services, Banglore, India; Tata Consultancy Services, Hyderabad, India","IGARSS 2018 - 2018 IEEE International Geoscience and Remote Sensing Symposium","4 Nov 2018","2018","","","4651","4654","The Mite is one of the major sucking pests in grape which goes undetected in its initial phase as the symptoms are not easily visible to the naked eyes. In this paper, we address the problem of mites infestation detection using temporal hyperspectral data and also evaluate the potential of using Sentinel-2 data for mites infestation detection. The reflectance data from grape leaves with healthy and low infestations of mites have been collected using spectroradiometer. The hyperspectral remote sensing data is collected from 213 bands with wavelength ranging from 350 nm to 1052 nm during 15th Jan - 18th Feb 2017. Variations observed in the spectral reflectance over time makes the detection based on multitemporal data difficult. Data in 213 narrow contiguous bands is used as feature set for hyperspectral data analysis but this large feature set may cause the over-fitting problem and also poses the requirement of large storage and greater processing time. To avoid this, feature selection using Least Absolute Shrinkage and Selection Operator (LASSO) has been carried out to get the optimum band set. Features selected by LASSO were fed to classifiers such as Random Forest (RF), Artificial Neural Network (ANN) and Logistic Regression (LR) to evaluate their performance. Results suggest that LR based model provides maximum accuracy of 93.24%. In addition to this, to investigate the potential of using Sentinel-2, data in 213 narrow bands were simulated to Sentinel-2. Data has been simulated to 10 and 20m spatial resolution bands available in 350-1050nm range. This simulated 8 band feature set has been fed to the same set of classifiers to evaluate their performance. Results suggests that LR provides maximum classification accuracy of 89.12% using simulated Sentinel-2 bands. Further to validate the algorithm using actual ground observations from the field, we have implemented simulated Sentinel-2 based algorithm on two Sentinel-2 images available during the study period and results are compared with actual ground observations about mites infestation. Results suggest mites detection accuracy of 83.33% which shows the good agreement and potential of Sentinel-2 for mites infestation detection.","2153-7003","978-1-5386-7150-4","10.1109/IGARSS.2018.8519071","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=8519071","Hyperspectral Remote Sensing;Sentinel-2;Pest Infestation;Classification;Multi-temporal Sensing","Pipelines;Hyperspectral imaging;Spectroradiometers;Agriculture;Sensors;Radio frequency","data analysis;geophysical image processing;image resolution;neural nets;remote sensing;spectral analysis;terrain mapping;vegetation;vegetation mapping","Mite;temporal hyperspectral data;Sentinel-2 data;reflectance data;grape leaves;healthy infestations;low infestations;hyperspectral remote sensing data;multitemporal data;hyperspectral data analysis;feature selection;LR based model;Sentinel-2 bands;actual ground observations;Sentinel-2 based algorithm;Sentinel-2 images;mites detection;band feature set;optimum band set;narrow contiguous bands;mites infestation detection;Least Absolute Shrinkage and Selection Operator;LASSO;wavelength 350.0 nm to 1052.0 nm;size 350.0 nm to 1050.0 nm;size 10.0 m;size 20.0 m","","","","15","IEEE","4 Nov 2018","","","IEEE","IEEE Conferences"
"High latitude multi-temporal digital surface models from sentinel-2 data: A proof of concept","J. Michel; M. Cournet; J. M. Delvit; F. Languille; A. Gaudel-Vacaresse; D. Youssefi; C. Palmann; V. Poulain","DSO/SI, CNES, Toulouse Cedex 09, France; DSO/SI, CNES, Toulouse Cedex 09, France; DSO/SI, CNES, Toulouse Cedex 09, France; DSO/SI, CNES, Toulouse Cedex 09, France; DSO/SI, CNES, Toulouse Cedex 09, France; CS-SI, Toulouse Cedex 04, France; CS-SI, Toulouse Cedex 04, France; Thales Services, France","2017 IEEE International Geoscience and Remote Sensing Symposium (IGARSS)","4 Dec 2017","2017","","","5858","5861","While not primarily intended for the generation of Digital Surface Models, Sentinel-2 swaths overlap between orbits allows for the generation of a complete DSM of land and ices between 60° and 84° of northern latitudes. With a spatial resolution of ten meters, this DSM can benefit from the high temporal revisit rate of Sentinel-2, which could be used to monitor ice or snow level in area of frequent changes, or to increase measurement accuracy in areas of little changes.","2153-7003","978-1-5090-4951-6","10.1109/IGARSS.2017.8128341","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=8128341","Digital Surface Model;Sentinel-2","Orbits;Three-dimensional displays;Springs;Tools;Meters;Europe;Ice","geophysical image processing;image resolution;remote sensing;snow","high latitude multitemporal digital surface models;Sentinel-2 data;Sentinel-2 swaths;northern latitudes","","","","8","IEEE","4 Dec 2017","","","IEEE","IEEE Conferences"
"Study on remote sensing feature selection of green manure crop Astragalus sinicus based on multitemporal Sentinel-2 imagery","J. Wang; L. Qiu; Z. Wang; X. Huang; J. Shan; M. Li","Institute of Agricultural Information,Jiangsu Academy of AgriculturalSciences,Nanjing,China; Institute of Agricultural Information,Jiangsu Academy of AgriculturalSciences,Nanjing,China; Institute of Agricultural Information,Jiangsu Academy of AgriculturalSciences,Nanjing,China; Institute of Agricultural Information,Jiangsu Academy of AgriculturalSciences,Nanjing,China; Institute of Agricultural Information,Jiangsu Academy of AgriculturalSciences,Nanjing,China; Institute of Agricultural Information,Jiangsu Academy of AgriculturalSciences,Nanjing,China","2021 9th International Conference on Agro-Geoinformatics (Agro-Geoinformatics)","8 Sep 2021","2021","","","1","5","Astragalus sinicus is the main planting and utilization of green manure crop in southern China. Crop rotation planting of green manure could increase soil fertility, improve soil micro-ecological environment, and is conducive to the enhancement of farmland productivity, which is of great significance for protecting farmland ecological environment and promoting agricultural sustainable development. Compared with the traditional means of ground survey and statistics method, remote sensing technology has the characteristics of macroscopic and real-time, which could quickly obtain the distribution of regional scale Astragalus sinicus planting. How to establish distinguishable remote sensing features is the basis of its recognition and extraction. In this study, multi-temporal Sentinel 2 images covering the main growing period of the Astragalus sinicus from December 2019 to June 2020 were selected as data source. The variation of spectral characteristics of Astragalus sinicus were studied in the typical pilot area of green manure crop rotation in Liuhe District, Nanjing City, Jiangsu Province. On this basis, the multi-temporal vegetation index data set was constructed. The recursive feature elimination and random forest algorithm were used to analyze the influence of feature composition on recognition accuracy, and then the effective recognition feature set of Astragalus sinicus at different time phases was established. Through this study, we explored the recognition ability of multi-temporal Sentinel 2 images for Astragalus sinicus, and provided a theoretical basis for the study of regional-scale Astragalus sinicus remote sensing monitoring.","","978-1-7281-6561-5","10.1109/Agro-Geoinformatics50104.2021.9530363","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9530363","Astragalus sinicus;Sentinel-2;multi-temporal remote sensing images;feature selection;Random Forest","Image recognition;Green products;Urban areas;Crops;Vegetation mapping;Soil;Feature extraction","agriculture;crops;ecology;feature extraction;geophysical image processing;image classification;remote sensing;soil;statistical analysis;sustainable development;vegetation;vegetation mapping","regional-scale Astragalus sinicus;remote sensing feature selection;green manure crop Astragalus sinicus;multitemporal Sentinel-2 imagery;main planting;crop rotation planting;soil microecological environment;farmland ecological environment;promoting agricultural sustainable development;remote sensing technology;regional scale Astragalus sinicus;distinguishable remote sensing features;multitemporal Sentinel 2 images;green manure crop rotation;multitemporal vegetation index data;effective recognition feature","","1","","21","IEEE","8 Sep 2021","","","IEEE","IEEE Conferences"
"Use What is There: What can Sentinel-2 do for Geological Remote Sensing?","H. Van der Werff; R. Hewson; F. Van der Meer","ITC, University of Twente, Enschede, The Netherlands; ITC, University of Twente, Enschede, The Netherlands; ITC, University of Twente, Enschede, The Netherlands","IGARSS 2018 - 2018 IEEE International Geoscience and Remote Sensing Symposium","4 Nov 2018","2018","","","8359","8362","Sentinel-2 MSI (MultiSpectral Instrument) is the Landsat-like spatial resolution (10-60 m) super-spectral instrument of the European Space Agency (ESA), aimed at additional data continuity for global land surface monitoring with Landsat and Satellite Pour l'Observation de la Terre (SPOT) missions. Several studies with simulated and real data have been conducted in the last several years to show the potential of Sentinel-2 MSI, including its use for geological remote sensing. An aspect of Sentinel-2 MSI that has not yet been evaluated for geological remote sensing is the 5-10 days revisiting time. This paper shows the first results of a multi-temporal study performed in a hydro-thermal alteration system in southern Spain. Several band ratios for mapping mineral alteration have been calculated in more than 200 Sentinel-2 MSI images that cover a period of two years. Results show the effect of seasonality, illumination and weather on ground cover and the stability of the geological indices.","2153-7003","978-1-5386-7150-4","10.1109/IGARSS.2018.8519080","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=8519080","Sentinel-2 MSI;geological remote sensing;ASTER;iron oxide;multi-temporal","Remote sensing;Earth;Artificial satellites;Iron;Minerals;Europe","geophysical signal processing;geophysical techniques;minerals;remote sensing","Sentinel-2 MSI images;data continuity;SPOT missions;hydro-thermal alteration system;southern Spain;geological index stability;mineral alteration mapping;Satellite Pour lObservation de la Terre missions;global land surface monitoring;super-spectral instrument;Landsat-like spatial resolution;MultiSpectral Instrument;geological remote sensing;size 10.0 m to 60.0 m;time 5.0 d to 10.0 d","","1","","11","IEEE","4 Nov 2018","","","IEEE","IEEE Conferences"
"Forest Type Mapping at a Regional Scale Based Using Multitemporal Sentinel-2 Imagery","J. Li; L. Wang; P. Fang; W. Xu; Q. Dai","Faculty of Forestry, Southwest Forestry University, Kunming, Yunnan, China; Institutes of Big Data and Artificial Intelligence, Southwest Forestry University, Kunming, Yunnan, China; Faculty of Forestry, Southwest Forestry University, Kunming, Yunnan, China; Key Laboratory for Forestry and Ecological Big Data of National Forestry and Grassland Administration, Southwest Forestry University, Kunming, Yunnan, China; Art and Design College, Southwest Forestry University, Kunming, Yunnan, China","2021 IEEE International Geoscience and Remote Sensing Symposium IGARSS","12 Oct 2021","2021","","","4228","4231","This study used multispectral satellite imagery (Sentinel-2 MSI) to evaluate forest type mapping capabilities over a mountainous area (Shangri-La, Yunnan Province, China) at regional level. Coupled with the cloud computing platform of Google Earth Engine, the sentinel-2 satellite images were used to extract multi-temporal and spectral information, and then combined with terrain information. The random forest algorithm was adopted to identify the typical forest types. Firstly, the area is classified into forest and non-forest types. Secondly, the forest cover was sub-classified into coniferous forest and broad-leaved forest. In the end, eight types of coniferous forests (Cupressus funebris forest, Abies forest, Pinus densata forest, Picea forest, Pinus yunnanensis forest, Larix forest, Pinus armandi forest, Tsuga dumosa forest) were identified within the cover of coniferous forest. As for the whole area, the overall accuracy of forest and non-forest was 95.76%, and the Kappa coefficient was 91.34%. Within the forest coverage, the overall accuracy of the coniferous forest and the broadleaf forest was 89.74%, and the Kappa coefficient was 79.26%. And within the coniferous forest, the overall accuracy of the eight types of coniferous forest was 91.59%, and its Kappa coefficient was 90.33%. The classification results indicated that topographic information is beneficial to the extraction of forest type information, and multi-temporal Sentinel-2 imagery has great potential to accurately identify forest type at regional level.","2153-7003","978-1-6654-0369-6","10.1109/IGARSS47720.2021.9554083","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9554083","multi-temporal;Sentinel-2;regional level;forest type","Earth;Cloud computing;Satellites;Geoscience and remote sensing;Forestry;Classification algorithms;Data mining","cloud computing;forestry;geophysical image processing;image classification;remote sensing;vegetation;vegetation mapping","Abies forest;Pinus densata forest;Picea forest;Pinus yunnanensis forest;Larix forest;Pinus armandi forest;Tsuga dumosa forest;coniferous forest;broadleaf forest;forest type information;multitemporal Sentinel-2 imagery;random forest algorithm;typical forest types;nonforest types;forest cover;broad-leaved forest","","1","","6","IEEE","12 Oct 2021","","","IEEE","IEEE Conferences"
"Classifying Dominant Tree Species Over a Large Mountainous Area Based On Multitemporal Sentinel-2 Data","P. Zheng; P. Fang; P. Liu; Q. Dai; J. Li","Faculty of Forestry, Southwest Forestry University, SWFU, Kunming, Yunnan; Faculty of Forestry, Southwest Forestry University, SWFU, Kunming, Yunnan; Institute of Big Data and Artificial Intelligence, Southwest Forestry University, SWFU, Kunming, Yunnan; Art and Design College, Southwest Forestry University, SWFU, Kunming, Yunnan; Faculty of Forestry, Southwest Forestry University, SWFU, Kunming, Yunnan","2021 IEEE 23rd Int Conf on High Performance Computing & Communications; 7th Int Conf on Data Science & Systems; 19th Int Conf on Smart City; 7th Int Conf on Dependability in Sensor, Cloud & Big Data Systems & Application (HPCC/DSS/SmartCity/DependSys)","30 May 2022","2021","","","1755","1760","Trees are vital to the quality of the urban ecological environment. It can improve the quality of air, absorb and reduce carbon dioxide and alleviate urban heat islands. Previous studies that employ multi-spectral imagery have already evaluated different classification algorithms to identify tree species. But often the researches were conducted on small areas and a single image scene. In this study, the study area (Diqing Tibetan Autonomous Prefecture) covered by 73.95% forests, of which approximately 18000 km2. Based on the GEE (Google Earth Engine) cloud computing platform, combined multi-temporal Sentinel-2 imagery with topography information, three machine learning classifiers, including Regression Tree, Random Forest, Gradient Boosting Decision Tree, were used to obtain nine tree species 10m meters of mapping products. An overall accuracy of 81.4% (a Cohen's kappa of 78.5%) was obtained for nine tree species classes. The addition of multi-temporal images improved the OA (over all accuracy) by 8.01%∼12.40%, and Kappa by 8.91%∼12.96%. After combining the terrain features, OA is improved by 9.39%∼14.72%, and Kappa by 10.95%∼18.19%. Obtaining high-quality cloud-free images is difficult for the cloudy and rainy southwest of China, so the composites of multi-temporal images and the combination of other morphoclimatic characteristics are of great significance for large-scale tree species classification.","","978-1-6654-9457-1","10.1109/HPCC-DSS-SmartCity-DependSys53884.2021.00258","National Natural Science Foundation of China(grant numbers:31860182,31860181,41961053,3216140376); ","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9781145","Tree species;Multi-temporal;Google Earth Engine;Machine Learning","Earth;Radio frequency;Cloud computing;Smart cities;Forestry;Surfaces;Thermal pollution","atmospheric temperature;cloud computing;decision trees;ecology;geophysical image processing;image classification;learning (artificial intelligence);regression analysis;remote sensing;terrain mapping;vegetation;vegetation mapping","dominant tree species;mountainous area;multitemporal sentinel-2 data;trees;urban ecological environment;carbon dioxide;urban heat islands;multispectral imagery;single image scene;Diqing Tibetan Autonomous Prefecture;Google Earth Engine;combined multitemporal Sentinel-2 imagery;classifiers;Regression Tree;Random Forest;Gradient Boosting Decision Tree;tree species classes;multitemporal images;Kappa;high-quality cloud-free images;large-scale tree species classification","","","","14","IEEE","30 May 2022","","","IEEE","IEEE Conferences"
"Mapping and Monitoring Urban Areas Using Sentinel 1 and Sentinel 2","M. I. Habibie; M. Dayuf Yusuf; N. Setyaningrum; T. A. Pianto; N. Nurdiansyah; M. L. Aziz","Center of Technology Region Resource Development (PTPSW), National and Research Innovation Agency, Indonesia (BRIN), Banten, Indonesia; Center of Technology Region Resource Development (PTPSW), National and Research Innovation Agency, Indonesia (BRIN), Banten, Indonesia; Center of Technology Region Resource Development (PTPSW), National and Research Innovation Agency, Indonesia (BRIN), Banten, Indonesia; Center of Technology Region Resource Development (PTPSW), National and Research Innovation Agency, Indonesia (BRIN), Banten, Indonesia; Center of Technology Region Resource Development (PTPSW), National and Research Innovation Agency, Indonesia (BRIN), Banten, Indonesia; Center of Technology Region Resource Development (PTPSW), National and Research Innovation Agency, Indonesia (BRIN), Banten, Indonesia","2021 IEEE Asia-Pacific Conference on Geoscience, Electronics and Remote Sensing Technology (AGERS)","29 Nov 2021","2021","","","125","129","City expansion is characterized by population increase and advancement in space requirements, which results in a city's inability to accommodate its people's activities, causing the development of urban regions to occur as a symptom of urban sprawl. The evolution occurring in Bandar Lampung, as well as other new core development in the suburbs, causes physical progress to occur in the urban zone, resulting in a symptom of urban sprawl. The Sentinel constellation can deliver high-quality free satellite imagery that allows for the estimation of characteristics related to urban structure. Multitemporal Sentinel 2 data and Synthetic aperture radar sentinel 1 data are frequently utilized to generate urban sprawl indexes. The normalized difference built-up index (NDBI) and normalized difference vegetation index (NDVI), both measures of an urban heat island effect, are effective for detecting changes in metropolitan environments. The research is to fuse multi-temporal and multi-resolution sentinel 2 data to build a new, creative strategy for better water management in urban catchments at the local scale and we propose a new methodology of fusing the sentinel 1 and sentinel 2 to visualize the urban areas.","","978-1-6654-2807-1","10.1109/AGERS53903.2021.9617263","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9617263","NDVI;NDBI;Sentinel 1;Sentinel 2;urban areas","Satellites;Urban areas;Sociology;Vegetation mapping;Indexes;Thermal pollution;Statistics","atmospheric temperature;geophysical image processing;land surface temperature;remote sensing;remote sensing by radar;synthetic aperture radar;terrain mapping;thermal pollution;town and country planning;vegetation;vegetation mapping","multiresolution sentinel 2 data;urban catchments;urban areas;city expansion;population increase;space requirements;people;urban regions;symptom;Bandar Lampung;core development;urban zone;Sentinel constellation;high-quality free satellite imagery;urban structure;Multitemporal Sentinel 2 data;Synthetic aperture radar sentinel 1 data;urban sprawl indexes;normalized difference vegetation index;urban heat island effect","","","","29","IEEE","29 Nov 2021","","","IEEE","IEEE Conferences"
"Evaluation of Xgboost and Lgbm Performance in Tree Species Classification with Sentinel-2 Data","H. Łoś; G. S. Mendes; D. Cordeiro; N. Grosso; H. Costa; P. Benevides; M. Caetano","Deimos Engenharia, Lisbon, Portugal; Deimos Engenharia, Lisbon, Portugal; Deimos Engenharia, Lisbon, Portugal; Deimos Engenharia, Lisbon, Portugal; NOVA Information Management School (NOVA IMS), Universidade Nova de Lisboa, Lisbon, Portugal; Direção Geral do Território, Lisbon, Portugal; NOVA Information Management School (NOVA IMS), Universidade Nova de Lisboa, Lisbon, Portugal","2021 IEEE International Geoscience and Remote Sensing Symposium IGARSS","12 Oct 2021","2021","","","5803","5806","Tree species classification with satellite data has become more and more popular since Sentinel-2 launch. We compared efficacy and effectiveness of Extreme Gradient Boosting (XGBoost) and Light Gradient Boosting Machine (LGBM) with widely used in remote sensing Random Forest (RF), Support Vector Machine (SVM) and K-Nearest Neighbour (KNN) algorithms. Analyses were performed over an area in Portugal with multi-temporal Sentinel-2 data registered in April, June, August and October 2018. The selected classes were: cork oak, holm oak, eucalyptus, other broadleaved, maritime pine, stone pine and other coniferous. Algorithm efficacy was measured through F1-score and accuracy while efficiency was measured through the median time needed for each fit. XGBoost and LGBM outperformed efficacy of other algorithms, which was already high (above 90% for the best variant of each algorithm). In terms of efficacy, LGBM overcame all algorithms, including XGBoost.","2153-7003","978-1-6654-0369-6","10.1109/IGARSS47720.2021.9553031","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9553031","Tree species classification;NextLand;Sentinel-2;XGBoost;LGBM;Random Forest;Support Vector Machine;K-Nearest Neighbours","Support vector machines;Radio frequency;Satellites;Support vector machine classification;Benchmark testing;Boosting;Time measurement","geophysical image processing;image classification;random forests;support vector machines;vegetation;vegetation mapping","xgboost;lgbm performance;tree species classification;satellite data;Sentinel-2 launch;Extreme Gradient Boosting;Light Gradient Boosting Machine;remote sensing Random Forest;multitemporal Sentinel-2 data;cork oak;holm oak;broadleaved pine;maritime pine;algorithm efficacy;K-Nearest Neighbour;Support Vector Machine;Portugal;F1-score;Tree Species Classification","","4","","15","IEEE","12 Oct 2021","","","IEEE","IEEE Conferences"
"Deforestation Mapping of Sundarbans Using Multi-Temporal Sentinel-2 Data & Transfer Learning","M. D. Islam; L. Di; M. R. Mia; M. S. Sithi","Center for Spatial Information Sciences & Systems, Fairfax, VA; Center for Spatial Information Sciences & Systems, Fairfax, VA; Urban & Rural Planning Discipline, Khulna University, Khulna, Bangladesh; Urban & Rural Planning Discipline, Khulna University, Khulna, Bangladesh","2022 10th International Conference on Agro-geoinformatics (Agro-Geoinformatics)","23 Aug 2022","2022","","","1","4","Sundarbans, a UNESCO World Heritage site, is the world's largest mangrove forest covers an area of about 3,900 sq. mi, of which forests in Bangladesh extend over 2,323 sq. mi and in India, they extend over 1,640 sq. mi. The Sundarbans is called the shelter of Bangladesh as it protects southern coastal regions from natural disasters such as Cyclones, and typhoons. However, the mighty Sundarbans are dying because of climate changes, excessive human activities and the overwhelming consumption of natural forest resources. The primary objective of this study is to classify and detect deforested areas due to natural and anthropogenic causes. This study used Sentinel 2A Imageries of year 2016 & 2022 to detect forest cover changes in between the time period. In this study, the transfer learning method was applied to classify deforested areas. The transfer learning method uses the knowledge of a pre-trained model to build the new model. The UNet was the base model where weight from the pre-trained ResNet34 model trained on the ImageNet dataset (https://www.image-net.org/) was used as the backend. The dataset was divided into two sets where 80% of data was used in training and 20% was used for model validation. Average training and validation accuracy for both 2016 and 2022 data were close to 98%. The predicted images and ground truth data were similar and the model captured rivers, deforested areas, and vegetation approximately. We found that there were 1426.71 sq. mi of forest covers in the year-2016 which reduced to 1394.26 sq. mi in 2022 (3.5% of total area). This study also found interesting information about natural reforestation. We found that between 2016–2022, 56.89 sq. mi of forest cover was deforested whereas 24.44 sq. mi of deforested land cover was converted back into forest cover. The outcome of this study can guide the policy makers to identify areas where rapid deforestation is happing and can help to implement policies to protect those areas.","","978-1-6654-7078-0","10.1109/Agro-Geoinformatics55649.2022.9858968","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9858968","Deforestation Mapping;Sundarbans;Forest;Machine Learning Learning;Transfer Learning","Climate change;Tropical cyclones;Transfer learning;Vegetation mapping;Sea measurements;Forestry;Predictive models","forestry;geophysical image processing;image classification;land cover;learning (artificial intelligence);remote sensing;rivers;terrain mapping;vegetation;vegetation mapping","deforestation mapping;multitemporal Sentinel-2 data & transfer learning;UNESCO World Heritage site;mi;Bangladesh;southern coastal regions;natural disasters;mighty Sundarbans;natural forest resources;deforested areas;natural causes;anthropogenic causes;Sentinel 2A;forest cover changes;transfer learning method;pre-trained ResNet34 model;model validation;average training;ground truth data;natural reforestation;deforested land cover;rapid deforestation;wavelength 2.0 A","","","","8","IEEE","23 Aug 2022","","","IEEE","IEEE Conferences"
