"Document Title",Authors,"Author Affiliations","Publication Title",Date Added To Xplore,"Publication Year","Volume","Issue","Start Page","End Page","Abstract","ISSN",ISBNs,"DOI",Funding Information,PDF Link,"Author Keywords","IEEE Terms","INSPEC Controlled Terms","INSPEC Non-Controlled Terms","Mesh_Terms",Article Citation Count,Patent Citation Count,"Reference Count","License",Online Date,Issue Date,"Meeting Date","Publisher",Document Identifier
"Monitoring Mangrove Changes in Tongming Bay of China Using Multi-Temporal Satellite Remote Sensing Imagery","T. Zhang; Y. He; Y. Gan; R. Zhang; S. You","Land Satellite Remote Sensing Application Center, Ministry of Natural Resources, Beijing, China; Land Satellite Remote Sensing Application Center, Ministry of Natural Resources, Beijing, China; Land Satellite Remote Sensing Application Center, Ministry of Natural Resources, Beijing, China; Land Satellite Remote Sensing Application Center, Ministry of Natural Resources, Beijing, China; Land Satellite Remote Sensing Application Center, Ministry of Natural Resources, Beijing, China","IGARSS 2020 - 2020 IEEE International Geoscience and Remote Sensing Symposium","17 Feb 2021","2020","","","6658","6661","Mangroves provide a variety of irreplaceable functions such as coastline protection, bay improvement, water purification and wetland diversity protection. However, mangroves are fragile ecosystems and are affected by human activities and climate change. Long-term monitoring on mangroves is of great significance. This paper selected Tongming Bay located in southern China coast as a study case because of its high variation of mangrove extent. Satellite remote sensing images from 1978 to 2018 were used for mangrove extent interpretation, and to obtain the distribution, changes, and main driving factors of changes in the Tongming Bay area in the past 40 years. The results showed that the area of mangrove extent in Tongming Bay continued to shrink from 1978 to 2013, and the area gradually increased after 2013. The main driving factor for the reduction of mangroves was the artificial aquaculture occupation of mangrove habitats, and mangrove area growth was mainly caused by artificial planting. The results of this study can provide references for local government on mangrove management and ecological restoration.","2153-7003","978-1-7281-6374-1","10.1109/IGARSS39084.2020.9324084","The National Key Research and Development Program of China(grant numbers:2016YFB0501403); ","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9324084","Mangroves;Tongming Bay;Satellite remote sensing;Image interpretation","Remote sensing;Forestry;Earth;Artificial satellites;Aquaculture;Satellites;Monitoring;Climate change","aquaculture;geophysical image processing;remote sensing;vegetation","multitemporal satellite remote sensing imagery;coastline protection;bay improvement;climate change;southern China coast;satellite remote sensing images;mangrove area growth;mangrove management;wetland diversity protection;water purification;AD 1978 to 2018;Tongming Bay;ecological restoration;artificial planting","","1","","10","IEEE","17 Feb 2021","","","IEEE","IEEE Conferences"
"A domain-transfer support vector machine for multi-temporal remote sensing imagery classification","Y. Guo; X. Jia; D. Paull","School of Engineering and Information Technology, The University of New South Wales, Canberra, Australia; School of Engineering and Information Technology, The University of New South Wales, Canberra, Australia; School of Physical, Environmental and Mathematical Sciences, The University of New South Wales, Canberra, Australia","2017 IEEE International Geoscience and Remote Sensing Symposium (IGARSS)","4 Dec 2017","2017","","","2215","2218","Multi-temporal remote sensing imagery has become widely available, which opens up an opportunity to improve the efficiency of supervised classification techniques. While a classifier trained from a previous image (source domain) cannot be directly applied to the current image (target domain) because of changes in imaging conditions and dynamics of land surface spectral properties, domain transfer techniques have been introduced in recent years to remove the need for a complete retraining of the current image data. This approach is further developed in the present study, and a domain transfer algorithm named Temporal-Adaptive Support Vector Machine (TASVM) is proposed. The algorithm enables the adaptation of a classifier trained with the source-domain image to the classification of the target-domain image where class data have a different distribution. The adaptation process is allowed to be conducted at the classifier-level where the source classifiers can be transferred without re-accessing the source domain raw data. Experimental analysis showed that the proposed algorithm generated stable results, especially under the circumstances where satisfactory results were hard to achieve with traditional algorithms.","2153-7003","978-1-5090-4951-6","10.1109/IGARSS.2017.8127428","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=8127428","Domain adaptation;knowledge transfer;support vector machines;multi-temporal imagery;remote sensing classification","Support vector machines;Remote sensing;Algorithm design and analysis;Australia;Standards;Linear programming;Optimization","geophysical image processing;image classification;remote sensing;support vector machines","adaptation process;classifier-level;source classifiers;source domain raw data;domain-transfer support vector machine;multitemporal remote sensing imagery classification;supervised classification techniques;previous image;target domain;land surface spectral properties;domain transfer techniques;current image data;domain transfer algorithm;Temporal-Adaptive Support Vector Machine;source-domain image;target-domain image;class data;imaging conditions;imaging dynamics;classifier adaptation;traditional algorithms","","7","","8","IEEE","4 Dec 2017","","","IEEE","IEEE Conferences"
"Evaluation of Ecological Environmental Quality based on Multi-Temporal Remote Sensing Data","J. Li; K. Tan; D. Ou; Y. Chen; K. Xu; J. Ding","Key Laboratory for Land Environment and Disaster Monitoring of NASG, China University of Mining and Technology, Xuzhou, China; Key Laboratory of Geographic Information Science (Ministry of Education, East China Normal University, Shanghai, China (K.T.); Key Laboratory for Land Environment and Disaster Monitoring of NASG, China University of Mining and Technology, Xuzhou, China; Key Laboratory for Land Environment and Disaster Monitoring of NASG, China University of Mining and Technology, Xuzhou, China; MEIHANG Remote Sensing Information Co.,Ltd, Xi'an, China; The Second Surveying and Mapping Institute of Hebei, Shijiazhuang, China","2019 10th International Workshop on the Analysis of Multitemporal Remote Sensing Images (MultiTemp)","14 Oct 2019","2019","","","1","4","The quality of ecological environment is closely related to human life and the method of the evaluating the ecological environmental quality is the main factors for the accuracy of the models. We proposed a novel Ecological Environmental Quality Evaluation (EEQE) model which is constructed by combining the Decision Making Trial and Evaluation Laboratory (DEMATEL) and the Principal Component Analysis method (PCA) etc. The natural factors, meteorological factors, topographical factors and anthropogenic activities factors are also considered in the EEQE model which can be utilized to effectively assess the quality of the ecological environment. The results showed that the ecological environmental quality of five cities with good level and excellent level is most about 80%. Besides, we also analyzed the correlations between ecological environmental quality and the impact factors. The results indicate that the dominant factors of the ecological environment quality in Huai'an, Lianyungang, Suqian, Xuzhou and Yancheng are precipitation, land surface temperature, net primary productivity, wetness and slope respectively.","","978-1-7281-4615-7","10.1109/Multi-Temp.2019.8866932","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=8866932","ecological environmental quality evaluation;DEMATEL;PCA;multi-temporal remote sensing;impact factors","Urban areas;Biological system modeling;Remote sensing;Analytical models;Correlation;Surface topography;Data models","decision making;ecology;environmental factors;land surface temperature;principal component analysis;remote sensing","novel Ecological Environmental Quality Evaluation model;ecological environment quality","","","","7","IEEE","14 Oct 2019","","","IEEE","IEEE Conferences"
"Improvememt of multi-temporal vegetation modeling using hybrid deep neural networks of multispectral remote sensing images","K. Bakhti; K. Djerriri; M. El Amin Arabi; S. Chaib; M. Sofiane Karoui","Centre des Techniques Spatiales, Arzew, Algeria; Centre des Techniques Spatiales, Arzew, Algeria; Centre des Techniques Spatiales, Arzew, Algeria; Centre des Techniques Spatiales, Arzew, Algeria; Centre des Techniques Spatiales, Arzew, Algeria","IGARSS 2019 - 2019 IEEE International Geoscience and Remote Sensing Symposium","6 Jan 2020","2019","","","1","4","Land cover classification is one of the most important research fields in the remote sensing community. With the rapid growth of remote sensing sensors, it has received much attention in the last years, and rich temporal, spectral and spatial information were generated. Existing land cover classification approaches can be categorized into single time and multi-temporal observations processing techniques. Due to changes of reflective features over time, multi-temporal land cover classification approaches may be hard to be implemented. In these investigations, a new hybrid neural networks model is proposed to tackle such issues, and in particular, for easily multi-temporal vegetation mapping and monitoring. The proposed model combines convolutional and recurrent neural networks to capture local features and long-term dependencies of multi-temporal remote sensing images. This combination is expected to extract useful features for their automatically classification. The proposed model is applied to multi-temporal publicly available Sentinel-2A datasets with vegetation as the main theme, and obtained experimental results are evaluated with established criteria.","2153-7003","978-1-5386-9154-0","10.1109/IGARSS40859.2019.8948702","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=8948702","Multi-temporal multispectral data;land cover classification;vegetation modeling;deep learning;recurrent neural network;convolutional neural network;long-short term memory","Remote sensing;Vegetation mapping;Feature extraction;Deep learning;Convolutional neural networks;Information filtering","convolutional neural nets;feature extraction;geophysical image processing;image classification;land cover;recurrent neural nets;vegetation;vegetation mapping","multitemporal vegetation modeling;hybrid deep neural networks;multispectral remote sensing images;remote sensing community;remote sensing sensors;spectral information;multitemporal observations;reflective features;multitemporal land cover classification;hybrid neural networks model;multitemporal remote sensing images;automatically classification;Sentinel-2A;convolutional and recurrent neural networks","","4","","","IEEE","6 Jan 2020","","","IEEE","IEEE Conferences"
"Research of Cloud Detection Based on Multi-Temporal Thermal Infrared Data","J. Wang; J. Qi; Y. Liu; G. Wang; T. Zhang","Land Satellite Remote Sensing Application Center of The Ministry of Natural Resources, China; Land Satellite Remote Sensing Application Center of The Ministry of Natural Resources, China; Land Satellite Remote Sensing Application Center of The Ministry of Natural Resources, China; China University of Mining and Technology, Xuzhou, China; Land Satellite Remote Sensing Application Center of The Ministry of Natural Resources, China","IGARSS 2020 - 2020 IEEE International Geoscience and Remote Sensing Symposium","17 Feb 2021","2020","","","5399","5402","Cloud detection is one of the most important tasks and key technologies during remote sensing image processing. This paper presented a cloud detection method based on multitemporal thermal infrared data. Compared with traditional methods, this method could not only provide a better discrimination of cloud-free and cloud-cover pixels, but also have the anti-interference ability for snow. Landsat8 data around Beijing and Hotan district were selected for checking the accuracy of this method. The validation results showed that this method could extract cloud boundary accurately, and had a good extraction effect for thin clouds. Most important of all, it could accurately distinguish cloud pixels from snow cover. Whether in flat areas or mountain areas, for thick clouds or scattered thin clouds, the overall accuracy of this method could be always kept above 95%. This showed that the proposed method would have a very broad application prospect in cloud detection of remote sensing images.","2153-7003","978-1-7281-6374-1","10.1109/IGARSS39084.2020.9323876","National Natural Science Foundation of China(grant numbers:41801287); ","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9323876","Cloud detection;Multi-temporal;thermal infrared;Landsat8","Clouds;Remote sensing;Earth;Artificial satellites;Snow;Absorption;Histograms","clouds;geophysical image processing;remote sensing;snow","multitemporal thermal infrared data;remote sensing image processing;cloud detection method;cloud-free pixel;cloud-cover pixels;Landsat 8 data;cloud boundary;snow;Beijing;Hotan district;China","","","","10","IEEE","17 Feb 2021","","","IEEE","IEEE Conferences"
"Change Cross-Detection Based on Label Improvements and Multi-Model Fusion for Multi-Temporal Remote Sensing Images","Z. Li; F. Lu; H. Zhang; G. Yang; L. Zhang","State Key Laboratory of Information Engineering in Surveying, Mapping and Remote Sensing, Wuhan University, Wuhan, P.R. China; State Key Laboratory of Information Engineering in Surveying, Mapping and Remote Sensing, Wuhan University, Wuhan, P.R. China; State Key Laboratory of Information Engineering in Surveying, Mapping and Remote Sensing, Wuhan University, Wuhan, P.R. China; School of Electronic Information, Wuhan University, Wuhan, P.R. China; State Key Laboratory of Information Engineering in Surveying, Mapping and Remote Sensing, Wuhan University, Wuhan, P.R. China","2021 IEEE International Geoscience and Remote Sensing Symposium IGARSS","12 Oct 2021","2021","","","2054","2057","Change detection is a geospatial application for social good whose development is restricted by a slow-growing labeling technology and outdated classification labels for remotely sensed images. In this paper, a change cross-detection method based on label improvements and multi-model fusion is proposed for Multi-temporal Semantic change Detection (MSD) with weak, noisy, and low-resolution labels. For unmatched labels, a Siamese Skip_FCN network is proposed to generate preliminary labels at high-resolution. Subsequently, a multi-model fusion method is introduced to perform accurate and stable land cover classification. In addition, a cross-detection structure is used to generate high precision change maps and a post-processing step further improves the final results. In the track MSD of the 2021 Data Fusion Contest (DFC21-MSD), the proposed method achieved a mean intersection over union (mIoU) of 70.25% in phase 1 and 67.72% in phase 2, ranking first in both phases [1].","2153-7003","978-1-6654-0369-6","10.1109/IGARSS47720.2021.9553120","National Natural Science Foundation of China(grant numbers:42071322); Natural Science Foundation of Hubei Province(grant numbers:2020CFA053); Natural Science Foundation of Qinghai Province(grant numbers:2020-ZJ-927); ","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9553120","Change detection;models fusion;Multi-resolution;pseudo labels","Semantics;Data integration;Geospatial analysis;Noise measurement;Labeling;Remote sensing","geophysical image processing;image classification;image fusion;image resolution;land cover;object detection;remote sensing;terrain mapping","multitemporal semantic change detection;Siamese Skip-FCN network;stable land cover classification;accurate land cover classification;multimodel fusion method;unmatched labels;low-resolution labels;change cross-detection method;remotely sensed images;outdated classification labels;labeling technology;geospatial application;multitemporal remote sensing;data fusion contest;high precision change maps;cross-detection structure","","3","","7","IEEE","12 Oct 2021","","","IEEE","IEEE Conferences"
"A Multi-Temporal Convolutional Autoencoder Neural Network for Cloud Removal in Remote Sensing Images","W. Sintarasirikulchai; T. Kasetkasem; T. Isshiki; T. Chanwimaluang; P. Rakwatin","Department of Electrical Engineering, Kasetsart University, Bangkok, Thailand; Department of Electrical Engineering, Kasetsart University, Bangkok, Thailand; Department of Communication and Computer Engineering, Tokyo Institute of Technology, Tokyo, Japan; National Electronics and Computer Technology Center (NECTEC), Pathumthani, Thailand; Digital Economy Agency, Bangkok, Thailand","2018 15th International Conference on Electrical Engineering/Electronics, Computer, Telecommunications and Information Technology (ECTI-CON)","20 Jan 2019","2018","","","360","363","The uncontrollable weather conditions can cause a serious problem to remote sensing imaginary. One of the weather conditions is a resulting from cloud contamination. As a result, this paper proposed the use of the convolutional autoencoder neural networks to remove clouds from cloud-contaminated images by training on a multi-temporal remote sensing dataset. Here, the observations from different spectral bands are assumed to be independent since their spectral responses are usually nonoverlapped. From this assumption, each convolutional autoencoder neural networks are trained with the observation from only one spectral band. In our method, we have three convolutional autoencoder neural networks for red, green and blue spectral bands. The experiments were conducted on both synthesis and real dataset derived from the actual LANDSAT 8 images from the central part of Thailand where our algorithm has shown to have a superb performance.","","978-1-5386-3555-1","10.1109/ECTICon.2018.8620054","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=8620054","Cloud Removal;Multi-Temporal;Convolutional Autoencoder;Deep Learning;Remote Sensing;Image Restoration","Clouds;Neural networks;Satellites;Image reconstruction;Convolutional codes;Remote sensing;Earth","clouds;convolutional neural nets;geophysical image processing;image coding;image colour analysis;image restoration;remote sensing","cloud-contaminated images;multitemporal remote sensing dataset;blue spectral bands;multitemporal convolutional autoencoder neural network;cloud removal;red spectral bands;remote sensing images;green spectral bands;image restoration","","4","","9","IEEE","20 Jan 2019","","","IEEE","IEEE Conferences"
"Vehicle Detection and Tracking in Remote Sensing Satellite Vidio based on Dynamic Association","J. Zhang; X. Zhang; X. Tang; Z. Huang; L. Jiao","Key Laboratory of Intelligent Perception and Image Understanding of Ministry of Education, Xidian University, Xi'an, China; Key Laboratory of Intelligent Perception and Image Understanding of Ministry of Education, Xidian University, Xi'an, China; Key Laboratory of Intelligent Perception and Image Understanding of Ministry of Education, Xidian University, Xi'an, China; Key Laboratory of Intelligent Perception and Image Understanding of Ministry of Education, Xidian University, Xi'an, China; Key Laboratory of Intelligent Perception and Image Understanding of Ministry of Education, Xidian University, Xi'an, China","2019 10th International Workshop on the Analysis of Multitemporal Remote Sensing Images (MultiTemp)","14 Oct 2019","2019","","","1","4","Since remote sensing video satellites can continuously observe a certain target area and obtain multitemporal remote sensing images, it makes the surveillance of thousands of moving objects on the wide area possible. Vehicles are a kind of important and typical objects for remote sensing detection and tracking. In the paper, we propose an efficient method to detect and track vehicles in multi-temporal remote sensing images including two stages: Vehicle detection stage and tracking stage. In the vehicle detection stage, we use background subtraction and combine road prior information to improve accuracy and efficiency and reduce search space. In the tracking stage, we improve the traditional association matching method, which apply more dynamic association methods and more practical state judgment rule. In addition, we divide tracking objects into groups to further improve the accuracy. Our method is evaluated on remote sensing video dataset. According to experiment result, the proposed method can detect and tracking vehicle objects and correct the misdirected objects by the dynamic association structure. In the stable tracking stage, tracking quality is 96%. The experimental results show effectiveness and robustness of the proposed method in detection and tracking of vehicle objects from multi-temporal remote sensing images.","","978-1-7281-4615-7","10.1109/Multi-Temp.2019.8866890","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=8866890","multi-temporal remote sensing;vehicle detection;multiple moving object tracking","Remote sensing;Tracking;Trajectory;Roads;Vehicle detection;Kalman filters;Vehicle dynamics","geophysical image processing;image matching;object detection;remote sensing;target tracking;video signal processing","remote sensing detection;multitemporal remote sensing images;vehicle detection stage;remote sensing video dataset;vehicle objects;dynamic association structure;vehicle tracking;remote sensing video satellites;remote sensing satellite video;association matching method","","1","","15","Crown","14 Oct 2019","","","IEEE","IEEE Conferences"
"Regional-Scale Monitoring of Rice Flood Disaster Based on Multi-Temporal Remote Sensing Images","J. Sun; L. Yuan; Y. Dong; W. Guo; J. Wang; J. Liang; H. Cui; X. Song","School of Information Engineering and Art and Design, Zhejiang University of Water Resources and Electric Power, Hangzhou, China; School of Information Engineering and Art and Design, Zhejiang University of Water Resources and Electric Power, Hangzhou, China; Chinese Academy of Sciences, Institute of Remote Sensing and Digital Earth, Beijing, China; College of Information and Management Science, Henan Agricultural University, Zhengzhou, China; School of Information Engineering and Art and Design, Zhejiang University of Water Resources and Electric Power, Hangzhou, China; School of Information Engineering and Art and Design, Zhejiang University of Water Resources and Electric Power, Hangzhou, China; School of Information Engineering and Art and Design, Zhejiang University of Water Resources and Electric Power, Hangzhou, China; School of Information Engineering and Art and Design, Zhejiang University of Water Resources and Electric Power, Hangzhou, China","2018 7th International Conference on Agro-geoinformatics (Agro-geoinformatics)","30 Sep 2018","2018","","","1","4","Rice flood disaster causes wide range of damage in the rice production worldwide. To obtain the spatial distribution of damage area and access the damage severity, a fast and accurate loss assessment method is of great importance for effective administration. The objective of this study was to determine suitable spectral features for rice flood disaster detecting and to develop a mapping method at regional scale based on satellite remote sensing image data. Within a number of vegetation indices (VIs) that were examined for their sensitivity to the rice flood disaster, Normalized Difference Water Index (NDWI) and enhanced vegetation index (EVI) were identified as the optimal VIs for detecting rice flood disaster. Based on the two-date satellite images and multi-temporal analysis, a mapping method for monitoring the rice flood disaster at a regional scale were developed based on support vector machine (SVM) and maximum likelihood classifier (MLC). And the model that relies on SVM method significantly outperformed the MLC method, with the overall accuracy increased from 0.64 to 0.82. The successful application of this method in a typical rice flood disaster in Anhui Province, China demonstrated the feasibility of the method and showed its promising potential to be implemented in practice.","","978-1-5386-5038-7","10.1109/Agro-Geoinformatics.2018.8476147","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=8476147","Rice flood disaster;regional-scale;multi-temporal analysis;remote sensing","Floods;Remote sensing;Vegetation mapping;Monitoring;Support vector machines;Indexes;Agriculture","disasters;floods;vegetation mapping","mapping method;regional scale;typical rice flood disaster;rice production worldwide;rice flood disaster detecting;multitemporal remote sensing;satellite remote sensing image data;normalized difference water index;enhanced vegetation index;multitemporal analysis;support vector machine;maximum likelihood classifier;Anhui Province;China","","","","19","IEEE","30 Sep 2018","","","IEEE","IEEE Conferences"
"Feasibility analysis of airfield selection based on multi-temporal and multi-mission remote sensing data","J. Liu; X. Cui; Y. Tian; B. Sun; A. Markov; D. Lv; G. Hai; G. Qiao; T. Feng; R. Li","Center for Spatial Information Science and Sustainable Development Application, Tongji University, Shanghai, China; Polar Research Institute of China, Shanghai, China; Center for Spatial Information Science and Sustainable Development Application, Tongji University, Shanghai, China; Polar Research Institute of China, Shanghai, China; College of Construction Engineering, Polar Research Center Jilin University, Changchun, China; Center for Spatial Information Science and Sustainable Development Application, Tongji University, Shanghai, China; Center for Spatial Information Science and Sustainable Development Application, Tongji University, Shanghai, China; Center for Spatial Information Science and Sustainable Development Application, Tongji University, Shanghai, China; Center for Spatial Information Science and Sustainable Development Application, Tongji University, Shanghai, China; Center for Spatial Information Science and Sustainable Development Application, Tongji University, Shanghai, China","2019 10th International Workshop on the Analysis of Multitemporal Remote Sensing Images (MultiTemp)","14 Oct 2019","2019","","","1","4","As the polar region has attracted growing attention around the world, field expeditions to Antarctica have become increasingly frequent. To provide take-off and landing capabilities for the wheeled aircraft of Chinese Antarctic Research Expeditions (CHINAREs), we use multi-mission and multitemporal remote sensing data to analyse the feasibility of blue ice airfield selection near Zhongshan Station, East Antarctica, and recommended two top-ranked runway candidates. This airfield selection method may be applied to other areas of Antarctica as well as Greenland and Arctic regions.","","978-1-7281-4615-7","10.1109/Multi-Temp.2019.8866931","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=8866931","airfield;Antarctic;blue ice;multi-temporal","Ice;Antarctica;Remote sensing;Artificial satellites;Earth;Information science;Sustainable development","aerospace computing;airports;ice;remote sensing","Chinese Antarctic Research Expeditions;multitemporal remote sensing data;blue ice airfield selection;East Antarctica;airfield selection method;feasibility analysis;multimission remote sensing data;polar region;field expeditions;landing capabilities;wheeled aircraft","","","","17","IEEE","14 Oct 2019","","","IEEE","IEEE Conferences"
