"Authors","Author full names","Author(s) ID","Titles","Year","Source title","Volume","Issue","Art. No.","Page start","Page end","Page count","DOI","Cited by","Link","Abstract","Indexed Keywords","Author Keywords","Document Type","Publication Stage","Open Access","Source","EID"
"Shashi Kiran S.; Suresh K.V.","Shashi Kiran, S. (57208703021); Suresh, K.V. (57202055453)","57208703021; 57202055453","Challenges in Sparse Image Reconstruction","2021","International Journal of Image and Graphics","21","3","2150026","","","","10.1142/S0219467821500261","2","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85097913358&doi=10.1142%2fS0219467821500261&partnerID=40&md5=227ecef0ea8d50037a327645fa1b122e","Handling huge amount of data from different sources more so in the images is the latest challenge. One of the solutions to this is sparse representation. The idea of sparsity has been receiving much attention recently from many researchers in the areas such as satellite image processing, signal processing, medical image processing, microscopy image processing, pattern recognition, neuroscience, seismic imaging, etc. Many algorithms have been developed for various areas of sparse representation. The main objective of this paper is to provide a comprehensive study and highlight the challenges in the area of sparse representation which will be helpful for researchers. Also, the current challenges and opportunities of applying sparsity to image reconstruction, namely, image super-resolution, image denoising and image restoration are discussed. This survey on sparse representation categorizes the existing methods into three groups: dictionary learning approach, greedy strategy approximation approach and deep learning approach.  © 2021 World Scientific Publishing Company.","Deep learning; Image denoising; Medical imaging; Pattern recognition; Approximation approach; Dictionary learning; Greedy strategies; Image super resolutions; Learning approach; Microscopy images; Satellite image processing; Sparse representation; Image reconstruction","compressive sensing; denoising; restoration; Sparse representation; super-resolution","Article","Final","","Scopus","2-s2.0-85097913358"
"Shen H.; Qiu Z.; Yue L.; Zhang L.","Shen, Huanfeng (8359721100); Qiu, Zhonghang (57212385287); Yue, Linwei (56225521100); Zhang, Liangpei (8359720900)","8359721100; 57212385287; 56225521100; 8359720900","Deep-Learning-Based Super-Resolution of Video Satellite Imagery by the Coupling of Multiframe and Single-Frame Models","2022","IEEE Transactions on Geoscience and Remote Sensing","60","","","","","","10.1109/TGRS.2021.3121303","1","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85118256263&doi=10.1109%2fTGRS.2021.3121303&partnerID=40&md5=56ed4861cc8d7f4a9f0179075fa0d5b4","Image super-resolution (SR) is an effective solution to the limitation of the spatial resolution of video satellite images, which is caused by the degradation and compression in the imaging phase. For the processing of satellite videos, the commonly employed deep-learning-based single-frame SR (SFSR) framework has limited performance without using complementary information between the video frames. On the other side, the multiframe SR (MFSR) can utilize temporal subpixel information to super-resolve the high-resolution (HR) imagery. However, although deeper and wider deep learning network provides powerful feature representations for SR methods, it has always been a challenge to accurately reconstruct the boundaries of ground objects in video satellite images. In this article, to address these issues, we propose an edge-guided video SR (EGVSR) framework for video satellite image SR, which couples the MFSR model and the edge-SFSR (E-SFSR) model in a unified network. The EGVSR framework is composed of an MFSR branch and an edge branch. The MFSR branch is used to extract the complementary features from the consecutive video frames. Concurrently, the edge branch acts as an SFSR model to translate the edge maps from the low-resolution modality to the HR one. At the final SR stage, the DBFM is built to focus on the promising inner representations of the features of the two branches and fuse them. Extensive experiments on video satellite imagery show that the proposed EGVSR method can achieve superior performance compared to the representative deep-learning-based SR methods.  © 1980-2012 IEEE.","Deep learning; Edge detection; Image reconstruction; Image resolution; Remote sensing; Satellite imagery; Sols; Deep learning; Edge prior; Features extraction; Image edge detection; Images reconstruction; Remote-sensing; Spatial resolution; Superresolution; Video satellite; coupling; image resolution; satellite imagery; spatial resolution; Feature extraction","Deep learning; edge prior; super-resolution (SR); video satellite","Article","Final","All Open Access; Bronze Open Access","Scopus","2-s2.0-85118256263"
"Pineda F.; Ayma V.; Aduviri R.; Beltran C.","Pineda, Ferdinand (57216822078); Ayma, Victor (56566776600); Aduviri, Robert (57207467513); Beltran, Cesar (55602499700)","57216822078; 56566776600; 57207467513; 55602499700","Super Resolution Approach Using Generative Adversarial Network Models for Improving Satellite Image Resolution","2020","Communications in Computer and Information Science","1070 CCIS","","","291","298","7","10.1007/978-3-030-46140-9_27","1","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85084819739&doi=10.1007%2f978-3-030-46140-9_27&partnerID=40&md5=9fe165b60f94c8fbbadd58a0c7da0341","Recently, the number of satellite imaging sensors deployed in space has experienced a considerable increase, but most of these sensors provide low spatial resolution images, and only a small proportion contribute with images at higher resolutions. This work proposes an alternative to improve the spatial resolution of Landsat-8 images to the reference of Sentinel-2 images, by applying a Super Resolution (SR) approach based on the use of Generative Adversarial Network (GAN) models for image processing, as an alternative to traditional methods to achieve higher resolution images, hence, remote sensing applications could take advantage of this new information and improve its outcomes. We used two datasets to train and validate our approach, the first composed by images from the DIV2K open access dataset and the second by images from Sentinel-2 satellite. The experimental results are based on the comparison of the similarity between the Landsat-8 images obtained by the super resolution processing by our approach (for both datasets), against its corresponding reference from Sentinel-2 satellite image, computing the Peak Signal-to-Noise Ratio (PSNR) and the Structural Similarity (SSIM) as metrics for this purpose. In addition, we present a visual report in order to compare the performance of each trained model, analysis that shows interesting improvements of the resolution of Landsat-8 satellite images. © Springer Nature Switzerland AG 2020.","Big data; Image resolution; Information management; Optical resolving power; Remote sensing; Signal to noise ratio; Small satellites; Adversarial networks; Higher resolution images; Peak signal to noise ratio; Remote sensing applications; Satellite imaging; Spatial resolution; Spatial resolution images; Structural similarity; Image enhancement","Landsat-8; Sentinel-2; SR-GAN; Super Resolution","Conference paper","Final","","Scopus","2-s2.0-85084819739"
"Bandarupally H.; Talusani H.R.; Sridevi T.","Bandarupally, Harika (57220806688); Talusani, Harshitha Reddy (57220806555); Sridevi, T (36642662800)","57220806688; 57220806555; 36642662800","Detection of Military Targets from Satellite Images using Deep Convolutional Neural Networks","2020","2020 IEEE 5th International Conference on Computing Communication and Automation, ICCCA 2020","","","9250864","531","535","4","10.1109/ICCCA49541.2020.9250864","1","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85097653630&doi=10.1109%2fICCCA49541.2020.9250864&partnerID=40&md5=87b43f20c355e29af68fa579070c41c7","Due to the varying size, orientation, and background of images in the defense sector, it is a daunting task to discern and distinguish the military targets in them. Multitudes of solutions have been proposed in this arena, yet there is a significant need for much better and flawless outputs. In this chapter, we expound on a two-level solution-Edge Boxes and Convolutional Neural Network (CNN) for the detection of targets in satellite imagery, Super resolution of the image using Dense-skip-connections. In the first level, the military objects are detected from the satellite image using Edge Boxes. In satellite imagery, the edge data of targets contains very prominent and concise attributes. The traditionally engineered features such as Histogram of Oriented Gradients, Hough transform and Gabor feature do not work well for huge datasets. However, the Edge Boxes technique generates contours around the target objects and discards the remaining. The output of this level is fed to the second level, wherein, the proposed targets undergo image super resolution. The presented deep learning model tends to inherently learn an end-to-end mapping between images of lower resolution and higher resolution. This level can be portrayed as one which takes a low-resolution input image and constructs an up-sampled high-resolution image as the output. Unlike traditional methods (sparse coding based method, bicubic method) that handle each component separately, this method aims to optimize all the layers at once. Furthermore, for assuaging the vanishing gradient problem that is common to very deep networks, Dense-skip-connections are employed. These enable the building of shorter paths directly within multiple layers. Though the proposed model has a light weighted structure, it exhibits state-of-the-art restoration quality. © 2020 IEEE.","Convolution; Convolutional neural networks; Deep learning; Deep neural networks; Feature extraction; Hough transforms; Object detection; Optical resolving power; Satellite imagery; High resolution image; Higher resolution; Histogram of oriented gradients; Image super resolutions; Lower resolution; State of the art; Super resolution; Vanishing gradient; Military photography","Deep CNN; Dense-skipconnections; EdgeBoxes; Gabor feature; HOG; Hough transform; Super resolution of image","Conference paper","Final","","Scopus","2-s2.0-85097653630"
"Wang X.; Yi J.; Guo J.; Song Y.; Lyu J.; Xu J.; Yan W.; Zhao J.; Cai Q.; Min H.","Wang, Xuan (57206602416); Yi, Jinglei (57896639700); Guo, Jian (57547825000); Song, Yongchao (57744415600); Lyu, Jun (57219317602); Xu, Jindong (35176864300); Yan, Weiqing (55929241300); Zhao, Jindong (57964367300); Cai, Qing (57476388900); Min, Haigen (56654773400)","57206602416; 57896639700; 57547825000; 57744415600; 57219317602; 35176864300; 55929241300; 57964367300; 57476388900; 56654773400","A Review of Image Super-Resolution Approaches Based on Deep Learning and Applications in Remote Sensing","2022","Remote Sensing","14","21","5423","","","","10.3390/rs14215423","1","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85141844839&doi=10.3390%2frs14215423&partnerID=40&md5=300921e628739e7248e683000e8df55c","At present, with the advance of satellite image processing technology, remote sensing images are becoming more widely used in real scenes. However, due to the limitations of current remote sensing imaging technology and the influence of the external environment, the resolution of remote sensing images often struggles to meet application requirements. In order to obtain high-resolution remote sensing images, image super-resolution methods are gradually being applied to the recovery and reconstruction of remote sensing images. The use of image super-resolution methods can overcome the current limitations of remote sensing image acquisition systems and acquisition environments, solving the problems of poor-quality remote sensing images, blurred regions of interest, and the requirement for high-efficiency image reconstruction, a research topic that is of significant relevance to image processing. In recent years, there has been tremendous progress made in image super-resolution methods, driven by the continuous development of deep learning algorithms. In this paper, we provide a comprehensive overview and analysis of deep-learning-based image super-resolution methods. Specifically, we first introduce the research background and details of image super-resolution techniques. Second, we present some important works on remote sensing image super-resolution, such as training and testing datasets, image quality and model performance evaluation methods, model design principles, related applications, etc. Finally, we point out some existing problems and future directions in the field of remote sensing image super-resolution. © 2022 by the authors.","Deep learning; Design; Image quality; Image reconstruction; Learning algorithms; Learning systems; Optical resolving power; Quality control; 'current; Deep learning; Evaluation methods; Image processing technology; Image super resolutions; Modeling designs; Remote sensing images; Remote-sensing; Satellite image processing; Superresolution methods; Remote sensing","deep learning; evaluation methods; image super-resolution; model design; remote sensing","Article","Final","All Open Access; Gold Open Access","Scopus","2-s2.0-85141844839"
"Han S.; Han J.; Choi Y.; Lee S.; Kim M.; Lee S.","Han, S. (37101680300); Han, J. (57398250500); Choi, Y. (57215967828); Lee, S. (55517126500); Kim, M. (56465173000); Lee, S. (54398799900)","37101680300; 57398250500; 57215967828; 55517126500; 56465173000; 54398799900","DEVELOPMENT OF A MULTI-DIMENSIONAL ARRAY DATABASE BASED MASSIVE SATELLITE INFORMATION PROCESSING AND ANALYSIS SYSTEM: KIWI-SAT","2022","International Archives of the Photogrammetry, Remote Sensing and Spatial Information Sciences - ISPRS Archives","48","4/W1-2022","","181","186","5","10.5194/isprs-archives-XLVIII-4-W1-2022-181-2022","0","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85137174672&doi=10.5194%2fisprs-archives-XLVIII-4-W1-2022-181-2022&partnerID=40&md5=5c2f0463ff34a8e0fb725f7e7953a112","Information and communication technology (ICT) is mainly applied to finance, telecommunications, and public sectors. However, since the early 2010s, there have been efforts to apply ICT to various fields such as aerospace, life science, energy, and automobiles. Recently, artificial intelligence and big data technologies have also been applied in the aerospace field, among others. In the field of aerospace, earth observation attracts the most interest. One reason earth observation attracts such interest is that the availability of a satellite constellation allows more frequent observations of objects of interest. Another reason is the improvement of technologies that can process massive satellite images such as data cubes for urban change detection, disaster monitoring, and traffic analysis. When performing earth observation using satellite images, it is necessary to process a large amount of satellite information in real-time and analyze satellite images with artificial intelligence. Such research is continuing in various ways. The field of interest in this study is the processing technology for storing and retrieving large volumes of satellite images. Rasdaman and SciDB were two available open-source software applications. In this paper, KIWI-Sat, which processes and analyzes a large amount of satellite imagery, mainly described and also show two KIWI-Sat demos with AI algorithms that are developed for Korean satellite images in KARI, one is super resolution algorithm of K3 and the other is water segmentation algorithm of K5, SAR satellite image. © Copyright:","Application programs; Artificial intelligence; Big data; Image analysis; Image enhancement; Image segmentation; Observatories; Open systems; Radar imaging; Satellite imagery; Synthetic aperture radar; AI analyse; Array database; Earth observations; Information and Communication Technologies; KIWI-sit; KOMPSAT-3/5; Large amounts; Rasdaman; Satellite images; Satellite information; Open source software","AI analysis; Array Database; Big data; KIWI-Sat; KOMPSAT-3/5; Rasdaman; SAR","Conference paper","Final","All Open Access; Gold Open Access","Scopus","2-s2.0-85137174672"
"Amala Dhason H.G.C.; Muthaia I.; Sakthivel S.P.; Shanmugam S.","Amala Dhason, Heltin Genitha Cyril (56419984000); Muthaia, Indhumathi (57216844565); Sakthivel, Shanmuga Priyaa (57508446000); Shanmugam, Sanjeevi (6507719504)","56419984000; 57216844565; 57508446000; 6507719504","Super-resolution mapping of hyperspectral satellite images using hybrid genetic algorithm","2020","IET Image Processing","14","7","","1281","1290","9","10.1049/iet-ipr.2018.5108","5","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85084959481&doi=10.1049%2fiet-ipr.2018.5108&partnerID=40&md5=676342bc16df0c59659f06bdabb19c8a","To assess the rate of sedimentation and the consequent reduction in the storage capacity, periodical capacity surveys of multi-purpose reservoirs is essential. Hydrographic surveys and acoustic surveys are time-consuming and expensive. The limited availability and high cost of the high-resolution images require a different methodology to accurately estimate the water-spread area of the reservoir. In this study, 30 m resolution hyperspectral image (hyperion) and multi-spectral image (The Earth Observing One (EO-1) advanced land imager) are used to estimate the water-spread area of the Peechi Reservoir, South India. A hybrid genetic algorithm (GA)-based super-resolution mapping approach is developed and demonstrated, which incorporates the multi-objective GA and Hopfield neural network (HNN). The hybrid GA-based super-resolution mapping approach gives a global optimum solution in half of the original computation time. Furthermore, mapping approach gives an error of 6.38% for the multi-spectral image and a lesser error of 3.86% for the hyperspectral image, while the HNN-based super-resolution mapping approach gives an error of 8.23% for the multi-spectral image and 5.71% for the hyperspectral image. Thus, in this work, an efficient technique based on hybrid GA is presented, which is a useful tool for accurate mapping of water bodies at the sub-pixel scale using hyperspectral imagery. © The Institution of Engineering and Technology 2019.","Errors; Hopfield neural networks; Hydrographic surveys; Optical resolving power; Photomapping; Reservoirs (water); Spectroscopy; Advanced land imagers; Global optimum solutions; High resolution image; Hopfield neural networks (HNN); Hybrid genetic algorithms; Hyper-spectral imageries; Hyperspectral satellite; Super-resolution mappings; Genetic algorithms","","Article","Final","All Open Access; Bronze Open Access","Scopus","2-s2.0-85084959481"
"Wang Y.; Bashir S.M.A.; Khan M.; Ullah Q.; Wang R.; Song Y.; Guo Z.; Niu Y.","Wang, Yi (12763268500); Bashir, Syed Muhammad Arsalan (56385198200); Khan, Mahrukh (57197808732); Ullah, Qudrat (57212812840); Wang, Rui (57226734727); Song, Yilin (57339519000); Guo, Zhe (36026786800); Niu, Yilong (18234173100)","12763268500; 56385198200; 57197808732; 57212812840; 57226734727; 57339519000; 36026786800; 18234173100","Remote sensing image super-resolution and object detection: Benchmark and state of the art","2022","Expert Systems with Applications","197","","116793","","","","10.1016/j.eswa.2022.116793","15","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85125859223&doi=10.1016%2fj.eswa.2022.116793&partnerID=40&md5=151a05325bb6827420a29e481c57df4f","For the past two decades, there have been significant efforts to develop methods for object detection in Remote Sensing (RS) images. In most cases, the datasets for small object detection in remote sensing images are inadequate. Many researchers used scene classification datasets for object detection, which has its limitations; for example, the large-sized objects outnumber the small objects in object categories. Thus, they lack diversity; this further affects the detection performance of small object detectors in RS images. This paper reviews current datasets and object detection methods (deep learning-based) for remote sensing images. We also propose a large-scale, publicly available benchmark Remote Sensing Super-resolution Object Detection (RSSOD) dataset. The RSSOD dataset consists of 1,759 hand-annotated images with 22,091 instances of very high-resolution (VHR) images with a spatial resolution of ∼ 0.05 m. There are five classes with varying frequencies of labels per class; the images are annotated in You Only Look Once (YOLO) and Common Objects in Context (COCO) format. The image patches are extracted from satellite images, including real image distortions such as tangential scale distortion and skew distortion. The proposed RSSOD dataset will help researchers benchmark the state-of-the-art object detection methods across various classes, especially for small objects using image super-resolution. We also propose a novel Multi-class Cyclic super-resolution Generative adversarial network with Residual feature aggregation (MCGR) and auxiliary YOLOv5 detector to benchmark image super-resolution-based object detection and compare with the existing state-of-the-art methods based on image super-resolution (SR). The proposed MCGR achieved state-of-the-art performance for image SR with an improvement of 1.2 dB in peak signal-to-noise ratio (PSNR) compared to the current state-of-the-art non-local sparse network (NLSN). MCGR achieved best object detection mean average precisions (mAPs) of 0.758, 0.881, 0.841, and 0.983, respectively, for five-class, four-class, two-class, and single classes, respectively surpassing the performance of the state-of-the-art object detectors YOLOv5, EfficientDet, Faster RCNN, SSD, and RetinaNet. © 2022 Elsevier Ltd","Benchmarking; Classification (of information); Deep learning; Generative adversarial networks; Image enhancement; Image resolution; Image segmentation; Large dataset; Object recognition; Remote sensing; Signal to noise ratio; Deep learning object detection; Image super resolutions; MCGR; Multiclass GAN; Object detection in remote sensing; Remote sensing benchmark; Remote sensing images; Remote-sensing; Small object detection; Object detection","Deep learning object detection; MCGR; multiclass GAN; Object detection in remote sensing; Remote sensing benchmark; Small object detection","Article","Final","All Open Access; Green Open Access","Scopus","2-s2.0-85125859223"
"Razzak M.T.; Mateo-García G.; Lecuyer G.; Gómez-Chova L.; Gal Y.; Kalaitzis F.","Razzak, Muhammed T. (57226329712); Mateo-García, Gonzalo (57192947904); Lecuyer, Gurvan (57214899061); Gómez-Chova, Luis (6603354695); Gal, Yarin (56462312200); Kalaitzis, Freddie (57221042086)","57226329712; 57192947904; 57214899061; 6603354695; 56462312200; 57221042086","Multi-spectral multi-image super-resolution of Sentinel-2 with radiometric consistency losses and its effect on building delineation","2023","ISPRS Journal of Photogrammetry and Remote Sensing","195","","","1","13","12","10.1016/j.isprsjprs.2022.10.019","0","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85141808181&doi=10.1016%2fj.isprsjprs.2022.10.019&partnerID=40&md5=b9410798943473dfb4eb384dbe9fbbea","High resolution remote sensing imagery is used in a broad range of tasks, including detection and classification of objects. High-resolution imagery is however expensive to obtain, while lower resolution imagery is often freely available and can be used for a range of social good applications. To that end, we curate a multi-spectral multi-image dataset for super-resolution of satellite images. We use PlanetScope imagery from the SpaceNet-7 challenge as the high resolution reference and multiple Sentinel-2 revisits of the same location as the low-resolution imagery. We present the first results of applying multi-image super-resolution (MISR) to multi-spectral remote sensing imagery. We, additionally, introduce a radiometric-consistency module into the MISR model to preserve the high radiometric resolution and quality of the Sentinel-2 sensor. We show that MISR is superior to single-image super-resolution (SISR) and other baselines on a range of image fidelity metrics. Furthermore, we present the first assessment of the utility of multi-image super-resolution on a semantic and instance segmentation – common remote sensing tasks – showing that utilizing multiple images results in better performance in these downstream tasks, but MISR pre-processing is non-essential. © 2022 The Author(s)","Image segmentation; Object detection; Optical resolving power; Radiometry; Semantics; Building detection; Image super resolutions; Low-resolution imagery; Multi-image super-resolution; Multi-images; Multi-spectral; Radiometrics; Segmentation; Sentinel 2; Superresolution; detection method; image resolution; MISR; remote sensing; satellite data; satellite imagery; segmentation; Sentinel; Remote sensing","Building detection; Multi-image super-resolution; Segmentation; Sentinel 2; Super-resolution","Article","Final","All Open Access; Green Open Access; Hybrid Gold Open Access","Scopus","2-s2.0-85141808181"
"","","","24th ISPRS Congress, Commission I","2020","ISPRS Annals of the Photogrammetry, Remote Sensing and Spatial Information Sciences","5","1","","","","2619","","0","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85091106228&partnerID=40&md5=8497988fb8031bca7b1ac8b91026a140","The proceedings contain 342 papers. The topics discussed include: learning super-resolution for sentinel-2 images with real ground truth data from a reference satellite; combined patch-wise minimal-maximal pixels regularization for deblurring; urban material classification using spectral and textural features retrieved from autoencoders; a worldwide 3D GCP database inherited from 20 years of massive multi-satellite observations; deep learning based feature matching and its application in image orientation; a novel RPC bias model for improving the positioning accuracy of satellite images; land salinization dynamics based on feature space combinations from landsat image in Tongyu County, Northeast China; a new index for identifying water body from sentinel-2 satellite remote sensing imagery; land cover classification using convolutional neural network with remote sensing data and digital surface model; assessing resilience of infrastructures towards exogenous events by using PS-INSAR-based surface motion estimates and machine learning regression techniques; region-based fuzzy clustering image segmentation algorithm with Kullback-Leibler distance; experiences from the project course in geoinformatics; and refugees stories told by maps: a challenge for students in a scientific Olympiad.","","","Conference review","Final","","Scopus","2-s2.0-85091106228"
