"Authors","Author full names","Author(s) ID","Titles","Year","Source title","Volume","Issue","Art. No.","Page start","Page end","Page count","DOI","Cited by","Link","Abstract","Indexed Keywords","Author Keywords","Document Type","Publication Stage","Open Access","Source","EID"
"Yang Y.; Rogers B.M.; Fiske G.; Watts J.; Potter S.; Windholz T.; Mullen A.; Nitze I.; Natali S.M.","Yang, Yili (58099209000); Rogers, Brendan M. (57451818300); Fiske, Greg (8882733900); Watts, Jennifer (28368009200); Potter, Stefano (57210604915); Windholz, Tiffany (57221306445); Mullen, Andrew (58099325300); Nitze, Ingmar (56224472600); Natali, Susan M. (58099131200)","58099209000; 57451818300; 8882733900; 28368009200; 57210604915; 57221306445; 58099325300; 56224472600; 58099131200","Mapping retrogressive thaw slumps using deep neural networks","2023","Remote Sensing of Environment","288","","113495","","","","10.1016/j.rse.2023.113495","0","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85147843218&doi=10.1016%2fj.rse.2023.113495&partnerID=40&md5=ae349e41151cd292accf36f33c746b7a","Retrogressive thaw slumps (RTS) are thermokarst features in ice-rich hillslope permafrost terrain, and their occurrence in the warming Arctic is increasingly frequent and has caused dynamic changes to the landscape. RTS can significantly impact permafrost stability and generate substantial carbon emissions. Understanding the spatial and temporal distribution of RTS is a critical step to understanding and modelling greenhouse gas emissions from permafrost thaw. Mapping RTS using conventional Earth observation approaches is challenging due to the highly dynamic nature and often small scale of RTS in the Arctic. In this study, we trained deep neural network models to map RTS across several landscapes in Siberia and Canada. Convolutional neural networks were trained with 965 RTS features, where 509 were from the Yamal and Gydan peninsulas in Siberia, and 456 from six other pan-Arctic regions including Canada and Northeastern Siberia. We further tested the impact of negative data on the model performance. We used 4-m Maxar commercial imagery as the base map, 10-m NDVI derived from Sentinel-2 and 2-m elevation data from the ArcticDEM as model inputs and applied image augmentation techniques to enhance training. The best-performing model reached a validation Intersection over Union (IoU) score of 0.74 and a test IoU score of 0.71. Compared to past efforts to map RTS features, this represents one of the best-performing models and generalises well for mapping RTS in different permafrost regions, representing a critical step towards pan-Arctic deployment. The predicted RTS matched very well with the ground truth labels visually. We also tested how model performance varied across different regional contexts. The result shows an overall positive impact on the model performance when data from different regions were incorporated into the training. We propose this method as an effective, accurate and computationally undemanding approach for RTS mapping. © 2023 The Authors","Deep neural networks; Gas emissions; Greenhouse gases; Image enhancement; Mapping; Permafrost; Remote sensing; Semantic Segmentation; Semantics; Arctic; Critical steps; Deep learning; Modeling performance; Pan-Arctic; Remote-sensing; Retrogressive thaw slump; Semantic segmentation; SIBERIA; Thaw slump; Global warming","Arctic; Deep learning; Global warming; Remote sensing; Retrogressive thaw slumps; Semantic segmentation","Article","Final","","Scopus","2-s2.0-85147843218"
"Panda S.K.; Payne C.; Smith C.W.; Prakash A.; Brinkman T.J.","Panda, Santosh K. (55419719400); Payne, Cole (57201296032); Smith, Christopher W. (57222241754); Prakash, Anupma (7202316581); Brinkman, Todd J. (7006060239)","55419719400; 57201296032; 57222241754; 7202316581; 7006060239","Mapping of Shallow-Water Sites to Aid Navigation on the Colville River, North Slope of Alaska","2020","International Geoscience and Remote Sensing Symposium (IGARSS)","","","9323229","4735","4737","2","10.1109/IGARSS39084.2020.9323229","1","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85101985391&doi=10.1109%2fIGARSS39084.2020.9323229&partnerID=40&md5=92997f4eb109e2177c8526b16866e80e","The Colville River is the largest river basin (∼53,000 km2) in Alaskan Arctic. The residents of Nuiqsut, an established Alaska Native community of ∼400 people, rely heavily on the Colville for their subsistence needs. Nonetheless, the changing river dynamics caused by accelerated bank erosion and consequent river siltation is making travel on the Colville increasingly difficult and in some cases dangerous. We used summer 2017 scenes from three optical sensors (PlanetScope, Sentinel 2, and Landsat) with resolution ranging from 3-30 m along with field measurements of water-depth to map shallow-water sites along a 45-km stretch of the Colville River. We found a strong correlation (\mathrm{R}^{2}=0.9) between field-measured water depths and image-derived reflectance quantity (natural log ratio of green over red bands). We also analyzed a relative depth mapping technique which can be used to map shallow-water sites from optical images in the absence of field-measured water depths. © 2020 IEEE.","Geology; Geometrical optics; Mapping; Remote sensing; Field measurement; Mapping techniques; North Slope of Alaska; Optical image; River basins; River dynamics; Shallow waters; Strong correlation; Rivers","Alaska; Mapping; River bathymetry; Water depth","Conference paper","Final","","Scopus","2-s2.0-85101985391"
"Murashkin D.; Spreen G.; Huntemann M.; Dierking W.","Murashkin, Dmitrii (57225288131); Spreen, Gunnar (14032630300); Huntemann, Marcus (40761587800); Dierking, Wolfgang (55903760300)","57225288131; 14032630300; 40761587800; 55903760300","Method for detection of leads from Sentinel-1 SAR images","2018","Annals of Glaciology","59","76pt2","","124","136","12","10.1017/aog.2018.6","42","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85042742162&doi=10.1017%2faog.2018.6&partnerID=40&md5=464e7e1bee55e344affd7c069f7eea44","The presence of leads with open water or thin ice is an important feature of the Arctic sea ice cover. Leads regulate the heat, gas and moisture fluxes between the ocean and atmosphere and are areas of high ice growth rates during periods of freezing conditions. Here, an algorithm providing an automatic lead detection based on synthetic aperture radar images is described that can be applied to a wide range of Sentinel-1 scenes. By using both the HH and the HV channels instead of single co-polarised observations the algorithm is able to classify more leads correctly. The lead classification algorithm is based on polarimetric features and textural features derived from the grey-level co-occurrence matrix. The Random Forest classifier is used to investigate the importance of the individual features for lead detection. The precision-recall curve representing the quality of the classification is used to define threshold for a binary lead/sea ice classification. The algorithm is able to produce a lead classification with more that 90% precision with 60% of all leads classified. The precision can be increased by the cost of the amount of leads detected. Results are evaluated based on comparisons with Sentinel-2 optical satellite data. © 2018 The Author(s).","Arctic Ocean; algorithm; detection method; freezing; ice cover; ice-ocean interaction; satellite data; sea ice; Sentinel; synthetic aperture radar","ice/atmosphere interactions; ice/ocean interactions; remote sensing; sea ice; sea-ice dynamics","Article","Final","All Open Access; Gold Open Access; Green Open Access","Scopus","2-s2.0-85042742162"
"","","","European Space Agency, (Special Publication) ESA SP","2016","European Space Agency, (Special Publication) ESA SP","SP-740","","","","","1","","0","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84988484624&partnerID=40&md5=6743f3b4b476c8832c74f4447ea30ec4","The proceedings contain 426 papers. The topics discussed include: generation of classical DInSAR and PSI ground motion maps on a cloud thematic platform; new perspectives for the observation of coastal zones with the coastal thematic exploitation platform; enhanced traceability for bulk processing of sentinel-derived information products; open Foris SAR toolkit - free and open source command line utilities for automatized SAR data pre-processing; e-collaboration for earth observation: example challenge focused on the atmospheric correction of ocean colour data; the IEEE GRSS standardized remote sensing data website: a step towards 'Science 2.0' in remote sensing; concepts for cost-effective enhanced cryosat continuity: opportunity in the iridium prime context; an assessment of permafrost long-term monitoring sites with circumpolar satellite derived datasets; comparing the behavior of polarimetric SAR imagery (terraSAR-X and Radarsat-2) for automated sea ice classification; newly formed sea ice in arctic leads monitored by C- and L-band SAR; using SAR data for a numerical assessment of the indonesian coastal environment; and evolution of the C2RCC neural network for sentinel 2 and 3 for the retrieval of ocean colour products in normal and extreme optically complex waters.","","","Conference review","Final","","Scopus","2-s2.0-84988484624"
"Halas P.; Mouginot J.; de Fleurian B.; Langebroek P.M.","Halas, Paul (57222318557); Mouginot, Jérémie (16203322900); de Fleurian, Basile (36160400800); Langebroek, Petra M. (35755674500)","57222318557; 16203322900; 36160400800; 35755674500","Impact of seasonal fluctuations of ice velocity on decadal trends observed in Southwest Greenland","2023","Remote Sensing of Environment","285","","113419","","","","10.1016/j.rse.2022.113419","0","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85144296752&doi=10.1016%2fj.rse.2022.113419&partnerID=40&md5=0f4237be4b96a7e11389a43506f940c8","By tracking the feature displacement between satellite images spaced approximately one year apart, surface runoff has been shown to have a long-term impact on the average ice flow of a land-terminating sector of Greenland. In this study, we revisit the multi-year trends in ice flow by assessing more carefully the impact of seasonal fluctuation in velocity on the annual mean ice velocity. We find that, depending on the length and period used to measure displacement, seasonal fluctuations do have an impact on observed velocities on up to 15%, and can affect decadal trends. Nevertheless, the magnitude of this fluctuation is small enough to confirm the general slowdown observed during the 2000–2012 period. Between 2012 and 2019, we find significant re-acceleration of low-lying glaciers tongue but velocity trends elsewhere are generally insignificant and not spatially consistent. Finally, we propose a more selective approach to recovering velocity trends using satellite imagery that involves using only measurements where the image pair starting date is before summer, in order to have comparable measurements for every year, sampling a melt season and the following winter. © 2022 The Authors","Arctic; Greenland; Ice; Optical remote sensing; Feature-tracking; Green land; Ice velocity; Ice velocity trend; LandSat 7; Landsat 7–8; Optical remote sensing; Seasonal fluctuations; Sentinel-2; Southwest greenland; ice flow; Landsat; remote sensing; runoff; satellite imagery; seasonal variation; Satellite imagery","Feature-tracking; Ice velocity trends; Landsat 7–8; Optical remote-sensing; Sentinel-2; Southwest Greenland","Article","Final","","Scopus","2-s2.0-85144296752"
"Soldal I.H.; Dierking W.; Korosov A.; Marino A.","Soldal, Ingri Halland (57208164449); Dierking, Wolfgang (55903760300); Korosov, Anton (6505884703); Marino, Armando (34881857900)","57208164449; 55903760300; 6505884703; 34881857900","Automatic detection of small icebergs in fast ice using satellite Wide-Swath SAR images","2019","Remote Sensing","11","7","806","","","","10.3390/rs11070806","14","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85063990860&doi=10.3390%2frs11070806&partnerID=40&md5=fa240b22d09161c2ca86894621f5422f","Automatic detection of icebergs in satellite images is regarded a useful tool to provide information necessary for safety in Arctic shipping or operations over large ocean areas in near-real time. In this work, we investigated the feasibility of automatic iceberg detection in Sentinel-1 Extra Wide Swath (EWS) SAR images which follow the preferred image mode in operational ice charting. As test region, we selected the Barents Sea where the size of many icebergs is on the order of the spatial resolution of the EWS-mode. We tested a new approach for a detection scheme. It is based on a combination of a filter for enhancing the contrast between icebergs and background, subsequent blob detection, and final application of a Constant False Alarm Rate (CFAR) algorithm. The filter relies mainly on the HV-polarized intensity which often reveals a larger difference between icebergs and sea ice or open water. The blob detector identifies locations of potential icebergs and thus shortens computation time. The final detection is performed on the identified blobs using the CFAR algorithm. About 2000 icebergs captured in fast ice were visually identified in Sentinel-2 Multi Spectral Imager (MSI) data and exploited for an assessment of the detection scheme performance using confusion matrices. For our performance tests, we used four Sentinel-1 EWS images. For judging the effect of spatial resolution, we carried out an additional test with one Sentinel-1 InterferometricWide Swath (IWS) mode image. Our results show that only 8-22 percent of the icebergs could be detected in the EWS images, and over 90 percent of all detections were false alarms. In IWS mode, the number of correctly identified icebergs increased to 38 percent. However, we obtained a larger number of false alarms in the IWS image than in the corresponding EWS image. We identified two problems for iceberg detection: 1) with the given frequency-polarization combination, not all icebergs are strong scatterers at HV-polarization, and (2) icebergs and deformation structures present on fast ice can often not be distinguished since both may reveal equally strong responses at HV-polarization. © 2019 by the authors.","Alarm systems; Data visualization; Errors; Geometrical optics; Ice problems; Image resolution; Polarization; Sea ice; Small satellites; Space-based radar; Spectroscopy; Synthetic aperture radar; CFAR; Constant false alarm rate algorithms; Deformation structure; iDPolRAD; Multi spectral imager; Number of false alarms; Operational ice charting; Optical image; Radar imaging","CFAR; Iceberg detection; iDPolRAD; Optical images; SAR","Article","Final","All Open Access; Gold Open Access; Green Open Access","Scopus","2-s2.0-85063990860"
"Runge A.; Grosse G.","Runge, Alexandra (57210819794); Grosse, Guido (7101977707)","57210819794; 7101977707","Mosaicking Landsat and Sentinel-2 data to enhance LandTrendr time series analysis in northern high latitude permafrost regions","2020","Remote Sensing","12","15","2471","","","","10.3390/RS12152471","6","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85089846172&doi=10.3390%2fRS12152471&partnerID=40&md5=c46b026cccf4bcdfc689e61307c81251","Permafrost is warming in the northern high latitudes, inducing highly dynamic thaw-related permafrost disturbances across the terrestrial Arctic. Monitoring and tracking of permafrost disturbances is important as they impact surrounding landscapes, ecosystems and infrastructure. Remote sensing provides the means to detect, map, and quantify these changes homogeneously across large regions and time scales. Existing Landsat-based algorithms assess different types of disturbances with similar spatiotemporal requirements. However, Landsat-based analyses are restricted in northern high latitudes due to the long repeat interval and frequent clouds, in particular at Arctic coastal sites. We therefore propose to combine Landsat and Sentinel-2 data for enhanced data coverage and present a combined annual mosaic workflow, expanding currently available algorithms, such as LandTrendr, to achieve more reliable time series analysis. We exemplary test the workflow for twelve sites across the northern high latitudes in Siberia. We assessed the number of images and cloud-free pixels, the spatial mosaic coverage and the mosaic quality with spectral comparisons. The number of available images increased steadily from 1999 to 2019 but especially from 2016 onward with the addition of Sentinel-2 images. Consequently, we have an increased number of cloud-free pixels even under challenging environmental conditions, which then serve as the input to the mosaicking process. In a comparison of annual mosaics, the Landsat+Sentinel-2 mosaics always fully covered the study areas (99.9-100 %), while Landsat-only mosaics contained data-gaps in the same years, only reaching coverage percentages of 27.2 %, 58.1 %, and 69.7 % for Sobo Sise, East Taymyr, and Kurungnakh in 2017, respectively. The spectral comparison of Landsat image, Sentinel-2 image, and Landsat+Sentinel-2 mosaic showed high correlation between the input images and mosaic bands (e.g., for Kurungnakh 0.91-0.97 between Landsat and Landsat+Sentinel-2 mosaic and 0.92-0.98 between Sentinel-2 and Landsat+Sentinel-2 mosaic) across all twelve study sites, testifying good quality mosaic results. Our results show that especially the results for northern, coastal areas was substantially improved with the Landsat+Sentinel-2 mosaics. By combining Landsat and Sentinel-2 data we accomplished to create reliably high spatial resolution input mosaics for time series analyses. Our approach allows to apply a high temporal continuous time series analysis to northern high latitude permafrost regions for the first time, overcoming substantial data gaps, and assess permafrost disturbance dynamics on an annual scale across large regions with algorithms such as LandTrendr by deriving the location, timing and progression of permafrost thaw disturbances. © 2020 by the authors.","Continuous time systems; Harmonic analysis; Permafrost; Pixels; Remote sensing; Thawing; Continuous-time; Coverage percentage; Environmental conditions; High Latitudes; High spatial resolution; Monitoring and tracking; Permafrost region; Permafrost thaws; Time series analysis","Data fusion; Disturbance tracking; Permafrost; Permafrost thaw; Time series analysis","Article","Final","All Open Access; Gold Open Access; Green Open Access","Scopus","2-s2.0-85089846172"
"Bychkova I.A.; Smirnov V.G.","Bychkova, I.A. (6506038783); Smirnov, V.G. (7403516566)","6506038783; 7403516566","The iceberg drift study near Severnaya Zemlya in the spring of 2018 by remote sensing data; [Изучение дрейфа айсбергов у побережья Северной Земли весной 2018 г. с помощью спутниковой информации]","2019","Led i Sneg","59","3","","377","387","10","10.15356/2076-6734-2019-3-411","0","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85091035208&doi=10.15356%2f2076-6734-2019-3-411&partnerID=40&md5=5913978cebee44936696cd3da39e0a5a","The movement of icebergs in the Laptev Sea off the coast of the Severnaya Zemlya archipelago in spring of 2018 was analyzed using satellite observations in visible spectral band. As is shown in the article the data of radiometers installed on the Landsat-8 and Sentinel-2 satellites allow monitoring of iceberg drifting in spring period in the above Arctic region. Thus, in March-April 2018, the total amount of icebergs detected near the archipelago was 4917. 4161 icebergs were in the landfast ice, 722 ones were drifting with the ice fields, and the other 32 were aground in ice fields. The average length of the icebergs was equal to 88 m; the largest of the recognized icebergs was located in the landfast ice near the ice shelf of the Matusevich fjord and it was 1240 m in length. The maximum speed of drift of the icebergs, as determined by the satellite data, was equal to 29.5 km/day. This was estimated for the situation when the speed of the near-water (surface) wind reached 20 m/s and larger. The purpose of the work was to study drifting of icebergs in order to define more exactly dynamics of the iceberg movement in this poorly known area of the Arctic. It is found that in a case of the consolidated ice cover the drift speed of ice fields with the icebergs involved depends on the driving wind force and direction. According to mean speeds of movement all icebergs were separated into three groups: the icebergs of the coastal zone with velocities smaller 1 km/day; the icebergs of the transition zone at speeds of 1.3 to 1.6 km/day; and the icebergs of the transit zone with speeds larger 2 km/day. The characteristics of the iceberg drifts obtained on the basis of daily satellite monitoring can be used in regional iceberg drift models to ensure safe economic activity on the Arctic shelf. Also, they can find application in engineering calculations in the design of infrastructure facilities on the shelf of the Arctic seas. © 2019 г.","","Arcticseas; Icebergdrift; Icebergs; SevernayaZemlya; Spacemonitoring; Visiblespectralrange","Article","Final","All Open Access; Gold Open Access","Scopus","2-s2.0-85091035208"
"Zhang E.; Liu L.; Huang L.; Ng K.S.","Zhang, Enze (57200102769); Liu, Lin (55747731900); Huang, Lingcao (57205166979); Ng, Ka Shing (57221164852)","57200102769; 55747731900; 57205166979; 57221164852","An automated, generalized, deep-learning-based method for delineating the calving fronts of Greenland glaciers from multi-sensor remote sensing imagery","2021","Remote Sensing of Environment","254","","112265","","","","10.1016/j.rse.2020.112265","21","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85098455848&doi=10.1016%2fj.rse.2020.112265&partnerID=40&md5=c7616bfa22cf5295938ee23e87059b75","In the past two decades, the data volume of remote sensing imagery in the polar regions has increased dramatically. The calving fronts of many Greenland glaciers have been undergoing substantial variations, and a comprehensive front dataset is necessary for better understanding such frontal dynamics. Therefore, there is a need for an automated approach to identifying glaciological features such as calving fronts. In 2019, three deep-learning-based methods were applied to calving front delineation, but were restricted to a specific area or dataset. Here, we develop a more generalized method that can be applied to a major outlet glacier or remote sensing datasets that are not included in the training. We integrate seven remote sensing datasets into a single deep learning network. The core datasets include optical (Landsat-8 and Sentinel-2) and synthetic aperture radar images (Envisat, ALOS-1 TerraSAR-X, Sentinel-1, and ALOS-2) taken over Jakobshavn Isbræ, Kangerlussuaq, and Helheim, spanning from 2002 to 2019. We evaluate four neural network architectures (e.g., U-Net, DeepLabv3+ with ResNet, DRN, and MobileNet as the backbones) and three histogram modification strategies (e.g., histogram normalization, linear stretching, and no histogram modification). We find that the combination of histogram normalization and DRN-DeepLabv3+ has the lowest test error, at 86 m. These promising results show that our method has a high generalization ability on various glaciers and data types. © 2020 Elsevier Inc.","Arctic; Greenland; Kangerlussuaq Fjord; Graphic methods; Learning systems; Network architecture; Remote sensing; Synthetic aperture radar; Automated approach; Generalization ability; Generalized method; Histogram modification; Learning network; Learning-based methods; Remote sensing imagery; Substantial variations; automation; data set; glacier dynamics; histogram; ice sheet; image analysis; radar imagery; satellite altimetry; synthetic aperture radar; Deep learning","","Article","Final","","Scopus","2-s2.0-85098455848"
"MacDonald G.J.; Popović P.; Mayer D.P.","MacDonald, Grant J. (57200179061); Popović, Predrag (57194218369); Mayer, David P. (57192307639)","57200179061; 57194218369; 57192307639","Formation of sea ice ponds from ice-shelf runoff, adjacent to the McMurdo Ice Shelf, Antarctica","2020","Annals of Glaciology","61","82","","73","77","4","10.1017/aog.2020.9","2","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85082101661&doi=10.1017%2faog.2020.9&partnerID=40&md5=a923053f9b88d0292087c9c56428ee40","Ponds that form on sea ice can cause it to thin or break-up, which can promote calving from an adjacent ice shelf. Studies of sea ice ponds have predominantly focused on Arctic ponds formed by in situ melting/ponding. Our study documents another mechanism for the formation of sea ice ponds. Using Landsat 8 and Sentinel-2 images from the 2015-16 to 2018-19 austral summers, we analyze the evolution of sea ice ponds that form adjacent to the McMurdo Ice Shelf, Antarctica. We find that each summer, meltwater flows from the ice shelf onto the sea ice and forms large (up to 9 km2) ponds. These ponds decrease the sea ice's albedo, thinning it. We suggest the added mass of runoff causes the ice to flex, potentially promoting sea-ice instability by the ice-shelf front. As surface melting on ice shelves increases, we suggest that ice-shelf surface hydrology will have a greater effect on sea-ice stability.  Copyright © The Author(s) 2020.","Antarctica; East Antarctica; McMurdo Ice Shelf; glacial hydrology; glacier; ice shelf; iceberg calving; Landsat; runoff; satellite imagery; sea ice; Sentinel","Glacier hydrology; ice shelves; sea ice; sea-ice/ice-shelf interactions","Article","Final","All Open Access; Gold Open Access","Scopus","2-s2.0-85082101661"
