"Authors","Author full names","Author(s) ID","Titles","Year","Source title","Volume","Issue","Art. No.","Page start","Page end","Page count","DOI","Cited by","Link","Abstract","Indexed Keywords","Author Keywords","Document Type","Publication Stage","Open Access","Source","EID"
"Li Y.; Huang J.Z.; Gao W.L.; Jia J.D.; Tao S.; Ren Y.Z.; Liu X.L.","Li, Yan (57246418800); Huang, Jin Z. (57937919700); Gao, Wan L. (57937469800); Jia, Jing D. (57322686700); Tao, Sha (57211427383); Ren, Yan Z. (57194343285); Liu, Xin L. (57224690186)","57246418800; 57937919700; 57937469800; 57322686700; 57211427383; 57194343285; 57224690186","COMPARISON OF INVERSION METHODS FOR MAIZE CANOPY TIME-SERIES LAI BASED ON SUPREME RECONSTRUCTED IMAGES","2022","Journal of the ASABE","65","5","","1019","1028","9","10.13031/ja.15011","0","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85140392070&doi=10.13031%2fja.15011&partnerID=40&md5=a403ec020dfa49ccfe80a0eb09841a6a","Accurate time-series crop leaf area index (LAI) monitoring can provide data support for field management and early yield estimation. The Sentinel-2 satellite has a high spatial, temporal, and spectral resolution, and its unique three red-edge bands provide an ideal data source for LAI estimation. However, the inconsistent spatial resolution of different bands hinders the application potential of Sentinel-2 images. In view of this problem, we focused on mining more information provided by the high spatial resolution bands of Sentinel-2 images using the Super-Resolution for Multispectral Multiresolution Estimation (SupReME) algorithm. Furthermore, The SNAP (Sentinel Application Platform) biophysical processor and the PROSAIL radiation transfer model coupled with Random Forest (RF) model were applied to estimate time-series LAI of maize canopy at 10 m spatial resolution, and the Leaf Area Index Wireless Sensor Network (LAINet) measurements were used for accuracy verification. Finally, the effectiveness of images reconstructed by SupReME and the two inversion methods for time-series LAI estimation were evaluated. The results showed that: (1) the Sentinel-2 images reconstructed by SupReME can improve spatial characteristics while maintaining spectral invariance, and they were more advantageous for LAI estimation than the original images; (2) The SNAP biophysical processor suits a quick large-scale estimation with robustness, while the PROSAIL coupled RF model achieved a higher coefficient of determination (R2) and a lower root mean square error (RMSE) (R2 increased by more than 0.1, RMSE decreased by more than 0.33) for time-series LAI estimation in this specific study area; (3) both inversion methods showed apparent underestimation at the late growth stage. This study verifies the feasibility of obtaining high spatial resolution images using a super-resolution algorithm for LAI inversion and provides the effect of two commonly used inversion methods for time-series LAI estimation at 10 m resolution. © 2022 American Society of Agricultural and Biological Engineers.","Biophysics; Image enhancement; Image reconstruction; Image resolution; Mean square error; Time series; Wireless sensor networks; Application platforms; Estimation algorithm; Leaf Area Index; Multi-spectral; Multiresolution; PROSAIL model; Random forests; Sentinel application platform biophysical processor; Super-resolution for multispectral multiresolution estimation algorithm; Superresolution; accuracy assessment; algorithm; biophysics; comparative study; error analysis; estimation method; inversion layer; leaf area index; satellite data; Sentinel; spatial resolution; time series analysis; Decision trees","Leaf area index; PROSAIL model; Random forest; SNAP biophysical processor; SupReME algorithm","Article","Final","","Scopus","2-s2.0-85140392070"
"Zabalza M.; Bernardini A.","Zabalza, Maialen (57759668500); Bernardini, Angela (57760233200)","57759668500; 57760233200","Super-Resolution of Sentinel-2 Images Using a Spectral Attention Mechanism","2022","Remote Sensing","14","12","2890","","","","10.3390/rs14122890","2","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85132574283&doi=10.3390%2frs14122890&partnerID=40&md5=f954cd95a7f86ab6be7cef2167467fd4","Many visual applications require high-resolution images for an adequate interpretation of the data stored within them. In remote sensing, the appearance of satellites such as Sentinel or Landsat has facilitated the access to data thanks to their free offer of multispectral images. However, the spatial resolution of these satellites is insufficient for many tasks. Therefore, the objective of this work is to apply deep learning techniques to increase the resolution of the Sentinel-2 Read-Green-Blue-NIR (RGBN) bands from the original 10 m to 2.5 m. This means multiplying the number of pixels in the resulting image by 4, improving the perception and visual quality. In this work, we implement a state-of-the-art residual learning-based model called Super-Resolution Residual Network (SRResNet), which we train using PlanetScope-Sentinel pairs of images. Our model, named SARNet (Spectral Attention Residual Network), incorporates Residual Channel Attention Blocks (RCAB) to improve the performance of the network and the visual quality of the results. The experiments we have carried out show that SARNet offers better results than other state-of-the-art methods. © 2022 by the authors. Licensee MDPI, Basel, Switzerland.","Deep learning; Image enhancement; Landsat; Learning systems; Optical resolving power; Attention mechanisms; Channel attention; Deep learning; Image super resolutions; Planetscope; Remote-sensing; Sentinel-2; Superresolution; Visual applications; Visual qualities; Remote sensing","channel attention; deep learning; image super-resolution; PlanetScope; remote sensing; Sentinel-2","Article","Final","All Open Access; Gold Open Access","Scopus","2-s2.0-85132574283"
"Zhang C.; Wang Q.; Lu P.; Ge Y.; Atkinson P.M.","Zhang, Chengyuan (57216611828); Wang, Qunming (55649569623); Lu, Ping (41861974200); Ge, Yong (26655529300); Atkinson, Peter M. (7201906181)","57216611828; 55649569623; 41861974200; 26655529300; 7201906181","Fast and Slow Changes Constrained Spatio-Temporal Subpixel Mapping","2022","IEEE Transactions on Geoscience and Remote Sensing","60","","","","","","10.1109/TGRS.2021.3133534","0","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85121401087&doi=10.1109%2fTGRS.2021.3133534&partnerID=40&md5=847522ac382358ab1142787f2b08f697","Subpixel mapping (SPM) is a technique to tackle the mixed-pixel problem and produces land cover and land use (LCLU) maps at a finer spatial resolution than the original coarse data. However, uncertainty exists unavoidably in SPM, which is an ill-posed downscaling problem. Spatio-temporal SPM methods have been proposed to deal with this uncertainty, but current methods fail to explore fully the information in the time-series images, especially more rapid changes over a short-time interval. In this article, a fast and slow changes constrained spatio-temporal subpixel mapping (FSSTSPM) method is proposed to account for fast LCLU changes over a short time interval and slow changes over a long time interval. Both fast and slow changes-based temporal constraints are proposed and incorporated simultaneously into the FSSTSPM to increase the accuracy of SPM. The proposed FSSTSPM method was validated using two synthetic datasets with various proportion errors. It was also applied to oil-spill mapping using a real PlanetScope-Sentinel-2 dataset and Amazon deforestation mapping using a real Landsat-Moderate Resolution Imaging Spectroradiometer (MODIS) dataset. The results demonstrate the superiority of FSSTSPM. Moreover, the advantage of FSSTSPM is more obvious with an increase in proportion errors. The concepts of the fast and slow changes, together with the derived temporal constraints, provide a new insight to enhance SPM by taking fuller advantage of the temporal information in the available time-series images.  © 2022 IEEE.","Deforestation; Hopfield neural networks; Image enhancement; Land use; Mapping; Oil spills; Pixels; Remote sensing; Satellite imagery; Time series; Down-scaling; Hopfield neural network; Land cover; Land cover and land use; Remote-sensing; Spatial resolution; Spatio-temporal; Spatio-temporal dependence; Sub-pixel mapping; Subpixel mapping; Superresolution mapping; Temporal dependence; Uncertainty; data set; deforestation; digital mapping; image resolution; land cover; land use; mapping method; MODIS; spatiotemporal analysis; Image resolution","Downscaling; Hopfield neural network (HNN); land cover and land use (LCLU); spatio-temporal dependence; subpixel mapping (SPM); super-resolution mapping","Article","Final","All Open Access; Bronze Open Access; Green Open Access","Scopus","2-s2.0-85121401087"
"Ayala C.; Aranda C.; Galar M.","Ayala, C. (55642388700); Aranda, C. (57211636468); Galar, M. (35731257600)","55642388700; 57211636468; 35731257600","Towards fine-grained road maps extraction using sentinel-2 imagery","2021","ISPRS Annals of the Photogrammetry, Remote Sensing and Spatial Information Sciences","5","3","","9","14","5","10.5194/isprs-annals-V-3-2021-9-2021","3","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85113177615&doi=10.5194%2fisprs-annals-V-3-2021-9-2021&partnerID=40&md5=6e43dc8fe386c565d1ada49f03483778","Nowadays, it is highly important to keep road maps up-to-date since a great deal of services rely on them. However, to date, these labours have demanded a great deal of human attention due to their complexity. In the last decade, promising attempts have been carried out to fully-automatize the extraction of road networks from remote sensing imagery. Nevertheless, the vast majority of methods rely on aerial imagery (< 1 m), whose costs are not yet affordable for maintaining up-to-date maps. This work proves that it is also possible to accurately detect roads using high resolution satellite imagery (10 m). Accordingly, we have relied on Sentinel-2 imagery considering its freely availability and the higher revisit times compared to aerial imagery. It must be taken into account that the lack of spatial resolution of this sensor drastically increases the difficulty of the road detection task, since the feasibility to detect a road depends on its width, which can reach sub-pixel size in Sentinel-2 imagery. For that purpose, a new deep learning architecture which combines semantic segmentation and super-resolution techniques is proposed. As a result, fine-grained road maps at 2.5 m are generated from Sentinel-2 imagery.  © Author(s) 2021.","Aerial photography; Antennas; Deep learning; Extraction; Image segmentation; Remote sensing; Roads and streets; Semantics; Aerial imagery; High resolution satellite imagery; Human attention; Learning architectures; Remote sensing imagery; Semantic segmentation; Spatial resolution; Super resolution; Satellite imagery","Convolutional Neural Networks; Deep Learning; Remote Sensing; Road Network Extraction; Sentinel-2","Conference paper","Final","All Open Access; Gold Open Access; Green Open Access","Scopus","2-s2.0-85113177615"
"Pineda F.; Ayma V.; Aduviri R.; Beltran C.","Pineda, Ferdinand (57216822078); Ayma, Victor (56566776600); Aduviri, Robert (57207467513); Beltran, Cesar (55602499700)","57216822078; 56566776600; 57207467513; 55602499700","Super Resolution Approach Using Generative Adversarial Network Models for Improving Satellite Image Resolution","2020","Communications in Computer and Information Science","1070 CCIS","","","291","298","7","10.1007/978-3-030-46140-9_27","1","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85084819739&doi=10.1007%2f978-3-030-46140-9_27&partnerID=40&md5=9fe165b60f94c8fbbadd58a0c7da0341","Recently, the number of satellite imaging sensors deployed in space has experienced a considerable increase, but most of these sensors provide low spatial resolution images, and only a small proportion contribute with images at higher resolutions. This work proposes an alternative to improve the spatial resolution of Landsat-8 images to the reference of Sentinel-2 images, by applying a Super Resolution (SR) approach based on the use of Generative Adversarial Network (GAN) models for image processing, as an alternative to traditional methods to achieve higher resolution images, hence, remote sensing applications could take advantage of this new information and improve its outcomes. We used two datasets to train and validate our approach, the first composed by images from the DIV2K open access dataset and the second by images from Sentinel-2 satellite. The experimental results are based on the comparison of the similarity between the Landsat-8 images obtained by the super resolution processing by our approach (for both datasets), against its corresponding reference from Sentinel-2 satellite image, computing the Peak Signal-to-Noise Ratio (PSNR) and the Structural Similarity (SSIM) as metrics for this purpose. In addition, we present a visual report in order to compare the performance of each trained model, analysis that shows interesting improvements of the resolution of Landsat-8 satellite images. © Springer Nature Switzerland AG 2020.","Big data; Image resolution; Information management; Optical resolving power; Remote sensing; Signal to noise ratio; Small satellites; Adversarial networks; Higher resolution images; Peak signal to noise ratio; Remote sensing applications; Satellite imaging; Spatial resolution; Spatial resolution images; Structural similarity; Image enhancement","Landsat-8; Sentinel-2; SR-GAN; Super Resolution","Conference paper","Final","","Scopus","2-s2.0-85084819739"
"Gargiulo M.; Mazza A.; Gaetano R.; Ruello G.; Scarpa G.","Gargiulo, Massimiliano (57200856555); Mazza, Antonio (57200854745); Gaetano, Raffaele (23491959900); Ruello, Giuseppe (6603038881); Scarpa, Giuseppe (7004081145)","57200856555; 57200854745; 23491959900; 6603038881; 7004081145","Fast super-resolution of 20 m Sentinel-2 bands using convolutional neural networks","2019","Remote Sensing","11","22","2635","","","","10.3390/rs11222635","34","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85075367036&doi=10.3390%2frs11222635&partnerID=40&md5=c70e6bcf1ebf436f61ec5327ae6aacf7","Images provided by the ESA Sentinel-2 mission are rapidly becoming the main source of information for the entire remote sensing community, thanks to their unprecedented combination of spatial, spectral and temporal resolution, as well as their associated open access policy. Due to a sensor design trade-off, images are acquired (and delivered) at different spatial resolutions (10, 20 and 60 m) according to specific sets of wavelengths, with only the four visible and near infrared bands provided at the highest resolution (10 m). Although this is not a limiting factor in general, many applications seem to emerge in which the resolution enhancement of 20 m bands may be beneficial, motivating the development of specific super-resolution methods. In this work, we propose to leverage Convolutional Neural Networks (CNNs) to provide a fast, upscalable method for the single-sensor fusion of Sentinel-2 (S2) data, whose aim is to provide a 10 m super-resolution of the original 20 m bands. Experimental results demonstrate that the proposed solution can achieve better performance with respect to most of the state-of-the-art methods, including other deep learning based ones with a considerable saving of computational burden. © 2019 by the authors.","Convolution; Data fusion; Deep learning; Economic and social effects; Infrared devices; Neural networks; Optical resolving power; Remote sensing; Computational burden; Convolutional neural network; Land-cover classification; Pan-sharpening; Resolution enhancement; State-of-the-art methods; Superresolution methods; Visible and near infrared; Sensor data fusion","Convolutional neural network; Data fusion; Landcover classification; Multi-resolution analysis; Pansharpening","Article","Final","All Open Access; Gold Open Access","Scopus","2-s2.0-85075367036"
"Kawulok M.; Kostrzewa D.; Benecki P.; Skonieczny L.","Kawulok, Michal (24474818300); Kostrzewa, Daniel (50661666400); Benecki, Pawel (55644906700); Skonieczny, Lukasz (57204519073)","24474818300; 50661666400; 55644906700; 57204519073","Evaluating super-resolution reconstruction of satellite images","2017","Proceedings of the International Astronautical Congress, IAC","7","","","4593","4600","7","","0","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85051444595&partnerID=40&md5=2d38663ecd2e078262d671b1c8c0b26a","Super-resolution reconstruction (SRR) consists in enhancing image spatial resolution given a single image or a bunch of images presenting the same scene. Potential benefits of SRR are evident, when images of high resolution are required, but are unavailable due to technological limitations or economic reasons. Obviously, this is inherent to satellite imagery—medium or high resolution data (e.g., Sentinel-2 images) could be processed to obtain images of higher resolution, whose accessibility is much lower due to their price, lower coverage and longer revisit times. Although SRR is a well-studied problem of computer vision, to the best of our knowledge, no satisfactory solution exists that would allow for enhancing satellite images in practice. One of the pivotal obstacles we identified, is concerned with the evaluation methodology commonly adopted while developing the SRR techniques—an image of high resolution (ℎ) is downscaled using different offsets and degradation operators to obtain a set of low-resolution images { ()}. The goal is to reconstruct the original image from {()} and the similarity between the outcome ′(ℎ) and(ℎ), commonly measured with peak signal-to-noise ratio (PSNR), is used to evaluate the quality of SRR. While such procedure is sufficient to verify some aspects of the algorithms, the assumptions imposed on the degradation model may actually not hold. Unfortunately, there are no benchmarks encompassing the real images acquired at different resolutions, which could correspond to the real-world conditions. In this paper, we intend to fill the aforementioned gap with our validation framework, encompassing (i) synthetic images, (ii) satellite images degraded using known operators, and (iii) images covering roughly the same area acquired using sensors of different resolution ({()} is composed of either multiple images of the same area, or different spectra of a hyper-spectral image). Furthermore, we extend the measures used to compare ′(ℎ) with (ℎ)—not only do we rely on various similarity measures (such as PSNR), but also we explore how to exploit landmark detectors to assess whether and how SRR reduces the ground sampling distance (GSD). Importantly, we utilize the elaborated evaluation metrics while defining the objective function, whose optimization allows for reconstructing the super-resolution image. In the work reported here, we optimize that function using evolutionary computation and we present the initial, yet very encouraging results, obtained for real-world data, including Sentinel-2 images. This allows us to outline the future research pathways which will lead to developing effective SRR methods suitable for practical applications. © 2018 International Astronautical Federation IAF. All rights reserved.","Function evaluation; Image processing; Image reconstruction; Optical resolving power; Photodegradation; Quality control; Satellite imagery; Signal to noise ratio; Spectroscopy; Evaluation methodologies; Ground sampling distances; Image similarity; Image spatial resolution; Peak Signal to Noise Ratio (PSNR); Satisfactory solutions; Super resolution reconstruction; Technological limitations; Image enhancement","Image processing; Image similarity metrics; Super-resolution reconstruction","Conference paper","Final","","Scopus","2-s2.0-85051444595"
"Galar M.; Sesma R.; Ayala C.; Albizua L.; Aranda C.","Galar, Mikel (35731257600); Sesma, Rubén (57211638474); Ayala, Christian (55642388700); Albizua, Lourdes (35423280700); Aranda, Carlos (57211636468)","35731257600; 57211638474; 55642388700; 35423280700; 57211636468","Super-resolution of Sentinel-2 images using convolutional neural networks and real ground truth data","2020","Remote Sensing","12","18","2941","","","","10.3390/RS12182941","10","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85091855430&doi=10.3390%2fRS12182941&partnerID=40&md5=02e3ae602f52177b88996157444217f9","Earth observation data is becoming more accessible and affordable thanks to the Copernicus programme and its Sentinel missions. Every location worldwide can be freely monitored approximately every 5 days using the multi-spectral images provided by Sentinel-2. The spatial resolution of these images for RGBN (RGB + Near-infrared) bands is 10 m, which is more than enough for many tasks but falls short for many others. For this reason, if their spatial resolution could be enhanced without additional costs, any posterior analyses based on these images would be benefited. Previous works have mainly focused on increasing the resolution of lower resolution bands of Sentinel-2 (20 m and 60 m) to 10 m resolution. In these cases, super-resolution is supported by bands captured at finer resolutions (RGBN at 10 m). On the contrary, this paper focuses on the problem of increasing the spatial resolution of 10 m bands to either 5 m or 2.5 m resolutions, without having additional information available. This problem is known as single-image super-resolution. For standard images, deep learning techniques have become the de facto standard to learn the mapping from lower to higher resolution images due to their learning capacity. However, super-resolution models learned for standard images do not work well with satellite images and hence, a specific model for this problem needs to be learned. The main challenge that this paper aims to solve is how to train a super-resolution model for Sentinel-2 images when no ground truth exists (Sentinel-2 images at 5 m or 2.5 m). Our proposal consists of using a reference satellite with a high similarity in terms of spectral bands with respect to Sentinel-2, but with higher spatial resolution, to create image pairs at both the source and target resolutions. This way, we can train a state-of-the-art Convolutional Neural Network to recover details not present in the original RGBN bands. An exhaustive experimental study is carried out to validate our proposal, including a comparison with the most extended strategy for super-resolving Sentinel-2, which consists in learning a model to super-resolve from an under-sampled version at either 40 m or 20 m to the original 10 m resolution and then, applying this model to super-resolve from 10 m to 5 m or 2.5 m. Finally, we will also show that the spectral radiometry of the native bands is maintained when super-resolving images, in such a way that they can be used for any subsequent processing as if they were images acquired by Sentinel-2. © 2020 by the authors.","Convolution; Convolutional neural networks; Deep learning; Image resolution; Infrared devices; Learning systems; Optical resolving power; Spectroscopy; Earth observation data; Higher resolution images; Learning techniques; Multispectral images; Posterior analysis; Reference satellites; Spectral radiometry; Super-resolution models; Image enhancement","Convolutional neural networks; Deep learning; Multi-spectral image; Sentinel-2; Super-resolution","Article","Final","All Open Access; Gold Open Access; Green Open Access","Scopus","2-s2.0-85091855430"
"Isa S.M.; Suharjito; Kusuma G.P.; Cenggoro T.W.","Isa, Sani M. (57216658927); Suharjito (55390566600); Kusuma, Gede Putera (24474615100); Cenggoro, Tjeng Wawan (56411932900)","57216658927; 55390566600; 24474615100; 56411932900","Supervised conversion from Landsat-8 images to Sentinel-2 images with deep learning","2021","European Journal of Remote Sensing","54","1","","182","208","26","10.1080/22797254.2021.1875267","2","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85103200799&doi=10.1080%2f22797254.2021.1875267&partnerID=40&md5=c3c618c3dfc398594a7a075ea23973a4","In a specific remote sensing study design, the utilization of images from a particular satellite is necessary. However, the images might be unavailable in a certain time range. Therefore, a conversion method from available remote sensing images at the time range is required. In this paper, we proposed machine learning models that are capable to convert Landsat-8 images to Sentinel-2 images. The models are inspired by the advancement of super-resolution model based on Deep learning. The result of this study shows that the proposed models can predict Sentinel-2 images which are quantitatively and qualitatively similar to the original images. © 2021 The Author(s). Published by Informa UK Limited, trading as Taylor & Francis Group.","Learning systems; Remote sensing; Conversion methods; LANDSAT; Machine learning models; Original images; Remote sensing images; Study design; Super-resolution models; Time range; image resolution; Landsat; prediction; remote sensing; satellite data; Sentinel; supervised learning; Deep learning","deep learning; Landsat-8; remote sensing; Satellite image conversion; Sentinel-2","Article","Final","All Open Access; Gold Open Access","Scopus","2-s2.0-85103200799"
"","","","2022 24th ISPRS Congress ""Imaging Today, Foreseeing Tomorrow"", Commission IV","2022","ISPRS Annals of the Photogrammetry, Remote Sensing and Spatial Information Sciences","5","4","","","","1656","","0","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85132022491&partnerID=40&md5=5c94fce249da7ab9aa261d626d8d8601","The proceedings contain 43 papers. The topics discussed include: radiometric calibration performance of a multispectral camera with a single sensor and multiple heads; point cloud simulator for space in-orbit close range autonomous operations; impact of deep learning-based super-resolution on building footprint extraction; a novel geometric key-frame selection method for visual-inertial slam and odometry systems; importance of precise gravity field modeling in direct georeferencing and aerial photogrammetry: a case study for Sweden; a combined color and wave-based approach to satellite derived bathymetry using deep learning; multi-temporal data augmentation for high frequency satellite imagery: a case study in sentinel-1 and Sentinel-2 building and road segmentation; database storage and transparent memory loading of big spatial datasets implemented with the dual half-edge data structure; an artificial intelligence-based solution for the classification of oak decline potential; geomatics vocational education in China: current situation and recent developments; and collaborative education model on GIS major under the professional certification of engineering education.","","","Conference review","Final","","Scopus","2-s2.0-85132022491"
