"Authors","Author full names","Author(s) ID","Titles","Year","Source title","Volume","Issue","Art. No.","Page start","Page end","Page count","DOI","Cited by","Link","Abstract","Indexed Keywords","Author Keywords","Document Type","Publication Stage","Open Access","Source","EID"
"Li C.; Ma J.; Yang P.; Li Z.","Li, Chao (57196120654); Ma, Jinji (57802551000); Yang, Peng (57204452211); Li, Zhengqiang (13407966600)","57196120654; 57802551000; 57204452211; 13407966600","Detection of cloud cover using dynamic thresholds and radiative transfer models from the polarization satellite image","2019","Journal of Quantitative Spectroscopy and Radiative Transfer","222-223","","","196","214","18","10.1016/j.jqsrt.2018.10.026","29","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85055654479&doi=10.1016%2fj.jqsrt.2018.10.026&partnerID=40&md5=4a45f90f899196df43360e463091a884","The detection of cloud using satellite observations is important for retrieval algorithms, image visualization and climate applications. Identifying the presence of cloud and establishing an accurate cloud cover results is a challenging task. Here, we use data from the PARASOL satellite data. In this paper, we describe a new algorithm to detect cloud based on multi-spectrum and polarization characteristics of the polarization images. This uses the new dynamic thresholds obtained by statistics for different atmosphere models and underlying surfaces in different time and areas. Aiming at improving the accuracy of the final cloud detection, especially for those special scenes, such as bright land surface and severe haze. Also, an ice/snow detection algorithm has been adapted from the cloud detection algorithm. A validation for the new cloud detection results has been carried out. In comparisons with other satellite instruments, such as the Moderate Resolution Imaging Spectroradiometer (MODIS), the Cloud-Aerosol Lidar and Infrared Pathfinder Satellite (CALIPSO) and CloudSat. Experiment results show the new dynamic cloud detection algorithm has obvious advantages over the official cloud detection algorithm to the whole track results in accuracy, especially when in some areas covered by the bright cloud-free objects. The overall accuracy compared with CloudSat/CALIPSO is 95.07%. The new algorithm improves the accuracy of cloud detection results and constructs a new theoretical model for the cloud detection algorithm of the multi-angle polarization satellite image, such as the Directional Polarimetric Camera (DPC) launched onboard the GF-5 (GaoFen-5) Satellite. © 2018 Elsevier Ltd","Clouds; Polarization; Radiative transfer; Radiometers; Satellite imagery; Signal detection; Cloud detection; Cloud detection algorithms; Dynamic threshold; Moderate resolution imaging spectroradiometer; Multi-spectrum; PARASOL; Polarization characteristics; Radiative transfer model; algorithm; CALIPSO; cloud cover; CloudSat; detection method; PARASOL; polarization; radiative transfer; satellite imagery; threshold; Image enhancement","Cloud detection; Dynamic threshold; Multi-spectrum and polarization; PARASOL","Article","Final","","Scopus","2-s2.0-85055654479"
"Qiu F.; Huo J.; Zhang Q.; Chen X.; Zhang Y.","Qiu, Feng (57206251059); Huo, Jingwen (57223888763); Zhang, Qian (57189505237); Chen, Xinghai (57216103692); Zhang, Yongguang (57205068357)","57206251059; 57223888763; 57189505237; 57216103692; 57205068357","Observation and analysis of bidirectional and hotspot reflectance of conifer forest canopies with a multiangle hyperspectral UAV imaging platform; [针叶林冠层热点及多角度无人机遥感观测及特征分析]","2021","National Remote Sensing Bulletin","25","4","","1013","1024","11","10.11834/jrs.20219435","2","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85106359502&doi=10.11834%2fjrs.20219435&partnerID=40&md5=e4cbb5d18c45b1a81051553aebb01dd7","Multiangle remote sensing observation is critical for the study of the Bidirectional Reflectance Distribution Function (BRDF) of vegetation canopies. However, sampling the bidirectional reflectance of forest canopies at a small fixed angular interval over a certain observation plane is still difficult at present, and capturing hotspot and dark spot images is especially challenging. The objectives of this study are (1) to obtain bidirectional hyperspectral reflectance images, including hotspot and dark spot, at the principal plane for two conifer forest canopies, (2) to analyze the observed canopy BRDF characteristics, and (3) to compare and validate the observation with four-scale geometric optical model simulation. The two coniferous forest sites are located in the Saihanba Mechanical Forest Farm in Hebei Province in northern China. A multiangle hyperspectral observation method was developed on the basis of an Unmanned Aerial Vehicle (UAV) imaging platform. A hyperspectral imaging sensor was mounted on the multirotor UAV with a rotatable gimbal. The View Zenith Angle (VZA) of the hyperspectral sensor was controlled by adjusting the pitch angle of the gimbal at each observation point over the flight of the UAV. The VZAs ranged from 60° backward to 60° forward with an interval of 10°, along with the hotspot and dark spot angles. The observed UAV images were processed from digital numbers to reflectance by using a standard gray panel with known reflectance placed in the observation area. The UAV images were then resampled to 60 m to examine the reflectance at the canopy scale. Canopy reflectance was also simulated with the four-scale model and compared with the observation. Bidirectional reflectance, including hotspot and dark spot, images of conifer forest canopies were effectively observed using the developed multiangle UAV observation method. This method has the advantage of making hyperspectral and multiangular observations at the same time. The canopy reflectance values are higher at backward observation and highest at the hotspot direction compared with those at forward directions. The observed BRDF shapes differ at the two study sites with different canopy structure and leaf optical properties. The bowl effect with increasing reflectance with VZA is observed when the VZAs are larger than 40°. The results are as follows: (1) The BRDF shapes and canopy reflectance simulated using a four-scale model are consistent with the observation, except for a minimal underestimation at the hotspot in the red spectral bands and some deviation in the near infrared (NIR) bands at large VZAs in the forward direction; (2) The BRDF shapes differ in forests with different canopy structure and leaf optical properties; (3) The observed bidirectional reflectance of the two coniferous forests demonstrates distinct spectral variability of BRDF effects. The reflectance anisotropy is highest in the red bands and lowest in the NIR bands; and (4) Anisotropy of vegetation indices, including normalized difference vegetation index, photochemical reflectance index, MERIS terrestrial chlorophyll index, and enhanced vegetation index, is observed due to the spectral variability of BRDF effects. The multiangle UAV platform is able to capture bidirectional reflectance images effectively, especially in the hotspot and dark spot directions. Compared with satellite-based, aerial, and tower- or ground-based multiangle observation methods, the UAV platform is more effective and flexible with a much lower labor and financial cost. However, the application of this UAV platform at a large spatial scale is limited due to the small coverage of UAV images compared with satellite images. The multiangle UAV platform has great potential in the research of bidirectional characteristics of various targets. © 2021, Science Press. All right reserved.","Anisotropy; Antennas; Distribution functions; Forestry; Hyperspectral imaging; Infrared devices; Optical properties; Remote sensing; Small satellites; Spectroscopy; Unmanned aerial vehicles (UAV); Vegetation; Bidirectional reflectance distribution functions; Enhanced vegetation index; Hyperspectral imaging sensors; Hyperspectral observations; Multi-angle remote sensing; Multiangular observations; Normalized difference vegetation index; Photochemical reflectance index; Reflection","Anisotropy; BRDF; Conifer forest; Hotspot; Hyperspectral remote sensing; Multi-angle remote sensing; Unmanned Aerial Vehicle (UAV)","Article","Final","","Scopus","2-s2.0-85106359502"
"Yin G.; Li A.; Jin H.; Zhao W.; Bian J.; Qu Y.; Zeng Y.; Xu B.","Yin, Gaofei (56091801700); Li, Ainong (14519510100); Jin, Huaan (7403072726); Zhao, Wei (57043789200); Bian, Jinhu (43561035200); Qu, Yonghua (14032051700); Zeng, Yelu (55962154500); Xu, Baodong (56091969800)","56091801700; 14519510100; 7403072726; 57043789200; 43561035200; 14032051700; 55962154500; 56091969800","Derivation of temporally continuous LAI reference maps through combining the LAINet observation system with CACAO","2017","Agricultural and Forest Meteorology","233","","","209","221","12","10.1016/j.agrformet.2016.11.267","36","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85000631005&doi=10.1016%2fj.agrformet.2016.11.267&partnerID=40&md5=69e76f6f5fb9ac21aba34efc6cb7d008","Leaf area index (LAI) products are now routinely generated from remote sensing and widely used in most land surface process models. Assessing the uncertainties associated with these LAI products is essential for their proper application. In validation activities, LAI reference maps serve as the bridge to upscale the field measurements to coarse resolution. Currently, the temporally continuous validation is attracting increasing attention. Therefore, there is an urgent requirement for the temporally continuous LAI reference maps. However, two main problems hinder the generation of temporally continuous LAI reference maps: 1) How to obtain temporally continuous field measurements, effectively and inexpensively? 2) How to obtain temporally continuous and fine spatial resolution satellite images which are synchronous with the field measurements? This paper proposed a method to address the above two problems based on the combination of the wireless sensor network technology and a data blending approach. Firstly, the temporally continuous effective LAI was obtained through the analysis of multi-angle gap fraction measured by LAINet observation system (developed with wireless sensor network technology), and the temporally continuous NDVI was reconstructed through CACAO (Consistent Adjustment of the Climatology to Actual Observations, a data blending approach). Then, a transfer function relating reconstructed NDVI to field measured LAI was calibrated through exponential function fitting. Finally, the temporally continuous LAI reference maps were generated by applying the calibrated transfer function to the reconstructed NDVI. Performances of the proposed method were evaluated over a crop site. Results show that the reconstructed LAI reference maps agree well with the original LAI reference maps derived from the Landsat-8 OLI NDVI (R2 = 0.90, RMSE = 0.27 at 30 m resolution, R2 = 0.97, RMSE = 0.09 at 1 km resolution). The derived temporally continuous LAI reference maps were then used as benchmark to validate the MOD15A2 LAI product. Generally, the MOD15A2 LAI has a relatively high accuracy (R2 = 0.53, RMSE = 0.31), and captures the overall vegetation phenology well. But its value shows an obvious underestimation with a bias of −0.30. The results of this study contribute to the assessment of temporal dynamics of uncertainty in LAI products, which will benefit the long-term vegetation monitoring and data assimilation. © 2016 Elsevier B.V.","data assimilation; land surface; Landsat; leaf area index; map; model validation; MODIS; NDVI; observational method; phenology; remote sensing; satellite imagery; spatial resolution; transfer function","Consistent Adjustment of the Climatology to Actual Observations (CACAO); LAINet observation system; Leaf area index (LAI); Temporal continuity; Validation","Article","Final","","Scopus","2-s2.0-85000631005"
"Jiao N.; Wang F.; You H.; Hu K.; Yang M.","Jiao, Niangang (57196025409); Wang, Feng (57171143800); You, Hongjian (14022160300); Hu, Kun (55319178500); Yang, Mudan (57202252979)","57196025409; 57171143800; 14022160300; 55319178500; 57202252979","An Error-Based Block Adjustment Method for Multi-Angle Satellite Imagery Without Ground Control Points","2019","International Geoscience and Remote Sensing Symposium (IGARSS)","","","8899036","9040","9043","3","10.1109/IGARSS.2019.8899036","1","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85077724155&doi=10.1109%2fIGARSS.2019.8899036&partnerID=40&md5=355926b52fbe914e1800b7c5fb915615","Geo-positioning accuracy improvement is one of the most important step of remote sensing image preprocessing. Traditional methods require a large number of ground control points(GCPs) which consuming lots of manpower and financial resources. With the resolution up to 0.8m, the original geo-positioning accuracy of the Chinese Gaofen(GF-2) multi-angle imagery is about 90m which means a limited application in geometric processing. In this paper, we propose a new method to improve the geometric performance of the multi-angle satellite imagery based on the geometric error sources of this experimental dataset without GCPs. Under the condition of weak intersection of our test dataset, we use a DEM-assisted approach to acquire a more accurate initial position accuracy of all tie points, and all extracted data is clustered by the Density based spatial clustering of applications with noise(DBSCAN) algorithm in order to eliminate points or impages with large positioning error automatically. Then, the error-based block adjustment model are proposed and investigated to improved the geometric performance of the experimental dataset. Based on our proposed method, 142 multi-angle GF-2 satellite images covering the western Beijing area are experimented and the root mean square error(RMSE) of the geometric accuracy is improved up to about 12m in plane and 6m in height, which shows a significantly improvement in geo-positioning accuracy of these multi-angle GF-2 remote sensing imagery. © 2019 IEEE.","Errors; Geology; Geometry; Large dataset; Mean square error; Remote sensing; Rock mechanics; Satellite imagery; Statistical tests; Block adjustment; DBSCAN; Density-based spatial clustering of applications with noise; geometric performance; Ground control points; Multi angle; Remote sensing imagery; Root mean square errors; Image enhancement","DBSCAN; error-based block adjustment; geometric performance; multi-angle; RFM","Conference paper","Final","","Scopus","2-s2.0-85077724155"
"","","","International Geoscience and Remote Sensing Symposium (IGARSS)","2017","International Geoscience and Remote Sensing Symposium (IGARSS)","2017-July","","","","","6358","","0","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85041819803&partnerID=40&md5=3c89ebb5391dcae0cd9b68a6d42cd1ee","The proceedings contain 1567 papers. The topics discussed include: randomized nonlinear component analysis for dimensionality reduction of hyperspectral images; sparse graph embedding dimension reduction for hyperspectral image with a new spectral similarity metric; spatial noise-aware temperature retrieval from infrared sounder data; evaluation of the land surface reflectance fundamental climate data record; synthesizing remote sensing images by conditional adversarial networks; spatial heterogeneity and socioeconomic patterns: identifying the impact of urban center on forest fragmentation; object-based land cover mapping using adaptive scale segmentation from ZY-3 satellite images; temporal deformation of wink sinkholes in West Texas observed by spaceborne SAR imagery; and a multi-angle analysis on development of modern periurban agricultural areas in china: a case study of Beijing.","","","Conference review","Final","","Scopus","2-s2.0-85041819803"
"Dalmiya C.P.; Dharun V.S.","Dalmiya, C.P. (55823809800); Dharun, V.S. (55823607900)","55823809800; 55823607900","A survey of registration techniques in remote sensing images","2015","Indian Journal of Science and Technology","8","26","IPL0505","","","","10.17485/ijst/2015/v8i26/81048","10","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84949973019&doi=10.17485%2fijst%2f2015%2fv8i26%2f81048&partnerID=40&md5=c615dd34245f26c5b88e1f281f029944","Background: Image registration is one of the challenging issues in remote sensing applications. In last few years a wide variety of image registration techniques have been proposed. This paper reviews various registration techniques of satellite images. The approach discussed in this paper includes feature extraction and selection, feature matching, transform model estimation, transformation and resampling. Methods: The methods of registrations which are applicable to multi temporal, multi spectral, multi angle and multisensory are discussed. Automatic registration of remote sensing images deals with various problems such as intensity variations, illumination changes, geometric distortions, noise etc. For solving all the registration problems various techniques are presented for various applications. There are two types of registration involved, one type is intensity based and other one is feature based. Literature evaluation of various techniques describes the methods applicable for each application. Results: The findings shown that SIFT is the best suitable method for feature extraction. This survey helps researchers for attain information about registration of remote sensing images. Application: Image registration can be applied in various applications such as Multispectral classification, Environmental monitoring, Change detection, Image mosaicking, Weather forecasting, creating super-resolution images etc.","","Feature extraction; Feature matching; Image registration; Image resampling; Remote sensing; Transformation model","Article","Final","All Open Access; Bronze Open Access","Scopus","2-s2.0-84949973019"
"Rascle N.; Nouguier F.; Chapron B.; Ocampo-Torres F.J.","Rascle, Nicolas (23006078500); Nouguier, Frédéric (35243171700); Chapron, Bertrand (56209544000); Ocampo-Torres, Francisco J. (6602133196)","23006078500; 35243171700; 56209544000; 6602133196","Sunglint images of current gradients at high resolution: Critical angle and directional observing strategy","2018","Remote Sensing of Environment","216","","","786","797","11","10.1016/j.rse.2018.06.011","6","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85049329024&doi=10.1016%2fj.rse.2018.06.011&partnerID=40&md5=fd606ed0353f8bd4ad5897aaf5e81237","High-resolution satellite images of the ocean surface in and around the sunglint often provide unique observations of sub-mesoscale upper ocean surface processes. Local anomalies of wind, waves, currents or surfactants appear on the images as local anomalies of brightness. A quantitative interpretation of those brightness anomalies must relate them to slope properties of the wave field, which are to the lowest order described by the mean square slope (mss). The prevailing paradigm for such interpretation is that of the critical zenith angle. It states that, for sub-critical zenith view angle, brightness and mss anomalies have opposite signs, and this defines the so-called inversion region. This prevailing paradigm implicitly builds on the assumption that the mss decomposition between upwind and crosswind components is conserved. The mss anomalies are then isotropic and can be reduced to a scalar (i.e. one-dimensional) quantity. In such a case, one single sunglint image would be sufficient to retrieve the mss anomaly. This isotropic case likely applies for surface wave changes induced by varying wind speed or by surfactants. Yet, satellite and airborne observations at multiple view angles recently revealed anisotropic mss anomalies, e.g. with mss increase in the upwind direction and decrease in the crosswind direction. This anisotropic behavior likely characterizes wave modulations by anisotropic surface current gradients. This paper details the expected properties of such anisotropic mss modulations. It is shown that: 1) The classical concept of critical angle does not systematically hold, neither for frontal current shear nor for internal wave divergence. 2) At least two sunglint images at different zenith and azimuth angles are needed to retrieve the mss anomalies, and a single observation is not sufficient. 3) A satellite with radiometers looking at multiple zenith angles is capable of providing a geometry favorable to retrieve mss anomalies. An illustration is discussed with internal waves observed by the Multi-angle Imaging SpectroRadiometer (MISR), where the upwind and crosswind components of the retrieved mss anomalies are anisotropic. Those results provide guidelines to interpret available observations and to help refine strategy for future satellite missions. © 2018 Elsevier Inc.","Anisotropy; Luminance; Modulation; Oceanography; Radiometers; Salinity measurement; Satellites; Surface active agents; Surface roughness; Surface waters; Surface waves; Synthetic aperture radar; Wind; Mean square slopes; Multi angle; SAR Images; Sea surface roughness; Sun glint; Surface current; Surface slope; Wave current interaction; brightness temperature; data interpretation; decomposition analysis; image resolution; MISR; observational method; quantitative analysis; radiometer; satellite data; satellite imagery; sea surface; surfactant; synthetic aperture radar; turbulence; wave-current interaction; zenith angle; Shear flow","Mean square slope; Multi-angle radiometers; SAR images; Sea surface roughness; Submesoscale turbulence; Sun glint imagery; Surface current gradients; Surface slope distribution; Surfactants; Wave-current interaction","Article","Final","All Open Access; Green Open Access","Scopus","2-s2.0-85049329024"
"Duan P.; Wang M.; Lei Y.; Li J.","Duan, Ping (55972147100); Wang, Mingguo (57216926931); Lei, Yayuan (57219377070); Li, Jia (55972773000)","55972147100; 57216926931; 57219377070; 55972773000","Research on Estimating Water Storage of Small Lake Based on Unmanned Aerial Vehicle 3D Model","2021","Water Resources","48","5","","690","700","10","10.1134/S0097807821050109","2","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85114895959&doi=10.1134%2fS0097807821050109&partnerID=40&md5=c0b71435bbe32bbc1ee1cbc8c985aa3e","Abstract: Lake Water storage can be estimated based on Lake Boundary and lakebed terrain. The boundary of a lake can be extracted from the remote sensing satellite image or the Unmanned Aerial Vehicle (UAV) orthophoto, but the information of the lake and its surroundings, which is supposed to be three-dimensional, is recorded in two dimensions in this way. When the tall and dense vegetation are projected on the lake, the extracted lake boundary from orthophoto would be smaller than reality, which results in lower value of the lake water storage. UAV oblique photogrammetry can solve this problem by recording multi-angle images of the lake and its surroundings. Based on aerial photogrammetry theory, a real 3D model of the lake can be constructed by combing UAV oblique photogrammetric images. The model can accurately present the actual scene of the lake, and the extracted lake boundary can be very close to reality. In this study, UAV and Unmanned Surface Boats (USB) have been employed to collect UAV oblique photogrammetric images and lakebed terrain data, respectively. The lake boundary has been extracted based on the UAV real 3D model. The Digital Elevation Model (DEM) of lakebed terrain has been built based on lakebed terrain data collected by USB. Finally, the water storage of the lake is estimated based on the boundary and DEM. Experiments show that a real 3D model based on UAV data can depict lake boundaries accurately, which could eliminate the impact of vegetation shied around the lake. Utilizing the UAV and USB can be a standard method for estimating the water storages of small lakes. © 2021, Pleiades Publishing, Ltd.","lake water; orthophoto; photogrammetry; three-dimensional modeling; unmanned vehicle; water storage","lake; real 3D model; Unmanned Aerial Vehicle (UAV); Unmanned Surface Boat (USB); water storage","Article","Final","","Scopus","2-s2.0-85114895959"
"Albanwan H.; Qin R.","Albanwan, Hessah (57202331985); Qin, Rongjun (55790585000)","57202331985; 55790585000","A comparative study on deep-learning methods for dense image matching of multi-angle and multi-date remote sensing stereo-images","2022","Photogrammetric Record","37","180","","385","409","24","10.1111/phor.12430","0","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85142357921&doi=10.1111%2fphor.12430&partnerID=40&md5=fb901d2a581639f6c1a970b22a52fd77","Deep-learning (DL) stereomatching methods gained great attention in remote sensing satellite datasets. However, most of these existing studies conclude assessments based only on a few/single stereo-images lacking a systematic evaluation on how robust DL methods are on satellite stereo-images with varying radiometric and geometric configurations. This paper provides an evaluation of four DL stereomatching methods through hundreds of multi-date multi-site satellite stereopairs with varying geometric configurations, against the traditional well-practiced Census-semi-global matching (SGM), to comprehensively understand their accuracy, robustness, generalisation capabilities, and their practical potential. The DL methods include a learning-based cost metric through convolutional neural networks (MC-CNN) followed by SGM, and three end-to-end (E2E) learning models using Geometry and Context Network (GCNet), Pyramid Stereo Matching Network (PSMNet), and LEAStereo. Our experiments show that E2E algorithms can achieve upper limits of geometric accuracies, while may not generalise well for unseen data. The learning-based cost metric and Census-SGM are rather robust and can consistently achieve acceptable results. All DL algorithms are robust to geometric configurations of stereopairs and are less sensitive in comparison to the Census-SGM, while learning-based cost metrics can generalise on satellite images when trained on different datasets (airborne or ground-view). © 2022 The Authors. The Photogrammetric Record published by Remote Sensing and Photogrammetry Society and John Wiley & Sons Ltd.","Convolution; Convolutional neural networks; Deep neural networks; Geometry; Image matching; Learning systems; Remote sensing; Stereo image processing; Surveys; Convolutional neural network; Deep learning; Dense image matching; Geometry and context network; Learning methods; Leastereo; Matching networks; Pyramid stereo matching network; Semi-global matching; Stereo-matching; algorithm; comparative study; data set; geometry; image processing; network analysis; satellite data; satellite imagery; Satellites","convolutional neural network; deep learning; dense image matching; Geometry and Context Network; LEAStereo; Pyramid Stereo Matching Network","Article","Final","All Open Access; Green Open Access","Scopus","2-s2.0-85142357921"
"Alegavi S.S.; Sedamkar R.R.","Alegavi, S.S. (57208100412); Sedamkar, R.R. (36053458900)","57208100412; 36053458900","Using deep convolutional features for multitemporal remote sensing image registration","2019","International Journal of Advanced Science and Technology","28","1","","230","240","10","","0","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85080073374&partnerID=40&md5=919af2dcbd781f1e33717525fb781980","Image Registration is a fundamental part of image classification algorithm, for example, two or more images taken from various sensors or from different points of view at different times and environmental conditions may lead to degradation of accuracy factor during classification of any traditional algorithms. Image Registration will help us to minimize tedious task to select features in such a case. Specific examples of systems in which image registration is an important component include matching a target with a real-time image of a target scene, monitoring global land use[4], geographical maps using satellite images[5], matching stereo images to recover autonomous navigation shape, and aligning pictures from different diagnostic medical modalities etc. In this paper, we propose a flexible and dynamic algorithm, which is a fusion of DeepIRDI (Image Registration Using Deep Convolutional Features and Dynamic Inlier Selection) with MS – MA (multi-scale multi-angle) and CNN (Convolutional Neural Network)[1] architecture for both rigid and non-rigid feature matching of remote sensing images. The performance of this technique is determined by using various datasets, and the results are evaluated using the hybrid DeepIRDI algorithm. For getting better and optimal result we will modify existing DeepIRDI with some hybrid features selection technique and performance analysis will be done using NVDIA GPU. © 2019, Science and Engineering Research Support Society. All rights reserved.","","Convolution neural networks (CNNs); DeepIRDI (Image Registration Using Deep Convolutional Features and Dynamic Inlier Selection); Hyperspectral imager (HSI); MS-MA BT (multi-scale multi-angle breaking ties); Synthetic aperture radar (SAR)","Article","Final","","Scopus","2-s2.0-85080073374"
