"Authors","Author full names","Author(s) ID","Titles","Year","Source title","Volume","Issue","Art. No.","Page start","Page end","Page count","DOI","Cited by","Link","Abstract","Indexed Keywords","Author Keywords","Document Type","Publication Stage","Open Access","Source","EID"
"Vecchiotti F.; Amabile A.S.; Clemente S.; Ostermann M.; Nicodemo G.; Peduto D.","Vecchiotti, Filippo (36708711600); Amabile, Anna Sara (57197730374); Clemente, Salvatore (57767702900); Ostermann, Marc (16203507800); Nicodemo, Gianfranco (56910067600); Peduto, Dario (21935174200)","36708711600; 57197730374; 57767702900; 16203507800; 56910067600; 21935174200","Kinematic and Geometric Characterization of the Vögelsberg Rockslide (Tyrol, Austria) by Means of MT-InSAR Data","2022","Geosciences (Switzerland)","12","7","256","","","","10.3390/geosciences12070256","2","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85132967812&doi=10.3390%2fgeosciences12070256&partnerID=40&md5=4ca206205de4e1ba0464c2e524a04285","This paper focuses on the study of the Vögelsberg landslide located in the municipality of Wattens (Tyrol, Austria), which reactivated in 2016, causing damages to nearby buildings and in-frastructures. Since the date of reactivation, a modern monitoring system has been implemented with the installation of in-situ geodetic automated tracking total stations (ATTS), an inclinometer and two piezometers. Here, we describe two distinctive methods, the Breaks for Additive Seasonal and Trend (BFAST) and the Vector Inclination Method (VIM) used to characterize the landslide from the kinematic and geometrical point of view. The main input data, used for both methods, derive from processing a stack of several Sentinel-1 differential interferograms with the Multiple Small Baseline Subset (MSBAS) 2D and 3D algorithms. BFAST allowed highlighting the seasonality of the phenomenon from the analysis of the time series as well as the trend and the breakpoints that iden-tify the landslide reactivation phases. These latter were then correlated with the main triggering factors such as rain and snow melting. The application of the VIM through the exploitation of the MSBAS displacement vectors allowed the reconstruction of the depth of the landslide slip surface along both the longitudinal and transversal direction and, in turn, the evaluation of the volumes of material mobilized by the landslide. The results obtained further prove that procedures for the in-depth analysis of Multi-Temporal Interferometric Synthetic Aperture Radar (MT-InSAR) data can contribute to slow-moving landslide characterization, which represents a fundamental step for landslide hazard assessment within quantitative risk analyses. © 2022 by the authors. Li-censee MDPI, Basel, Switzerland.","","3D landslide reconstruction; DSGSD; landslide monitoring; MT-InSAR; time series analysis","Article","Final","All Open Access; Gold Open Access","Scopus","2-s2.0-85132967812"
"Gagliardi V.; Tosti F.; Bianchini Ciampoli L.; Battagliere M.L.; D’Amato L.; Alani A.M.; Benedetto A.","Gagliardi, Valerio (57203893100); Tosti, Fabio (55752556500); Bianchini Ciampoli, Luca (57980935000); Battagliere, Maria Libera (16315266800); D’Amato, Luigi (58072023500); Alani, Amir M. (6603960284); Benedetto, Andrea (58073527800)","57203893100; 55752556500; 57980935000; 16315266800; 58072023500; 6603960284; 58073527800","Satellite Remote Sensing and Non-Destructive Testing Methods for Transport Infrastructure Monitoring: Advances, Challenges and Perspectives","2023","Remote Sensing","15","2","418","","","","10.3390/rs15020418","0","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85146630439&doi=10.3390%2frs15020418&partnerID=40&md5=d7c2ec73b920d9558b8b672f6b44b6aa","High-temporal-frequency monitoring of transport infrastructure is crucial to facilitate maintenance and prevent major service disruption or structural failures. Ground-based non-destructive testing (NDT) methods have been successfully applied for decades, reaching very high standards for data quality and accuracy. However, routine campaigns and long inspection times are required for data collection and their implementation into reliable infrastructure management systems (IMSs). On the other hand, satellite remote sensing techniques, such as the Multi-Temporal Interferometric Synthetic Aperture Radar (MT-InSAR) method, have proven effective in monitoring ground displacements of transport infrastructure (roads, railways and airfields) with a much higher temporal frequency of investigation and the capability to cover wider areas. Nevertheless, the integration of information from (i) satellite remote sensing and (ii) ground-based NDT methods is a subject that is still to be fully explored in civil engineering. This paper aims to review significant stand-alone and combined applications in these two areas of endeavour for transport infrastructure monitoring. The recent advances, main challenges and future perspectives arising from their mutual integration are also discussed. © 2023 by the authors.","Bridge decks; Data fusion; Data integration; Fracture mechanics; Information management; Integration; Interferometry; Remote sensing; Satellites; Space-based radar; Structural integrity; Synthetic aperture radar; Infrastructure management system; Infrastructure monitoring; Interferometric synthetic aperture radars; Multi-temporal; Multi-temporal interferometric synthetic aperture radar; Non destructive testing; Non-destructive testing; Remote-sensing; Transport infrastructure; Transport infrastructure monitoring; Nondestructive examination","data fusion and integration; infrastructure management systems (IMSs); Multi-Temporal Interferometric Synthetic Aperture Radar (MT-InSAR); non-destructive testing (NDT); remote sensing; transport infrastructure monitoring","Review","Final","All Open Access; Gold Open Access; Green Open Access","Scopus","2-s2.0-85146630439"
"Ramirez R.A.; Lee G.-J.; Choi S.-K.; Kwon T.-H.; Kim Y.-C.; Ryu H.-H.; Kim S.; Bae B.; Hyun C.","Ramirez, Ryan A. (57219670001); Lee, Gi-Jun (57194281555); Choi, Shin-Kyu (57189497960); Kwon, Tae-Hyuk (55223209700); Kim, Young-Chul (55628589722); Ryu, Hee-Hwan (14829565500); Kim, Sangyoung (57489805600); Bae, Byungeol (57490404700); Hyun, Chiho (57490048100)","57219670001; 57194281555; 57189497960; 55223209700; 55628589722; 14829565500; 57489805600; 57490404700; 57490048100","Monitoring of construction-induced urban ground deformations using Sentinel-1 PS-InSAR: The case study of tunneling in Dangjin, Korea","2022","International Journal of Applied Earth Observation and Geoinformation","108","","102721","","","","10.1016/j.jag.2022.102721","7","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85126430781&doi=10.1016%2fj.jag.2022.102721&partnerID=40&md5=ef71360c847ce8ea8dd9731401801e62","The construction of underground tunnels can prime or trigger ground subsidence, and thus surface deformation monitoring is required during and post-construction. Freely available satellite data allow significant possibilities for the use of remote sensing techniques, particularly multi-temporal interferometric synthetic aperture radar (Mt-InSAR), for surface deformation monitoring. However, track records and field demonstrations of InSAR-based tunneling-related deformation monitoring are limited, particularly in identifying the spatiotemporal evolution of ground deformation and causal factors thereof from construction activities. Therefore, this study explores the feasibility of using satellite SAR data to monitor the surface deformation associated with different tunnel construction phases. Tunneling-related surface deformation was analyzed using the persistent scatterer InSAR (PS-InSAR) technique and Sentinel-1B SAR data; the PS-InSAR results were compared with those from the conventional leveling method. The velocity map of the study site revealed a localized subsidence trough associated with the construction of vertical shafts and shield tunneling. The cumulative time-series displacement map successfully tracked the spatial and temporal progression of ground deformations related to the phases of tunnel construction activities. The maximum subsidence rate in the radar line-of-sight direction was estimated to exceed 40 mm/yr, with maximum cumulative subsidence of ∼ 200 mm. The results clearly showed that dewatering during tunneling aggravated the subsidence phenomenon. The consequent compaction and consolidation of the compressible soil layers due to the lowered groundwater table were the main causes of subsidence. Our results demonstrate the viability of the PS-InSAR technique based on the C-band Sentinel-1 product as a monitoring method to examine the spatiotemporal evolution of ground deformation patterns during tunneling activities and as a possible preliminary surveying tool to identify ongoing abnormal settlement prior to tunnel construction. © 2022","South Korea; deformation; dewatering; induced response; monitoring system; Sentinel; subsidence; synthetic aperture radar; tunneling; underground construction","Dewatering; Ground subsidence; Monitoring; PS-InSAR; Sentinel-1; Tunneling","Article","Final","All Open Access; Gold Open Access","Scopus","2-s2.0-85126430781"
"Guo X.; Yin J.; Li K.; Yang J.; Shao Y.","Guo, Xianyu (57202995412); Yin, Junjun (35753869000); Li, Kun (57192690342); Yang, Jian (57075083500); Shao, Yun (7201598892)","57202995412; 35753869000; 57192690342; 57075083500; 7201598892","Scattering Intensity Analysis and Classification of Two Types of Rice Based on Multi-Temporal and Multi-Mode Simulated Compact Polarimetric SAR Data","2022","Remote Sensing","14","7","1644","","","","10.3390/rs14071644","0","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85128016633&doi=10.3390%2frs14071644&partnerID=40&md5=40c3a683908a9c60532c64eff6a5cf1c","Because transmitting polarization can be an arbitrary elliptical wave, and theoretically, there are numerous possibilities of hybrid dual-pol modes, therefore, it is necessary to explore the feature recognition and classification ability of compact polarimetric (CP) parameters under different transmitting and receiving modes to different ground objects. In this paper, we first simulated, extracted, and analyzed the scattering intensity of two types of rice of six temporal CP synthetic aperture radar (SAR) data under three transmitting modes. Then, during different phenology stages, the optimal parameters for distinguishing transplanting hybrid rice (T–H) and direct-sown japonica rice (D–J) were acquired. Finally, a decision tree classification model was established based on the optimal parameters to carry out the fine classification of the two types of rice and to verify the results. The results showed that this strategy can obtain a high classification accuracy for the two types of rice with an overall classification accuracy of more than 95% and a kappa coefficient of more than 0.94. In addition, and importantly, we found that the CP parameters in the 1103 period (harvest stage) were the best CP parameters to distinguish the two types of rice, followed by the 0730 (seedling–elongation stage), 0612 (seedling stage), and 0916 (heading–flowering stage) periods. © 2022 by the authors. Licensee MDPI, Basel, Switzerland.","Polarimeters; Synthetic aperture radar; Classification accuracy; Compact polarimetric  synthetic aperture radar; Multi-classification; Multimodes; Optimal parameter; Polarimetric parameters; Polarimetric synthetic aperture radar data; Polarimetric synthetic aperture radars; Rice; Scattering intensity; Decision trees","compact polarimetric (CP) SAR; multi-mode and classification; rice; scattering intensity","Article","Final","All Open Access; Gold Open Access","Scopus","2-s2.0-85128016633"
"Musthafa M.; Singh G.","Musthafa, Mohamed (57193438534); Singh, Gulab (57201766355)","57193438534; 57201766355","Improving Forest Above-Ground Biomass Retrieval Using Multi-Sensor L- and C- Band SAR Data and Multi-Temporal Spaceborne LiDAR Data","2022","Frontiers in Forests and Global Change","5","","822704","","","","10.3389/ffgc.2022.822704","3","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85125285826&doi=10.3389%2fffgc.2022.822704&partnerID=40&md5=6db9a2d3cbf944bafa9f2fcd085d4066","Due to the great structural and species diversity of tropical forests and limitations of the methods used to estimate aboveground biomass, there is uncertainty in quantifying its carbon sequestration potential. Measuring carbon sequestered in the terrestrial ecosystem and monitoring its dynamics is one of the key objectives in sustainable development goals. Synthetic Aperture Radar (SAR) has evolved as a key satellite technology in measuring and monitoring terrestrial carbon sink stored as biomass in plants. This study attempts to model forest above-ground biomass (AGB) using a random forest machine-learning approach where the predictor variables are from C-band (Radarsat-2), L-band (ALOS-2/PALSAR-2), and multi-temporal spaceborne LiDAR data from the GEDI platform. Training and validation data for the machine learning approach are obtained from the field measured inventory campaigns to evaluate the modeled forest biomass accuracies. The results show that variables from L-band (HH, HV), C-band (HV), and canopy height from the GEDI LiDAR platform performed effectively to model forest AGB with the coefficient of determination (R2) of 0.81 and root mean squared error (rmse) of 19.35 Mg/ha (%rmse – 17.17). In the case of single frequency SAR data, the analysis shows that the model derived from the L-band SAR data and LiDAR performed comparably better than the combination of C-band SAR and LiDAR data with an R2 of 0.78 and rmse of 21.36 Mg/ha (%rmse – 18.94). The results, thus, demonstrate the potential of SAR data (both single frequency and multiple frequencies) in combination with GEDI LiDAR data in effectively modeling AGB over highly biodiverse tropical forest regions. Copyright © 2022 Musthafa and Singh.","","kriging; LiDAR; multi-frequency SAR; random forest regression; tropical forest","Article","Final","All Open Access; Gold Open Access","Scopus","2-s2.0-85125285826"
"Ge S.; Gu H.; Su W.; Praks J.; Lonnqvist A.; Antropov O.","Ge, Shaojia (57200140881); Gu, Hong (7402683256); Su, Weimin (7402009864); Praks, Jaan (6602183405); Lonnqvist, Anne (6603473495); Antropov, Oleg (24340747200)","57200140881; 7402683256; 7402009864; 6602183405; 6603473495; 24340747200","Deep Learning Models in Forest Mapping Using Multitemporal SAR and Optical Satellite Data","2022","International Geoscience and Remote Sensing Symposium (IGARSS)","2022-July","","","5688","5691","3","10.1109/IGARSS46834.2022.9883740","0","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85140365372&doi=10.1109%2fIGARSS46834.2022.9883740&partnerID=40&md5=f0071384f2410de86c34cd5a97fea5d4","In this study, we evaluate the potential of deep learning models in predicting forest tree height in boreal forest zone using ESA Sentinel-1 and Sentinel-2 images. The performance of studied deep learning models is compared to several popular conventional machine learning approaches. The study area is located near Hyytiala forestry station in Finland, and represents a conifer-dominated mixed boreal forestland. Improved predictions were obtained when using combined optical and SAR data for all studied models. Our results indicate that UNet based models can achieve better accuracy in predicting forest tree heights (RMSE of 1.90m, mathrm{R}{2} of 0.69), compared to traditional parametric and machine learning models with RMSE range of 2.27-2.41m and mathrm{R}{2} range of 0.50-0.56 when satellite optical and radar data are combined. © 2022 IEEE.","Deep learning; Forecasting; Forestry; Learning systems; Radar imaging; Remote sensing; Space-based radar; Boreal; Deep learning; Forest height; Forest mapping; Learning models; Multi-temporal; Optical data; Sentinel-1; Sentinel-2; Tree height; Synthetic aperture radar","boreal; deep learning; forest height; forest management; Sentinel-1; Sentinel-2; synthetic aperture radar","Conference paper","Final","","Scopus","2-s2.0-85140365372"
"Confuorto P.; Medici C.; Bianchini S.; Del Soldato M.; Rosi A.; Segoni S.; Casagli N.","Confuorto, Pierluigi (57188591323); Medici, Camilla (57609651600); Bianchini, Silvia (54930204200); Del Soldato, Matteo (57189356550); Rosi, Ascanio (55250292100); Segoni, Samuele (35272973800); Casagli, Nicola (56962779300)","57188591323; 57609651600; 54930204200; 57189356550; 55250292100; 35272973800; 56962779300","Machine Learning for Defining the Probability of Sentinel-1 Based Deformation Trend Changes Occurrence","2022","Remote Sensing","14","7","1748","","","","10.3390/rs14071748","4","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85128665170&doi=10.3390%2frs14071748&partnerID=40&md5=75eb35b1c65e0d51a6b9ce6d3f51cc92","The continuous monitoring of displacements occurring on the Earth surface by exploiting MTInSAR (Multi Temporal Interferometry SAR) Sentinel-1 data is a solid reality, as testified by the ongoing operational ground motion service in the Tuscany region (Central Italy). In this framework, anomalies of movement, i.e., accelerations or deceleration as seen by the time series of displacement of radar targets, are identified. In this work, a Machine Learning algorithm such as the Random Forest has been used to assess the probability of occurrence of the anomalies induced by slope instability and subsidence. About 20,000 anomalies (about 7000 and 13,000 for the slope instability and the subsidence, respectively) were collected between 2018 and 2020 and were used as input, while ten different variables were selected, five related to the morphological and geological setting of the study area and five to the radar characteristics of the data. The resulting maps may provide useful indications of where a sudden change of displacement trend may occur, analyzing the contribution of each factor. The cross-validation with the anomalies collected in a following timespan (2020–2021) and with official landslide and subsidence inventories provided by the regional authority has confirmed the reliability of the final maps. The adoption of a map for assessing the probability of the occurrence of MTInSAR anomalies may serve as an enhanced geohazard prevention measurement, to be periodically updated and refined in order to have the most precise knowledge possible of the territory. © 2022 by the authors. Licensee MDPI, Basel, Switzerland.","Decision trees; Hazards; Learning algorithms; Machine learning; Subsidence; Synthetic aperture radar; Anomaly; Deformation trend; Geohazards; InSAR; Machine-learning; Multi-temporal; Random forests; Sentinel-1; Slope instability; Tuscany; Landslides","anomalies; geohazards; InSAR; Landslide; Random Forest; Sentinel-1; Subsidence; Tuscany","Article","Final","All Open Access; Gold Open Access; Green Open Access","Scopus","2-s2.0-85128665170"
"Qin X.; Yang J.; Li P.; Zhao L.; Sun K.","Qin, Xingli (57209331473); Yang, Jie (57190286025); Li, Pingxiang (57203906234); Zhao, Lingli (55353622100); Sun, Kaimin (8518459900)","57209331473; 57190286025; 57203906234; 55353622100; 8518459900","Water Body Extraction from Multi-temporal Polarimetric SAR Images Based on Transfer Learning; [迁移学习用于多时相极化SAR影像的水体提取]","2022","Wuhan Daxue Xuebao (Xinxi Kexue Ban)/Geomatics and Information Science of Wuhan University","47","7","","1093","1102","9","10.13203/j.whugis20200121","0","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85138205584&doi=10.13203%2fj.whugis20200121&partnerID=40&md5=751bc625fc76c0dfae12787f7f9d6bcb","Objectives Machine learning classifier-based water body extraction methods for polarimetric synthetic aperture radar (PolSAR) images have high reliability but typically require a great number of training samples. Consequently, it is very difficult and time-consuming to manually collect enough training samples when extracting water body from multi-temporal PolSAR images. To this problem, transfer learning is used to reduce the labor cost of querying new samples and improve the timeliness of water body extraction of multi-temporal PolSAR images. Methods Firstly, an optimal source domain image from multi-temporal images is automatically selected according to the distribution difference between images, and the other images are taken as target domain images. Secondly, a group of training samples are queried in the source domain image as source sample set, and the same number of unlabeled samples are randomly sampled from each target domain image as their target domain sample set. And the knowledge of source domain samples is transferred to target domain samples via the transfer learning method. Finally, a random forest classifier-based water body extraction model is trained using the target domain sample set, and is used for the water body extraction of target domain images. Results We have conducted experiments using six PolSAR images and two kinds of transfer learning methods, the results show that: (1) The label transfer accuracy and the water body extraction accuracy are positively correlated. (2) Inductive transfer learning methods achieve higher label transfer accuracy and lower standard deviation. (3) A smaller distribution difference between source and target domain images indicate a greater transferability, and thus a better water body extraction accuracy. (4) The water body extraction results of inductive transfer learning methods have a higher rate of missing detection, while the results of transductive transfer learning methods have a higher rate of false detection. Conclusions In the water body extraction of multi-temporal PolSAR images, the use of transfer learning methods can significantly reduce the number of manually labeled samples needed to construct high-performance classifiers, while maintaining the water body extraction accuracy at a high level. It has great application potentiality in the emergency response of flood disaster. © 2022 Wuhan University. All rights reserved.","Decision trees; Image enhancement; Large dataset; Machine learning; Polarimeters; Radar imaging; Sampling; Synthetic aperture radar; Wages; Machine-learning; Multi-temporal; Multi-temporal image; Polarimetric synthetic aperture radars; Synthetic aperture radar images; Target domain; Transfer learning; Transfer learning methods; Water body extraction; Waterbodies; image analysis; image classification; machine learning; spatiotemporal analysis; synthetic aperture radar; Extraction","machine learning; multi-temporal images; polarimetric synthetic aperture radar; transfer learning; water body extraction","Article","Final","","Scopus","2-s2.0-85138205584"
"Pelich R.; La T.V.; Chini M.; Matgen P.","Pelich, Ramona (56155778100); La, Tran Vu (57999758800); Chini, Marco (35847445700); Matgen, Patrick (8051813300)","56155778100; 57999758800; 35847445700; 8051813300","Retrieval and multi-temporal characterization of oil spills from multi-sensor earth observation imagery","2022","2022 IEEE International Workshop on Metrology for the Sea; Learning to Measure Sea Health Parameters, MetroSea 2022 - Proceedings","","","","388","392","4","10.1109/MetroSea55331.2022.9950927","0","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85143683248&doi=10.1109%2fMetroSea55331.2022.9950927&partnerID=40&md5=b8306890a3d69dbe22d06a9ea7c54c60","In this study we propose an image classification method that allows to delineate oil spills from multi-sensor earth observation (EO) data, i.e. Synthetic Aperture Radar (SAR) and multi-spectral imagery. By making use of the SAR intensity and an index derived from multi-spectral data, we perform a multiscale-based bimodal distribution classification, represented in our case by the oil spill and sea clutter, respectively. The proposed method is applied to a sequence of images acquired with a daily frequency allowing to characterise the temporal and spatial of evolution of the oil spill. In addition, we address the surface wind and currents corresponding to each satellite image in order to investigate their impact on the oil spill evolution. The experimental results are focused on two different oil spill events: one in the waters around Mauritius after a Japanese bulk carrier, MV Wakashio, ran aground on a coral reef, and one in the Persian golf which is the largest offshore oil development area.  © 2022 IEEE.","Geology; Observatories; Offshore oil well production; Oil spills; Radar imaging; Remote sensing; Classification methods; Earth observation data; Earth observations; Images classification; Multi sensor; Multi-spectral; Multi-spectral data; Multi-temporal; Multispectral imagery; Synthetic aperture radar; Synthetic aperture radar","multi-spectral; multi-temporal; oil spill; Synthetic Aperture Radar (SAR)","Conference paper","Final","","Scopus","2-s2.0-85143683248"
"Mele A.; Vitiello A.; Bonano M.; Miano A.; Lanari R.; Acampora G.; Prota A.","Mele, Annalisa (57200012736); Vitiello, Autilia (36633662500); Bonano, Manuela (34867739400); Miano, Andrea (57004634300); Lanari, Riccardo (7003896636); Acampora, Giovanni (9732839200); Prota, Andrea (6603458266)","57200012736; 36633662500; 34867739400; 57004634300; 7003896636; 9732839200; 6603458266","Criticality maps of built areas based on Artificial Intelligence applied to Satellite data","2022","fib Symposium","","","","913","920","7","","0","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85142848044&partnerID=40&md5=e47e48305945a15704fe691cc1eb38e4","In the field of the structural engineering, the use of satellite data is oriented towards the long-term monitoring. An automatic procedure to identify buildings in urbanized areas and give criticality deformation maps is presented in this work. The Density-Based Spatial Clustering of Applications with Noise algorithm is applied to datasets of georeferentied measuring points detected through the Multi Temporal Differential Synthetic Aperture Radar Interferometry technique. The criticality deformation maps referred to a monitoring time frame can be used for a preliminary structural monitoring of the area, with the identification of buildings affected by deformations or differential displacements, that need further and specific investigations. © 2022, fib. The International Federation for Structural Concrete. All rights reserved.","Clustering algorithms; Criticality (nuclear fission); Deformation; Interferometry; Area-based; Automatic procedures; Deformation map; Density-based spatial clustering of applications with noise; Differential synthetic aperture radar interferometries; Long term monitoring; Measuring points; Multi-temporal; Satellite data; Urbanized area; Synthetic aperture radar","","Conference paper","Final","","Scopus","2-s2.0-85142848044"
