"Authors","Author full names","Author(s) ID","Titles","Year","Source title","Volume","Issue","Art. No.","Page start","Page end","Page count","DOI","Cited by","Link","Abstract","Indexed Keywords","Author Keywords","Document Type","Publication Stage","Open Access","Source","EID"
"","","","5th IFIP TC 12 International Conference on Intelligence Science, ICIS 2022","2022","IFIP Advances in Information and Communication Technology","659 IFIP","","","","","465","","0","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85144527713&partnerID=40&md5=82441a44adb92b612e33dfcf02d2f785","The proceedings contain 49 papers. The special focus in this conference is on Intelligence Science. The topics include: Accelerating Deep Convolutional Neural Network Inference Based on OpenCL; a Simple Approach to the Multiple Source Identification of Information Diffusion; a Directed Search Many Objective Optimization Algorithm Embodied with Kernel Clustering Strategy; a Two-Branch Neural Network Based on Superpixel Segmentation and Auxiliary Samples; augmentation Based Synthetic Sampling and Ensemble Techniques for Imbalanced Data Classification; BA-GAN: Bidirectional Attention Generation Adversarial Network for Text-to-Image Synthesis; personalized Recommendation Using Extreme Individual Guided and Adaptive Strategies; Improved Transformer-Based Implicit Latent GAN with Multi-headed Self-attention for Unconditional Text Generation; learning a Typhoon Bayesian Network Structure from Natural Language Reports; DNM-SNN: Spiking Neural Network Based on Dual Network Model; what Is Information? An Interpretation Based on the Theory of Modern Complexity Science; deep Siamese Network with Contextual Transformer for Remote Sensing Images Change Detection; GSoP Based Siamese Feature Fusion Network for Remote Sensing Image Change Detection; PolSF: PolSAR Image Datasets on San Francisco; RSMatch: Semi-supervised Learning with Adaptive Category-Related Pseudo Labeling for Remote Sensing Scene Classification; visual Question Answering of Remote Sensing Image Based on Attention Mechanism; multi-scale Spatial Aggregation Network for Remote Sensing Image Segmentation; deep Complex Convolutional Neural Networks for Remote Sensing Image Classification; dual Siamese Channel Attention Networks for Visual Object Tracking; motion-Aligned and Hardness-Aware Dynamic Update Network for Weakly-Supervised Vehicle Detection in Satellite Videos; a Memetic Algorithm Based on Adaptive Simulated Annealing for Community Detection; a Multi-level Mixed Perception Network for Hyperspectral Image Classification; A Lightweight SAR Ship Detection Network Based on Superpixel Statistical Modeling; gaussian Balanced Sampling for End-to-End Pedestrian Detector.","","","Conference review","Final","","Scopus","2-s2.0-85144527713"
"Xu J.; Liu W.; Qin Y.; Xu G.","Xu, Jianming (57825321000); Liu, Weichun (57835195800); Qin, Yang (57824901700); Xu, Guangrong (57825155200)","57825321000; 57835195800; 57824901700; 57825155200","Image Super-Resolution Reconstruction Method for Lung Cancer CT-Scanned Images Based on Neural Network","2022","BioMed Research International","2022","","3543531","","","","10.1155/2022/3543531","0","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85135202208&doi=10.1155%2f2022%2f3543531&partnerID=40&md5=8e459600bfbbcca736f32e75179aefb6","The super-resolution (SR) reconstruction of a single image is an important image synthesis task especially for medical applications. This paper is studying the application of image segmentation for lung cancer images. This research work is utilizing the power of deep learning for resolution reconstruction for lung cancer-based images. At present, the neural networks utilized for image segmentation and classification are suffering from the loss of information where information passes through one layer to another deep layer. The commonly used loss functions include content-based reconstruction loss and generative confrontation network. The sparse coding single-image super-resolution reconstruction algorithm can easily lead to the phenomenon of incorrect geometric structure in the reconstructed image. In order to solve the problem of excessive smoothness and blurring of the reconstructed image edges caused by the introduction of this self-similarity constraint, a two-layer reconstruction framework based on a smooth layer and a texture layer is proposed for a medical application of lung cancer. This method uses a global nonzero gradient number constrained reconstruction model to reconstruct the smooth layer. The proposed sparse coding method is used to reconstruct high-resolution texture images. Finally, a global and local optimization models are used to further improve the quality of the reconstructed image. An adaptive multiscale remote sensing image super-division reconstruction network is designed. The selective core network and adaptive gating unit are integrated to extract and fuse features to obtain a preliminary reconstruction. Through the proposed dual-drive module, the feature prior drive loss and task drive loss are transmitted to the super-resolution network. The proposed work not only improves the subjective visual effect but the robustness has also been enhanced with more accurate construction of edges. The statistical evaluators are used to test the viability of the proposed scheme. © 2022 Jianming Xu et al.","Algorithms; Humans; Image Processing, Computer-Assisted; Lung Neoplasms; Neural Networks, Computer; Tomography, X-Ray Computed; Article; computer assisted tomography; deep learning; deep neural network; human; image processing; image reconstruction; image segmentation; lung cancer; reconstruction algorithm; remote sensing; algorithm; diagnostic imaging; image processing; lung tumor; procedures; x-ray computed tomography","","Article","Final","All Open Access; Gold Open Access","Scopus","2-s2.0-85135202208"
"Liu L.; Zou Z.; Shi Z.","Liu, Liqin (57215536317); Zou, Zhengxia (56073977200); Shi, Zhenwei (23398841900)","57215536317; 56073977200; 23398841900","Hyperspectral Remote Sensing Image Synthesis Based on Implicit Neural Spectral Mixing Models","2023","IEEE Transactions on Geoscience and Remote Sensing","61","","5500514","","","","10.1109/TGRS.2022.3232705","0","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85146258064&doi=10.1109%2fTGRS.2022.3232705&partnerID=40&md5=e0354c20ba09f7c4aae126916989d890","Hyperspectral image (HSI) synthesis, as an emerging research topic, is of great value in overcoming sensor limitations and achieving low-cost acquisition of high-resolution remote sensing HSIs. However, the linear spectral mixing model used in recent studies oversimplifies the real-world hyperspectral imaging process, making it difficult to effectively model the imaging noise and multiple reflections of the object spectrum. As a prerequisite for hyperspectral data synthesis, accurate modeling of nonlinear spectral mixtures has long been a challenge. Considering the above difficulties, we propose a novel method for modeling nonlinear spectral mixtures based on implicit neural representations (INRs) in this article. The proposed method learns from INR and adaptively implements different mixture models for each pixel according to their spectral signature and surrounding environment. Based on the above neural mixing model, we also propose a new method for HSI synthesis. Given an RGB image as input, our method can generate an accurate and physically meaningful HSI. As a set of by-products, our method can also generate subpixel-level spectral abundance as well as the solar atmosphere signature. The whole framework is trained end-to-end in a self-supervised manner. We constructed a new dataset for HSI synthesis based on a wide range of Airborne Visible Infrared Imaging Spectrometer (AVIRIS) data. Our method achieves a mean peak signal-to-noise ratio (MPSNR) of 52.36 dB and outperforms other state-of-the-art hyperspectral synthesis methods. Finally, our method shows great benefits to downstream data-driven applications. With the HSIs and abundance directly generated from low-cost RGB images, the proposed method improves the accuracy of HSI classification tasks by a large margin, particularly for those with limited training samples.  © 1980-2012 IEEE.","Hyperspectral imaging; Image enhancement; Independent component analysis; Mixing; Pixels; Remote sensing; Adaptive spectral mixture model; Atmospheric modeling; HyperSpectral; Hyperspectral image synthesis; Images reconstruction; Images synthesis; Implicit neural representation; Mixture modeling; Neural representations; Remote-sensing; Spectral mixture model; AVIRIS; byproduct; data acquisition; pixel; remote sensing; satellite imagery; sensor; Image reconstruction","Adaptive spectral mixture model; hyperspectral image (HSI) synthesis; implicit neural representation (INR); remote sensing","Article","Final","","Scopus","2-s2.0-85146258064"
"Jia F.; Xu J.; Sun X.; Ma Y.; Ni M.","Jia, Fei (57298794000); Xu, Jindong (35176864300); Sun, Xiao (57208776868); Ma, Yongli (57219779729); Ni, Mengying (26325030000)","57298794000; 35176864300; 57208776868; 57219779729; 26325030000","Blind image separation method based on cascade generative adversarial networks","2021","Applied Sciences (Switzerland)","11","20","9416","","","","10.3390/app11209416","1","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85117199296&doi=10.3390%2fapp11209416&partnerID=40&md5=4dcab0101086c46f4edbf9800a6c341c","To solve the challenge of single-channel blind image separation (BIS) caused by unknown prior knowledge during the separation process, we propose a BIS method based on cascaded generative adversarial networks (GANs). To ensure that the proposed method can perform well in different scenarios and to address the problem of an insufficient number of training samples, a synthetic network is added to the separation network. This method is composed of two GANs: a U-shaped GAN (UGAN), which is used to learn image synthesis, and a pixel-to-attention GAN (PAGAN), which is used to learn image separation. The two networks jointly complete the task of image separation. UGAN uses the unpaired mixed image and the unmixed image to learn the mixing style, thereby generating an image with the “true” mixing characteristics which addresses the problem of an insufficient number of training samples for the PAGAN. A self-attention mechanism is added to the PAGAN to quickly extract important features from the image data. The experimental results show that the proposed method achieves good results on both synthetic image datasets and real remote sensing image datasets. Moreover, it can be used for image separation in different scenarios which lack prior knowledge and training samples. © 2021 by the authors. Licensee MDPI, Basel, Switzerland.","","Blind image separation; Generative adversarial networks; Remote sensing images; Visual attention","Article","Final","All Open Access; Gold Open Access; Green Open Access","Scopus","2-s2.0-85117199296"
"Huang H.; Yi W.; Du L.; Cui W.; Zeng X.","Huang, Honglian (56138784000); Yi, Weining (55765345200); Du, Lili (36772849300); Cui, Wenyu (55943343800); Zeng, Xianfang (57192272750)","56138784000; 55765345200; 36772849300; 55943343800; 57192272750","Multi-spectral remote sensing image true color synthesis technique based on artificial target","2016","Hongwai yu Jiguang Gongcheng/Infrared and Laser Engineering","45","11","1126002","","","6","10.3788/IRLA201645.1126002","5","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85002873106&doi=10.3788%2fIRLA201645.1126002&partnerID=40&md5=74c0333c00967122d9b59f58140fe1af","Multi-spectral true color synthesized images have the prospects of broad application in the interpretation of remote sensing image, target recognition and information processing etc. The technique of true color synthesis depends on the accuracy of the obtained tristimulus values CIE-XYZ, which is used to establish the right relationship between the system of camera's RGB and human being's visual color. So, a method of true color image synthesis based on the information of artificial target was proposed by laying the man-made targets when the satellite passes. And, the transformation matrix between camera's RGB trichromatic system and human being's visual color system was estimated from the reflectance spectrum of man-made targets. Eventually, the suitable true color correction model was established in the certain atmospheric conditions. Experiment of true color correction was conducted on the multi-spectral images of GF-1 satellite, and the results show that good color correction effects has been exhibited on even every image with different degrees of color's richness. © 2016, Editorial Board of Journal of Infrared and Laser Engineering. All right reserved.","Cameras; Color; Color image processing; Image reconstruction; Linear transformations; Reflection; Remote sensing; Spectroscopy; Artificial targets; Atmospheric conditions; Multispectral images; Reflectance spectrum; Remote sensing images; Spectral reflectances; Transformation matrices; True colors; Image processing","Artificial target; Multi-spectral image; Spectral reflectance; True color synthesis","Article","Final","","Scopus","2-s2.0-85002873106"
"Wang G.; Dong G.; Li H.; Han L.; Tao X.; Ren P.","Wang, Guangxing (57213191777); Dong, Guoshuai (57208247636); Li, Hui (57207879663); Han, Lirong (57203552486); Tao, Xuanwen (57205509060); Ren, Peng (25960361900)","57213191777; 57208247636; 57207879663; 57203552486; 57205509060; 25960361900","Remote Sensing Image Synthesis via Graphical Generative Adversarial Networks","2019","International Geoscience and Remote Sensing Symposium (IGARSS)","","","8898915","10027","10030","3","10.1109/IGARSS.2019.8898915","9","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85077676346&doi=10.1109%2fIGARSS.2019.8898915&partnerID=40&md5=3895a5ecd138121cbdc7d04b7c58f859","We explore the use of graphical generative adversarial networks (Graphical-GAN) for synthesizing remote sensing images. The model is probabilistic graphical based generative adversarial networks (GAN). It pairs a generative network G with a recognition network R. Both of them are adversarially trained with a discriminative network D. Particularly, R is employed to infer the underlying causal relationships among both observed and latent variables from real remote sensing images. The advantages of the Graphical-GAN for synthesizing multiple categories of remote sensing images are two fold. Firstly, it considers the underlying causal relationships and captures the true data distribution of remote sensing images. Secondly, the adversarial learning generates synthetic sensing images that are similar to real ones with slight differences. Our remote sensing image synthesis scheme paves a promising way for remote sensing dataset augmentation, which is an effective means of improving the accuracy of learning models. Experimental results with high Inception Scores (IS) validate the effectiveness of the Graphical-GAN for remote sensing image synthesis. © 2019 IEEE.","Geology; Image enhancement; Adversarial learning; Adversarial networks; Causal relationships; Data distribution; Discriminative networks; Latent variable; Learning models; Remote sensing images; Remote sensing","Graphical Generative Adversarial Networks; Remote Sensing Image Synthesis","Conference paper","Final","","Scopus","2-s2.0-85077676346"
"Zhang Y.; Li M.","Zhang, Yali (57215935694); Li, Mingshi (7405266599)","57215935694; 7405266599","A new method for monitoring start of season (SOS) of forest based on multisource remote sensing","2021","International Journal of Applied Earth Observation and Geoinformation","104","","102556","","","","10.1016/j.jag.2021.102556","3","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85121631593&doi=10.1016%2fj.jag.2021.102556&partnerID=40&md5=f2443faad217e4b424fc01a8b653b56d","As a sensitive indicator of climate change, forest phenology (e.g., the start of season (SOS)) has profound impacts on the global carbon cycle. Traditional phenological observations are based on surface observation networks. Generally, the outcomes of this manner are less representative and hard to implement in wide forested regions. Remote sensing based observation of forest SOS has currently been a popular way. Those sensors with coarse spatial resolution have been widely used to estimate forest SOS, but they create serious estimation errors in areas of high heterogeneity. Medium-resolution sensors, such as Landsat, face significant challenges in SOS monitoring due to the long revisit period. In this study, we aimed to develop a new method to estimate forest SOS from 2013 to 2019. First, we collected all available Landsat and Sentinel-2 images, and then redefined the linear regression coefficients for the bandpass adjustment to weaken the surface reflectance (SR) differences in different sensors. Subsequently, we improved and developed the modified continuous change detection and classification (MCCDC) model to generate daily vegetation index curves. Finally, we adopted the logistic regression model to test the potential of the enhanced vegetation index (EVI), normalized difference vegetation index (NDVI) and land surface water index (LSWI) in evaluating the annual SOS. The reduced root mean square error (RMSE) for all bands after the integration indicated that the adjustment was successful. We visually compared Landsat's synthetic images with the actual acquired images and found that their respective false-colour composites were highly similar. Assessing the SOS from the EVI, NDVI and LSWI showed different estimated results. By comparing the annual SOS derived from the three indices with the field observations, it was found that the SOS based on the EVI maintained a low consistency with the field observations. The SOS accuracy from LSWI was the highest and most forest SOS from LSWI in the study area were mainly concentrated in 80–150 days. These three indices all showed that the SOS always fluctuated by ± 4 days from 2013 to 2019. Facing the lack of clear remote sensing images with medium spatial resolution in cloudy and rainy areas, this study proposes an improved method to generate clear daily vegetation index images at a spatial resolution of 30 m, making annual SOS monitoring promising and feasible. © 2021 The Author(s)","forest; image analysis; Landsat; monitoring system; phenology; regression analysis; remote sensing; Sentinel; time series","Dense time series; Forest SOS; Image synthesis; Multi-sensor","Article","Final","All Open Access; Gold Open Access","Scopus","2-s2.0-85121631593"
"Sharma A.; Jindal N.; Thakur A.","Sharma, Akanksha (57188975329); Jindal, Neeru (8571819900); Thakur, Abhishek (57055028500)","57188975329; 8571819900; 57055028500","Comparison on Generative Adversarial Networks - A Study","2018","ICSCCC 2018 - 1st International Conference on Secure Cyber Computing and Communications","","","8703267","391","396","5","10.1109/ICSCCC.2018.8703267","4","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85065640687&doi=10.1109%2fICSCCC.2018.8703267&partnerID=40&md5=58155d051aa1abe8791a3d2595bfc668","Various new deep learning models have been invented, among which generative adversarial networks have gained exceptional prominence in last four years due to its property of image synthesis. GANs have been utilized in diverse fields ranging from conventional areas like image processing, biomedical signal processing, remote sensing, video generation to even off beat areas like sound and music generation. In this paper, we provide an overview of GANs along with its comparison with other networks, as well as different versions of Generative Adversarial Networks. © 2018 IEEE.","Deep learning; Learning systems; Remote sensing; Adversarial networks; Diverse fields; Image synthesis; Learning models; Video generation; Image processing","Generative Adversarial Networks; Machine learning","Conference paper","Final","","Scopus","2-s2.0-85065640687"
"Gao X.; Wu M.; Gao J.; Han L.; Niu Z.; Chen F.","Gao, Xumiao (57480307000); Wu, Mingquan (55612797500); Gao, Ju (57639027200); Han, Li (57642055800); Niu, Zheng (7101688905); Chen, Fang (57441279900)","57480307000; 55612797500; 57639027200; 57642055800; 7101688905; 57441279900","Modelling Electricity Consumption in Cambodia Based on Remote Sensing Night-Light Images","2022","Applied Sciences (Switzerland)","12","8","3971","","","","10.3390/app12083971","2","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85128874247&doi=10.3390%2fapp12083971&partnerID=40&md5=944c311a55e5b32823f972b629cfbc0c","The accurate estimation of electricity consumption and its spatial distribution are important in electricity infrastructural planning and the achievement of the United Nations Sustainable Development Goal 7 (SDG7). Electricity consumption can be estimated based on its correlation with nighttime lights observed using remote sensing imagery. Since night-light images are easily affected by cloud cover, few previous studies have estimated electricity consumption in cloudy areas. Taking Cambodia as an example, the present study proposes a method for denoising night-light images in cloudy areas and estimating electricity consumption. The results show that an exponential model is superior to linear and power function models for modelling the relationship between total night-light data and electricity consumption in Cambodia. The month-specific substitution method is best for annual night-light image synthesis in cloudy areas. Cambodia’s greatest electricity consumption occurs in its four most economically developed cities. Electricity consumption spreads outwards from these cities along the main transport routes to a large number of unelectrified areas. © 2022 by the authors. Licensee MDPI, Basel, Switzerland.","","estimated electricity consumption; night-light image processing in cloudy areas; SDG7; spatial patterns of electricity consumption; VIIRS/DNB","Article","Final","All Open Access; Gold Open Access","Scopus","2-s2.0-85128874247"
"Deng K.; Zhang K.; Yao P.; Cheng S.; He P.","Deng, Kai (57217296176); Zhang, Kun (57214938091); Yao, Ping (57206347584); Cheng, Siyuan (57261961400); He, Peng (57192956908)","57217296176; 57214938091; 57206347584; 57261961400; 57192956908","Skip attention GaN for remote sensing image synthesis","2021","ICASSP, IEEE International Conference on Acoustics, Speech and Signal Processing - Proceedings","2021-June","","","2305","2309","4","10.1109/ICASSP39728.2021.9414701","1","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85115066093&doi=10.1109%2fICASSP39728.2021.9414701&partnerID=40&md5=41f0d63d2d07c053c46253fa30d878df","High-quality remote sensing images are difficult to obtain due to limited conditions and high cost for data acquisition. With the development of machine vision and deep learning, some image generation methods (e.g., GANs) are introduced into this field, but it's still hard to generate images with good texture details and structural dependencies. We establish Skip Attention Mechanism to deal with this problem, which learns dependencies between local points on low-resolution feature maps, and then upsample the attention map and combine it with high-resolution feature maps. With this method, long-range dependencies learned from low-resolution are used for generating remote sensing images with more structural details. We name this method as Skip Attention GAN, which is the first method applying cross-scale attention mechanism for unsupervised remote sensing image generation. Experiments show that our method outperforms previous methods under several metrics. Visual and ablation results of attention layers show that Skip Attention has learned long-distance structural dependencies between similar targets. © 2021 IEEE","Data acquisition; Deep learning; Gallium nitride; III-V semiconductors; Signal processing; Textures; Attention mechanisms; High quality; High resolution; Image generations; Long-range dependencies; Low resolution; Remote sensing images; Structural details; Remote sensing","Attention mechanism; Generative adversarial network; Remote sensing image synthesis","Conference paper","Final","","Scopus","2-s2.0-85115066093"
"","","","ISPRS Annals of the Photogrammetry, Remote Sensing and Spatial Information Sciences","2018","ISPRS Annals of the Photogrammetry, Remote Sensing and Spatial Information Sciences","4","1","","","","178","","0","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85060419385&partnerID=40&md5=9c12bd0dc33bbf219d0df980041bcf20","The proceedings contain 22 papers. The topics discussed include: SAR to optical image synthesis for cloud removal with generative adversarial networks; development of a portable high performance mobile mapping system using the robot operating system; data processing and recording using a versatile multi-sensor vehicle; semantic segmentation of aerial imagery via multi-scale shuffling convolutional neural networks with deep supervision; Copernicus sentinel-2 data for the determination of groundwater withdrawal in the maghreb region; calibration study of a trimble ACX4 system for direct georeferencing mapping applications; infrared measurements and estimation of temperature in the restrictive scope of an industrial cement plant; extraction of solar cells from UAV-based thermal image sequences; disparity refinement of building edges using robustly matched straight lines for stereo matching; and pilot study on the retrieval of DBH and diameter distribution of deciduous forest stands using cast shadows in UAV-based orthomosaics.","","","Conference review","Final","","Scopus","2-s2.0-85060419385"
