"Authors","Author full names","Author(s) ID","Titles","Year","Source title","Volume","Issue","Art. No.","Page start","Page end","Page count","DOI","Cited by","Link","Abstract","Indexed Keywords","Author Keywords","Document Type","Publication Stage","Open Access","Source","EID"
"Rajah P.; Odindi J.; Mutanga O.","Rajah, Perushan (56658660800); Odindi, John (36521256000); Mutanga, Onisimo (55912148400)","56658660800; 36521256000; 55912148400","Synergistic potential of dual-polarized synthetic aperture radar and multispectral optical imagery for invasive alien species detection and mapping","2020","Journal of Applied Remote Sensing","14","1","014512","","","","10.1117/1.JRS.14.014512","0","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85083038901&doi=10.1117%2f1.JRS.14.014512&partnerID=40&md5=b2c55d2993b56a86f96352f8abf73e5b","Invasive alien species are a major threat to global biodiversity and result in adverse environmental and socioeconomic implications, such as reduced ecosystem services, landscape productivity, and costly eradication initiatives. The ability to monitor the extent and spread of alien species invasions provides valuable insight for the mitigation of these adverse implications. The generation of Earth Observation (EO) Sentinel sensor provides unprecedented freely available imagery, which is suitable for both local and regional invasive species monitoring. Specifically, its radar (S1) and optical (S2) sensors offer unique tandem datasets valuable for landscape analysis. Hence, we sought to determine the synergistic potential of fused S1 dual-polarized synthetic aperture radar (SAR) imagery with S2 optical imagery for invasive alien species detection and mapping. S1 and S2 imageries were fused at the feature level, and the support vector machine algorithm used for the multiclass image classification. Results indicated that the fusion of the S1 dual-polarized imagery with S2 optical imagery produced the highest classification accuracy (85%), whereas stand-alone S2 optical bands produced the lowest classification accuracy (79%). Findings from this study underline the significant synergistic potential and complementarity of new-age S2 optical imagery and dual-polarized S1 SAR imagery for invasive alien species detection and mapping. Due to large swath, higher pixel resolution, free availability, and possible tandem complementarity between optical and SAR sensors, we recommend Sentinel EO imagery as an economically viable option for the invasive alien species detection and mapping. © 2020 Society of Photo-Optical Instrumentation Engineers (SPIE).","Biodiversity; Ecosystems; Image classification; Mapping; Support vector machines; Synthetic aperture radar; Classification accuracy; Earth observations; Economically viable; Invasive alien species; Landscape analysis; Multispectral optical imagery; Support vector machine algorithm; Synthetic Aperture Radar Imagery; Radar imaging","dual-polarized; image fusion; invasive alien species; Sentinel-1; Sentinel-2; support vector machine; synergistic; synthetic aperture radar","Article","Final","","Scopus","2-s2.0-85083038901"
"Xiao D.; Niu H.; Guo F.; Zhao S.; Fan L.","Xiao, Dongyang (57211437892); Niu, Haipeng (8217681500); Guo, Fuchen (57396210900); Zhao, Suxia (35110237900); Fan, Liangxin (36801644300)","57211437892; 8217681500; 57396210900; 35110237900; 36801644300","Monitoring irrigation dynamics in paddy fields using spatiotemporal fusion of Sentinel-2 and MODIS","2022","Agricultural Water Management","263","","107409","","","","10.1016/j.agwat.2021.107409","5","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85122235972&doi=10.1016%2fj.agwat.2021.107409&partnerID=40&md5=c6197e947cb84e71f06194e769deef3a","Rapid and accurate monitoring of irrigation dynamics in paddy fields (the start, end, duration and irrigation peak, etc.) at field scales is crucial to the fine management of agricultural water resources, especially in typical areas with water shortages. However, there is still a lack of sufficient research to depict irrigation dynamics in paddy fields at high temporal and spatial levels. To this end, this study fused Sentinel-2 and MODIS images to map the spatio-temporal dynamics of irrigation events in paddy fields. A popular spatiotemporal fusion algorithm (enhanced spatial and temporal adaptive reflectance fusion model, ESTARFM) was used to generate 25 high-spatial resolution (10 m) remote sensing images based on 9 Sentinel-2 images and 24 MODIS images. Random forest algorithm was used to extract the spatial distribution of irrigated paddy fields. Water body index and vegetation index were employed to identify the start, end and duration of irrigation in paddy fields. Penman-Monteith model was used to estimate water surplus and deficit of irrigation during the critical irrigation period with daily observation data from meteorological stations. This study was carried out in rice-growing areas in the middle and lower reaches of the Yellow River in China. The results indicated that the spatial distribution difference of irrigation events in paddy fields with the shortest 3-day interval could be monitored in collaboration with Sentinel-2 and MODIS images. The start, end, and duration of irrigation in paddy fields presented significant spatial differences at field scales. A large amount of water from groundwater and Yellow River was needed, because the total water shortage of irrigation in paddy fields in the study area was about 80.79% of the total water demand. In addition, paddy fields with higher water demand were more concentrated spatially, as were paddy fields with lower water demand. The feasibility of spatiotemporal fusion of multi-source remote sensing data makes it possible to continuously monitor irrigation dynamics in paddy fields on high spatial resolution scales, which is conducive to the construction of spatiotemporal database and big data platform of agricultural irrigation information. This would not only help in promoting the high-quality development of agricultural water resources management but also alleviating the contradiction of regional water resources. © 2022 Elsevier B.V.","China; Yellow River; Decision trees; Groundwater; Groundwater resources; Image fusion; Image resolution; Radiometers; Remote sensing; Rivers; Spatial distribution; Agricultural water; Field scale; High spatial resolution; Paddy fields; Sentinel-2; Spatio-temporal fusions; Water demand; Water dynamics; Water shortages; Yellow River basin; algorithm; environmental monitoring; irrigation; MODIS; paddy field; satellite imagery; Sentinel; spatiotemporal analysis; Image enhancement","Paddy fields; Sentinel-2; Spatiotemporal fusion; Water dynamics; Yellow River Basin","Article","Final","","Scopus","2-s2.0-85122235972"
"Liu Q.; Zhang S.; Wang N.; Ming Y.; Huang C.","Liu, Qihang (57211624190); Zhang, Shiqiang (8238620300); Wang, Ninglian (57788160200); Ming, Yisen (57786965100); Huang, Chang (56460475700)","57211624190; 8238620300; 57788160200; 57786965100; 56460475700","Fusing Landsat-8, Sentinel-1, and Sentinel-2 Data for River Water Mapping Using Multidimensional Weighted Fusion Method","2022","IEEE Transactions on Geoscience and Remote Sensing","60","","4208012","","","","10.1109/TGRS.2022.3187154","1","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85133641338&doi=10.1109%2fTGRS.2022.3187154&partnerID=40&md5=a47aa2f7253b6102c45cf83424d5cc57","River water extent is critical for understanding river discharge or its hydrological conditions. Although numerous methods have been proposed to map river water from either optical or synthetic aperture radar (SAR) remotely sensed images, uncertainties still exist broadly. In this study, we developed an image fusion method that integrates Landsat-8, Sentinel-1, and Sentinel-2 images simultaneously for river water mapping with two major steps. Firstly, a posterior probability support vector machine (SVM) model was adopted to generate water probability maps from each individual image; and second, a multidimensional weighted fusion method (MDWFM) was developed to fuse these probability maps. Four reaches with different characteristics were selected as case study sites. High-resolution aerial images were acquired and used as the reference to evaluate our results. We found that the fusion process not only improves the quality of river water mapping but also excludes the cloud interference. The fused river water maps become more reliable after the conflicts from difference images being solved by the proposed MDWFM method that contains a proportional conflict redistribution rule. The weighted root mean square difference was reduced to 0.066, and the area under the ROC curve reached up to 0.984. The critical success index (CSI), kappa coefficient (KC), and F-measure reached up to 0.810, 0.836, and 0.895, respectively. These stable and accurate river extent mapping results obtained through fusing multiple images with high spatial resolution (SR) (10 m) and short revisit interval (0.4-4.4 days) are of great significance for enriching the data and methodology of hydrological studies.  © 1980-2012 IEEE.","Antennas; Image fusion; Mapping; Optical remote sensing; Probability; Radar imaging; Rivers; Support vector machines; Synthetic aperture radar; Index; Multi dimensional; Multi-dimensional weighted fusion; Posterior probability; Remote-sensing; River water; Support vectors machine; Uncertainty; Water mapping; Weighted fusion; river water; satellite data; Landsat","Image fusion; multidimensional weighted fusion; posterior probability; support vector machine (SVM); synthetic aperture radar (SAR)","Article","Final","","Scopus","2-s2.0-85133641338"
"Xu F.; Somers B.","Xu, Fei (57192701694); Somers, Ben (12645025400)","57192701694; 12645025400","Unmixing-based Sentinel-2 downscaling for urban land cover mapping","2021","ISPRS Journal of Photogrammetry and Remote Sensing","171","","","133","154","21","10.1016/j.isprsjprs.2020.11.009","14","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85096840638&doi=10.1016%2fj.isprsjprs.2020.11.009&partnerID=40&md5=db293498ffd6ce52070dd2d27d39fa24","With the launch of Sentinel-2 new opportunities for large scale urban mapping arise. However, the spectral information embedded in the Sentinel-2 20 m spatial resolution bands cannot yet be fully explored in heterogeneous urban landscapes. The 20 m image pixels are often composed of different land covers, resulting in a difficult to interpret mixed pixel spectrum. Here, we propose an unmixing-based image fusion algorithm (UnFuSen2) that self-adapts to the spectral variability of varying land covers and improves the image fusion accuracy by constraining the unmixing equations on the basis of spectral mixing models and the correlation between spectral bands of coarse and fine spatial resolution, respectively. When compared to alternative state-of-the-art downscaling methods UnFuSen2 consistently showed the highest accuracy when applied across test sites in three different European cities (RMSEUnFuSen2 = 203 vs RMSEalternatives = [252, 337]). In a next step, we applied Multiple Endmember Spectral Mixture Analysis (MESMA) on the downscaled Sentinel-2 image cube (i.e. ten 10 m bands) to generate subpixel urban land cover fractions. We compared our MESMA results against the traditional MESMA output as applied on the original Sentinel-2 image cube (i.e. four 10 m bands and six 20 m bands) and tested its robustness against reference data obtained over all three study sites. Results revealed an average decrease in RMSE of respectively 18% and 8% for impervious surface and vegetation fractions when our approach was compared to the traditional MESMA outcomes. © 2020 International Society for Photogrammetry and Remote Sensing, Inc. (ISPRS)","Image fusion; Image resolution; Mapping; Pixels; Downscaling methods; Image fusion algorithms; Multiple endmember spectral mixture analysis; Spatial resolution; Spectral information; Spectral variability; Urban land cover mappings; Vegetation fractions; algorithm; downscaling; land cover; mapping method; Sentinel; spatial resolution; urban area; Image enhancement","Image fusion; Sentinel-2; Spectral mixture analysis; Urban land cover mapping","Article","Final","","Scopus","2-s2.0-85096840638"
"Manocha A.; Afaq Y.; Bhatia M.","Manocha, Ankush (57207915903); Afaq, Yasir (57223431081); Bhatia, Munish (57190168274)","57207915903; 57223431081; 57190168274","Mapping of water bodies from sentinel-2 images using deep learning-based feature fusion approach","2022","Neural Computing and Applications","","","","","","","10.1007/s00521-022-08177-2","0","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85144654184&doi=10.1007%2fs00521-022-08177-2&partnerID=40&md5=fba5c2933b716bc884b9629df6848604","As water is considered one of the essential assets of nature, the recognition of the availability of water at a specific location can help government bodies to take necessary action toward water conservation. Monitoring water from satellite images is considered one of the most difficult areas of pattern recognition. In this manner, a novel multi-level feature fusion approach is proposed to predict the pattern of water concerning a specific location to analyze the scale and availability. The proposed framework can access the spatial features from sentinel-2 images by utilizing the concept of structural learning. For evaluating the prediction performance, the calculated outcomes are compared with the traditional and modern pattern recognition approaches. It has been observed that the proposed approach is more robust in terms of pattern analysis as compared to the state-of-the-art approaches. Moreover, the performance of the proposed approach is evaluated on different training and testing ratios such as 70:30, 75:25, and 80:20. In this manner, the calculated outcomes define the pattern recognition efficiency of the proposed approach over the state-of-the-art approaches by achieving 94.51% of accuracy. © 2022, The Author(s), under exclusive licence to Springer-Verlag London Ltd., part of Springer Nature.","Deep learning; Image fusion; Water conservation; Water resources; Deep learning; Features fusions; Multi-level feature fusion approach; Multilevels; Pattern analysis; Sentinel-2 image; Specific location; State-of-the-art approach; Waterbodies; Waters resources; Pattern recognition","Deep learning; Multi-level feature fusion approach (MFFA); Pattern analysis; Sentinel-2 images; Water resource","Article","Article in press","","Scopus","2-s2.0-85144654184"
"Benedetti A.; Picchiani M.; Del Frate F.","Benedetti, Alessia (57207880738); Picchiani, Matteo (36004934300); Del Frate, Fabio (8255132900)","57207880738; 36004934300; 8255132900","Sentinel-1 and sentinel-2 data fusion for urban change detection","2018","International Geoscience and Remote Sensing Symposium (IGARSS)","2018-July","","8517586","1962","1965","3","10.1109/IGARSS.2018.8517586","23","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85063138752&doi=10.1109%2fIGARSS.2018.8517586&partnerID=40&md5=a0d8d0605d22f4a619a8dfa325270137","In this paper a new approach based on the fusion of Sentinel-1 and Sentinel-2 products to map urban change detection and to observe suburb's development is presented. The algorithm developed can process data in a fast, automatic and accurate way. To reach this goal, the processing chain uses an iterative multitemporal approach based, for each iteration, on three procedures. The first and second ones are based on Pulse Coupled Neural Network (PCNN) applied to SAR and optical images, respectively, while the third processing is an optical multiband filter, implementing the spectral difference computation. The three outputs of each iteration are fused together by means of a weighted average formulation. The algorithm may deal with multitemporal acquisitions to improve the overall accuracy in the detection of urban changes by the integration of the outputs at different time intervals. © 2018 IEEE","","Change detection; Global monitoring urbanization; Image fusion; Sentinel-1; Sentinel-2","Conference paper","Final","","Scopus","2-s2.0-85063138752"
"Guan H.; Su Y.; Hu T.; Chen J.; Guo Q.","Guan, Hongcan (57190177591); Su, Yanjun (56329651900); Hu, Tianyu (55490127200); Chen, Jin (55717837500); Guo, Qinghua (56820509800)","57190177591; 56329651900; 55490127200; 55717837500; 56820509800","An object-based strategy for improving the accuracy of spatiotemporal satellite imagery fusion for vegetation-mapping applications","2019","Remote Sensing","11","24","2927","","","","10.3390/rs11242927","9","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85077901527&doi=10.3390%2frs11242927&partnerID=40&md5=9da990549549750c403a260c2b7d2b30","Spatiotemporal data fusion is a key technique for generating unified time-series images from various satellite platforms to support the mapping and monitoring of vegetation. However, the high similarity in the reflectance spectrum of different vegetation types brings an enormous challenge in the similar pixel selection procedure of spatiotemporal data fusion, which may lead to considerable uncertainties in the fusion. Here, we propose an object-based spatiotemporal data-fusion framework to replace the original similar pixel selection procedure with an object-restricted method to address this issue. The proposed framework can be applied to any spatiotemporal data-fusion algorithm based on similar pixels. In this study, we modified the spatial and temporal adaptive reflectance fusion model (STARFM), the enhanced spatial and temporal adaptive reflectance fusion model (ESTARFM) and the flexible spatiotemporal data-fusion model (FSDAF) using the proposed framework, and evaluated their performances in fusing Sentinel 2 and Landsat 8 images, Landsat 8 and Moderate-resolution Imaging Spectroradiometer (MODIS) images, and Sentinel 2 and MODIS images in a study site covered by grasslands, croplands, coniferous forests, and broadleaf forests. The results show that the proposed object-based framework can improve all three data-fusion algorithms significantly by delineating vegetation boundaries more clearly, and the improvements on FSDAF is the greatest among all three algorithms, which has an average decrease of 2.8% in relative root-mean-square error (rRMSE) in all sensor combinations. Moreover, the improvement on fusing Sentinel 2 and Landsat 8 images is more significant (an average decrease of 2.5% in rRMSE). By using the fused images generated from the proposed object-based framework, we can improve the vegetation mapping result by significantly reducing the ""pepper-salt"" effect. We believe that the proposed object-based framework has great potential to be used in generating time-series high-resolution remote-sensing data for vegetation mapping applications. © 2019 by the authors.","Forestry; Image fusion; Mapping; Mean square error; Pixels; Radiometers; Reflection; Remote sensing; Satellite imagery; Sensor data fusion; Time series; Vegetation; Data fusion algorithm; High resolution remote sensing; Moderate resolution imaging spectroradiometer; Object based; Reflectance spectrum; Root mean square errors; Spatio-temporal data; Vegetation mapping; Image enhancement","Object-based framework; Similar pixel; Spatiotemporal data fusion; Vegetation mapping","Article","Final","All Open Access; Gold Open Access; Green Open Access","Scopus","2-s2.0-85077901527"
"Bousbaa M.; Htitiou A.; Boudhar A.; Eljabiri Y.; Elyoussfi H.; Bouamri H.; Ouatiki H.; Chehbouni A.","Bousbaa, Mostafa (57983775500); Htitiou, Abdelaziz (57212145169); Boudhar, Abdelghani (35090979500); Eljabiri, Youssra (57982372500); Elyoussfi, Haytam (57983079400); Bouamri, Hafsa (57204929689); Ouatiki, Hamza (57195350633); Chehbouni, Abdelghani (7006296776)","57983775500; 57212145169; 35090979500; 57982372500; 57983079400; 57204929689; 57195350633; 7006296776","High-Resolution Monitoring of the Snow Cover on the Moroccan Atlas through the Spatio-Temporal Fusion of Landsat and Sentinel-2 Images","2022","Remote Sensing","14","22","5814","","","","10.3390/rs14225814","0","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85142699868&doi=10.3390%2frs14225814&partnerID=40&md5=9b59b50187e0d0264b674f43f70c6ef3","Mapping seasonal snow cover dynamics provides essential information to predict snowmelt during spring and early summer. Such information is vital for water supply management and regulation by national stakeholders. Recent advances in remote sensing have made it possible to reliably estimate and quantify the spatial and temporal variability of snow cover at different scales. However, because of technological constraints, there is a compromise between the temporal, spectral, and spatial resolutions of available satellites. In addition, atmospheric conditions and cloud contamination may increase the number of missing satellite observations. Therefore, data from a single satellite is insufficient to accurately capture snow dynamics, especially in semi-arid areas where snowfall is extremely variable in both time and space. Considering these limitations, the combined use of the next generation of multispectral sensor data from the Landsat-8 (L8) and Sentinel-2 (S2), with a spatial resolution ranging from 10 to 30 m, provides unprecedented opportunities to enhance snow cover mapping. Hence, the purpose of this study is to examine the effectiveness of the combined use of optical sensors through image fusion techniques for capturing snow dynamics and producing detailed and dense normalized difference snow index (NDSI) time series within a semi-arid context. Three different models include the enhanced spatial and temporal adaptive reflectance fusion model (ESTARFM), the flexible spatio-temporal data fusion model (FSDAF), and the pre-classification flexible spatio-temporal data fusion model (pre-classification FSDAF) were tested and compared to merge L8 and S2 data. The results showed that the pre-classification FSDAF model generates the most accurate precise fused NDSI images and retains spatial detail compared to the other models, with the root mean square error (RMSE = 0.12) and the correlation coefficient (R = 0.96). Our results reveal that, the pre-classification FSDAF model provides a high-resolution merged snow time series and can compensate the lack of ground-based snow cover data. © 2022 by the authors.","Classification (of information); Dynamics; Image fusion; Mapping; Mean square error; Optical remote sensing; Snow; Time series; Water management; Water supply; Atlas mountain; Fusion model; LANDSAT; Landsat-8; Normalized difference snow index; Normalized difference snow indices; Sentinel-2; Snow covers; Spatial resolution; Spatio-temporal data; Landsat","Atlas Mountain; image fusion; Landsat-8; normalized difference snow index (NDSI); Sentinel-2; snow cover","Article","Final","All Open Access; Gold Open Access","Scopus","2-s2.0-85142699868"
"Sigurdsson J.; Ulfarsson M.O.; Sveinsson J.R.","Sigurdsson, Jakob (7006736374); Ulfarsson, Magnus O. (6507677875); Sveinsson, Johannes R. (7003642214)","7006736374; 6507677875; 7003642214","FUSING SENTINEL-2 SATELLITE IMAGES AND AERIAL RGB IMAGES","2021","International Geoscience and Remote Sensing Symposium (IGARSS)","","","","4444","4447","3","10.1109/IGARSS47720.2021.9554406","1","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85130050774&doi=10.1109%2fIGARSS47720.2021.9554406&partnerID=40&md5=a9f6932471da61c30ed82c7847d60469","Sentinel-2 (S2) is a constellation of two satellites that frequently acquire optical imagery over land and coastal waters. The S2 sensors have three spatial resolutions: 10, 20, and 60 m. Many remote sensing applications require the spatial resolution to be at the highest resolution, i.e., 10 m for S2. To address this demand, researchers have proposed various methods that exploit the spectral and spatial correlation in multispectral data to sharpen the S2 bands to 10 m. In this paper, we fuse S2 data with high-resolution aerial RGB images. A method called S2Sharp is modified to include the red, green, and blue bands of the aerial image and sharpen S2 data to the resolution of the RGB image. The method, termed S2PF, is evaluated using an S2 image and aerial photographs of Reykjavik, Iceland. © 2021 IEEE","Image fusion; Remote sensing; Satellite imagery; Coastal waters; High resolution; Image sharpening; Optical imagery; Remote sensing applications; RGB images; Satellite images; Sentinel-2  constellation; Spatial resolution; Superresolution; Antennas","Data fusion; Image sharpening; RGB images; Sentinel-2 (S2) constellation; Superresolution","Conference paper","Final","","Scopus","2-s2.0-85130050774"
"Emek R.A.; Demir N.","Emek, Recai Alper (57222222459); Demir, Nusret (56844945100)","57222222459; 56844945100","Building detection from sar images using unet deep learning method","2020","International Archives of the Photogrammetry, Remote Sensing and Spatial Information Sciences - ISPRS Archives","44","4/W3","","215","218","3","10.5194/isprs-archives-XLIV-4-W3-2020-215-2020","7","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85101898214&doi=10.5194%2fisprs-archives-XLIV-4-W3-2020-215-2020&partnerID=40&md5=ac0dda969cb34a630749324f0f39a8ae","SAR images are different from the optical images in terms of image properties with the values of scattering instead of reflectance. This makes SAR images difficult to apply the traditional object detection methodologies. In recent years, deep learning models are frequently used in segmentation and object detection purposes. In this study, we have investigated the potential of U-Net models for building detection from SAR and optical image fusion. The datasets used are Sentinel 1 SAR and Sentinel-2 multispectral images, provided from 'SpaceNet 6 Multi Sensor All- Weather Mapping' challenge. These images cover an area of 120 km2in Rotterdam, the Netherlands. As training datasets 20 pieces of 900 by 900 pixel sized HV polarized and optical image patches have been used together. The calculated loss value is 0.4 and the accuracy is 81%. © 2020 International Society for Photogrammetry and Remote Sensing. All rights reserved.","Deep learning; Geometrical optics; Image fusion; Learning systems; Object detection; Object recognition; Synthetic aperture radar; Building detection; Image properties; Learning methods; Learning models; Multi sensor; Multispectral images; Optical image; Training data sets; Radar imaging","Building; Convolution Neural Network; Deep Learning; Object Detection; Radar; SAR; U-Net","Conference paper","Final","All Open Access; Gold Open Access","Scopus","2-s2.0-85101898214"
