"Authors","Author full names","Author(s) ID","Titles","Year","Source title","Volume","Issue","Art. No.","Page start","Page end","Page count","DOI","Cited by","Link","Abstract","Indexed Keywords","Author Keywords","Document Type","Publication Stage","Open Access","Source","EID"
"Liu X.; Li M.; Wang X.","Liu, Xuanguang (58003340000); Li, Mengmeng (48761446900); Wang, Xiaoqin (55736763000)","58003340000; 48761446900; 55736763000","The use of Siamese multi-task neural network for building change detection from VHR remote sensing Images","2022","International Conference on Geoinformatics","2022-August","","","","","","10.1109/Geoinformatics57846.2022.9963829","0","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85143907686&doi=10.1109%2fGeoinformatics57846.2022.9963829&partnerID=40&md5=965ff621ae6a4be01bb8d8b9490d1a0f","Building change detection is essential to many applications such as monitoring of urban areas, land use management, and illegal building detection. This paper proposes a Siamese multi-task neural network, labeled as SMTNet, to detect building changes from high-resolution remote sensing images. We combine the advantages of the multi-task learning method and Siamese neural networks to improve the geometric accuracies of detected boundaries. We applied the proposed method to a very high-resolution (VHR) remote sensing dataset that is a GF2 image-pair in Fuzhou City. We also compared the proposed method with two other existing methods, i.e., Obj-SiamNet, STANet. Our results show that the proposed method using SMTNet performed better than the existing method from the perspective of geometric and attribute accuracies. We conclude that the proposed SMTNet method has a high potential for extracting changed boundaries of buildings from high-resolution remote sensing images.  © 2022 IEEE.","Buildings; Change detection; Generative adversarial networks; Learning systems; Remote sensing; Change detection; Change detection of remote sensing; High-resolution remote sensing images; Multi tasks; Multitask learning; Neural-networks; Remote-sensing; Siamese neural network; Very high resolution; Very high resolution remote sensing image; Land use","change detection of remote sensing; Generative Adversarial Network; multi-task learning; Siamese Neural Network; Very High Resolution remote sensing images","Conference paper","Final","","Scopus","2-s2.0-85143907686"
"Wang J.; Nie J.; Chen H.; Xie H.; Zheng C.; Ye M.; Wei Z.","Wang, Jingyu (58026577400); Nie, Jie (56379566800); Chen, Hao (57840143300); Xie, Huaxin (57883366700); Zheng, Chengyu (57221979496); Ye, Min (57245588400); Wei, Zhiqiang (7402259116)","58026577400; 56379566800; 57840143300; 57883366700; 57221979496; 57245588400; 7402259116","Remote Sensing Image Colorization Based on Joint Stream Deep Convolutional Generative Adversarial Networks","2022","Proceedings of the 4th ACM International Conference on Multimedia in Asia, MMAsia 2022","","","21","","","","10.1145/3551626.3564951","0","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85145777167&doi=10.1145%2f3551626.3564951&partnerID=40&md5=1e11d5ef3bec67c59490de1f4e8108a1","With the development of deep neural networks, especially generation networks, gray image coloring technology has made great progress. As one of the fields, remote sensing image colorization needs to be solved urgently. This is because remote sensing images cannot obtain clear color images due to the limitations of shooting equipment and transmission equipment. Compared with ordinary images, remote sensing images are characterized by the uneven spatial distribution of objects, therefore, it is a great challenge to ensure the spatial consistency of coloring. To embrace this challenge, we propose a new joint stream DCGAN including a micro stream and a macro stream, in which the latter is set as a prior to constrain the former for colorization. In addition, the Low-level Correlation Feature Extraction (LCFE) module is proposed to obtain the salient shallow detail feature with global correlation, which is used to enhance the global constraints as well as supplement the low-level information to the micro stream. What's more, we propose the Gated Selection (GSM) module by selecting useful information using a gated scheme to fuse features from two streams appropriately. Comprehensive comparison and ablation experiments are implemented and verify the proposed method performs surpasses other methods in both qualitative and quantitative metrics.  © 2022 ACM.","Convolutional neural networks; Feature extraction; Generative adversarial networks; Global system for mobile communications; Information use; Remote sensing; Adaptive fusion; Colour image; DCGAN; Gray image; Image colorizations; Multi-scales; Remote sensing image colorization; Remote sensing images; Transmission equipments; U-net; Deep neural networks","adaptive fusion; DCGAN; multi-scale; remote sensing image colorization; U-net","Conference paper","Final","","Scopus","2-s2.0-85145777167"
"Huang Y.; Li T.; Liu S.; Mei W.","Huang, Ying (56593902000); Li, Tangsheng (57271502300); Liu, Su (55887406000); Mei, Wenhao (57937955600)","56593902000; 57271502300; 55887406000; 57937955600","Adversarial Self-Training Unsupervised Domain Adaptation for Remote Sensing Scene Classification","2022","International Geoscience and Remote Sensing Symposium (IGARSS)","2022-July","","","1572","1575","3","10.1109/IGARSS46834.2022.9884074","0","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85140384571&doi=10.1109%2fIGARSS46834.2022.9884074&partnerID=40&md5=bbd43cc10a775b1bed8447db8574573f","In recent years, deep learning have achieved outstanding performance in field of remote sensing scenes classification. At the same time, most neural network models also exposed many shortcomings when dealing with different imaging conditions, insufficient sample size, etc. By analyzing the characteristics of source domain and target domain, reducing the gap between these domains is the main key for better recognition performance. In this paper, a novel adversarial self-training unsupervised domain adaptation (AST) framework is proposed to deal with the domain migration issues. To enforcing the gap reducing and the alignment of feature distribution of domains, we first implement the domain-adversarial learning mechanism. And then the self-training modules is also applied for better decision boundary generation. The experimental results show that our proposed method outperforms state of art in remote sensing scene classification. © 2022 IEEE.","Computer vision; Deep learning; Generative adversarial networks; Domain adaptation; In-field; Neural network model; Performance; Remote sensing; Remote-sensing; Scene classification; Self-training; Unsupervised domain adaptation; Remote sensing","generative adversarial network; remote sensing (RS); Self-training (ST); unsupervised domain adaptation (UDA)","Conference paper","Final","","Scopus","2-s2.0-85140384571"
"Huang G.-L.; Wu P.-Y.","Huang, Gi-Luen (58075611900); Wu, Pei-Yuan (55413171800)","58075611900; 55413171800","CTGAN: CLOUD TRANSFORMER GENERATIVE ADVERSARIAL NETWORK","2022","Proceedings - International Conference on Image Processing, ICIP","","","","511","515","4","10.1109/ICIP46576.2022.9897229","0","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85146693577&doi=10.1109%2fICIP46576.2022.9897229&partnerID=40&md5=1fd3edd319b5b3b6136aedd14c984e3e","Cloud occlusions obstruct some applications of remote sensing imagery, such as environment monitoring, land cover classification, and poverty prediction. In this paper, we propose the Cloud Transformer Generative Adversarial Network (CTGAN), taking three temporal cloudy images as input and generating a corresponding cloud-free image. Unlike previous work using generative networks, we design the feature extractor to maintain the weight of the cloudless region while reducing the weight of the cloudy region, and we pass the extracted features to a conformer module to find the most critical representations. Meanwhile, to address the lack of datasets, we collected a new dataset named Sen2 MTC from the Sentinel-2 satellite and manually labeled each cloudy and cloud-free image. Finally, we conducted extensive experiments on FS-2, the STGAN dataset, and Sen2 MTC. Our proposed CTGAN demonstrates higher qualitative and quantitative performance than the previous work and achieves state-of-the-art performance on these three datasets. The code is available at https://github.com/come880412/CTGAN. © 2022 IEEE.","Remote sensing; Satellites; Cloud removal; Cloud removal for multi-temporal cloudy image; Conformer; Environment monitoring; Formosat-2; Formosat-2 satellite; Land cover classification; Multi-temporal; Remote sensing imagery; Sentinel-2 satellite; Generative adversarial networks","Cloud removal for multi-temporal cloudy images; conformer; FormoSat-2 satellite; generative adversarial network; Sentinel-2 satellite","Conference paper","Final","","Scopus","2-s2.0-85146693577"
"Kumar S.; Setty S.L.N.","Kumar, Sandeep (57234304400); Setty, Suresh Lakshmi Narasimha (57211395435)","57234304400; 57211395435","UFS-LSTM: unsupervised feature selection with long short-term memory network for remote sensing scene classification","2023","Evolutionary Intelligence","16","1","","299","315","16","10.1007/s12065-021-00660-4","0","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85113844851&doi=10.1007%2fs12065-021-00660-4&partnerID=40&md5=e5bb6685646489a644b944015a3ef3c8","The aim of this research is to perform remote sensing scene classification, because it supports numerous strategic research fields like land use and land cover monitoring. However, classifying an enormous amount of remote sensing data is a challenging task in scene classification. In this research work, a new model is introduced to improve the feature extraction ability for better scene classification. A multiscale Retinex technique is employed for color restoration, and contrast enhancement in the aerial images that are collected from UC Merced, aerial image dataset, and RESISC45. Further, the feature extraction is carried out using steerable pyramid transform, gray level co-occurrence matrix features, and local ternary pattern. The feature extraction mechanism reduces overfitting risks, improves training process, and data visualization ability. Generally, the extracted features are high dimension, so an unsupervised feature selection based on multi subspace randomization and collaboration with state transition algorithm is proposed for selecting active features for better multiclass classification. The selected features are fed to long short term memory network for scene type classification. The experimental results showed that the proposed model achieved 99.14 %, 98.09%, and 99.25% of overall classification accuracy on UC Merced, RESISC45 and aerial image dataset. The proposed model showed a minimum of 0.03 % and maximum of 18.6 % improvement in classification accuracy compared to the existing models like self-attention based deep feature fusion, multitask learning system with convolutional neural network, multilayer feature fusion Wasserstein generative adversarial networks, and transfer learning model on UC Merced, RESISC45 and aerial dataset, respectively. © 2021, The Author(s), under exclusive licence to Springer-Verlag GmbH Germany, part of Springer Nature.","Antennas; Brain; Classification (of information); Convolution; Convolutional neural networks; Data visualization; Extraction; Image enhancement; Land use; Learning systems; Long short-term memory; Matrix algebra; Personnel training; Remote sensing; Aerial images; Features extraction; Gray-level co-occurrence matrix; Gray-level co-occurrence matrix feature; Grey-level co-occurrence matrixes; Local ternary pattern; Remote sensing scene classification; Remote-sensing; Scene classification; Steerable pyramid transforms; Feature extraction","Gray-level co-occurrence matrix features; Local ternary pattern; Long short-term memory; Remote sensing scene classification; Steerable pyramid transform","Article","Final","","Scopus","2-s2.0-85113844851"
"Dong W.; Hou S.; Xiao S.; Qu J.; Du Q.; Li Y.","Dong, Wenqian (57196087026); Hou, Shaoxiong (57355999500); Xiao, Song (7402022818); Qu, Jiahui (57196097630); Du, Qian (57254219600); Li, Yunsong (55986546100)","57196087026; 57355999500; 7402022818; 57196097630; 57254219600; 55986546100","Generative Dual-Adversarial Network With Spectral Fidelity and Spatial Enhancement for Hyperspectral Pansharpening","2022","IEEE Transactions on Neural Networks and Learning Systems","33","12","","7303","7317","14","10.1109/TNNLS.2021.3084745","21","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85143180461&doi=10.1109%2fTNNLS.2021.3084745&partnerID=40&md5=942f7963e319575ce1b9e39a4cbc5cbf","Hyperspectral (HS) pansharpening is of great importance in improving the spatial resolution of HS images for remote sensing tasks. HS image comprises abundant spectral contents, whereas panchromatic (PAN) image provides spatial information. HS pansharpening constitutes the possibility for providing the pansharpened image with both high spatial and spectral resolution. This article develops a specific pansharpening framework based on a generative dual-adversarial network (called PS-GDANet). Specifically, the pansharpening problem is formulated as a dual task that can be solved by a generative adversarial network (GAN) with two discriminators. The spatial discriminator forces the intensity component of the pansharpened image to be as consistent as possible with the PAN image, and the spectral discriminator helps to preserve spectral information of the original HS image. Instead of designing a deep network, PS-GDANet extends GANs to two discriminators and provides a high-resolution pansharpened image in a fraction of iterations. The experimental results demonstrate that PS-GDANet outperforms several widely accepted state-of-the-art pansharpening methods in terms of qualitative and quantitative assessment.  © 2012 IEEE.","Generative adversarial networks; Image enhancement; Remote sensing; Adversarial networks; Generative dual-adversarial network; HyperSpectral; Hyperspectral  pansharpening; Pan-sharpening; Pansharpened images; Spatial discriminator; Spatial enhancement; Spectral discriminator; Spectral fidelity; article; quantitative analysis; remote sensing; Discriminators","Generative dual-adversarial network; hyperspectral (HS) pansharpening; spatial discriminator; spectral discriminator","Article","Final","","Scopus","2-s2.0-85143180461"
"Wang Y.; Bashir S.M.A.; Khan M.; Ullah Q.; Wang R.; Song Y.; Guo Z.; Niu Y.","Wang, Yi (12763268500); Bashir, Syed Muhammad Arsalan (56385198200); Khan, Mahrukh (57197808732); Ullah, Qudrat (57212812840); Wang, Rui (57226734727); Song, Yilin (57339519000); Guo, Zhe (36026786800); Niu, Yilong (18234173100)","12763268500; 56385198200; 57197808732; 57212812840; 57226734727; 57339519000; 36026786800; 18234173100","Remote sensing image super-resolution and object detection: Benchmark and state of the art","2022","Expert Systems with Applications","197","","116793","","","","10.1016/j.eswa.2022.116793","15","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85125859223&doi=10.1016%2fj.eswa.2022.116793&partnerID=40&md5=151a05325bb6827420a29e481c57df4f","For the past two decades, there have been significant efforts to develop methods for object detection in Remote Sensing (RS) images. In most cases, the datasets for small object detection in remote sensing images are inadequate. Many researchers used scene classification datasets for object detection, which has its limitations; for example, the large-sized objects outnumber the small objects in object categories. Thus, they lack diversity; this further affects the detection performance of small object detectors in RS images. This paper reviews current datasets and object detection methods (deep learning-based) for remote sensing images. We also propose a large-scale, publicly available benchmark Remote Sensing Super-resolution Object Detection (RSSOD) dataset. The RSSOD dataset consists of 1,759 hand-annotated images with 22,091 instances of very high-resolution (VHR) images with a spatial resolution of ∼ 0.05 m. There are five classes with varying frequencies of labels per class; the images are annotated in You Only Look Once (YOLO) and Common Objects in Context (COCO) format. The image patches are extracted from satellite images, including real image distortions such as tangential scale distortion and skew distortion. The proposed RSSOD dataset will help researchers benchmark the state-of-the-art object detection methods across various classes, especially for small objects using image super-resolution. We also propose a novel Multi-class Cyclic super-resolution Generative adversarial network with Residual feature aggregation (MCGR) and auxiliary YOLOv5 detector to benchmark image super-resolution-based object detection and compare with the existing state-of-the-art methods based on image super-resolution (SR). The proposed MCGR achieved state-of-the-art performance for image SR with an improvement of 1.2 dB in peak signal-to-noise ratio (PSNR) compared to the current state-of-the-art non-local sparse network (NLSN). MCGR achieved best object detection mean average precisions (mAPs) of 0.758, 0.881, 0.841, and 0.983, respectively, for five-class, four-class, two-class, and single classes, respectively surpassing the performance of the state-of-the-art object detectors YOLOv5, EfficientDet, Faster RCNN, SSD, and RetinaNet. © 2022 Elsevier Ltd","Benchmarking; Classification (of information); Deep learning; Generative adversarial networks; Image enhancement; Image resolution; Image segmentation; Large dataset; Object recognition; Remote sensing; Signal to noise ratio; Deep learning object detection; Image super resolutions; MCGR; Multiclass GAN; Object detection in remote sensing; Remote sensing benchmark; Remote sensing images; Remote-sensing; Small object detection; Object detection","Deep learning object detection; MCGR; multiclass GAN; Object detection in remote sensing; Remote sensing benchmark; Small object detection","Article","Final","All Open Access; Green Open Access","Scopus","2-s2.0-85125859223"
"Niroshan L.; Carswell J.D.","Niroshan, Lasith (57195742111); Carswell, James D. (7005802453)","57195742111; 7005802453","OSM-GAN: Using Generative Adversarial Networks for Detecting Change in High-Resolution Spatial Images","2022","Lecture Notes on Data Engineering and Communications Technologies","143","","","95","105","10","10.1007/978-3-031-08017-3_9","1","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85131146400&doi=10.1007%2f978-3-031-08017-3_9&partnerID=40&md5=c02a00445e808c20cce76b208f2cd653","Detecting changes to built environment objects such as buildings/roads/etc. in aerial/satellite (spatial) imagery is necessary to keep online maps and various value-added LBS applications up-to-date. However, recognising such changes automatically is not a trivial task, and there are many different approaches to this problem in the literature. This paper proposes an automated end-to-end workflow to address this problem by combining OpenStreetMap (OSM) vectors of building footprints with a machine learning Generative Adversarial Network (GAN) model - where two neural networks compete to become more accurate at predicting changes to building objects in spatial imagery. Notably, our proposed OSM-GAN architecture achieved over 88% accuracy predicting/detecting building object changes in high-resolution spatial imagery of Dublin city centre. © 2022, The Author(s), under exclusive license to Springer Nature Switzerland AG.","Antennas; Computer software maintenance; Generative adversarial networks; Object detection; Remote sensing; Built environment; Change detection; End to end; High resolution; Online maps; Openstreetmap; Remote-sensing; Spatial imagery; Spatial images; Work-flows; Change detection","Change detection; Generative Adversarial Networks; GIS; OpenStreetMap; Remote sensing","Book chapter","Final","All Open Access; Green Open Access","Scopus","2-s2.0-85131146400"
"Li J.; Wu Z.; Sheng Q.; Wang B.; Hu Z.; Zheng S.; Camps-Valls G.; Molinier M.","Li, Jun (57202722259); Wu, Zhaocong (15023850900); Sheng, Qinghong (36562635800); Wang, Bo (57190495006); Hu, Zhongwen (55630272400); Zheng, Shaobo (57852261300); Camps-Valls, Gustau (6603888005); Molinier, Matthieu (22234853700)","57202722259; 15023850900; 36562635800; 57190495006; 55630272400; 57852261300; 6603888005; 22234853700","A hybrid generative adversarial network for weakly-supervised cloud detection in multispectral images","2022","Remote Sensing of Environment","280","","113197","","","","10.1016/j.rse.2022.113197","0","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85136277692&doi=10.1016%2fj.rse.2022.113197&partnerID=40&md5=58da582698f1afcd1e7983df21b2c735","Cloud detection is a crucial step in the optical satellite image processing pipeline for Earth observation. Clouds in optical remote sensing images seriously affect the visibility of the background and greatly reduce the usability of images for land applications. Traditional methods based on thresholding, multi-temporal or multi-spectral information are often specific to a particular satellite sensor. Convolutional Neural Networks for cloud detection often require labeled cloud masks for training that are very time-consuming and expensive to obtain. To overcome these challenges, this paper presents a hybrid cloud detection method based on the synergistic combination of generative adversarial networks (GAN) and a physics-based cloud distortion model (CDM). The proposed weakly-supervised GAN-CDM method (available online https://github.com/Neooolee/GANCDM) only requires patch-level labels for training, and can produce cloud masks at pixel-level in both training and testing stages. GAN-CDM is trained on a new globally distributed Landsat 8 dataset (WHUL8-CDb, available online doi:https://doi.org/10.5281/zenodo.6420027) including image blocks and corresponding block-level labels. Experimental results show that the proposed GAN-CDM method trained on Landsat 8 image blocks achieves much higher cloud detection accuracy than baseline deep learning-based methods, not only in Landsat 8 images (L8 Biome dataset, 90.20% versus 72.09%) but also in Sentinel-2 images (“S2 Cloud Mask Catalogue” dataset, 92.54% versus 77.00%). This suggests that the proposed method provides accurate cloud detection in Landsat images, has good transferability to Sentinel-2 images, and can quickly be adapted for different optical satellite sensors. © 2022 The Authors","Deep learning; HTTP; Image processing; Landsat; Learning systems; Optical data processing; Optical remote sensing; Cloud detection; Cloud distortion model; Cloud masks; Deep learning; Distortion model; Generative adversarial network; LANDSAT; Model method; Remote-sensing; Satellite sensors; artificial neural network; detection method; image processing; Landsat; remote sensing; satellite imagery; Sentinel; spectral analysis; supervised learning; Generative adversarial networks","Cloud detection; Cloud distortion model; Deep learning; Generative adversarial networks (GAN); Remote sensing","Article","Final","All Open Access; Hybrid Gold Open Access","Scopus","2-s2.0-85136277692"
"Qiu D.; Hu X.; Liang P.; Liu X.; Jiang J.","Qiu, Defen (58085676600); Hu, Xingyu (57279534600); Liang, Pengwei (57201500677); Liu, Xianming (57204313011); Jiang, Junjun (54902306100)","58085676600; 57279534600; 57201500677; 57204313011; 54902306100","A deep progressive infrared and visible image fusion network; [红外与可见光图像渐进融合深度网络]","2023","Journal of Image and Graphics","28","1","","156","165","9","10.11834/jig.220319","0","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85147183420&doi=10.11834%2fjig.220319&partnerID=40&md5=76da56962094a406fab714557438b5cf","Objective Multi-modal images have been developed based on multiple imaging techniques. The infrared image collects the radiation information of the target in the infrared band. The visible image is more suitable to human visual perception in terms of higher spatial resolution, richer effective information and lower noise. Infrared and visible image fusion (IVIF) can integrate the configurable information of multi-sensors to alleviate the limitations of hardware equipment and obtain more low-cost information for high-quality images. The IVIF can be used for a wide range of applications like surveillance, remote sensing and agriculture. However, there are several challenges to be solved in multi-modal image fusion. For instance, effective information extraction issue from different modalities and the problem-solving for fusion rule of the complementary information of different modalities. Current researches can be roughly divided into two categories: 1) traditional methods and 2) deep learning based methods. The traditional methods decompose the infrared image and the visible image into the transform domain to make the decomposed representation have special properties that are benefit to fusion, then perform fusion in the transform domain, which can depress information loss and avoid the artifacts caused by direct pixel manipulation, and finally reconstruct the fused image. Traditional methods are based on the assumptions on the source image pair and manual-based image decomposition methods to extract features. However, these hand-crafted features are not comprehensive and may cause the sensitivity to high-frequency or primary components and generate image distortion and artifacts. In recent years, data-driven deep learning-based image fusion methods have been developing. Most of the deep learning based fusion methods have been oriented for the infrared and visible image fusion in the deep feature space. Deep learning-based fusion methods can be divided into two categories: 1) convolutional neural network (CNN) for fusion, and 2) generative adversarial network (GAN) to generate fusion images. CNN-based information extraction is not fully utilized by the intermediate layers. The GAN-based methods are challenged to preserving image details in adequately. Method We develop a novel progressive infrared and visible image fusion framework (ProFuse), which extracts multi-scale features with U-Net as our backbone, merges the multi-scale features and reconstructs the fused image layer by layer. Our network has composed of three parts: 1) encoder; 2) fusion module; and 3) decoder. First, a series of multi-scale feature maps are generated from the infrared image and the visible image via the encoder. Next, the multi-scale features of the infrared and visible image pair are fused in the fusion layer to obtain fused features. At last, the fused features pass through the decoder to construct the fused image. The network architecture of the encoder and decoder is designed based on U-Net. The encoder consists of the replicable applications of recurrent residual convolutional unit (RRCU) and the max pooling operation. Each down-sampling step can be doubled the number of feature channels, so that more features can be extracted. The decoder aims to reconstruct the final fused image. Every step in the decoder consists of an up-sampling of the feature map followed by a 3 × 3 convolution that halves the number of feature channels, a concatenation with the corresponding feature maps from the encoder, and a RRCU. At the fusion layer, our spatial attention-based fusion method is used to deal with image fusion tasks. This method has the following two advantages. First, it can perform fusion on global information-contained high-level features (at bottleneck semantic layer), and details-related low-level features (at shallow layers). Second, our method not only perform fusion on the original scale (maintaining more details), but also perform fusion on other smaller scales (maintaining semantic information). Therefore, the design of progressive fusion is mainly specified in the following two aspects: 1) we conduct image fusion progressively from high-level to low-level and 2) from small-scale to large-scale progressively. Result In order to evaluate the fusion performance of our method, we conduct experiments on publicly available Toegepast Natuurwetenschappelijk Onderzoek (TNO) dataset and compare it with some state-of-the-art (SOTA) fusion methods including DenseFuse, discrete wavelet transform (DWT), Fusion-GAN, ratio of low-pass pyramid (RP), generative adversarial network with multiclassification constraints for infrared and visible image fusion (GANMcC), curvelet transform (CVT). All these competitors are implemented according to public code, and the parameters are set by referring to their original papers. Our method is evaluated with other methods in subjective evaluation, and some quality metrics are used to evaluate the fusion performance objectively. Generally speaking, the fusion results of our method obviously have higher contrast, more details and clearer targets. Compared with other methods, our method preserves the detailed information of visible and infrared radiation in maximization. At the same time, very little noise and artifacts are introduced in the results. We evaluate the performances of different fusion methods quantitatively via using six metrics, i. e., entropy (EN), structure similarity (SSIM), edge-based similarity measure (Qabf), mutual information (MI), standard deviation (STD), sum of the correlations of differences (SCD). Our method has achieved a larger value on EN, Qabf, MI and STD. The maximum EN value indicates that our method retains richer information than other competitors. The Qabf is a novel objective quality evaluation metric for fused images. The higher the value of Qabf is, the better the quality of the fusion images are. STD is an objective evaluation index that measures the richness of image information. The larger the value, the more scattered the gray-level distribution of the image, the more information the image carries, and the better the quality of the fused image. The larger the value of MI, the more information obtained from the source images, and the better the fusion effect. Our method has an improvement of 115. 64% in the MI index compared with the generative adversarial network for infrared and visible image fusion (FusionGAN) method, 19. 93% in the STD index compared with the GANMcC method, 1. 91% in the edge preservation (Qabf) index compared with the DWT method and 1. 30% in the EN index compared with the GANMcC method. This indicates that our method is effective for IVIF task. Conclusion Extensive experiments demonstrate the effectiveness and generalization of our method. It shows better results on the evaluations in qualitative and quantitative both. © 2023 Editorial and Publishing Board of JIG. All rights reserved.","","deep learning; image fusion; infrared image; unsupervised learning; visible image","Article","Final","","Scopus","2-s2.0-85147183420"
