"Authors","Author full names","Author(s) ID","Titles","Year","Source title","Volume","Issue","Art. No.","Page start","Page end","Page count","DOI","Cited by","Link","Abstract","Indexed Keywords","Author Keywords","Document Type","Publication Stage","Open Access","Source","EID"
"Karaca A.C.; Kara O.; Güllü M.K.","Karaca, Ali Can (55292760600); Kara, Ozan (57221815490); Güllü, Mehmet Kemal (55666247200)","55292760600; 57221815490; 55666247200","MultiTempGAN: Multitemporal multispectral image compression framework using generative adversarial networks","2021","Journal of Visual Communication and Image Representation","81","","103385","","","","10.1016/j.jvcir.2021.103385","1","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85119176940&doi=10.1016%2fj.jvcir.2021.103385&partnerID=40&md5=0dbc36c8a377487bfb873208d19d64b7","Multispectral satellites that measure the reflected energy from the different regions on the Earth generate the multispectral (MS) images continuously. The following MS image for the same region can be acquired with respect to the satellite revisit period. The images captured at different times over the same region are called multitemporal images. Traditional compression methods generally benefit from spectral and spatial correlation within the MS image. However, there is also a temporal correlation between multitemporal images. To this end, we propose a novel generative adversarial network (GAN) based prediction method called MultiTempGAN for compression of multitemporal MS images. The proposed method defines a lightweight GAN-based model that learns to transform the reference image to the target image. Here, the generator parameters of MultiTempGAN are saved for the reconstruction purpose in the receiver system. Due to MultiTempGAN has a low number of parameters, it provides efficiency in multitemporal MS image compression. Experiments were carried out on three Sentinel-2 MS image pairs belonging to different geographical regions. We compared the proposed method with JPEG2000-based conventional compression methods and three deep learning methods in terms of signal-to-noise ratio, mean spectral angle, mean spectral correlation, and laplacian mean square error metrics. Additionally, we have also evaluated the change detection performances and visual maps of the methods. Experimental results demonstrate that MultiTempGAN not only achieves the best metric values among the other methods at high compression ratios but also presents convincing performances in change detection applications. © 2021 Elsevier Inc.","Big data; Deep learning; Generative adversarial networks; Geographical regions; Image compression; Mean square error; Signal to noise ratio; Change detection; Compression methods; Multi-spectral; Multi-temporal; Multi-temporal image; Multispectral images; Multispectral-image compression; Reflected energy; Remote-sensing; Spectral correlation; Remote sensing","Big data; Generative adversarial networks; Multispectral image compression; Multitemporal images; Remote sensing","Article","Final","","Scopus","2-s2.0-85119176940"
"Holgado Alvarez J.L.; Ravanbakhsh M.; Demir B.","Holgado Alvarez, Jose Luis (57222243160); Ravanbakhsh, Mahdyar (57192545758); Demir, Begum (15131434800)","57222243160; 57192545758; 15131434800","S2-CGAN: Self-Supervised Adversarial Representation Learning for Binary Change Detection in Multispectral Images","2020","International Geoscience and Remote Sensing Symposium (IGARSS)","","","9324345","2515","2518","3","10.1109/IGARSS39084.2020.9324345","4","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85101992272&doi=10.1109%2fIGARSS39084.2020.9324345&partnerID=40&md5=171559755fde98baaedcb935473c67c0","Deep Neural Networks have recently demonstrated promising performance in binary change detection (CD) problems in remote sensing (RS), requiring a large amount of labeled multitemporal training samples. Since collecting such data is time-consuming and costly, most of the existing methods rely on pre-trained networks on publicly available computer vision (CV) datasets. However, because of the differences in image characteristics in CV and RS, this approach limits the performance of the existing CD methods. To address this problem, we propose a self-supervised conditional Generative Adversarial Network (S2-cGAN). The proposed S2-cGAN is trained to generate only the distribution of unchanged samples. To this end, the proposed method consists of two main steps: 1) Generating a reconstructed version of the input image as an unchanged image 2) Learning the distribution of unchanged samples through an adversarial game. Unlike the existing GAN based methods (which only use the discriminator during the adversarial training to supervise the generator), the S2-cGAN directly exploits the discriminator likelihood to solve the binary CD task. Experimental results show the effectiveness of the proposed S2-cGAN when compared to the state of the art CD methods. © 2020 IEEE.","Deep learning; Deep neural networks; Geology; Adversarial networks; Change detection; Image characteristics; Large amounts; Multi-temporal; Multispectral images; State of the art; Training sample; Remote sensing","binary change detection; Generative adversarial networks; multitemporal images; remote sensing; self-supervised learning","Conference paper","Final","All Open Access; Green Open Access","Scopus","2-s2.0-85101992272"
"","","","9th Pacific-Rim Symposium on Image and Video Technology, PSIVT 2019","2019","Lecture Notes in Computer Science (including subseries Lecture Notes in Artificial Intelligence and Lecture Notes in Bioinformatics)","11854 LNCS","","","","","415","","0","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85076394301&partnerID=40&md5=2b0119c2eddcec0a4448f95acfe2ced6","The proceedings contain 31 papers. The special focus in this conference is on Image and Video Technology. The topics include: Efficient Self-embedding Data Hiding for Image Integrity Verification with Pixel-Wise Recovery Capability; enhanced Transfer Learning with ImageNet Trained Classification Layer; equine Welfare Assessment: Horse Motion Evaluation and Comparison to Manual Pain Measurements; exposure Correction and Local Enhancement for Backlit Image Restoration; grapevine Nutritional Disorder Detection Using Image Processing; Hierarchical Colour Image Segmentation by Leveraging RGB Channels Independently; high-Resolution Realistic Image Synthesis from Text Using Iterative Generative Adversarial Network; human Shape Reconstruction with Loose Clothes from Partially Observed Data by Pose Specific Deformation; improved Saliency-Enhanced Multi-cue Correlation-Filter-Based Visual Tracking; a Robust Face Recognition System for One Sample Problem; measuring Apple Size Distribution from a Near Top–Down Image; multi-temporal Registration of Environmental Imagery Using Affine Invariant Convolutional Features; Multimodal 3D Facade Reconstruction Using 3D LiDAR and Images; multiview Dimension Reduction Based on Sparsity Preserving Projections; non-peaked Discriminant Analysis for Image Representation; prostate Cancer Classification Based on Best First Search and Taguchi Feature Selection Method; real-Time Retinal Vessel Segmentation on High-Resolution Fundus Images Using Laplacian Pyramids; RVNet: Deep Sensor Fusion of Monocular Camera and Radar for Image-Based Obstacle Detection in Challenging Environments; semantic Segmentation of Grey-Scale Traffic Scenes; Shoeprint Extraction via GAN; analysis of Motion Patterns in Video Streams for Automatic Health Monitoring in Koi Ponds; turnstile Jumping Detection in Real-Time Video Surveillance; unsupervised Deep Features for Privacy Image Classification; attention-Guided Model for Robust Face Detection System.","","","Conference review","Final","","Scopus","2-s2.0-85076394301"
"Zhang X.; Pun M.-O.; Liu M.","Zhang, Xiaokang (56703557200); Pun, Man-On (6603645302); Liu, Ming (57216968027)","56703557200; 6603645302; 57216968027","Semi‐supervised multi‐temporal deep representation fusion network for landslide mapping from aerial orthophotos","2021","Remote Sensing","13","4","548","1","22","21","10.3390/rs13040548","7","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85100661538&doi=10.3390%2frs13040548&partnerID=40&md5=8255545a48d1424b03ae2b6033f93a03","Using remote sensing techniques to monitor landslides and their resultant land cover changes is fundamentally important for risk assessment and hazard prevention. Despite enormous efforts in developing intelligent landslide mapping (LM) approaches, LM remains challenging ow-ing to high spectral heterogeneity of very‐high‐resolution (VHR) images and the daunting labeling efforts. To this end, a deep learning model based on semi‐supervised multi‐temporal deep representation fusion network, namely SMDRF‐Net, is proposed for reliable and efficient LM. In comparison with previous methods, the SMDRF‐Net possesses three distinct properties. 1) Unsupervised deep representation learning at the pixel‐ and object‐level is performed by transfer learning using the Wasserstein generative adversarial network with gradient penalty to learn discriminative deep features and retain precise outlines of landslide objects in the high‐level feature space. 2) At-tention‐based adaptive fusion of multi‐temporal and multi‐level deep representations is developed to exploit the spatio‐temporal dependencies of deep representations and enhance the feature representation capability of the network. 3) The network is optimized using limited samples with pseudo‐labels that are automatically generated based on a comprehensive uncertainty index. Ex-perimental results from the analysis of VHR aerial orthophotos demonstrate the reliability and ro-bustness of the proposed approach for LM in comparison with state‐of‐the‐art methods. © 2021 by the author. Licensee MDPI, Basel, Switzerland.","Antennas; Landslides; Photomapping; Reliability analysis; Remote sensing; Risk assessment; Transfer learning; Adversarial networks; Aerial orthophotos; Automatically generated; Feature representation; Hazard prevention; Landslide mapping; Remote sensing techniques; Spectral heterogeneity; Deep learning","Attention; Deep representation learning; Landslide mapping; Multi‐temporal fusion; Semi‐supervised; WGAN","Article","Final","All Open Access; Gold Open Access","Scopus","2-s2.0-85100661538"
"Jiang F.; Gong M.; Zhan T.; Fan X.","Jiang, Fenlong (57210730944); Gong, Maoguo (8933846400); Zhan, Tao (57052462500); Fan, Xiaolong (57209827950)","57210730944; 8933846400; 57052462500; 57209827950","A Semisupervised GAN-Based Multiple Change Detection Framework in Multi-Spectral Images","2020","IEEE Geoscience and Remote Sensing Letters","17","7","8854295","1223","1227","4","10.1109/LGRS.2019.2941318","17","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85090386350&doi=10.1109%2fLGRS.2019.2941318&partnerID=40&md5=9996c3aeb4484448b04822ecaf9650ad","Effectively highlighting multiple changes in the earth surface from multi-temporal remote sensing images is a meaningful but challenging task. In order to reduce costs and ensure the performance, it is advisable to employ a semisupervised strategy to achieve this goal. As a discriminative joint classification task, semisupervised change detection aims to extract useful and discriminative features from a large amount of unlabeled data in addition to limited labeled samples. The discriminator of a well-trained generative adversarial network (GAN) is just right for this. Therefore, in this letter, we proposed a semisupervised GAN-based multiple change detection framework for multi-spectral images. First, the GAN is trained by all data without any prior information. Then, we combine two identical trained discriminators to construct a dual-pipeline joint classifier. Finally, the classifier is fine-tuned by a very small amount of labeled data to detect multiple changes. The superior performance of the proposed model over both real multi-spectral data sets demonstrates its robustness and effectiveness.  © 2004-2012 IEEE.","Pipelines; Spectroscopy; Adversarial networks; Change detection; Classification tasks; Discriminative features; Multi-spectral data; Multi-temporal remote sensing; Multispectral images; Prior information; algorithm; detection method; image analysis; spectral analysis; supervised learning; Remote sensing","Generative adversarial network (GAN); multi-spectral images; multiple change detection; semisupervised","Article","Final","","Scopus","2-s2.0-85090386350"
"Liu J.; Chen K.; Xu G.; Li H.; Yan M.; DIao W.; Sun X.","Liu, Junfu (57213195524); Chen, Keming (55683543900); Xu, Guangluan (56420820800); Li, Hao (57196362306); Yan, Menglong (57200852160); DIao, Wenhui (56816620400); Sun, Xian (34875643000)","57213195524; 55683543900; 56420820800; 57196362306; 57200852160; 56816620400; 34875643000","Semi-Supervised Change Detection Based on Graphs with Generative Adversarial Networks","2019","International Geoscience and Remote Sensing Symposium (IGARSS)","","","8898913","74","77","3","10.1109/IGARSS.2019.8898913","11","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85077722752&doi=10.1109%2fIGARSS.2019.8898913&partnerID=40&md5=48946b2c31785f5179da3c7ed8e39908","In this paper, we present a semi-supervised remote sensing change detection method based on graph model with Generative Adversarial Networks (GANs). Firstly, the multi-temporal remote sensing change detection problem is converted as a problem of semi-supervised learning on graph where a majority of unlabeled nodes and a few labeled nodes are contained. Then, GANs are adopted to generate samples in a competitive manner and help improve the classification accuracy. Finally, a binary change map is produced by classifying the unlabeled nodes to a certain class with the help of both the labeled nodes and the unlabeled nodes on graph. Experimental results carried on several very high resolution remote sensing image data sets demonstrate the effectiveness of our method. © 2019 IEEE.","Geology; Graph theory; Semi-supervised learning; Adversarial networks; Change detection; Classification accuracy; Graph model; Multi-temporal remote sensing; Semi-supervised; Very high resolution; Remote sensing","Change Detection; Generative Adversarial Network; Graph Model; Semi-supervised Learning","Conference paper","Final","","Scopus","2-s2.0-85077722752"
"He W.; Yokoya N.","He, Wei (55908554500); Yokoya, Naoto (36440631200)","55908554500; 36440631200","Multi-temporal sentinel-1 and -2 data fusion for optical Image Simulation","2018","ISPRS International Journal of Geo-Information","7","10","389","","","","10.3390/ijgi7100389","59","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85056671515&doi=10.3390%2fijgi7100389&partnerID=40&md5=af751b20fb7f715d36e2ed504c44d7ed","In this paper, we present the optical image simulation from synthetic aperture radar (SAR) data using deep learning based methods. Two models, i.e., optical image simulation directly from the SAR data and from multi-temporal SAR-optical data, are proposed to testify the possibilities. The deep learning based methods that we chose to achieve the models are a convolutional neural network (CNN) with a residual architecture and a conditional generative adversarial network (cGAN). We validate our models using the Sentinel-1 and -2 datasets. The experiments demonstrate that the model with multi-temporal SAR-optical data can successfully simulate the optical image; meanwhile, the state-of-the-art model with simple SAR data as input failed. The optical image simulation results indicate the possibility of SAR-optical information blending for the subsequent applications such as large-scale cloud removal, and optical data temporal super-resolution. We also investigate the sensitivity of the proposed models against the training samples, and reveal possible future directions. © 2018 by the authors.","","Convolutional neural network; Data simulation; Generative adversarial network; Optical; Sentinel; Synthetic aperture radar","Article","Final","All Open Access; Gold Open Access; Green Open Access","Scopus","2-s2.0-85056671515"
"Bermudez J.D.; Happ P.N.; Feitosa R.Q.; Oliveira D.A.B.","Bermudez, Jose D. (57200270007); Happ, Patrick N. (55768214000); Feitosa, Raul Q. (6602453684); Oliveira, Dario A.B. (27567900100)","57200270007; 55768214000; 6602453684; 27567900100","Synthesis of Multispectral Optical Images from SAR/Optical Multitemporal Data Using Conditional Generative Adversarial Networks","2019","IEEE Geoscience and Remote Sensing Letters","16","8","8637007","1220","1224","4","10.1109/LGRS.2019.2894734","50","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85069501813&doi=10.1109%2fLGRS.2019.2894734&partnerID=40&md5=273712603dde1a4c2477a5546fab9439","The synthesis of realistic data using deep learning techniques has greatly improved the performance of classifiers in handling incomplete data. Remote sensing applications that have profited from those techniques include translating images of different sensors, improving the image resolution and completing missing temporal or spatial data such as in cloudy optical images. In this context, this letter proposes a new deep-learning-based framework to synthesize missing or corrupted multispectral optical images using multimodal/multitemporal data. Specifically, we use conditional generative adversarial networks (cGANs) to generate the missing optical image by exploiting the correspondent synthetic aperture radar (SAR) data with a SAR-optical data from the same area at a different acquisition date. The proposed framework was evaluated in two land-cover applications over tropical regions, where cloud coverage is a major problem: crop recognition and wildfire detection. In both applications, our proposal was superior to alternative approaches tested in our experiments. In particular, our approach outperformed recent cGAN-based proposals for cloud removal, on average, by 7.7% and 8.6% in terms of overall accuracy and F1-score, respectively. © 2019 IEEE.","Crops; Data handling; Deep learning; Fires; Geometrical optics; Image resolution; Radar imaging; Remote sensing; Synthetic aperture radar; Adversarial networks; Crop recognition; Land cover applications; Learning techniques; Multi-temporal data; Performance of classifier; Remote sensing applications; Wildfire detection; artificial neural network; data acquisition; experimental study; image analysis; image resolution; optical method; pattern recognition; remote sensing; satellite data; synthetic aperture radar; wildfire; Image enhancement","Conditional generative adversarial networks (cGANs); crop recognition; deep learning; remote sensing; wildfire detection","Article","Final","","Scopus","2-s2.0-85069501813"
"Saha S.; Solano-Correa Y.T.; Bovolo F.; Bruzzone L.","Saha, Sudipan (57205200597); Solano-Correa, Yady Tatiana (57156565000); Bovolo, Francesca (9943212600); Bruzzone, Lorenzo (7006892410)","57205200597; 57156565000; 9943212600; 7006892410","Unsupervised Deep Transfer Learning-Based Change Detection for HR Multispectral Images","2021","IEEE Geoscience and Remote Sensing Letters","18","5","9089195","856","860","4","10.1109/LGRS.2020.2990284","26","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85104852204&doi=10.1109%2fLGRS.2020.2990284&partnerID=40&md5=c51d7664d31828a2b0bd499c41222563","To overcome the limited capability of most state-of-the-art change detection (CD) methods in modeling spatial context of multispectral high spatial resolution (HR) images and exploiting all spectral bands jointly, this letter presents a novel unsupervised deep-learning-based CD method that can effectively model contextual information and handle the large number of bands in multispectral HR images. This is achieved by exploiting all spectral bands after grouping them into spectral-dedicated band groups. To eliminate the necessity of multitemporal training data, the proposed method exploits a data set targeted for image classification to train spectral-dedicated Auxiliary Classifier Generative Adversarial Networks (ACGANs). They are used to obtain pixelwise deep change hypervector from multitemporal images. Each feature in deep change hypervector is analyzed based on the magnitude to identify changed pixels. An ensemble decision fusion strategy is used to combine change information from different features. Experimental results on the urban, Alpine, and agricultural Sentinel-2 data sets confirm the effectiveness of the proposed method. © 2004-2012 IEEE.","Agricultural robots; Classification (of information); Transfer learning; Adversarial networks; Change detection; Contextual information; High spatial resolution; Multi-temporal image; Multispectral images; Spatial context; State of the art; data set; detection method; image analysis; image classification; machine learning; numerical model; pixel; spatial resolution; spectral analysis; unsupervised classification; Deep learning","Change detection (CD); deep learning; generative adversarial network; high resolution; Sentinel-2","Article","Final","","Scopus","2-s2.0-85104852204"
"Li X.; Zhang L.; Wang Q.; Ai H.","Li, Xue (49663402500); Zhang, Li (55943300700); Wang, Qingdong (57220167155); Ai, Haibin (36974932200)","49663402500; 55943300700; 57220167155; 36974932200","Multi-temporal remote sensing imagery semantic segmentation color consistency adversarial network; [多时相遥感影像语义分割色彩一致性对抗网络]","2020","Cehui Xuebao/Acta Geodaetica et Cartographica Sinica","49","11","","1473","1484","11","10.11947/j.AGCS.2020.20190439","5","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85097042530&doi=10.11947%2fj.AGCS.2020.20190439&partnerID=40&md5=885d5a731b8d3eec0c337c81d1def3fd","Using deep convolutional neural network (CNN) to intelligently extract buildings from remote sensing images is of great significance for digital city construction, disaster detection and land management. The color difference between multi-temporal remote sensing images will lead to the decrease of generalization ability of building semantic segmentation model. In view of this, this paper proposes the attention-guided color consistency adversarial network (ACGAN). The algorithm takes the reference color style images and the images to be corrected in the same area and different phases as the training set and adopts the consistency adversarial network with the U-shaped attention mechanism to train the color consistency model. In the prediction stage, this model converts the hue of the images to that of the reference color style image, which is based on the reasoning ability of the deep learning model, instead of the corresponding reference color style image. This model transforms the hue of the images to be corrected into that of the reference color style images. This stage is based on the reasoning ability of the deep learning model, and the corresponding reference color style image is no longer needed. In order to verify the effectiveness of the algorithm, firstly, we compare the algorithm of this paper with the traditional image processing algorithm and other consistency adversarial network. The results show that the images after ACGAN color consistency processing are more similar to that of the reference color style images. Secondly, we carried out the building semantic segmentation experiment on the images processed by the above different color consistency algorithms, which proved that the method in this paper is more conducive to the impro-vement of the generalization ability of multi-temporal remote sensing image semantic segmentation model. © 2020, Surveying and Mapping Press. All right reserved.","Color; Colorimetry; Convolutional neural networks; Deep learning; Deep neural networks; Image segmentation; Learning systems; Remote sensing; Semantic Web; Semantics; Adversarial networks; Attention mechanisms; Generalization ability; Image processing algorithm; Multi-temporal remote sensing; Reasoning ability; Remote sensing images; Semantic segmentation; algorithm; artificial neural network; color; experimental study; image processing; remote sensing; satellite imagery; segmentation; training; Color image processing","Attention mechanism; Color consistency; Generative adversarial networks; Multi-temporal remote sensing imagery; Semantic segmentation","Article","Final","","Scopus","2-s2.0-85097042530"
