"Authors","Author full names","Author(s) ID","Titles","Year","Source title","Volume","Issue","Art. No.","Page start","Page end","Page count","DOI","Cited by","Link","Abstract","Indexed Keywords","Author Keywords","Document Type","Publication Stage","Open Access","Source","EID"
"Nill L.; Grünberg I.; Ullmann T.; Gessner M.; Boike J.; Hostert P.","Nill, Leon (57211315239); Grünberg, Inge (55746116000); Ullmann, Tobias (35226698000); Gessner, Matthias (57189043809); Boike, Julia (6602826769); Hostert, Patrick (6602798575)","57211315239; 55746116000; 35226698000; 57189043809; 6602826769; 6602798575","Arctic shrub expansion revealed by Landsat-derived multitemporal vegetation cover fractions in the Western Canadian Arctic","2022","Remote Sensing of Environment","281","","113228","","","","10.1016/j.rse.2022.113228","1","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85138797245&doi=10.1016%2fj.rse.2022.113228&partnerID=40&md5=6750f273a7ad80b92c64b6b2e6cd70ed","Warming induced shifts in tundra vegetation composition and structure, including circumpolar expansion of shrubs, modifies ecosystem structure and functioning with potentially global consequences due to feedback mechanisms between vegetation and climate. Satellite-derived vegetation indices indicate widespread greening of the surface, often associated with regional evidence of shrub expansion obtained from long-term ecological monitoring and repeated orthophotos. However, explicitly quantifying shrub expansion across large scales using satellite observations requires characterising the fine-scale mosaic of Arctic vegetation types beyond index-based approaches. Although previous studies have illustrated the potential of estimating fractional cover of various Plant Functional Types (PFTs) from satellite imagery, limited availability of reference data across space and time has constrained deriving fraction cover time series capable of detecting shrub expansion. We applied regression-based unmixing using synthetic training data to build multitemporal machine learning models in order to estimate fractional cover of shrubs and other surface components in the Mackenzie Delta Region for six time intervals between 1984 and 2020. We trained Kernel Ridge Regression (KRR) and Random Forest Regression (RFR) models using Landsat-derived spectral-temporal-metrics and synthetic training data generated from pure class spectra obtained directly from the imagery. Independent validation using very-high-resolution imagery suggested that KRR outperforms RFR, estimating shrub cover with a MAE of 10.6% and remaining surface components with MAEs between 3.0 and 11.2%. Canopy-forming shrubs were well modelled across all cover densities, coniferous tree cover tended to be overestimated and differentiating between herbaceous and lichen cover was challenging. Shrub cover expanded by on average + 2.2% per decade for the entire study area and + 4.2% per decade within the low Arctic tundra, while relative changes were strongest in the northernmost regions. In conjunction with shrub expansion, we observed herbaceous plant and lichen cover decline. Our results corroborate the perception of the replacement and homogenisation of Arctic vegetation communities facilitated by the competitive advantage of shrub species under a warming climate. The proposed method allows for multidecadal quantitative estimates of fractional cover at 30 m resolution, initiating new opportunities for mapping past and present fractional cover of tundra PFTs and can help advance our understanding of Arctic shrub expansion within the vast and heterogeneous tundra biome. © 2022 The Authors","Canada; Canadian Arctic; Mackenzie Delta; Northwest Territories; Competition; Ecology; Forestry; Image classification; Landforms; Landsat; Machine components; Regression analysis; Vegetation; Fractional cover; Greening; LANDSAT; Mackenzie delta; Multi-temporal; Plant functional type; Shrubification; Spectral unmixing; Tundra; Vegetation change; ecosystem structure; herb; machine learning; vegetation cover; Decision trees","Greening; Mackenzie Delta; Shrubification; Spectral unmixing; Tundra; Vegetation change","Article","Final","All Open Access; Green Open Access; Hybrid Gold Open Access","Scopus","2-s2.0-85138797245"
"Ermolov A.A.; Novikova A.V.; Belova N.G.","Ermolov, Alexander A. (18037139500); Novikova, Anna V. (57202688820); Belova, Nataliya G. (7004301236)","18037139500; 57202688820; 7004301236","Dynamics of low-lying accumulative coasts of western Gydan Peninsula in the area of gas development","2021","Proceedings of the International Conference on Port and Ocean Engineering under Arctic Conditions, POAC","2021-June","","","","","","","0","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85124126518&partnerID=40&md5=0bd983a0ff1a1b46ae49bd18f81ee807","The arctic coasts, largely composed of permafrost, are dynamically active with a tendency to retreat with a mean rate of about 0.5 m/yr. In the last decades due to global climate changes and construction in the coastal zone, the rates of retreat have increased at many sites so that a large part of accumulative coasts turned to erosional. We studied a 7 km long section of the western coast of the Gydan Peninsula in the area of Salman gas field development. Based on multi-temporal satellite imagery interpretation, field geological and topography surveys, we assessed the dynamics of the coast for the periods before and after the facilities' construction. The coast at the area of study is a low-lying (0.5-2 m high) sandy accumulative marine terrace, and before the start of construction (2012-2014) it showed low dynamics with predominantly accumulative processes: mean rate of coastline progradation was 4.1 m/yr. With the beginning of port construction, the dynamics of the coast have changed: in 2014-2017 ¾ of the coast of the studied area experienced retreat (average retreat rate -5.8 m/yr, up to 28.5 m/yr in close proximity of the constructed facilities). We propose that coastal erosion intensification results from human impacts. After 2017, the rates of coastal destruction decreased, but the trend towards retreat continued. © 2021 Lulea University of Technology. All rights reserved.","Dynamics; Erosion; Gas industry; Offshore gas fields; Satellite imagery; Topography; Accumulative coast; Arctic coastal dynamic; Coastal dynamics; Coastal erosion; Gas development; Gas field development; Global climate changes; Gulf of ob; Gydan peninsula; Large parts; Climate change","Accumulative coasts; Arctic coastal dynamics; Coastal erosion; Gulf of Ob; Gydan Peninsula","Conference paper","Final","","Scopus","2-s2.0-85124126518"
"Shirshova V.Yu.; Baldina E.A.","Shirshova, V.Yu. (57283733100); Baldina, E.A. (6601962558)","57283733100; 6601962558","The seasonal changes investigation of Vize Island surface for the mapping purposes using a multi-temporal coherence composite (MTC); [Применение мультивременного композита с когерентностью (МТС) для изучения сезонной изменчивости поверхности о. Визе в целях его картографирования]","2021","Sovremennye Problemy Distantsionnogo Zondirovaniya Zemli iz Kosmosa","18","4","","79","91","12","10.21046/2070-7401-2021-18-4-79-91","0","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85116357814&doi=10.21046%2f2070-7401-2021-18-4-79-91&partnerID=40&md5=a91de313d4ec5db721b471da0188bf85","Radar interferometry methods are widely used to create and update digital elevation maps and to study the movements of the Earth’s surface. However, radar interferometry can also be used in many other applications, in particular for monitoring seasonal variability of hard-to-reach areas. Small Arctic islands are “white spots” on maps, due to the fact that since the 1950s the cartographic information on them has not been updated, and its updating with the use of ground measurements or images in the optical range is very labor- and resource-intensive. Meanwhile, in the conditions of global climate change, such islands are the most susceptible to transformations. Small Arctic islands can therefore serve as markers of warming processes, for which it is necessary to designate indicators for monitoring environmental changes. The presented work demonstrates the application of interferometric coherence to study seasonal variability. The multitemporal coherence composite (MTC), widely used as a change indicator for agricultural areas, was applied to assess changes in Arctic Vise Island. With the help of the multitemporal composite, the characteristic features of seasonal surface variability at different times of the year were determined on the example of Vise Island. For this purpose, all available interferometric radar data from Sentinel-1 satellite on the territory of the island were processed. Vise (a total of 88 images). A detailed analysis of the MTC composites was performed for 2019, the year for which the largest number of coherence maps was obtained, which was 26. We obtained data on the periods of ice-free water area closest to the island and snow-free surface over the past five years, provided by Sentinel-1 surveys. The conducted study will serve as a basis for creating thematic maps for the territory of Vise Island in the future. © 2021 Space Research Institute of the Russian Academy of Sciences. All rights reserved.","","Arctic; Coherence; MTC composite; Satellite radar interferometry; Sentinel 1","Article","Final","All Open Access; Bronze Open Access","Scopus","2-s2.0-85116357814"
"Malnes E.; Karlsen S.R.; Johansen B.; Bjerke J.W.; TØmmervik H.","Malnes, Eirik (55980874700); Karlsen, Stein Rune (7004977068); Johansen, Bernt (7006140875); Bjerke, Jarle W. (7005801679); TØmmervik, Hans (6603834154)","55980874700; 7004977068; 7006140875; 7005801679; 6603834154","Snow season variability in a boreal-Arctic transition area monitored by MODIS data","2016","Environmental Research Letters","11","12","125005","","","","10.1088/1748-9326/11/12/125005","9","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85008193658&doi=10.1088%2f1748-9326%2f11%2f12%2f125005&partnerID=40&md5=b6b1fd9712b60fb67a91daeaca2eb7e9","The duration and extent of snow cover is expected to change rapidly with climate change. Therefore, there is a need for improved monitoring of snow for the benefit of forecasting, impact assessments and the population at large. Remotely sensed techniques prove useful for remote areas where there are few field-based monitoring stations. This paper reports on a study of snow season using snow cover area fraction data from the two northernmost counties in Norway, Troms and Finnmark. The data are derived from the daily 500 m standard snow product (MOD10A1) from the NASA Terra MODerate Resolution Imaging Spectroradiometer (MODIS) sensor for the 2000-2010 period. This dataset has been processed with multi-temporal interpolation to eliminate clouds. The resulting cloud-free daily time series of snow cover fraction maps, have subsequently been used to derive the first and last snow-free day for the entire study area. In spring, the correlation between the first snow-free day mapped by MODIS data and snow data from 40 meteorological stations was highly significant (p < 0.05) for 36 of the stations, and with a of bias of less than 10 days for 34 of the stations. In autumn, 31 of the stations show highly significant (p < 0.05) correlation with MODIS data, and the bias was less than 10 days for 27 of the stations. However, in some areas and some years, the start and end of the snow season could not be detected due to long overcast periods. In spring 2002 and 2004 the first snow-free day was early, but arrived late in 2000, 2005 and 2008. In autumn 2009 snowfall arrived more than 7 days earlier in 50% of the study area as compared to the 2000-2010 average. MODIS-based snow season products will be applicable for a wide range of sectors including hydrology, nature-based industries, climate change studies and ecology. Therefore refinement and further testing of this method should be encouraged. © 2016 IOP Publishing Ltd.","Arctic; Finnmark; Norway; Troms; Climate change; Image reconstruction; NASA; Radiometers; Satellite imagery; Daily time series; Field-based monitoring; first snow free day; Impact assessments; last snow free day; Meteorological station; Moderate resolution imaging spectroradiometer sensors; MODIS; climate change; MODIS; remote sensing; satellite data; seasonal variation; snow cover; spatiotemporal analysis; spring (season); Terra (satellite); United Nations Framework Convention on Climate Change; Snow","climate change; first snow free day; last snow free day; MODIS; onset of spring; snow","Article","Final","All Open Access; Gold Open Access; Green Open Access","Scopus","2-s2.0-85008193658"
"Lu Y.; Yang K.; Lu X.; Li Y.; Gao S.; Mao W.; Li M.","Lu, Yao (57211410597); Yang, Kang (55376826900); Lu, Xin (57215091793); Li, Ya (57223375143); Gao, Shuai (57226530563); Mao, Wei (57223358715); Li, Manchun (35115110600)","57211410597; 55376826900; 57215091793; 57223375143; 57226530563; 57223358715; 35115110600","Response of supraglacial rivers and lakes to ice flow and surface melt on the northeast Greenland ice sheet during the 2017 melt season","2021","Journal of Hydrology","602","","126750","","","","10.1016/j.jhydrol.2021.126750","0","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85111800258&doi=10.1016%2fj.jhydrol.2021.126750&partnerID=40&md5=3c68ddb0976fee38cb4bb6b7f00a862e","Fast ice flow and substantial surface runoff form distinct and extensive supraglacial rivers and lakes on the northeast Greenland Ice Sheet (GrIS). These supraglacial rivers and lakes play an important role in controlling surface meltwater routing and storage. However, the hydromorphology of these complex supraglacial features remains poorly quantified. In this study, we mapped the multi-temporal supraglacial rivers and lakes on the northeast GrIS (area ~ 3 × 104 km2) using sixty-five 10 m Sentinel-2 multispectral satellite images acquired during the 2017 summer, and quantified their primary hydromorphology, including meltwater area fraction, meltwater volume, supraglacial river length, river sinuosity, river depth, supraglacial lake area, lake shape, and lake depth. The quantified hydromorphology was compared with variable ice flow regimes and regional climate model (RCM) runoff. The results indicate that widespread supraglacial rivers and lakes maximally cover 5.3% of the northeast GrIS, which is more than double the previous estimates and only slightly lower than that for the strongly melting southwest GrIS (~7.0%). As the surface runoff increases and the snowline retreats, supraglacial rivers and lakes migrate from the ice sheet margin (~400 m) to high elevations (~1400 m). The satellite-mapped surface meltwater area fraction for the entire study area is positively correlated with the RCM surface runoff before the timing of peak melt (August 1), but decreases relatively slowly (by 32–45%) compared to the rapidly decreasing runoff (by 84–96%) in August. Large elevational variations were found for the peak magnitude and timing of the meltwater extent and volume. High (800–1400 m) elevation bands achieve peak values over two weeks later than low (400–800 m) elevation bands, and the 800–1000 m elevation band yields maximum peak values due to the wide distribution of supraglacial rivers. Furthermore, the supraglacial drainage patterns vary with different ice flow regimes. There are long rivers and few lakes in areas where ice deformation controls the ice flow velocity while there are short rivers and large, narrow lakes in areas where basal sliding is a major component of the ice flow. Meanwhile, long, sinuous rivers and small lakes form on the floating ice. In general, this study conducts a preliminary investigation of supraglacial rivers and lakes on the poorly-studied northeast GrIS and reveals that surface melt and ice flow control the hydromorphology of supraglacial rivers and lakes. © 2021 Elsevier B.V.","Arctic; Greenland; Greenland Ice Sheet; Climate models; Flow velocity; Glaciers; Ice; Lakes; Runoff; Area fraction; Flow regimes; Greenland Ice Sheet; Ice flow; Northeast Greenland; Rivers and lakes; Supraglacial lake; Supraglacial river; Surface meltwater; Surface runoffs; climate modeling; correlation; flow control; flow velocity; ice flow; ice sheet; melting; meltwater; runoff; satellite imagery; Sentinel; temporal analysis; water depth; Rivers","Ice flow; Northeast Greenland; Supraglacial lake; Supraglacial river; Surface runoff","Article","Final","","Scopus","2-s2.0-85111800258"
"Kravtsova V.I.; Tutubalina O.V.","Kravtsova, Valentina I. (7004608220); Tutubalina, Olga V. (6507141826)","7004608220; 6507141826","Dynamics of the northern ecosystems of the Norilsk industrial region under the conditions of technogenic impact and climate warming (a review)","2021","InterCarto, InterGIS","27","","","151","170","19","10.35595/2414-9179-2021-3-27-151-170","0","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85120649262&doi=10.35595%2f2414-9179-2021-3-27-151-170&partnerID=40&md5=1397e833f6d1a59dc63d5ca9dac0ffa0","The Norilsk Mining and Metallurgical Plant for the production of nickel, platinum and palladium is the main pollutant in the Arctic. The nature and degree of its impact on natural ecosystems over a long, since 1935, history of its work, varied along with changes in production volumes under different forms of ownership, and the response of ecosystems developed against the background of climate warming. Based on a review of studies carried out in the region, periods with different ratios of technogenic and natural factors in the dynamics of ecosystems are distinguished, which also differ in the methods of their study. In the second half of the 20th century, in the 1970s-1990s, an increase in sulfur dioxide emissions into the atmosphere led to the drying up of larch forests at a distance of up to 120 km southeast of the plant, recorded by aerial photography and forest pathological studies, as well as by a map of the ecosystems state, compiled by Landsat imagery and MSU field research. At the end of the 20th century, after the collapse of the USSR, an interruption in the operation of the plant, which passed from state to private ownership, led to a decrease in production rates and emissions into the atmosphere. This was combined with climate warming, which intensified in the Arctic regions. Complex expeditionary work of Siberian scientists in the first decades of the XXI century, including geochemical and dendrochronological studies, fixed the boundaries of zones of varying degrees of disturbance of ecosystems, but at the same time showed that along with the continuing degradation of vegetation, partial restoration of ecosystems is taking place. At the end of the second decade of the XXI century, Russian and American scientists, based on the processing of large volumes of remote sensing data, based on a multi-temporal analysis of vegetation indices, discovered the ""greening"" of low habitats in the Norilsk region as a result of secondary succession with a complex interaction of technogenic and natural, primarily climatic, factors. © 2021 Lomonosov Moscow State University. All rights reserved.","","Climate warming; Forests destruction; Greening; Satellite images; Technogenic impact","Conference paper","Final","All Open Access; Gold Open Access","Scopus","2-s2.0-85120649262"
"Karami M.; Westergaard-Nielsen A.; Normand S.; Treier U.A.; Elberling B.; Hansen B.U.","Karami, Mojtaba (55803933000); Westergaard-Nielsen, Andreas (55890961500); Normand, Signe (8629755300); Treier, Urs A. (16680210000); Elberling, Bo (7003298514); Hansen, Birger U. (7403019018)","55803933000; 55890961500; 8629755300; 16680210000; 7003298514; 7403019018","A phenology-based approach to the classification of Arctic tundra ecosystems in Greenland","2018","ISPRS Journal of Photogrammetry and Remote Sensing","146","","","518","529","11","10.1016/j.isprsjprs.2018.11.005","22","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85056241600&doi=10.1016%2fj.isprsjprs.2018.11.005&partnerID=40&md5=ac11d653e952e92b57a9a535b7ef7003","The disproportionate warming in the Arctic and the resulting adverse ecosystem changes underline the importance of continued monitoring of these ecosystems. Land-cover classification maps of the Arctic regions are essential for monitoring and change detection purposes, as well as upscaling of various ecosystem processes. However, large-scale land cover maps of the Arctic regions are often too coarse to properly capture the heterogeneity of these landscapes. In this study, we bridge this gap through incorporating multi temporal Landsat-8 OLI data in a large-scale land cover classification, and subsequently produce a tundra classification map for the entire Greenland. An algorithm is developed that allows for the extraction of vegetation phenology from single-year time series of 4169 OLI scenes at 30 m resolution despite the low revisit frequency of the satellite and persistent cloud cover. The phenological metrics, satellite-derived wetness, and terrain information are then used to separate land surface classes using a random forest classifier. The optimal algorithm parameters and input layers are identified, ultimately yielding a cross-validation accuracy of 89.25% across the studied area. Finally, we have conducted a comprehensive analysis on the resulting land-cover map and for the first time presented the geographical distribution, latitudinal gradients, and climate linkages of the various tundra vegetation classes across the ice-free part of Greenland. With a resolution of 30 m and Greenland-wide spatial coverage, the produced land-cover map can support various applications at scales ranging from the landscape to regional level. © 2018 International Society for Photogrammetry and Remote Sensing, Inc. (ISPRS)","Arctic; Greenland; Classification (of information); Decision trees; Geographical distribution; Landforms; Time series; Vegetation; Comprehensive analysis; Greenland; Land cover classification; Landsat time series; Latitudinal gradients; Random forest classifier; Random forests; Vegetation phenology; algorithm; arctic environment; classification; detection method; heterogeneity; land cover; Landsat; model validation; phenology; satellite data; tundra; warming; Ecosystems","Arctic vegetation; Greenland; Landsat time series; Random forest; Tundra classification; Vegetation phenology","Article","Final","","Scopus","2-s2.0-85056241600"
"Way R.G.","Way, Robert G. (56030191500)","56030191500","Multidecadal recession of Grinnell and Terra Nivea ice caps, Baffin Island, Canada","2015","Arctic","68","1","","45","53","8","10.14430/arctic4461","3","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84923295080&doi=10.14430%2farctic4461&partnerID=40&md5=e80460db186be1aa66a084a5c0538273","Multi-temporal satellite imagery and historical aerial photography reveal that two southern Arctic ice caps on Baffin Island have shrunk considerably over the past several decades. Satellite remote sensing shows that over the past three decades, the Grinnell and Terra Nivea ice caps, the southernmost ice caps in the eastern Canadian Arctic, have decreased in area by 18% and 22% respectively, which corresponds to a total area decline of 68 km2 since mapping done in the late 1950s. Cumulative ice loss since the mid-1970s has occurred at a rate of −1.69 km2/yr. The Grinnell ice cap has declined in area by −0.57 km2/yr, while the larger Terra Nivea ice cap has lost ice at a rate of −1.1 km2/yr. Interior thinning has led to the exposure of nunataks far from ice margins, and outlet glaciers have retreated substantial distances up-valley. The rapid reduction in ice area is linked directly to increasing summer air temperatures and suggests that these ice caps are in disequilibrium with recent climate conditions. Projections suggest that if the observed ice decline continues to AD 2100, the total area covered by ice at present will be reduced by more than 57%. © The Arctic Institute of North America.","Baffin Island; Canada; Nunavut; air temperature; climate conditions; ice cap; nunatak; photogrammetry; remote sensing; satellite imagery; spatiotemporal analysis","Baffin Island; Climate; Glacier change; Glaciology; Grinnell and Terra Nivea ice caps","Article","Final","","Scopus","2-s2.0-84923295080"
"Santoro M.; Wegmüller U.; Lamarche C.; Bontemps S.; Defourny P.; Arino O.","Santoro, Maurizio (7201820022); Wegmüller, Urs (7005064554); Lamarche, Céline (56181338400); Bontemps, Sophie (24281070000); Defourny, Pierre (6603669676); Arino, Olivier (7006963419)","7201820022; 7005064554; 56181338400; 24281070000; 6603669676; 7006963419","Strengths and weaknesses of multi-year Envisat ASAR backscatter measurements to map permanent open water bodies at global scale","2015","Remote Sensing of Environment","171","","","185","201","16","10.1016/j.rse.2015.10.031","53","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84946542137&doi=10.1016%2fj.rse.2015.10.031&partnerID=40&md5=44f6814afd98dec0c446ca3bcae50ae3","The mapping of water bodies at global scale has been undertaken primarily using multi-spectral optical Earth Observation data. Limitations of optical data associatedwith non-uniform and temporally variable spectral signatures suggested investigating alternative approaches towards a more consistent and reliable detection of water bodies. Multi-year (2005-2012) observations of SAR backscattered intensities at moderate resolution from the Envisat Advanced Synthetic Aperture Radar (ASAR) instrument were used in this study to generate an indicator of open permanent water bodies (SAR-WBI) for the year 2010 time frame and for all land surfaces excluding Antarctica and the Greenland ice sheet. A first map of potential water bodies with a spatial resolution of 150 m was obtained with a global detection algorithm based on a set of thresholds applied to multi-temporal metrics of the SAR backscatter (temporal variability, TV, and minimum backscatter, MB). Local refinements were then used to reduce systematic commission and omission errors (4.6% of the total area mapped) due to the similarity of TV and MB over open water bodies and other land surface types primarily in cold and arid environments. The refinement rules are here explained by means of a detailed signature analysis of the SAR backscatter in such environments. The accuracy of the SAR-WBIwas 80%when compared against 2078 manually interpreted footprints with a size of 150 × 150 m2. Omission errors were primarily observed along coast- and shorelines whereas commission errors were associated with (i) ephemeral water bodies, (ii) seasonally inundated areas, and (iii) an incorrect choice of the local refinement. © 2015 Elsevier Inc.","Antarctica; Arctic; Greenland; Greenland Ice Sheet; Backscattering; Errors; Photomapping; Surface measurement; Systematic errors; C-bands; ENVISAT ASAR; Land cover; SAR; Waterbodies; algorithm; backscatter; Envisat; ephemeral lake; error analysis; global change; land cover; map generalization; observational method; spectral analysis; synthetic aperture radar; temporal variation; Synthetic aperture radar","Backscatter; C-band; Envisat ASAR; Land cover; SAR; Water body","Article","Final","","Scopus","2-s2.0-84946542137"
"Pe'Eri S.; Madore B.; Nyberg J.; Snyder L.; Parrish C.; Smith S.","Pe'Eri, Shachak (6506159288); Madore, Brian (57192888872); Nyberg, John (57192894976); Snyder, Leland (57192893149); Parrish, Christopher (57211279321); Smith, Shep (57715930900)","6506159288; 57192888872; 57192894976; 57192893149; 57211279321; 57715930900","Identifying bathymetric differences over alaska's north slope using a satellite-derived bathymetry multi-temporal approach","2016","Journal of Coastal Research","76","sp1","","56","63","7","10.2112/SI76-006","19","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85008684136&doi=10.2112%2fSI76-006&partnerID=40&md5=ee84f69b1bd0eeb81bd0e065635436c9","Many nautical charts of Alaska's North Slope are based on chart data that have not been updated since the early 1950s. Additionally, these charts may have been compiled using inadequate data and contain unsurveyed areas. However, with more days per year of diminished Arctic sea-ice coverage, including along the North Slope, marine transportation in this region has increased during the past decade, thus increasing the need for updated nautical charts. Due to limited resources available for U.S. Arctic surveying, the National Oceanic and Atmospheric Administration (NOAA) is evaluating the capabilities of satellite-derived bathymetry (SDB). This technology has proven useful as a reconnaissance tool in tropical and subtropical waters and clear-water conditions, especially over sandy seafloor. But in the Arctic, glacial flour from land reduces water clarity and limits the light penetration depth, which may affect SDB calculations. A new multi-temporal SDB approach is described in this paper using multiple images to extract ""clear water"" areas acquired on different dates. As a proof-of-concept, the extinction depth and bathymetry were calculated over areas that overlap with NOAA Charts 16081 and 16082 using Landsat 7 and Landsat 8 imagery. The derived and charted bathymetry are similar in most areas up to 4.5 m deep. The results of the study also identified a potential uncharted shoal. The multi-temporal SDB approach was further investigated by NOAA and was used to process imagery for other areas along Alaska's North Slope. As a result, the new editions of NOAA Chart 16081 include the location of a potential uncharted shoal, which is the first time an SDB product was utilized for a NOAA chart. © Coastal Education and Research Foundation, Inc. 2016.","Alaska; Arctic; North Slope; United States; bathymetry; ice cover; identification method; Landsat; navigation; NOAA satellite; satellite data; satellite imagery; sea ice","Arctic; navigation charts; satellite-derived bathymetry; water clarity","Article","Final","All Open Access; Green Open Access","Scopus","2-s2.0-85008684136"
