"Authors","Author full names","Author(s) ID","Titles","Year","Source title","Volume","Issue","Art. No.","Page start","Page end","Page count","DOI","Cited by","Link","Abstract","Indexed Keywords","Author Keywords","Document Type","Publication Stage","Open Access","Source","EID"
"Bostater C.R., Jr.","Bostater, Charles R. (7004344456)","7004344456","Multiresolution earth remote sensing approach","2018","Proceedings of SPIE - The International Society for Optical Engineering","10784","","107840V","","","","10.1117/12.2515670","1","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85056485855&doi=10.1117%2f12.2515670&partnerID=40&md5=c0433ac6718c360316742251b85facd5","Satellite and airborne remote sensing results are shown and indicate the need for continued development of simultaneous use of sensors systems on the same platform, simultaneously collecting imagery at different spectral and spatial resolutions. When multiresolution imagery is collected simultaneously, high quality spatial and spectral image fusion techniques can be applied to the different sensor field of views that helps to improve detection of earth surface features and targets. Multispectral imagery fused with hyperspectral imagery described and results shown in this paper indicates the ability to detect subsurface water features along Florida littoral zones and coastal water regions. The use of multiresolution imaging from the same remote sensing platform provides a valuable approach for detecting sun glint regions and reflectance due to water wave facets and the presence of breaking waves. In littoral regions along Space Coast Florida and the Indian River Lagoon, surface bidirectional reflectance increases 5-6 times the background water surface reflectance, making typical water column constituent estimation questionable. The detection of the influence of surface water gravity waves can be modeled or easily detected using ground sampling distances or spatial resolutions less than or near 0.3 m. Spatial resolutions of approximately one meter or greater do not allow suitable detection of pixels affected by water waves. Satellite imagery based directional reflectance using ground sampling distance greater than 1 meter is contaminated by water wave facet reflection, breaking waves and sun glint effects. Thus bio-geophysical variables such as chlorophyll pigments, suspended matter, dissolved organic matter and light attenuation depths are biased. This bias effect can only be estimated reliably by using small spatial resolution imagery with knowledge gained from analytical and Monte Carlo radiative transfer modeling and multiresolution fused imagery. Application of transferable remote sensing algorithms for water quality applications require bidirectional reflectance corrections for water waves, sun glint, and wave facet effects. Example high quality WorldView-3 multispectral and panchromatic clearly shows the water wave facet reflectance effects that is imbedded into larger GSD imagery of water regions and littoral zones and as shown in hyperspectral Monte Carlo model results. © Copyright 2018 SPIE.","Biological materials; Coastal zones; Feature extraction; Hydrophilicity; Image enhancement; Image fusion; Monte Carlo methods; Radiative transfer; Reflection; Satellite imagery; Sea ice; Space optics; Spectroscopy; Surface waters; Water quality; Water waves; coastal; Dissolved organic matters; Ground sampling distances; HyperSpectral; Multi-spectral; Remote sensing algorithms; Spatial resolution imagery; Surface bidirectional reflectances; Remote sensing","coastal; hyperspectral; image fusion; Monte Carlo; multispectral; radiative transfer; water quality","Conference paper","Final","","Scopus","2-s2.0-85056485855"
"Heiselberg P.; Heiselberg H.","Heiselberg, Peder (57197781088); Heiselberg, Henning (7004279370)","57197781088; 7004279370","Ship-iceberg discrimination in Sentinel-2 multispectral imagery by supervised classification","2017","Remote Sensing","9","11","1156","","","","10.3390/rs9111156","15","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85034742487&doi=10.3390%2frs9111156&partnerID=40&md5=d2cdcfed757ed25ba4ebf5dde1514a89","The European Space Agency Sentinel-2 satellites provide multispectral images with pixel sizes down to 10 m. This high resolution allows for fast and frequent detection, classification and discrimination of various objects in the sea, which is relevant in general and specifically for the vast Arctic environment. We analyze several sets of multispectral image data from Denmark and Greenland fall and winter, and describe a supervised search and classification algorithm based on physical parameters that successfully finds and classifies all objects in the sea with reflectance above a threshold. It discriminates between objects like ships, islands, wakes, and icebergs, ice floes, and clouds with accuracy better than 90%. Pan-sharpening the infrared bands leads to classification and discrimination of ice floes and clouds better than 95%. For complex images with abundant ice floes or clouds, however, the false alarm rate dominates for small non-sailing boats. © 2017 by the authors.","Classification (of information); Error detection; Ice; Image classification; Ships; Arctic; Discrimination; Iceberg; Multi-spectral; Sentinel-2; Sea ice","Arctic; Classification; Detection; Discrimination; Iceberg; Multispectral; Sentinel-2; Ship","Article","Final","All Open Access; Gold Open Access; Green Open Access","Scopus","2-s2.0-85034742487"
"Jawak S.D.; Veer R.; Luis A.J.; Chaudhary N.","Jawak, Shridhar D. (55233789200); Veer, Rushikesh (57202388691); Luis, Alvarinho J. (35611249700); Chaudhary, Navendu (7006949849)","55233789200; 57202388691; 35611249700; 7006949849","Monitoring selected iceberg calving events in eastern antarctica using optical remote sensing","2017","38th Asian Conference on Remote Sensing - Space Applications: Touching Human Lives, ACRS 2017","2017-October","","","","","","","1","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85048149540&partnerID=40&md5=766d8c149d4497bbea9fd0a9ee9d8dc2","Antarctica, which holds the largest ice sheet on the Earth, is one of the most sensitive components of Earth in the realm of climate change. Calving of ice shelves and glaciers contributes to major ice loss along the coast of Antarctica. In the present study the ice dynamics along the Eastern coast of Antarctica using iceberg calving as an indicator has been studied. Using moderate resolution satellite data of LANDSAT 4-5, 7 & 8, we monitored calving events that occurred in the past and icebergs likely to be calved in future, and identified potential zones where major calving could take place along the eastern Antarctica region. The present study focuses on 3 such events from Princess Astrid Coast. In this region, as on 4-12-1989 there was a crevasse of 45.15 km which had grown up to 77.84 km by 19-11-2001. Also, as on 16-03-2016, an iceberg of an area 29.88 sq.km which is about to calve can be observed. Here the rifts can be seen which are orthogonal in orientation relative to the calving front. In the third case, there is presence of 12 widening rifts and around 48 physical structures, as observed on 16-03-2016. The total length of the 12 rifts is around 215.68 km with minimum 1.24 km and maximum 40.55 km in length. This study shows that temporal monitoring of iceberg calving is necessary for deciphering climate change signals. � 2017 Asian Association on Remote Sensing. All rights reserved.","Climate change; Earth (planet); Sea ice; Space applications; Space optics; Antarctica; Iceberg calving; Moderate resolution; Multi-spectral data; Optical remote sensing; Physical structures; Satellite data; Sensitive components; Remote sensing","Antarctica; Iceberg calving; Multispectral data","Conference paper","Final","","Scopus","2-s2.0-85048149540"
"Bostater C.R.; Aziz S.","Bostater, Charles R. (7004344456); Aziz, Samin (57199862557)","7004344456; 57199862557","Water wave glint corrections, water depth, light attenuation, and WorldView-3 remote sensing algorithms for Indian River lagoon","2019","Proceedings of SPIE - The International Society for Optical Engineering","11150","","111500A","","","","10.1117/12.2534093","1","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85077796140&doi=10.1117%2f12.2534093&partnerID=40&md5=6cbd208623aebc7900529d910478211d","A water wave glint correction algorithm, light attenuation depths and water depths estimated from satellite imagery in the Indian River Lagoon and Banana River estuarine waters provide a means to evaluate light penetration or water clarity. The shallow water estuarine study area is along Florida's east coast area known as ""space coast"" Florida. In-situ data, including water depths obtained from bathymetric charts, in-situ hyperspectral attenuation signatures and satellite- based reflectance factors are obtained from atmospherically corrected visible and near infra-red channels of World View-3 satellite imagery. The high spatial, radiometric and 11bit digital resolution satellite imagery is used to study water visibility that is an important ecosystem quality indicator. In shallow coastal waters as well as deeper water areas and nearby coastal waterways, the effects of water surface gravity wave facets and sun glint influence the estimates of water quality related variables estimated at the pixel level. The results have significant implications related to the estimation of the depth of penetration of light using satellite-based methods in coastal waters. Application of atmospherically corrected satellite imagery followed by glint removal is shown using translating and dilating derivative wavelet algorithms to estimate the attenuation depth of light in water. The research has been conducted in order that results may be transferable to other estuaries that suffer from reduction in light penetration due to factors such as turbidity or harmful algal blooms. © 2019 SPIE.","Electromagnetic wave attenuation; Estuaries; Gravity waves; Hydrophilicity; Intelligent systems; Monte Carlo methods; Radiative transfer; Remote sensing; Rivers; Sea ice; Space optics; Visibility; Water quality; Water waves; Atmospheric corrections; Derivative spectroscopy; Glint corrections; HyperSpectral; Multi-spectral; Spectral attenuation; Wavelet algorithms; Satellite imagery","Atmospheric correction; Derivative spectroscopy; Glint corrections; Hyperspectral; Monte Carlo simulations; Multispectral; Radiative transfer; Satellite imagery; Spectral attenuation; Water quality; Water visibility; Wave facet glint removal; Wavelet algorithms","Conference paper","Final","","Scopus","2-s2.0-85077796140"
"Schoenung S.M.; Fladeland M.M.; Albertson R.T.","Schoenung, Susan M. (7003948616); Fladeland, Matthew M. (15834616900); Albertson, Randal T. (36699198100)","7003948616; 15834616900; 36699198100","UAS payload and platform experience for earth science","2015","AUVSI Unmanned Systems 2015","","","","","","","","0","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85010904517&partnerID=40&md5=ea5ce7b54d05e37e933fd7d18c3ade64","As part of NASA's Earth Science Division Airborne Science Programs, eight different UAS flew a variety of remote sensing and communications payloads on a set of experimental missions. Three missions were selected to demonstrate new sensors and their benefits to Earth Science research, along with lessons for Aeronautics from operating various types of UAS. Sensors included a multispectral imaging system and a hyperspectral imaging system for ocean observations, a magnetometer for earthquake fault measurements, and a system of lidar and radar altimeters for sea ice measurements. Avionics and communications were designed to meet airspace requirements and to test payload-directed flight. The platform set included both fixed wind and rotary aircraft. The project showed success of the sensor systems in UAS applications, resulting in good science return, but failure of some platforms to meet some flight performance goals. Other NASA projects using both smaller and larger UAS have demonstrated scientific measurements from new and adapted sensors.","Earth sciences; Fixed platforms; Imaging systems; NASA; Optical radar; Remote sensing; Sea ice; Spectroscopy; Communications payloads; Earthquake fault; Hyperspectral imaging systems; Multi-spectral imaging systems; Ocean observations; Rotary aircraft; Science programs; Science research; Unmanned aerial vehicles (UAV)","","Conference paper","Final","","Scopus","2-s2.0-85010904517"
"Abdel-Moati H.; Morris J.; Zeng Y.; Corie M.W., II; Yanni V.G.","Abdel-Moati, Hazem (57195805601); Morris, Jonathan (56038957700); Zeng, Yousheng (15770415000); Corie, Martin Wesley (57195808491); Yanni, Victor Garas (57195803560)","57195805601; 56038957700; 15770415000; 57195808491; 57195803560","Near field ice detection using infrared based optical imaging technology","2018","Optics and Laser Technology","99","","","402","410","8","10.1016/j.optlastec.2017.09.029","5","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85029856516&doi=10.1016%2fj.optlastec.2017.09.029&partnerID=40&md5=ff0aaba1e656382ebb9d7a0d1ccdcafb","If not detected and characterized, icebergs can potentially pose a hazard to oil and gas exploration, development and production operations in arctic environments as well as commercial shipping channels. In general, very large bergs are tracked and predicted using models or satellite imagery. Small and medium bergs are detectable using conventional marine radar. As icebergs decay they shed bergy bits and growlers, which are much smaller and more difficult to detect. Their low profile above the water surface, in addition to occasional relatively high seas, makes them invisible to conventional marine radar. Visual inspection is the most common method used to detect bergy bits and growlers, but the effectiveness of visual inspections is reduced by operator fatigue and low light conditions. The potential hazard from bergy bits and growlers is further increased by short detection range (<1 km). As such, there is a need for robust and autonomous near-field detection of such smaller icebergs. This paper presents a review of iceberg detection technology and explores applications for infrared imagers in the field. Preliminary experiments are performed and recommendations are made for future work, including a proposed imager design which would be suited for near field ice detection. © 2017 Elsevier Ltd","Hazards; Ice; Imaging techniques; Infrared imaging; Microlenses; Oil field development; Petroleum prospecting; Satellite imagery; Sea ice; Thermography (imaging); Ice detection; Low light conditions; Micro-lens arrays; Multispectral sensors; Oil and gas exploration; Optical imaging technology; Production operations; Sub-arctic; Marine radar","Ice detection; Infrared imaging; Micro-lens arrays; Multi-spectral sensors; Process safety in arctic and sub-arctic operations","Article","Final","","Scopus","2-s2.0-85029856516"
"Bostater C.R.; Oney T.","Bostater, Charles R. (7004344456); Oney, Taylor (57193159201)","7004344456; 57193159201","Platforms for hyperspectral imaging, in-situ optical and acoustical imaging in urbanized regions","2016","Proceedings of SPIE - The International Society for Optical Engineering","9999","","99990L","","","","10.1117/12.2262094","1","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85011277753&doi=10.1117%2f12.2262094&partnerID=40&md5=b836a5fc8319442c76c965a89a71c079","Hyperspectral measurements of the water surface of urban coastal waters are presented. Oblique bidirectional reflectance factor imagery was acquired made in a turbid coastal sub estuary of the Indian River Lagoon, Florida and along coastal surf zone waters of the nearby Atlantic Ocean. Imagery was also collected using a pushbroom hyperspectral imager mounted on a fixed platform with a calibrated circular mechatronic rotation stage. Oblique imagery of the shoreline and subsurface features clearly shows subsurface bottom features and rip current features within the surf zone water column. In-situ hyperspectral optical signatures were acquired from a vessel as a function of depth to determine the attenuation spectrum in Palm Bay. A unique stationary platform methodology to acquire subsurface acoustic images showing the presence of moving bottom boundary nephelometric layers passing through the acoustic fan beam. The acoustic fan beam imagery indicated the presence of oscillatory subsurface waves in the urbanized coastal estuary. Hyperspectral imaging using the fixed platform techniques are being used to collect hyperspectral bidirectional reflectance factor (BRF) measurements from locations at buildings and bridges in order to provide new opportunities to advance our scientific understanding of aquatic environments in urbanized regions. © 2016 SPIE.","Calibration; Data fusion; Fixed platforms; Hydrophilicity; Image acquisition; Image fusion; Kalman filters; Offshore oil wells; Oil spills; Reflection; Remote sensing; Sea ice; Sensor data fusion; Spectroscopy; Surface waters; Bi-directional reflectance factors; Hyperspectral remote sensing; Hyperspectral sensors; Kalman smoothing; Multi-spectral imagery; Spectral-spatial sharpening; Sub-surface sensing; Surf zones; Hyperspectral imaging","Airborne image acquisition; Bidirectional reflectance factor; Data fusion; Hyperspectral remote sensing; Hyperspectral sensor calibration; Image fusion; Kalman filters; Kalman smoothing; Mobile remote sensing; Multispectral imagery; Oil spill; Shoreline remote sensing; Spectral-spatial sharpening; Subsurface sensing; Surf zone imaging; Weathered oil detection","Conference paper","Final","","Scopus","2-s2.0-85011277753"
"Manessa M.D.M.; Kanno A.; Sekine M.; Haidar M.; Nurdin N.","Manessa, Masita Dwi Mandini (56181320100); Kanno, Ariyo (54941012500); Sekine, Masahiko (7201559936); Haidar, Muhammad (57192949516); Nurdin, Nurjannah (57211803291)","56181320100; 54941012500; 7201559936; 57192949516; 57211803291","Lyzenga multispectral bathymetry formula for Indonesian shallow coral reef: Evaluation and proposed generalized coefficient","2016","Proceedings of SPIE - The International Society for Optical Engineering","9999","","99990O","","","","10.1117/12.2240550","1","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85011271390&doi=10.1117%2f12.2240550&partnerID=40&md5=1819c3a770a32a4a2725541daac13031","Until now, Indonesia only had a single large-scale bathymetry map (1:250.000) for the entire nation and detailed maps (1:50.000 or 1:25.000) of a few locations. A straightforward and cost-efficient bathymetry mapping of the Indonesian coral reef is urgently needed. To address this problem, we present a generalized multispectral bathymetry estimation formula that requires few field measurement data to adjust coefficients. The simulation dataset corresponding to the Indonesian coral reef and Worldview-2 Imagery spectral response was built to extract the coefficient. Then, the formula was validated using real Worldview-2 images from three shallow coral reef sites: the Gili Mantra islands, Menjangan Island, and Gondol Beach in Indonesia. During the evaluation of the dataset simulation, the formulated equation was tested; it achieved an adjusted R2 of 0.93 and an RMSR (Root Mean Square Residual) of 0.9 m. Such results show the good quality of our generalized bathymetry formula. Moreover, we tested the described formula using the imagery. The Gili islands shows that the best estimations of the depth corresponded to 0.62 and 1.5 m for R2 and RMSR, respectively. In the shallow areas, the depth estimation was accurate, but the error gradually increased with depth. The depth estimation for the Menjangan and Gondol sites failed (R2 ≤ 0.1), mostly because of a high image noise. In conclusion, the formula was able to estimate the depth accurately in a shallow water area using the least noisy image, but its error increased with depth. © 2016 SPIE.","Bathymetry; Hydrophilicity; Quality control; Reefs; Remote sensing; Sea ice; Coral reef; Indonesia; Lyzenga; Multi-spectral; Simulation data; Worldview-2; Hydrographic surveys","Coral Reef; Indonesia; Lyzenga; Multispectral Bathymetry; Simulation data; Worldview-2","Conference paper","Final","","Scopus","2-s2.0-85011271390"
"Soldal I.H.; Dierking W.; Korosov A.; Marino A.","Soldal, Ingri Halland (57208164449); Dierking, Wolfgang (55903760300); Korosov, Anton (6505884703); Marino, Armando (34881857900)","57208164449; 55903760300; 6505884703; 34881857900","Automatic detection of small icebergs in fast ice using satellite Wide-Swath SAR images","2019","Remote Sensing","11","7","806","","","","10.3390/rs11070806","14","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85063990860&doi=10.3390%2frs11070806&partnerID=40&md5=fa240b22d09161c2ca86894621f5422f","Automatic detection of icebergs in satellite images is regarded a useful tool to provide information necessary for safety in Arctic shipping or operations over large ocean areas in near-real time. In this work, we investigated the feasibility of automatic iceberg detection in Sentinel-1 Extra Wide Swath (EWS) SAR images which follow the preferred image mode in operational ice charting. As test region, we selected the Barents Sea where the size of many icebergs is on the order of the spatial resolution of the EWS-mode. We tested a new approach for a detection scheme. It is based on a combination of a filter for enhancing the contrast between icebergs and background, subsequent blob detection, and final application of a Constant False Alarm Rate (CFAR) algorithm. The filter relies mainly on the HV-polarized intensity which often reveals a larger difference between icebergs and sea ice or open water. The blob detector identifies locations of potential icebergs and thus shortens computation time. The final detection is performed on the identified blobs using the CFAR algorithm. About 2000 icebergs captured in fast ice were visually identified in Sentinel-2 Multi Spectral Imager (MSI) data and exploited for an assessment of the detection scheme performance using confusion matrices. For our performance tests, we used four Sentinel-1 EWS images. For judging the effect of spatial resolution, we carried out an additional test with one Sentinel-1 InterferometricWide Swath (IWS) mode image. Our results show that only 8-22 percent of the icebergs could be detected in the EWS images, and over 90 percent of all detections were false alarms. In IWS mode, the number of correctly identified icebergs increased to 38 percent. However, we obtained a larger number of false alarms in the IWS image than in the corresponding EWS image. We identified two problems for iceberg detection: 1) with the given frequency-polarization combination, not all icebergs are strong scatterers at HV-polarization, and (2) icebergs and deformation structures present on fast ice can often not be distinguished since both may reveal equally strong responses at HV-polarization. © 2019 by the authors.","Alarm systems; Data visualization; Errors; Geometrical optics; Ice problems; Image resolution; Polarization; Sea ice; Small satellites; Space-based radar; Spectroscopy; Synthetic aperture radar; CFAR; Constant false alarm rate algorithms; Deformation structure; iDPolRAD; Multi spectral imager; Number of false alarms; Operational ice charting; Optical image; Radar imaging","CFAR; Iceberg detection; iDPolRAD; Optical images; SAR","Article","Final","All Open Access; Gold Open Access; Green Open Access","Scopus","2-s2.0-85063990860"
"Bi X.","Bi, Xin (36518106700)","36518106700","LiDAR Technology","2021","Unmanned System Technologies","","","","67","103","36","10.1007/978-981-15-8093-2_3","1","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85123420969&doi=10.1007%2f978-981-15-8093-2_3&partnerID=40&md5=2f07057fe0f494b39d8c866904318270","LiDAR, also known as light detection and ranging, has seen rapid development ever since people started to first use laser for optical distance measurement. In the field of military application, for instance ranging and weapon guidance, multi-spectral laser imaging systems with high range resolution, single photon sensitive arrays, and wide emission spectral sections have been intensively developed. These systems are immune to weather and can penetrate through foliage, clothes and dense media for target recognition, and optical coherence tomography of the building to reconstruct its three-dimensional structure. Multi-dimensional measurements are primarily limited by laser power, computational processing efficiency, incoherent and coherent focal plane arrays, and signal processors. In the field of civilian application, advanced LiDAR is used to measure the optical parameters and elements of the wind, temperature, atmosphere and cloud, as well as, sea ice and sea surface measurements for the environmental research. Imaging and mapping are also important areas of LiDAR applications. Amongst the different types of LiDAR, the synthetic aperture LiDAR has a long development cycle and has been tested in principle-based experiments. For instance, coherent LiDAR, azimuth and angle measurement LiDAR, multi-spectral LiDAR, etc., play an important role in the practical application of precise speed, angle and spectrum measurement. Micro-laser is also widely used in ophthalmology research and treatment because it can map the refractive properties of the human eye. © 2021, Huazhong University of Science and Technology Press and Springer Nature Singapore Pte Ltd.","","","Book chapter","Final","","Scopus","2-s2.0-85123420969"
