"Authors","Author full names","Author(s) ID","Titles","Year","Source title","Volume","Issue","Art. No.","Page start","Page end","Page count","DOI","Cited by","Link","Abstract","Indexed Keywords","Author Keywords","Document Type","Publication Stage","Open Access","Source","EID"
"Uematsu A.; Nishibori T.; Arima T.","Uematsu, Akihisa (56370738900); Nishibori, Toshiyuki (6701707988); Arima, Takuji (7203063461)","56370738900; 6701707988; 7203063461","Detection and identification of buried target objects based on multi-angle bistatic ground penetrating rader experiment with synthetic aperture radar technique","2019","Proceedings of SPIE - The International Society for Optical Engineering","11151","","1115118","","","","10.1117/12.2533041","3","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85077026528&doi=10.1117%2f12.2533041&partnerID=40&md5=faa1189354f74dc4a615bb7248c1d77e","Ground penetrating radars (GPR) are widely used for detection of underground buried objects. Synthetic aperture radars (SAR) are common instruments for land remote sensing. GPRs with synthetic aperture radar technique (GPR-SAR) are popular instruments to obtain image of the buried objects. To know about dielectric contents, position and shape of the buried target objects, ordinary GPR-SAR is insufficient, because angle between transmit and receive antenna is fixed. Therefore, information is lacked, mainly about microwave propagation velocity of soil which affects measurement accuracy of position of various buried objects. Multi-angle GPR-SAR, a new method, is proposed and can change angle between transmit and receive antennas. In the multi-angle GPR-SAR, a lot of angle points between the antennas can be set, and much more detailed information can be obtained related to buried objects and surrounding soil. A new indoor experiment instrument of full-polarimetric, multi-angle and bi-static GPR-SAR have been developed, which enables us to evaluate possibility of imaging various already-known buried objects. Outline of the instrument is introduced, and polarimetric calibration and imaging capability are verified. © 2019 SPIE.","Calibration; Geological surveys; Geophysical prospecting; Ground penetrating radar systems; Object detection; Polarimeters; Radar antennas; Radar imaging; Receiving antennas; Remote sensing; Space-based radar; Active microwave; Buried objects; Detection and identifications; Ground Penetrating Radar; Ground penetrating radar (GPR); Imaging capabilities; Microwave propagation; Polarimetric calibration; Synthetic aperture radar","active microwave remote sensing; buried objects; ground penetrating radar; polarimetric calibration; synthetic aperture radar","Conference paper","Final","","Scopus","2-s2.0-85077026528"
"Chaowei Z.; Zhenfang L.; Yuekun W.; Jinwei X.","Chaowei, Zhou (57209413756); Zhenfang, Li (57209421126); Yuekun, Wang (57195398987); Jinwei, Xie (57194027321)","57209413756; 57209421126; 57195398987; 57194027321","Space-borne SAR Three-dimensional Imaging by Joint Multiple Azimuth Angle Doppler Frequency Rate Estimation; [联合多方位角调频率估计的星载SAR三维成像方法]","2018","Journal of Radars","7","6","","696","704","8","10.12000/JR18094","2","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85067641761&doi=10.12000%2fJR18094&partnerID=40&md5=aaf32a684c1c7730b3a7543f6e5122a8","Using azimuth beam steering, space-borne Synthetic Aperture Radar (SAR) can observe from multiple azimuth angle in single pass. During multiple azimuth angle observation, the satellite orbit is equivalent to long three-dimensional (3-D) curvilinear array, which has the potential for 3-D imaging. Sampling by space-borne multiple azimuth angle SAR is sparse in height dimension, which makes unambiguous 3-D imaging by 3-D fast Fourier transform infeasible. Besides, the complex relationship between the targets' projection in multi-angle SAR images and the height error is difficult to determine. To overcome this limitation, in this paper, we present a 3-D imaging method based on joint multiple azimuth angle Doppler frequency rate estimation. First, a relationship is proposed between the height error and Doppler frequency rate at different azimuth angle. Then, the Doppler frequency modulation rate error is estimated by Map Drift (MD) technique. Next, the height estimation results of different azimuth angle are combined to improve the estimation accuracy. From the estimated height and the target location in the SAR images, 3-D geometric information is retrieved and 3-D imaging is achieved. Our simulation experiments validate that the height estimation can achieve an accuracy of few meters with the proposed method. © 2018 Institute of Electronics Chinese Academy of Sciences. All rights reserved.","","Doppler frequency rate estimation; Multiple azimuth angle observation; Synthetic Aperture Radar (SAR); Three-dimensional imaging","Article","Final","","Scopus","2-s2.0-85067641761"
"Ran D.; Zheng F.; Li Z.; Yin C.","Ran, Da (56459824300); Zheng, Fengjie (57219865295); Li, Zhiliang (57279896000); Yin, Canbin (35207724100)","56459824300; 57219865295; 57279896000; 35207724100","Multi-angle SAR image fusion algorithm based on optimal local image index","2020","ACM International Conference Proceeding Series","","","","49","53","4","10.1145/3421766.3421885","1","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85095837374&doi=10.1145%2f3421766.3421885&partnerID=40&md5=e4e70ed75ec5d63ce5614cceed8ffbb5","In order to reduce the layover region in traditional single-angle synthetic aperture radar (SA-SAR) image, a multi-angle synthetic aperture radar (MA-SAR) image fusion algorithm based on optimal local image index is proposed. By utilizing every two images of N SA-SAR images obtained from different observation angles under certain combination criteria to obtain a candidate image set with C2N images, the proposed algorithm calculates the local image index of every pixel of each image in the candidate image set and selects the pixel with the optimal local image index to constitute the final MA-SAR fusion image. The MA-SAR fusion image can effectively reduce the layover region in SA-SAR image. The simulation results have verified the effectiveness of the proposed algorithm. © 2020 ACM.","Artificial intelligence; Image fusion; Manufacture; Pixels; Synthetic aperture radar; Fusion image; Image fusion algorithms; Image index; Image sets; Multi angle; Multi-Angle-SAR; Observation angle; Single angles; Radar imaging","Image Fusion; Multi-angle Synthetic Aperture Radar (MA-SAR); Optimal Local Image Index","Conference paper","Final","","Scopus","2-s2.0-85095837374"
"Zhang Y.; Li F.; Ding C.; Lei B.; Qiu X.","Zhang, Yueting (57218470544); Li, Fangfang (57214075406); Ding, Chibiao (7202622015); Lei, Bin (14063767500); Qiu, Xiaolan (18435166800)","57218470544; 57214075406; 7202622015; 14063767500; 18435166800","An approach of feature matching for multi-angle sar images of manmade targets","2019","International Geoscience and Remote Sensing Symposium (IGARSS)","2019-July","","8899875","1200","1203","3","10.1109/IGARSS.2019.8899875","2","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85095814537&doi=10.1109%2fIGARSS.2019.8899875&partnerID=40&md5=da2cc871df625d989d05b5eb2592c88c","Accumulation of target features from multi-angle observation data is of great significance for SAR Automatic Target Recognition. How to make correspondence matching with multi-angle data effectively for man-made targets? Due to the intensities and positions of the scattering centers varies with the aspect angle strongly, it is difficult to register SAR images using traditional matching methods. In this work, an approach for feature matching of man-made targets is proposed from complex SAR data. And it is based on the mechanisms of the dominate scattering to build up the relationship of the different multi-aspect images. Scattering map is employed to make scattering center extractions. Then the scattering centers are matching by using the physical model. Terra-SAR data of an aircraft test the validity of the approach.  © 2019 IEEE.","Automatic target recognition; Radar imaging; Remote sensing; Synthetic aperture radar; Feature matching; Matching methods; Multi-angle data; Multi-angle observations; Multi-Angle-SAR; Scattering center extraction; Scattering centers; Target feature; Radar target recognition","Feature matching; Multi-angle SAR images; SAR ATR","Conference paper","Final","","Scopus","2-s2.0-85095814537"
"Li D.","Li, Dapeng (56491677700)","56491677700","A novel method for multi-angle SAR image matching","2015","Chinese Journal of Aeronautics","28","1","","240","249","9","10.1016/j.cja.2014.12.019","12","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84922706440&doi=10.1016%2fj.cja.2014.12.019&partnerID=40&md5=42e8d867901b545610f91b006b7777cc","Multi-angle synthetic aperture radar (SAR) image matching is very challenging, because the same object may cause different backscattering patterns, heavily depending on the radar incident angle. A technique based on the relations between the invariant positions of ground targets among the reference and sensed images is proposed to accommodate the nonmatching patterns. It involves a target extraction using wavelet coefficient fusion, as well as a geometric voting matching routine for searching the matched control points (CPs) in the reference and sensed images, respectively. To accelerate the speed of the search, a robust, rapidly corresponding CPs determination strategy is exploited by utilizing the global spatial transformation model, as well as a procedure of outlier removal to ensure the desired accuracy. Meanwhile, the positions of the matched point pairs are relocated using mutual information. The final warping of the images according to the CPs is performed by using a polynomial function. The results show the possibility of matching multi-angle SAR images in general cases. © 2015 Production and hosting by Elsevier Ltd.","Extraction; Feature extraction; Image matching; Image processing; Synthetic aperture radar; Matched point pairs; Multi angle; Polynomial functions; SAR Images; Spatial transformation; Synthetic aperture radar (SAR) images; Voting; Wavelet coefficients; Radar imaging","Feature extraction; Image matching; Multi-angle; SAR image; SAR image registration; Voting","Article","Final","All Open Access; Hybrid Gold Open Access","Scopus","2-s2.0-84922706440"
"Banks S.; White L.; Behnamian A.; Chen Z.; Montpetit B.; Brisco B.; Pasher J.; Duffe J.","Banks, Sarah (55576336400); White, Lori (56150409200); Behnamian, Amir (57195643134); Chen, Zhaohua (55543442700); Montpetit, Benoit (35488587100); Brisco, Brian (7003505161); Pasher, Jon (16048197700); Duffe, Jason (6603325238)","55576336400; 56150409200; 57195643134; 55543442700; 35488587100; 7003505161; 16048197700; 6603325238","Wetland Classification with Multi-Angle/Temporal SAR Using Random Forests","2019","Remote Sensing","11","6","670","","","","10.3390/rs11060670","30","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85074635729&doi=10.3390%2frs11060670&partnerID=40&md5=1b9a402cb49551a164a461628cd0a2ed","To better understand and mitigate threats to the long-term health and functioning of wetlands, there is need to establish comprehensive inventorying and monitoring programs. Here, remote sensing data and machine learning techniques that could support or substitute traditional field-based data collection are evaluated. For the Bay of Quinte on Lake Ontario, Canada, different combinations of multi-angle/temporal quad pol RADARSAT-2, simulated compact pol RADARSAT Constellation Mission (RCM), and high and low spatial resolution Digital Elevation and Surface Models (DEM and DSM, respectively) were used to classify six land cover classes with Random Forests: shallow water, marsh, swamp, water, forest, and agriculture/non-forested. Results demonstrate that high accuracies can be achieved with multi-temporal SAR data alone (e.g., user’s and producer’s accuracies ≥90% for a model based on a spring image and a summer image), or via fusion of SAR and DEM and DSM data for single dates/incidence angles (e.g., user’s and producer’s accuracies ≥90% for a model based on a spring image, DEM, and DSM data). For all models based on single SAR images, simulated compact pol data generally achieved lower accuracies than quad pol RADARSAT-2 data. However, it was possible to compensate for observed differences through either multi-temporal/angle data fusion or the inclusion of DEM and DSM data (i.e., as a result, there was not a statistically significant difference between multiple models). With a higher repeat-pass cycle than RADARSAT-2, RCM is expected to be a reliable source of C-band SAR data that will contribute positively to ongoing efforts to inventory wetlands and monitor change in areas containing the same land cover classes evaluated here. © 2019 by the authors. Licensee MDPI, Basel, Switzerland.","Decision trees; Health risks; Lakes; Learning systems; Radar imaging; Remote sensing; Synthetic aperture radar; Constellation missions; Land cover; Model-based OPC; Monitoring programmes; Multi angle; RADARSAT constellation mission; Radarsat-2; Random forests; Synthetic aperture RADAR; Wetland classification; Wetlands","RADARSAT Constellation Mission; RADARSAT-2; Random Forests; Synthetic Aperture RADAR; Wetlands","Article","Final","All Open Access; Gold Open Access; Green Open Access","Scopus","2-s2.0-85074635729"
"Zou B.; Li H.; Zhang L.; Cheng Y.","Zou, Bin (55684454000); Li, Haolin (55782179900); Zhang, Lamei (56040361700); Cheng, Yan (57199041317)","55684454000; 55782179900; 56040361700; 57199041317","A SAR-SIFT Like Algorithm for PolSAR Image Registration","2019","2019 6th Asia-Pacific Conference on Synthetic Aperture Radar, APSAR 2019","","","9048486","","","","10.1109/APSAR46974.2019.9048486","5","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85083501176&doi=10.1109%2fAPSAR46974.2019.9048486&partnerID=40&md5=cddea1bd36bc3527d6ed5a4427d98c71","The synthetic aperture radar scale-invariant feature transform (SAR-SIFT) algorithm has been applied to synthetic aperture radar (SAR) image registration and has good performance. However, compared with single polarization radar images, polarimetric synthetic aperture radar (PolSAR) images have more polarization combinations, which can obtain more polarization information. Therefore, based on the scattering mechanism of PolSAR, this paper proposes a registration algorithm suitable for PolSAR images. The algorithm improves the SAR-SIFT algorithm and uses the polarization information of the PolSAR images to introduce a new gradient definition and construct new scale spaces. The algorithm proposed in this paper is tested on multi-time and multi-angle PolSAR images. The experimental results show that the proposed method can make feature points more widely distributed and obtain more correct matching point pairs, which effectively improves the registration performance of PolSAR images. © 2019 IEEE.","Image enhancement; Image registration; Polarization; Synthetic aperture radar; Matching points; Polarimetric synthetic aperture radars; Registration algorithms; Registration performance; Scale invariant feature transforms; Scattering mechanisms; Single polarization; Synthetic aperture radar (SAR) images; Radar imaging","Polarimetric synthetic aperture radar (PolSAR); PolSAR image registration; Remote sensing; scale-invariant feature transform (SIFT)","Conference paper","Final","","Scopus","2-s2.0-85083501176"
"Huang J.; Wang P.; Chen J.","Huang, Jianjun (57311285000); Wang, Pengbo (55507662000); Chen, Jie (55909160300)","57311285000; 55507662000; 55909160300","Impact of 2-D Antenna Pattern on Radiometric Calibration of Azimuthal Multi-angle Observation Spaceborne SAR","2021","Progress in Electromagnetics Research Symposium","2021-November","","","2835","2839","4","10.1109/PIERS53385.2021.9694847","2","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85126396822&doi=10.1109%2fPIERS53385.2021.9694847&partnerID=40&md5=3dd5f64aa1fe58a538598d1d4fa71dc0","Antenna pattern is essential for the radiometric calibration of synthetic aperture radar (SAR). For the conventional SAR with low-squint narrow beams, the azimuth antenna pattern and the elevation antenna pattern play separate roles in scattering measurements. In recent years, a novel spaceborne SAR imaging mode-azimuthal multi-angle observation-has been proposed based on the capability of beam steering. However, in the case of squint and high resolution, the antenna pattern becomes two-dimensional (2-D) inseparable along with the beam steering. Therefore, a spatially varying radiometric error is induced, which makes the calibration more complicated. This paper analyzed the impact of 2-D antenna pattern on radiometric calibration. First, the antenna pattern angles varying with the observation angles are analyzed. Then, an equivalent antenna pattern model for squint steering beam seen by an on-ground point scatterer is proposed. Finally, the relative radiometric error induced by the 2-D antenna pattern is assessed based on the integral method. The results show that the impact is related to the squint angle and azimuth resolution. The larger the squint angle, the higher the resolution, and the higher the impact of the 2-D antenna pattern on radiometric calibration. In addition, the beam steering needs to be controlled not only in azimuth but also in elevation. Otherwise, the radiometric error can increase several times.  © 2021 IEEE.","Calibration; Directional patterns (antenna); Errors; Radar antennas; Radiometry; Space-based radar; Beam-steering; Imaging modes; Multi-angle observations; Narrow beams; Radiometric calibrations; Radiometrics; Scattering measurements; Spaceborne synthetic aperture radars; Squint angles; Synthetic aperture radar imaging; Synthetic aperture radar","","Conference paper","Final","","Scopus","2-s2.0-85126396822"
"Yang W.; Ma X.","Yang, Wei (56654531800); Ma, Xiaocong (57193419759)","56654531800; 57193419759","A novel spaceborne SAR imaging mode for moving target velocity estimation","2017","2016 International Conference on Control, Automation and Information Sciences, ICCAIS 2016","","","7822427","13","16","3","10.1109/ICCAIS.2016.7822427","4","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85013844434&doi=10.1109%2fICCAIS.2016.7822427&partnerID=40&md5=ac8dda4d150b104f1ea243436f086abe","In this paper, a novel spaceborne SAR imaging mode is proposed. In this mode, sensor illuminates the scene with different azimuth squint angles and obtains a series of sequential images. According to the working mechanism of the mode, the geometry model is built first. Based on the geometry model, the characteristics of signal are analyzed in detail, which reveals principle of velocity estimation. Moreover, combined with image formation processing algorithm, moving target velocity estimation method is present. Furthermore, some conclusions are drawn and discussed. Finally, simulation data and TerraSAR-X real data are used for verifying the validity of the method. © 2016 IEEE.","Space-based radar; Synthetic aperture radar; Velocity; Geometry model; Image formation processing; Multi angle; Sequential images; Simulation data; Space-borne SAR; Velocity estimation; Working mechanisms; Radar imaging","azimuth multi-Angles; SAR; sequential images; velocity estimation","Conference paper","Final","","Scopus","2-s2.0-85013844434"
"Zou H.; Zhao F.; Jia X.; Wang W.; Zhang H.","Zou, Hang (57221266613); Zhao, Fengjun (57688096200); Jia, Xiaoxue (36668808900); Wang, Wei (56948403200); Zhang, Heng (56955227800)","57221266613; 57688096200; 36668808900; 56948403200; 56955227800","Continuous pulse repetition interval variation for highly squint high-resolution spotlight SAR imaging","2021","Remote Sensing Letters","12","3","","199","208","9","10.1080/2150704X.2020.1851061","2","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85101074155&doi=10.1080%2f2150704X.2020.1851061&partnerID=40&md5=c58f13ec86c4023fa8dc56e193064c0c","Highly squint Synthetic Aperture Radar (SAR) is a competitive candidate for intelligence surveillance and disaster monitoring because of its capacity for multi-angle information acquisition and high spatial resolution. However, large Range Cell Migration (RCM) results in a considerably long receive window and an extremely large volume of invalid data, which burdens the computational load and severely reduces the efficiency of image processing. The existing method is designed to remove range walks using continuous Pulse Repetition Interval (PRI) variation. When a high-resolution system is required, the range curvature is apparent. This paper proposes a novel strategy to remove the RCM of a reference point accurately using continuous PRI variation for highly squint high-resolution spotlight spaceborne SAR. Additionally, the proposed strategy avoids contamination by transmit and nadir interferences. The simulation results show that the proposed method achieves improved data volume reduction performance compared with the existing method. © 2021 Informa UK Limited, trading as Taylor & Francis Group.","Image processing; Synthetic aperture radar; Computational loads; Disaster monitoring; High spatial resolution; High-resolution spotlights; High-resolution systems; Large range cell migration; Pulse repetition intervals; Squint synthetic aperture radar; artificial intelligence; computer simulation; data acquisition; disaster management; image processing; satellite imagery; spatial resolution; synthetic aperture radar; Radar imaging","","Article","Final","","Scopus","2-s2.0-85101074155"
