"Authors","Author full names","Author(s) ID","Titles","Year","Source title","Volume","Issue","Art. No.","Page start","Page end","Page count","DOI","Cited by","Link","Abstract","Indexed Keywords","Author Keywords","Document Type","Publication Stage","Open Access","Source","EID"
"Yang Q.; Tao D.; Han D.; Liang J.","Yang, Qiuju (55212679800); Tao, Dacheng (7102600334); Han, Desheng (17434030600); Liang, Jimin (57403161700)","55212679800; 7102600334; 17434030600; 57403161700","Extracting Auroral Key Local Structures From All-Sky Auroral Images by Artificial Intelligence Technique","2019","Journal of Geophysical Research: Space Physics","124","5","","3512","3521","9","10.1029/2018JA026119","10","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85066020382&doi=10.1029%2f2018JA026119&partnerID=40&md5=91d9ff8f20c4d78fa1ac37734b00d08c","Extracting auroral key local structures (KLS) containing both morphological information and spatial location from large amount of auroral images is the key for automatic auroral classification and event recognition and thus is very important for improving the efficiency of aurora study. However, it is labor-intensive for human experts and challenging for computer execution because of the blurry boundary and inhomogeneous luminosity of aurora. In this work, we formulate the automatic KLS extraction to learn a mapping from an all-sky auroral image to a KLS mask style with artificial intelligence technique. We explore the Cycle-consistent Generative Adversarial Network to generate the KLS masks based on the unpaired training data set consisting of 2508 all-sky auroral images observed between years 2003–2009 at the Arctic Yellow River Station, of which only 200 images were manually annotated as the ground truth of KLS masks. The extracted KLS are consistent with human visual perception, and the intersection-over-union metric is significantly improved by at least 17% than previous method by Niu et al. (2018) (https://doi.org/10.1109/TGRS.2018.2848725). Classification accuracy has been improved when combining the KLS masks further indicates the effectiveness and value of this work. ©2019. American Geophysical Union. All Rights Reserved.","","all-sky images; aurora; intelligence technique; key local structures","Article","Final","","Scopus","2-s2.0-85066020382"
"Chen P.; Li P.; Li Q.; Zhang D.","Chen, Peng (57226026284); Li, Peng (56949380500); Li, Qing (56411289900); Zhang, Dezheng (24538189800)","57226026284; 56949380500; 56411289900; 24538189800","Semi-Supervised Fine-Grained Image Categorization Using Transfer Learning with Hierarchical Multi-Scale Adversarial Networks","2019","IEEE Access","7","","8794503","118650","118668","18","10.1109/ACCESS.2019.2934476","6","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85082923521&doi=10.1109%2fACCESS.2019.2934476&partnerID=40&md5=c73a2608b6734e9f545503604a41f401","Fine-grained image categorization is still a challenging computer vision problem in recent years. Most of existing methods highly rely on massive labeled data which are scarce in many real world applications. It should also be noticed that progressive learning demands of existing data is very common today. That is, we may pay attention to more fine-grained information (like arctic tern, black tern, buttercup or tulip) in an existing data set with labels like 'bird' and 'flower'. It is reasonable to believe that the existing labels and model with transferable knowledge would be helpful to another related but different, fine-grained recognition task. In this context, an improved transfer deep learning approach with hierarchical multi-adversarial networks is proposed in this paper. With this approach, cross domain features are extracted by advanced deep encoders coarsely. After that, we annotate a small amount of images in the target domain, thereby creating the 'active labels' which can provide instructions for adversarial learning. Then, the GAN-based hierarchical model is utilized to select cross domain categories and enhance related features so as to facilitate an effective transfer. In order to exploit useful local features, a novel adaptive attention mechanism, Region Adversarial Network (RAN) which can select attention regions during adversarial learning and generate valuable fine-grained features, is introduced in the article. We call the proposed hierarchical framework 'Attentional Multi-Adversarial Networks (AMAN)'. Experimental results show that AMAN is able to augment cross domain features well-directly and build an effective classifier for fine-grained categorization in the target domain with fewer training samples and higher accuracies.  © 2013 IEEE.","Deep learning; Feature extraction; Hierarchical systems; Imaging systems; Radio access networks; Semi-supervised learning; Adversarial learning; Adversarial networks; Attention mechanisms; Computer vision problems; Hierarchical model; Image Categorization; Progressive learning; Transferable knowledge; Transfer learning","attention; deep learning; domain adaption; Fine-grained classification; generative adversarial networks; transfer learning","Article","Final","All Open Access; Gold Open Access","Scopus","2-s2.0-85082923521"
"Niu L.; Duan L.; Dong X.; Zhou Z.","Niu, Liming (57260592800); Duan, Liya (15750270200); Dong, Xiangliang (57260486700); Zhou, Zhonghai (55496548700)","57260592800; 15750270200; 57260486700; 55496548700","Underwater image enhancement and super-resolution restoration based on generative adversarial networks","2021","Proceedings of the International Offshore and Polar Engineering Conference","","","","153","160","7","","0","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85115006310&partnerID=40&md5=10a690880010a9d958b2acb3487151b6","As an important carrier and presentation form of underwater information, underwater images play an irreplaceable role in underwater environment detection. However, due to the impact of the ocean, underwater images often have quality degradation such as low resolution, blurred details, color distortion, and poor clarity. In response to the above problems, we designed a model based on Generative Adversarial Networks, which fuse underwater white balance images to achieve color correction and super-resolution of underwater images. We have conducted qualitative and quantitative experiments compared with other methods and proved that the method proposed in this article is superior to other methods in terms of visual effects. © 2021 by the International Society of Offshore and Polar Engineers (ISOPE).","Arctic engineering; Image reconstruction; Optical resolving power; Adversarial networks; Color correction; Color distortions; Quality degradation; Quantitative experiments; Super resolution; Super-resolution restoration; Underwater environments; Image enhancement","Color correction; Neural networks; ResNeXt; Super resolution; Underwater image enhancement","Conference paper","Final","","Scopus","2-s2.0-85115006310"
"","","","Proceedings of the 4th WRC Symposium on Advanced Robotics and Automation 2022, WRC SARA 2022","2022","Proceedings of the 4th WRC Symposium on Advanced Robotics and Automation 2022, WRC SARA 2022","","","","","","300","","0","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85140764002&partnerID=40&md5=d52c5b9eb4bb55f94e67ec024f815bb0","The proceedings contain 47 papers. The topics discussed include: application of generative adversarial networks in gesture recognition; application of generative adversarial networks in gesture recognition; calibration of serial robots through integration of local POE formula and artificial neural networks; a screw theory-based approach for conservative stiffness mapping of 3-PRS parallel mechanism; overview of the application of unmanned aerial vehicles in the arctic atmospheric observation system; a hybrid paradigm based on steady-state visual evoked potentials and motor imagery; design of Dictyophora Rubrovalvata picking robot; optimal control method of motor torque loading via active disturbance rejection control; and design of photovoltaic glass automatic stacking and paper laying robot.","","","Conference review","Final","","Scopus","2-s2.0-85140764002"
"Yari M.; Ibikunle O.; Varshney D.; Chowdhury T.; Sarkar A.; Paden J.; Li J.; Rahnemoonfar M.","Yari, Masoud (16235210400); Ibikunle, Oluwanisola (57219778451); Varshney, Debvrat (57197926939); Chowdhury, Tashnim (57221149963); Sarkar, Argho (57221708601); Paden, John (8338654000); Li, Jilu (55322660300); Rahnemoonfar, Maryam (54411066400)","16235210400; 57219778451; 57197926939; 57221149963; 57221708601; 8338654000; 55322660300; 54411066400","Airborne Snow Radar Data Simulation with Deep Learning and Physics-Driven Methods","2021","IEEE Journal of Selected Topics in Applied Earth Observations and Remote Sensing","14","","","12035","12047","12","10.1109/JSTARS.2021.3126547","0","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85120072277&doi=10.1109%2fJSTARS.2021.3126547&partnerID=40&md5=69c8bbc8d5baec95519eeac87cfbde38","Monitoring properties of ice sheets in polar regions is one of the main challenges in glaciology. There is a large amount of heterogeneous radar data from the polar regions that have been gathered through expensive missions. However, retrieving meaningful information from this large volume of data is still a great challenge. With the advancement of machine learning techniques in recent years, many scientists are eager to take advantage of these algorithms and techniques to explore and mine Arctic and Antarctic data. These advancements, however, have happened mainly in the area of supervised learning where the models are data hungry and require large amounts of annotated data. Generating simulated data can be an effective and inexpensive approach to provide large labeled datasets for training machine learning models. In this work, we explore two approaches to simulate arctic snow radar echogram images, namely a radar scattering physics based approach combined with some statistical measures and a purely data-driven approach based on a conditional generative adversarial network. Using several image comparison metrics, we analyze the utility of both methods for the purpose of simulating echograms. Our results show that the physics simulator generates images with good structural similarities, while the purely data-driven approach achieves better textural similarities for simulated image. Finally, we also show that by augmenting our real dataset by the simulated echograms, we can improve our deep learning model for tracking internal layers of snow. © 2008-2012 IEEE.","Deep learning; Generative adversarial networks; Remote sensing; Snow; Statistical Physics; Tracking radar; Data simulation; Data-driven approach; GAN; Large amounts; Polar Regions; Radar data; Radar remote sensing; Remote-sensing; Simulation; Snow radar; airborne sensing; computer simulation; radar; remote sensing; satellite data; satellite imagery; snow cover; Radar imaging","Generative adversarial networks (GANs); remote sensing; simulation; snow radar","Article","Final","All Open Access; Gold Open Access","Scopus","2-s2.0-85120072277"
"Wang X.; Zhao Y.; Yang S.; Wang Y.; Shangguan D.","Wang, Xingdong (55577953500); Zhao, Yue (57821017600); Yang, Shuhui (57226787386); Wang, Yuhua (57226259594); Shangguan, Donghui (57431323200)","55577953500; 57821017600; 57226787386; 57226259594; 57431323200","CGAN Based Improved ASI Retrieval Algorithm for Antarctic Sea Ice Concentration","2022","Frontiers in Marine Science","9","","844359","","","","10.3389/fmars.2022.844359","0","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85135078765&doi=10.3389%2ffmars.2022.844359&partnerID=40&md5=5acaea310bf8b8ee58c2053b7db8de5d","Sea ice change is closely related to the change of global atmosphere and ocean circulation, which plays an important role in the study of global climate change. Sea ice concentration is one of the important parameters to study the temporal and spatial change of sea ice. Accurately retrieving sea ice concentration is the innovation of this paper. At present, the high-resolution microwave-detected sea ice concentration product was provided by the University of Bremen, which was derived by the Arctic Radiation and Turbulence Interaction Study (ARTSIST) Sea Ice (ASI) algorithm based on the Advanced Microwave Scanning Radiometer for Earth Observing System (AMSR-E) 89-GHz brightness temperature data. The AMSR-E/AMSR-2 89-GHz brightness temperature data has higher spatial resolution, but it is often affected by cloud and water vapor, which affects the recognition and subsequent use of ground feature. Although the weather filters can remove some errors in the edge regions of the sea water and the sea ice, the errors of the sea ice concentration in other regions cannot be removed. The generative model of Conditional Generative Adversarial Network (CGAN) increases the utilization of image feature information through skip connection, which improves the removal of the influence of cloud and water vapor. The discriminative model can retain the image feature information and realize the non-linear mapping from the image to the image. The loss function can reduce the pixel-level loss, which can remove the influence of cloud and water vapor. Therefore, this paper proposed an improved ASI algorithm based on CGAN. Firstly, the relatively stable relationship between the 89-GHz brightness temperature data which is not disturbed or less affected by the external environment and the 36-GHz brightness temperature data was determined, and the 89-GHz brightness temperature data with large interference was screened. Secondly, based on the 36-GHz brightness temperature data with high reliability, the 89-GHz brightness temperature data with large interference was corrected through CGAN. Finally, the ASI algorithm was used to retrieve sea ice concentration. Compared with sea ice concentration retrieved by the ASI algorithm, the results showed that the improved ASI algorithm based on CGAN was feasible. Compared with sea ice distribution obtained from the Landsat 8 OLI-L1T data, the improved ASI algorithm based on CGAN significantly improves the inversion accuracy of sea ice concentration. The improved ASI algorithm based on CGAN makes use of the reliable 36-GHz brightness temperature data, which greatly reduces the error caused by cloud and water vapor, and the method effectively corrects sea ice concentration of the pixels affected by the external environment. Therefore, the improved ASI algorithm based on CGAN realizes high spatial resolution and significantly improves the inversion accuracy of sea ice concentration. Copyright © 2022 Wang, Zhao, Yang, Wang and Shangguan.","","AMSR-2; Antarctic; CGAN; data correction; sea ice concentration","Article","Final","All Open Access; Gold Open Access","Scopus","2-s2.0-85135078765"
"Huang L.; Lantz T.C.; Fraser R.H.; Tiampo K.F.; Willis M.J.; Schaefer K.","Huang, Lingcao (57205166979); Lantz, Trevor C. (24331751400); Fraser, Robert H. (7402280263); Tiampo, Kristy F. (6701760799); Willis, Michael J. (57203056727); Schaefer, Kevin (56691729700)","57205166979; 24331751400; 7402280263; 6701760799; 57203056727; 56691729700","Accuracy, Efficiency, and Transferability of a Deep Learning Model for Mapping Retrogressive Thaw Slumps across the Canadian Arctic","2022","Remote Sensing","14","12","2747","","","","10.3390/rs14122747","3","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85132135014&doi=10.3390%2frs14122747&partnerID=40&md5=b33a83263ce87111cc82c1bb45413217","Deep learning has been used for mapping retrogressive thaw slumps and other periglacial landforms but its application is still limited to local study areas. To understand the accuracy, efficiency, and transferability of a deep learning model (i.e., DeepLabv3+) when applied to large areas or multiple regions, we conducted several experiments using training data from three different regions across the Canadian Arctic. To overcome the main challenge of transferability, we used a generative adversarial network (GAN) called CycleGAN to produce new training data in an attempt to improve transferability. The results show that (1) data augmentation can improve the accuracy of the deep learning model but does not guarantee transferability, (2) it is necessary to choose a good combination of hyper-parameters (e.g., backbones and learning rate) to achieve an optimal trade-off between accuracy and efficiency, and (3) a GAN can significantly improve the transferability if the variation between source and target is dominated by color or general texture. Our results suggest that future mapping of retrogressive thaw slumps should prioritize the collection of training data from regions where a GAN cannot improve the transferability. © 2022 by the authors. Licensee MDPI, Basel, Switzerland.","Deep learning; Economic and social effects; Efficiency; Generative adversarial networks; Learning systems; Textures; Thawing; Canadian Arctic; Deeplab; Domain adaptation; ITS applications; Learning models; Periglacial; Study areas; Thaw slump; Thermokarst; Training data; Mapping","DeepLab; domain adaptation; generative adversarial network; permafrost; thermokarst","Article","Final","All Open Access; Gold Open Access; Green Open Access","Scopus","2-s2.0-85132135014"
"Deepak K.T.; Kulkarni P.; Mudenagudi U.; Prasanna S.R.M.","Deepak, K.T. (55752779500); Kulkarni, Pavitra (57209877719); Mudenagudi, U (6508142222); Prasanna, S.R.M. (57191614637)","55752779500; 57209877719; 6508142222; 57191614637","Glottal Instants Extraction from Speech Signal Using Generative Adversarial Network","2019","ICASSP, IEEE International Conference on Acoustics, Speech and Signal Processing - Proceedings","2019-May","","8683298","5946","5950","4","10.1109/ICASSP.2019.8683298","4","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85068978423&doi=10.1109%2fICASSP.2019.8683298&partnerID=40&md5=80c80053924e51a41b9536807c04d454","The Glottal Closure and Opening instants (GCIs and GOIs) form important events in excitation source signal. These instants represent closing and opening events of vocal folds while producing voiced speech signal. Estimation of such instants from speech signal is beneficial and several applications rely on accurate estimation of Closure and Opening instants. In this work, Electroglottographic like (EGG-like) signal is synthesized from speech signal using Generative Adversarial Network (GAN). The Glottal Closure and Opening instants are located using the derivative of EGG-like signal, which is essentially a difference EGG-like signal. The proposed method is evaluated on CMU-Arctic database, as the database consists of simultaneous recordings of speech and EGG signal, respectively. To evaluate the results, the locations obtained from synthesized EGG-like signal are com-pared with the reference difference EGG signal. The results are evaluated for both seen and unseen conditions. It is shown that the performance of GCI and GOI estimation is comparable to existing state-of-the-art methods. © 2019 IEEE.","Signal analysis; Speech; Speech communication; Accurate estimation; Adversarial networks; Electroglottograph; Excitation sources; Glottal closure instants; glottal opening instants; Simultaneous recording; State-of-the-art methods; Audio signal processing","electroglottograph; generative adversarial network; Glottal closure instants; glottal opening instants","Conference paper","Final","","Scopus","2-s2.0-85068978423"
"Rahnemoonfar M.; Yari M.; Paden J.","Rahnemoonfar, Maryam (54411066400); Yari, Masoud (16235210400); Paden, John (8338654000)","54411066400; 16235210400; 8338654000","Radar Sensor Simulation with Generative Adversarial Network","2020","International Geoscience and Remote Sensing Symposium (IGARSS)","","","9323676","7001","7004","3","10.1109/IGARSS39084.2020.9323676","8","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85099551523&doi=10.1109%2fIGARSS39084.2020.9323676&partnerID=40&md5=137a387ade331b310b8b6ca427a6a9bc","Significant resources have been spent in collecting and storing large and heterogeneous radar datasets during expensive Arctic and Antarctic fieldwork. The vast majority of data available is unlabeled, and the labeling process is both time-consuming and expensive. One possible alternative to the labeling process is the use of synthetically generated data with artificial intelligence. In this research, we evaluated the performance of synthetically generated snow radar images based on modified cycle-consistent adversarial networks. We conducted several experiments to test the quality of the generated radar imagery. Our experiments show a very good similarity between real and synthetic snow radar images. © 2020 IEEE.","Artificial intelligence; Geology; Large dataset; Remote sensing; Snow; Tracking radar; Adversarial networks; Radar datasets; Radar imagery; Radar sensors; Radar imaging","convolutional neural network; generative adversarial network; ice tracking; radar imagery","Conference paper","Final","","Scopus","2-s2.0-85099551523"
"Paul D.; Pantazis Y.; Stylianou Y.","Paul, Dipjyoti (57214128589); Pantazis, Yannis (8837185000); Stylianou, Yannis (6601991415)","57214128589; 8837185000; 6601991415","Non-parallel voice conversion using weighted generative adversarial networks","2019","Proceedings of the Annual Conference of the International Speech Communication Association, INTERSPEECH","2019-September","","","659","663","4","10.21437/Interspeech.2019-2869","6","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85074708354&doi=10.21437%2fInterspeech.2019-2869&partnerID=40&md5=652c5855e6793c038f25c24394912f27","In this paper, we suggest a novel way to train Generative Adversarial Network (GAN) for the purpose of non-parallel, many-to-many voice conversion. The goal of voice conversion (VC) is to transform speech from a source speaker to that of a target speaker without changing the phonetic contents. Based on ideas from Game Theory, we suggest to multiply the gradient of the Generator with suitable weights. Weights are calculated so that they increase the power of fake samples that fool the Discriminator resulting in a stronger Generator. Motivated by a recently presented GAN based approach for VC, StarGAN-VC, we suggest a variation to StarGAN, referred to as Weighted StarGAN (WeStarGAN). The experiments are conducted on standard CMU ARCTIC database. WeStarGAN-VC approach achieves significantly better relative performance and is clearly preferred over recently proposed StarGAN-VC method in terms of speech subjective quality and speaker similarity with 75% and 65% preference scores, respectively. Copyright © 2019 ISCA","","Generative adversarial networks; Training algorithm; Voice conversion","Conference paper","Final","All Open Access; Green Open Access","Scopus","2-s2.0-85074708354"
