"Authors","Author full names","Author(s) ID","Titles","Year","Source title","Volume","Issue","Art. No.","Page start","Page end","Page count","DOI","Cited by","Link","Abstract","Indexed Keywords","Author Keywords","Document Type","Publication Stage","Open Access","Source","EID"
"van der Werff H.; Ettema J.; Sampatirao A.; Hewson R.","van der Werff, Harald (14069318600); Ettema, Janneke (25031484700); Sampatirao, Akhil (57680070600); Hewson, Robert (7004444572)","14069318600; 25031484700; 57680070600; 7004444572","How Weather Affects over Time the Repeatability of Spectral Indices Used for Geological Remote Sensing","2022","Remote Sensing","14","24","6303","","","","10.3390/rs14246303","0","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85144631584&doi=10.3390%2frs14246303&partnerID=40&md5=0ff2ca7ea066dff6078b7835c4a75006","Geologic remote sensing studies often targets surface cover that is supposed to be invariant or only changing on a geological timescale. In terms of surface material characteristics, this holds for rocks and minerals, but only to a lesser degree for soils (including alluvium, colluvium, regolith or weathered outcrop) and not for vegetation cover, for example. A view unobstructed by clouds, vegetation or fire scars is essential for a persistent observation of surface mineralogy. Sensors with a continuous multi-temporal operation (e.g., Landsat 8 OLI and Sentinel-2 MSI) can provide the data volume needed to come to an optimal seasonal acquisition and the application of data fusion approaches to create an unobstructed view. However, the acquisition environment always changes over time, driven by seasonal changes, illumination changes and the weather. Consequently, the creation of an unobstructed view does not necessarily lead to a repeatable measurement. In this paper, we evaluate the influence of weather and resulting soil moisture conditions over a 3-year period, with alternating dry and wet periods, on the variance of several “geological” spectral indices in a semi-arid area. Sentinel-2 MSI data are chosen to calculate band ratios for green vegetation, ferric and ferrous iron oxide mineralogy and hydroxyl bearing alteration (clay) mineralogy. The data were used “as provided”, meaning that the performance of the atmospheric correction and geometric accuracy is not changed. The results are shown as time-series for selected areas that include solid rock, beach sand, bare soil and natural vegetation surfaces. Results show that spectral index values vary not only between dry and wet periods, but also within dry periods longer than 45 days, as a result of changing soil moisture conditions long after a last rain event has passed. In terms of repeatability of measurements, an overall low soil-moisture level is more important for long-term stability of spectral index values than the occurrence of minor rain events. In terms of creating an unobstructed view, we found that thresholds for NDVI should not be higher than 0.1 when masking vegetation in geological remote sensing, which is lower than what usually is indicated in literature. In conclusion, multi-temporal data are not only important to study dynamic Earth processes, but also to improve mapping of surfaces that are seemingly invariant. As this work is based on a few selected pixels, the obtained results should be considered only indicative and not as a numerical truth. We conclude that multi-temporal data can be used to create an unobstructed view, but also to select the data that give the most repeatability of measurements. Images selection should not be based on a certain number of days without rain in the days preceding data acquisition but aim for the lowest soil moisture conditions. Consequently, weather data should be incorporated to come to an optimal selection of remote sensing imagery, and also when analyzing multi-temporal data. © 2022 by the authors.","Data fusion; Iron oxides; Rain; Rare earths; Remote sensing; Soil surveys; Vegetation; Dry and wet; Dry periods; Moisture conditions; Multi-temporal; Multi-temporal data; Remote-sensing; Repeatability; Sentinel-2 MSI; Spectral indices; Weather; Soil moisture","geology; mineral; multi-temporal; repeatability; Sentinel-2 MSI; spectral index; weather","Article","Final","All Open Access; Gold Open Access; Green Open Access","Scopus","2-s2.0-85144631584"
"Piaser E.; Villa P.","Piaser, Erika (57224807802); Villa, Paolo (22236229000)","57224807802; 22236229000","Evaluating capabilities of machine learning algorithms for aquatic vegetation classification in temperate wetlands using multi-temporal Sentinel-2 data","2023","International Journal of Applied Earth Observation and Geoinformation","117","","103202","","","","10.1016/j.jag.2023.103202","0","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85147001962&doi=10.1016%2fj.jag.2023.103202&partnerID=40&md5=75daa8138f0304753f4e46f472e7c33c","Different perspectives use of machine learning (ML) algorithms have proven their performance depends on the quality of reference data. This is particularly true when targets are complex environments, such as wetlands, on which a vast majority of studies are site-specific and based on a single date. With this work, an extensive reference dataset of about 400,000 samples was collected, covering nine different sites and multiple seasons, to be considered representative of temperate wetland vegetation communities at continental scale. Starting from this dataset, the performance of selected ML classifiers was compared for detailed wetland vegetation type mapping, using spectral indices (SI) derived from multi-temporal composites of Sentinel-2 as input. Global and per-class accuracy metrics were computed based on four independent training and testing subsets, extracted from the overall dataset, and the impacts of input features variation in number and sites covered were assessed. Our results show a generally higher predictive power for ensemble methods, such as Random Forest (RF) and eXtreme Gradient Boosting (XGBoost), compared to standalone ones, with the notable exception of Support Vector Machine (SVM); the latter in fact, in the algorithm that scored the highest overall accuracy (0.977 ± 0.001) and F-score for all the target classes. Decreasing the number of input features generally resulted in classification accuracy losses, less marked for RF than for SVM, while site-specific algorithms training showed more stability of SVM, thus indicating SVM stronger transferability than RF and XGBoost. © 2023 The Authors","","Random forest; Spectral indices; Supervised classification; Support vector machine; Wetland vegetation","Article","Final","","Scopus","2-s2.0-85147001962"
"Ge S.; Gu H.; Su W.; Praks J.; Lonnqvist A.; Antropov O.","Ge, Shaojia (57200140881); Gu, Hong (7402683256); Su, Weimin (7402009864); Praks, Jaan (6602183405); Lonnqvist, Anne (6603473495); Antropov, Oleg (24340747200)","57200140881; 7402683256; 7402009864; 6602183405; 6603473495; 24340747200","Deep Learning Models in Forest Mapping Using Multitemporal SAR and Optical Satellite Data","2022","International Geoscience and Remote Sensing Symposium (IGARSS)","2022-July","","","5688","5691","3","10.1109/IGARSS46834.2022.9883740","0","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85140365372&doi=10.1109%2fIGARSS46834.2022.9883740&partnerID=40&md5=f0071384f2410de86c34cd5a97fea5d4","In this study, we evaluate the potential of deep learning models in predicting forest tree height in boreal forest zone using ESA Sentinel-1 and Sentinel-2 images. The performance of studied deep learning models is compared to several popular conventional machine learning approaches. The study area is located near Hyytiala forestry station in Finland, and represents a conifer-dominated mixed boreal forestland. Improved predictions were obtained when using combined optical and SAR data for all studied models. Our results indicate that UNet based models can achieve better accuracy in predicting forest tree heights (RMSE of 1.90m, mathrm{R}{2} of 0.69), compared to traditional parametric and machine learning models with RMSE range of 2.27-2.41m and mathrm{R}{2} range of 0.50-0.56 when satellite optical and radar data are combined. © 2022 IEEE.","Deep learning; Forecasting; Forestry; Learning systems; Radar imaging; Remote sensing; Space-based radar; Boreal; Deep learning; Forest height; Forest mapping; Learning models; Multi-temporal; Optical data; Sentinel-1; Sentinel-2; Tree height; Synthetic aperture radar","boreal; deep learning; forest height; forest management; Sentinel-1; Sentinel-2; synthetic aperture radar","Conference paper","Final","","Scopus","2-s2.0-85140365372"
"Huang G.-L.; Wu P.-Y.","Huang, Gi-Luen (58075611900); Wu, Pei-Yuan (55413171800)","58075611900; 55413171800","CTGAN: CLOUD TRANSFORMER GENERATIVE ADVERSARIAL NETWORK","2022","Proceedings - International Conference on Image Processing, ICIP","","","","511","515","4","10.1109/ICIP46576.2022.9897229","0","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85146693577&doi=10.1109%2fICIP46576.2022.9897229&partnerID=40&md5=1fd3edd319b5b3b6136aedd14c984e3e","Cloud occlusions obstruct some applications of remote sensing imagery, such as environment monitoring, land cover classification, and poverty prediction. In this paper, we propose the Cloud Transformer Generative Adversarial Network (CTGAN), taking three temporal cloudy images as input and generating a corresponding cloud-free image. Unlike previous work using generative networks, we design the feature extractor to maintain the weight of the cloudless region while reducing the weight of the cloudy region, and we pass the extracted features to a conformer module to find the most critical representations. Meanwhile, to address the lack of datasets, we collected a new dataset named Sen2 MTC from the Sentinel-2 satellite and manually labeled each cloudy and cloud-free image. Finally, we conducted extensive experiments on FS-2, the STGAN dataset, and Sen2 MTC. Our proposed CTGAN demonstrates higher qualitative and quantitative performance than the previous work and achieves state-of-the-art performance on these three datasets. The code is available at https://github.com/come880412/CTGAN. © 2022 IEEE.","Remote sensing; Satellites; Cloud removal; Cloud removal for multi-temporal cloudy image; Conformer; Environment monitoring; Formosat-2; Formosat-2 satellite; Land cover classification; Multi-temporal; Remote sensing imagery; Sentinel-2 satellite; Generative adversarial networks","Cloud removal for multi-temporal cloudy images; conformer; FormoSat-2 satellite; generative adversarial network; Sentinel-2 satellite","Conference paper","Final","","Scopus","2-s2.0-85146693577"
"Tonion F.; Pirotti F.","Tonion, Filippo (57209336473); Pirotti, Francesco (57198996571)","57209336473; 57198996571","Artificial Intelligence for a Multi-temporal Classification of Fluvial Geomorphic Units of the River Isonzo: A Comparison of Different Techniques","2022","Communications in Computer and Information Science","1507 CCIS","","","120","132","12","10.1007/978-3-030-94426-1_10","0","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85124148942&doi=10.1007%2f978-3-030-94426-1_10&partnerID=40&md5=fea80eb7b9e612b67ba6ef9837163309","The pressure of human activities is particularly relevant on fluvial ecosystems, where activity such hydroelectric energy production can change natural dynamics. For this reason it is important to monitor, with a systematic approach, river geomorphic units distribution and their evolution over time. In particular this work consists of an application of different AI techniques to process Sentinel-2 optical data to acquire a multitemporal classification of fluvial geomorphic units (Channels, Pools, Bars, Island, Vegetation) on a study area of the river Isonzo in Friuli Venezia Giulia (Italy). Results showed that all the AI methods tested allow to perform accurate classification, with best results obtained by Random Forest, that reach an overall accuracy of 0.986, and the most confusion between Bars and Island classes with F-measure of 0.931 and 0.961 respectively. © 2022, Springer Nature Switzerland AG.","Decision trees; Machine learning; AI techniques; Fluvials; Geomorphic unit classification; Human activities; Hydroelectric energy production; Machine-learning; Multitemporal classification; Natural dynamics; Optical data; Sentinel-2; Rivers","Geomorphic units classification; Machine Learning; Sentinel-2","Conference paper","Final","","Scopus","2-s2.0-85124148942"
"Wang Y.; Luo C.; Zhang W.; Meng X.; Liu Q.; Zhang X.; Liu H.","Wang, Yiang (57411730100); Luo, Chong (57216990099); Zhang, Wenqi (57209073682); Meng, Xiangtian (57204839648); Liu, Qiong (58055711800); Zhang, Xinle (35099665300); Liu, Huanjun (58055711900)","57411730100; 57216990099; 57209073682; 57204839648; 58055711800; 35099665300; 58055711900","Remote Sensing Prediction Model of Cultivated Land Soil Organic Matter Considering the Best Time Window","2023","Sustainability (Switzerland)","15","1","469","","","","10.3390/su15010469","0","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85146042988&doi=10.3390%2fsu15010469&partnerID=40&md5=29a9e1b5a6c89fe5db1a4db73e8c2671","Soil organic matter (SOM) is very important to the quality evaluation of cultivated land, especially in fertile black soil areas. Many studies use remote sensing images combined with different machine learning algorithms to predict the regional SOM content. However, the information provided by remote sensing images in different time windows is very different. Taking Youyi Farm, a typical black soil area in Northeast China, as the research area, this study obtains all available Sentinel-2 images covering the research area from 2019 to 2021, calculates the spectral index of single-phase and multi-temporal synthesis images, takes the spectral index and band of each image as the input, and employs the random forest regression algorithm to evaluate the performance of SOM prediction using remote sensing images with different time windows. The results show that: (1) the accuracy of SOM prediction using image band and spectral index is generally improved compared to using only the band; (2) when using single-phase images, the R2 range of SOM prediction using image band and spectral index is from 0.16 to 0.59 and the RMSE ranges from 0.82% to 1.23%; When using multi-temporal synthesis images, the R2 range of SOM prediction using image band and spectral index is from 0.18 to 0.56 and the RMSE ranges from 0.85% to 1.19%; (3) the highest accuracy of SOM prediction using synthetic images is lower than that of single-phase images; (4) the best time window of the bare soil period in the study area is May. This study emphasizes the importance of the time window to SOM prediction. In subsequent SOM prediction research, remote sensing images with appropriate time windows should be selected first, and then the model should be optimized. © 2022 by the authors.","China; cultivation; machine learning; remote sensing; Sentinel; soil organic matter; temporal analysis","black soil area; multi-temporal synthesis; remote sensing prediction; Sentinel-2; single-phase image; soil organic matter","Article","Final","All Open Access; Gold Open Access","Scopus","2-s2.0-85146042988"
"Wang M.; Li M.; Wang F.; Ji X.","Wang, Mingchang (56139181300); Li, Mingjie (57192161957); Wang, Fengyan (56139759400); Ji, Xue (57217629428)","56139181300; 57192161957; 56139759400; 57217629428","Exploring the Optimal Feature Combination of Tree Species Classification by Fusing Multi-Feature and Multi-Temporal Sentinel-2 Data in Changbai Mountain","2022","Forests","13","7","1058","","","","10.3390/f13071058","2","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85133866764&doi=10.3390%2ff13071058&partnerID=40&md5=a7f315c2395b9fc04f5cb53d474741b6","Tree species classification is crucial for forest resource investigation and management. Remote sensing images can provide monitoring information on the spatial distribution of tree species and multi-feature fusion can improve the classification accuracy of tree species. However, different features will play their own unique role. Therefore, considering various related factors about the growth of tree species such as spectrum information, texture structure, vegetation phenology, and topography environment, we fused multi-feature and multi-temporal Sentinel-2 data, which combines spectral features with three other types of features. We combined different feature-combinations with the random forest method to classify Changbai Mountain tree species. Results indicate that topographic features participate in tree species classification with higher accuracy and more efficiency than phenological features and texture features, and the elevation factor possesses the highest importance through the Mean Decrease in Gini (MDG) method. Finally, we estimated the area of the target tree species and analyzed the spatial distribution characteristics by overlay analysis of the Classification 3 result and topographic features (elevation, slope, and aspect). Our findings emphasize that topographic factors have a great influence on the distribution of forest resources and provide the basis for forest resource investigation. © 2022 by the authors. Licensee MDPI, Basel, Switzerland.","Classification; Data; Distribution; Forestry; Natural Resources; Remote Sensing; Topography; Trees; Baekdu Mountain; Changbai Mountains; Classification (of information); Decision trees; Forestry; Image enhancement; Natural resources; Population distribution; Random forests; Remote sensing; Textures; Changbai Mountains; Feature combination; Forest resources; Multi-temporal; Multifeatures; Random forests; Species classification; Topographic factor; Tree species; Tree species classification; forest resource; phenology; remote sensing; Sentinel; spatial distribution; species diversity; temporal analysis; vegetation; Topography","multi-feature; random forest; spatial distribution; topographic factors; tree species classification","Article","Final","All Open Access; Gold Open Access","Scopus","2-s2.0-85133866764"
"Şimşek F.F.; Durduran S.S.","Şimşek, Fatih Fehmi (56430691900); Durduran, Süleyman Savaş (55934193300)","56430691900; 55934193300","Land cover classification using Land Parcel Identification System (LPIS) data and open source Eo-Learn library","2022","Geocarto International","","","","","","","10.1080/10106049.2022.2146760","0","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85143078899&doi=10.1080%2f10106049.2022.2146760&partnerID=40&md5=2f75087e4a372224426ffed9e31b6ed5","Depending on the development of remote sensing technologies, data at various spatial, temporal and spectral resolutions are obtained and play a key role in Earth investigation. Land cover/use maps are also created using these data. These data play an important role as a base for determining land cover and land use classes, detecting changes, monitoring forest, agriculture and wetlands, as well as updating the LPIS data used by countries. As well as being reference data in the LPIS update, current land cover and land use classification results with satellite images also provide statistical information about which class has changed over the years and how much the class or classes need to be updated, and will also provide the planning of the update to be made on a national scale. In this study, land cover classification for 2020 covering Çivril-Baklan Plain, which is between the borders of Denizli Province (Turkey), Baklan, Çal and Çivril Districts, was performed. The LPIS classes of the study area drawn in 2015 and the land cover classes as a result of the 2020 classification were compared as a result of the classification process, and particularly the areas with change were referenced in the LPIS update. In the classification process, the open source Eo-Learn library, which uses machine learning and deep learning algorithms in remote sensing studies and Sentinel-2 images that can be accessed directly in this library were used. The open source Eo-Learn library has been preferred because it provides great convenience to users in the classification process with ready-made machine learning models and easy access to satellite images, image processing steps (cloud masking, calculate index, feature extraction, temporal interpolation) are carried out in a certain workflow. Instead of land cover classification from a single image, 17 different time (multi-temporal) images between 01.02.2020 and 31.11.2020 were used. In the classification process, 12 different features were used for the image taken on each date, including NDVI, NDWI, NDBI indices and Tasseled Cap transformations, as well as (Blue) B02, (Green) B03, (Red) B04, (NIR) B08, (SWIR-1) B11, (SWIR-2) B12 bands. In the classification process, the Light Gradient Boosting Machines (LightGBM) algorithm in the Eo-Learn library and the physical blocks produced within the scope of the Land Parcel Identification System (LPIS) project were used as ground truth data; arable land, bare land, forest, artificial surface, shrubland, tree crops and water classes were created. The classification results were evaluated using the K fold (k = 5) cross validation method, with F1 score, recall, and precision values calculated for each class, and the overall accuracy %92.2. When the classification result is compared with the LPIS data, it is seen that the arable land, shrub land, and water classes have changed. This study determined that these classes, in particular, need to be updated. © 2022 The Author(s). Published by Informa UK Limited, trading as Taylor & Francis Group.","","classification; Eo-Learn; IACS; land cover; LPIS; machine learning; remote sensing; Sentinel-2","Article","Article in press","All Open Access; Hybrid Gold Open Access","Scopus","2-s2.0-85143078899"
"","","","2022 24th ISPRS Congress ""Imaging Today, Foreseeing Tomorrow"", Commission IV","2022","ISPRS Annals of the Photogrammetry, Remote Sensing and Spatial Information Sciences","5","4","","","","1656","","0","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85132022491&partnerID=40&md5=5c94fce249da7ab9aa261d626d8d8601","The proceedings contain 43 papers. The topics discussed include: radiometric calibration performance of a multispectral camera with a single sensor and multiple heads; point cloud simulator for space in-orbit close range autonomous operations; impact of deep learning-based super-resolution on building footprint extraction; a novel geometric key-frame selection method for visual-inertial slam and odometry systems; importance of precise gravity field modeling in direct georeferencing and aerial photogrammetry: a case study for Sweden; a combined color and wave-based approach to satellite derived bathymetry using deep learning; multi-temporal data augmentation for high frequency satellite imagery: a case study in sentinel-1 and Sentinel-2 building and road segmentation; database storage and transparent memory loading of big spatial datasets implemented with the dual half-edge data structure; an artificial intelligence-based solution for the classification of oak decline potential; geomatics vocational education in China: current situation and recent developments; and collaborative education model on GIS major under the professional certification of engineering education.","","","Conference review","Final","","Scopus","2-s2.0-85132022491"
"Kasimati A.; Psiroukis V.; Darra N.; Kalogrias A.; Kalivas D.; Taylor J.A.; Fountas S.","Kasimati, A. (54393376400); Psiroukis, V. (57202829261); Darra, N. (57202834553); Kalogrias, A. (58095150900); Kalivas, D. (6701404409); Taylor, J.A. (55568519014); Fountas, S. (12753870500)","54393376400; 57202829261; 57202834553; 58095150900; 6701404409; 55568519014; 12753870500","Investigation of the similarities between NDVI maps from different proximal and remote sensing platforms in explaining vineyard variability","2023","Precision Agriculture","","","","","","","10.1007/s11119-022-09984-2","0","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85147712151&doi=10.1007%2fs11119-022-09984-2&partnerID=40&md5=853733ea84f4b0463ba70e5949eb9afc","Vegetation indices (VI), especially the normalised difference vegetation index (NDVI), are used to determine management units (MU) and to explain quantity and quality of vineyard production. How do NDVI maps from different sensing technologies differ in a production context? What part of the variability of yield and quality can they explain? This study compares high-resolution multispectral, multi-temporal data from CropCircle, SpectroSense + GPS, Parrot Sequoia + multispectral camera equipped UAV, and Sentinel-2 imagery over two seasons (2019 and 2020). The objective was to assess whether the date of data collection (phenological growth stage) influences the correlations between NDVI and crop production. The comparison of vineyard NDVI data from proximal and remote sensing in both a statistical and a productive context showed strong similarities between NDVI values from similar sensors (0.69 < r < 0.96), but divergences between proximal and airborne/spaceborne observations. Exploratory correlation analysis between NDVI layers and grape yield and total soluble solids data (TSS) showed high correlations (maximum |r|= 0.91 and |r|= 0.74, respectively), with correlations increasing as the season progressed. No relationship with must titratable acidity or pH was found. Finally, proximal sensors explained better the variability in yield and quality for grapes in the early and late growth stages. The UAV's MUs described the yield of both years better than the other sensors. In 2019, the PCA-based MUs explained the TSS variability better than the UAV-related zones. Due to their coarse spatial resolution, the satellite data proved inconsistent in explaining the variability. © 2023, The Author(s).","","Fuzzy clustering; Management units; Precision viticulture; Satellite; Total soluble solids; UAV; Yield","Article","Article in press","All Open Access; Hybrid Gold Open Access","Scopus","2-s2.0-85147712151"
