AID,Year,Title,Abstract,Authors,Link,DOI
http://arxiv.org/abs/2104.12572v1,2021,Multi-scale PIIFD for Registration of Multi-source Remote Sensing Images,"  This paper aims at providing multi-source remote sensing images registered in
geometric space for image fusion. Focusing on the characteristics and
differences of multi-source remote sensing images, a feature-based registration
algorithm is implemented. The key technologies include image scale-space for
implementing multi-scale properties, Harris corner detection for keypoints
extraction, and partial intensity invariant feature descriptor (PIIFD) for
keypoints description. Eventually, a multi-scale Harris-PIIFD image
registration algorithm framework is proposed. The experimental results of four
sets of representative real data show that the algorithm has excellent, stable
performance in multi-source remote sensing image registration, and can achieve
accurate spatial alignment, which has strong practical application value and
certain generalization ability.
",Chenzhong Gao; Wei Li,http://arxiv.org/abs/2104.12572v1,10.48550/arXiv.2104.12572
http://arxiv.org/abs/2102.03908v1,2021,"A Generative Model Method for Unsupervised Multispectral Image Fusion in
  Remote Sensing","  This paper presents a generative model method for multispectral image fusion
in remote sensing which is trained without supervision. This method eases the
supervision of learning and it also considers a multi-objective loss function
to achieve image fusion. The loss function incorporates both spectral and
spatial distortions. Two discriminators are designed to minimize the spectral
and spatial distortions of the generative output. Extensive experimentations
are conducted using three public domain datasets. The comparison results across
four reduced-resolution and three full-resolution objective metrics show the
superiority of the developed method over several recently developed methods.
",Arian Azarang; Nasser Kehtarnavaz,http://arxiv.org/abs/2102.03908v1,10.48550/arXiv.2102.03908
http://arxiv.org/abs/2005.08448v1,2020,Deep Convolutional Sparse Coding Networks for Image Fusion,"  Image fusion is a significant problem in many fields including digital
photography, computational imaging and remote sensing, to name but a few.
Recently, deep learning has emerged as an important tool for image fusion. This
paper presents three deep convolutional sparse coding (CSC) networks for three
kinds of image fusion tasks (i.e., infrared and visible image fusion,
multi-exposure image fusion, and multi-modal image fusion). The CSC model and
the iterative shrinkage and thresholding algorithm are generalized into
dictionary convolution units. As a result, all hyper-parameters are learned
from data. Our extensive experiments and comprehensive comparisons reveal the
superiority of the proposed networks with regard to quantitative evaluation and
visual inspection.
",Shuang Xu; Zixiang Zhao; Yicheng Wang; Chunxia Zhang; Junmin Liu; Jiangshe Zhang,http://arxiv.org/abs/2005.08448v1,10.48550/arXiv.2005.08448
http://arxiv.org/abs/2009.09465v1,2020,Remote sensing image fusion based on Bayesian GAN,"  Remote sensing image fusion technology (pan-sharpening) is an important means
to improve the information capacity of remote sensing images. Inspired by the
efficient arameter space posteriori sampling of Bayesian neural networks, in
this paper we propose a Bayesian Generative Adversarial Network based on
Preconditioned Stochastic Gradient Langevin Dynamics (PGSLD-BGAN) to improve
pan-sharpening tasks. Unlike many traditional generative models that consider
only one optimal solution (might be locally optimal), the proposed PGSLD-BGAN
performs Bayesian inference on the network parameters, and explore the
generator posteriori distribution, which assists selecting the appropriate
generator parameters. First, we build a two-stream generator network with PAN
and MS images as input, which consists of three parts: feature extraction,
feature fusion and image reconstruction. Then, we leverage Markov discriminator
to enhance the ability of generator to reconstruct the fusion image, so that
the result image can retain more details. Finally, introducing Preconditioned
Stochastic Gradient Langevin Dynamics policy, we perform Bayesian inference on
the generator network. Experiments on QuickBird and WorldView datasets show
that the model proposed in this paper can effectively fuse PAN and MS images,
and be competitive with even superior to state of the arts in terms of
subjective and objective metrics.
",Junfu Chen; Yue Pan; Yang Chen,http://arxiv.org/abs/2009.09465v1,10.48550/arXiv.2009.09465
http://arxiv.org/abs/2102.03830v1,2021,"Deep Learning-Based Detail Map Estimation for MultiSpectral Image Fusion
  in Remote Sensing","  This paper presents a deep learning-based estimation of the intensity
component of MultiSpectral bands by considering joint multiplication of the
neighbouring spectral bands. This estimation is conducted as part of the
component substitution approach for fusion of PANchromatic and MultiSpectral
images in remote sensing. After computing the band dependent intensity
components, a deep neural network is trained to learn the nonlinear
relationship between a PAN image and its nonlinear intensity components. Low
Resolution MultiSpectral bands are then fed into the trained network to obtain
an estimate of High Resolution MultiSpectral bands. Experiments conducted on
three datasets show that the developed deep learning-based estimation approach
provides improved performance compared to the existing methods based on three
objective metrics.
",Arian Azarang; Nasser Kehtarnavaz,http://arxiv.org/abs/2102.03830v1,10.48550/arXiv.2102.03830
http://arxiv.org/abs/1808.10072v2,2018,"Super-Resolution for Hyperspectral and Multispectral Image Fusion
  Accounting for Seasonal Spectral Variability","  Image fusion combines data from different heterogeneous sources to obtain
more precise information about an underlying scene. Hyperspectral-multispectral
(HS-MS) image fusion is currently attracting great interest in remote sensing
since it allows the generation of high spatial resolution HS images,
circumventing the main limitation of this imaging modality. Existing HS-MS
fusion algorithms, however, neglect the spectral variability often existing
between images acquired at different time instants. This time difference causes
variations in spectral signatures of the underlying constituent materials due
to different acquisition and seasonal conditions. This paper introduces a novel
HS-MS image fusion strategy that combines an unmixing-based formulation with an
explicit parametric model for typical spectral variability between the two
images. Simulations with synthetic and real data show that the proposed
strategy leads to a significant performance improvement under spectral
variability and state-of-the-art performance otherwise.
",Ricardo Augusto Borsoi; Tales Imbiriba; José Carlos Moreira Bermudez,http://arxiv.org/abs/1808.10072v2,10.1109/TIP.2019.2928895
http://arxiv.org/abs/1805.01759v1,2018,"A fast and accurate basis pursuit denoising algorithm with application
  to super-resolving tomographic SAR","  $L_1$ regularization is used for finding sparse solutions to an
underdetermined linear system. As sparse signals are widely expected in remote
sensing, this type of regularization scheme and its extensions have been widely
employed in many remote sensing problems, such as image fusion, target
detection, image super-resolution, and others and have led to promising
results. However, solving such sparse reconstruction problems is
computationally expensive and has limitations in its practical use. In this
paper, we proposed a novel efficient algorithm for solving the complex-valued
$L_1$ regularized least squares problem. Taking the high-dimensional
tomographic synthetic aperture radar (TomoSAR) as a practical example, we
carried out extensive experiments, both with simulation data and real data, to
demonstrate that the proposed approach can retain the accuracy of second order
methods while dramatically speeding up the processing by one or two orders.
Although we have chosen TomoSAR as the example, the proposed method can be
generally applied to any spectral estimation problems.
",Yilei Shi; Xiao Xiang Zhu; Wotao Yin; Richard Bamler,http://arxiv.org/abs/1805.01759v1,10.48550/arXiv.1805.01759
http://arxiv.org/abs/2108.06073v1,2021,"Coupling Model-Driven and Data-Driven Methods for Remote Sensing Image
  Restoration and Fusion","  In the fields of image restoration and image fusion, model-driven methods and
data-driven methods are the two representative frameworks. However, both
approaches have their respective advantages and disadvantages. The model-driven
methods consider the imaging mechanism, which is deterministic and
theoretically reasonable; however, they cannot easily model complicated
nonlinear problems. The data-driven methods have a stronger prior knowledge
learning capability for huge data, especially for nonlinear statistical
features; however, the interpretability of the networks is poor, and they are
over-dependent on training data. In this paper, we systematically investigate
the coupling of model-driven and data-driven methods, which has rarely been
considered in the remote sensing image restoration and fusion communities. We
are the first to summarize the coupling approaches into the following three
categories: 1) data-driven and model-driven cascading methods; 2) variational
models with embedded learning; and 3) model-constrained network learning
methods. The typical existing and potential coupling methods for remote sensing
image restoration and fusion are introduced with application examples. This
paper also gives some new insights into the potential future directions, in
terms of both methods and applications.
",Huanfeng Shen; Menghui Jiang; Jie Li; Chenxia Zhou; Qiangqiang Yuan; Liangpei Zhang,http://arxiv.org/abs/2108.06073v1,10.48550/arXiv.2108.06073
http://arxiv.org/abs/1903.00440v1,2019,Deep Learning for Multiple-Image Super-Resolution,"  Super-resolution reconstruction (SRR) is a process aimed at enhancing spatial
resolution of images, either from a single observation, based on the learned
relation between low and high resolution, or from multiple images presenting
the same scene. SRR is particularly valuable, if it is infeasible to acquire
images at desired resolution, but many images of the same scene are available
at lower resolution---this is inherent to a variety of remote sensing
scenarios. Recently, we have witnessed substantial improvement in single-image
SRR attributed to the use of deep neural networks for learning the relation
between low and high resolution. Importantly, deep learning has not been
exploited for multiple-image SRR, which benefits from information fusion and in
general allows for achieving higher reconstruction accuracy. In this letter, we
introduce a new method which combines the advantages of multiple-image fusion
with learning the low-to-high resolution mapping using deep networks. The
reported experimental results indicate that our algorithm outperforms the
state-of-the-art SRR methods, including these that operate from a single image,
as well as those that perform multiple-image fusion.
",Michal Kawulok; Pawel Benecki; Szymon Piechaczek; Krzysztof Hrynczenko; Daniel Kostrzewa; Jakub Nalepa,http://arxiv.org/abs/1903.00440v1,10.1109/LGRS.2019.2940483
http://arxiv.org/abs/2007.15144v1,2020,Single Image Cloud Detection via Multi-Image Fusion,"  Artifacts in imagery captured by remote sensing, such as clouds, snow, and
shadows, present challenges for various tasks, including semantic segmentation
and object detection. A primary challenge in developing algorithms for
identifying such artifacts is the cost of collecting annotated training data.
In this work, we explore how recent advances in multi-image fusion can be
leveraged to bootstrap single image cloud detection. We demonstrate that a
network optimized to estimate image quality also implicitly learns to detect
clouds. To support the training and evaluation of our approach, we collect a
large dataset of Sentinel-2 images along with a per-pixel semantic labelling
for land cover. Through various experiments, we demonstrate that our method
reduces the need for annotated training data and improves cloud detection
performance.
",Scott Workman; M. Usman Rafique; Hunter Blanton; Connor Greenwell; Nathan Jacobs,http://arxiv.org/abs/2007.15144v1,10.48550/arXiv.2007.15144
