AID,Year,Title,Abstract,Authors,Link,DOI
http://arxiv.org/abs/2009.13015v2,2020,"Cloud Removal for Remote Sensing Imagery via Spatial Attention
  Generative Adversarial Network","  Optical remote sensing imagery has been widely used in many fields due to its
high resolution and stable geometric properties. However, remote sensing
imagery is inevitably affected by climate, especially clouds. Removing the
cloud in the high-resolution remote sensing satellite image is an indispensable
pre-processing step before analyzing it. For the sake of large-scale training
data, neural networks have been successful in many image processing tasks, but
the use of neural networks to remove cloud in remote sensing imagery is still
relatively small. We adopt generative adversarial network to solve this task
and introduce the spatial attention mechanism into the remote sensing imagery
cloud removal task, proposes a model named spatial attention generative
adversarial network (SpA GAN), which imitates the human visual mechanism, and
recognizes and focuses the cloud area with local-to-global spatial attention,
thereby enhancing the information recovery of these areas and generating
cloudless images with better quality...
",Heng Pan,http://arxiv.org/abs/2009.13015v2,10.48550/arXiv.2009.13015
http://arxiv.org/abs/2005.01094v2,2020,"Remote Sensing Image Scene Classification Meets Deep Learning:
  Challenges, Methods, Benchmarks, and Opportunities","  Remote sensing image scene classification, which aims at labeling remote
sensing images with a set of semantic categories based on their contents, has
broad applications in a range of fields. Propelled by the powerful feature
learning capabilities of deep neural networks, remote sensing image scene
classification driven by deep learning has drawn remarkable attention and
achieved significant breakthroughs. However, to the best of our knowledge, a
comprehensive review of recent achievements regarding deep learning for scene
classification of remote sensing images is still lacking. Considering the rapid
evolution of this field, this paper provides a systematic survey of deep
learning methods for remote sensing image scene classification by covering more
than 160 papers. To be specific, we discuss the main challenges of remote
sensing image scene classification and survey (1) Autoencoder-based remote
sensing image scene classification methods, (2) Convolutional Neural
Network-based remote sensing image scene classification methods, and (3)
Generative Adversarial Network-based remote sensing image scene classification
methods. In addition, we introduce the benchmarks used for remote sensing image
scene classification and summarize the performance of more than two dozen of
representative algorithms on three commonly-used benchmark data sets. Finally,
we discuss the promising opportunities for further research.
",Gong Cheng; Xingxing Xie; Junwei Han; Lei Guo; Gui-Song Xia,http://arxiv.org/abs/2005.01094v2,10.1109/JSTARS.2020.3005403
http://arxiv.org/abs/1612.08879v3,2016,"MARTA GANs: Unsupervised Representation Learning for Remote Sensing
  Image Classification","  With the development of deep learning, supervised learning has frequently
been adopted to classify remotely sensed images using convolutional networks
(CNNs). However, due to the limited amount of labeled data available,
supervised learning is often difficult to carry out. Therefore, we proposed an
unsupervised model called multiple-layer feature-matching generative
adversarial networks (MARTA GANs) to learn a representation using only
unlabeled data. MARTA GANs consists of both a generative model $G$ and a
discriminative model $D$. We treat $D$ as a feature extractor. To fit the
complex properties of remote sensing data, we use a fusion layer to merge the
mid-level and global features. $G$ can produce numerous images that are similar
to the training data; therefore, $D$ can learn better representations of
remotely sensed images using the training data provided by $G$. The
classification results on two widely used remote sensing image databases show
that the proposed method significantly improves the classification performance
compared with other state-of-the-art methods.
",Daoyu Lin; Kun Fu; Yang Wang; Guangluan Xu; Xian Sun,http://arxiv.org/abs/1612.08879v3,10.1109/LGRS.2017.2752750
http://arxiv.org/abs/1908.03809v1,2019,"Conditional Generative Adversarial Networks for Data Augmentation and
  Adaptation in Remotely Sensed Imagery","  The difficulty in obtaining labeled data relevant to a given task is among
the most common and well-known practical obstacles to applying deep learning
techniques to new or even slightly modified domains. The data volumes required
by the current generation of supervised learning algorithms typically far
exceed what a human needs to learn and complete a given task. We investigate
ways to expand a given labeled corpus of remote sensed imagery into a larger
corpus using Generative Adversarial Networks (GANs). We then measure how these
additional synthetic data affect supervised machine learning performance on an
object detection task.
  Our data driven strategy is to train GANs to (1) generate synthetic
segmentation masks and (2) generate plausible synthetic remote sensing imagery
corresponding to these segmentation masks. Run sequentially, these GANs allow
the generation of synthetic remote sensing imagery complete with segmentation
labels. We apply this strategy to the data set from ISPRS' 2D Semantic Labeling
Contest - Potsdam, with a follow on vehicle detection task. We find that in
scenarios with limited training data, augmenting the available data with such
synthetically generated data can improve detector performance.
",Jonathan Howe; Kyle Pula; Aaron A. Reite,http://arxiv.org/abs/1908.03809v1,10.1117/12.2529586
http://arxiv.org/abs/2107.06536v1,2021,"Multi-Attention Generative Adversarial Network for Remote Sensing Image
  Super-Resolution","  Image super-resolution (SR) methods can generate remote sensing images with
high spatial resolution without increasing the cost, thereby providing a
feasible way to acquire high-resolution remote sensing images, which are
difficult to obtain due to the high cost of acquisition equipment and complex
weather. Clearly, image super-resolution is a severe ill-posed problem.
Fortunately, with the development of deep learning, the powerful fitting
ability of deep neural networks has solved this problem to some extent. In this
paper, we propose a network based on the generative adversarial network (GAN)
to generate high resolution remote sensing images, named the multi-attention
generative adversarial network (MA-GAN). We first designed a GAN-based
framework for the image SR task. The core to accomplishing the SR task is the
image generator with post-upsampling that we designed. The main body of the
generator contains two blocks; one is the pyramidal convolution in the
residual-dense block (PCRDB), and the other is the attention-based upsample
(AUP) block. The attentioned pyramidal convolution (AttPConv) in the PCRDB
block is a module that combines multi-scale convolution and channel attention
to automatically learn and adjust the scaling of the residuals for better
results. The AUP block is a module that combines pixel attention (PA) to
perform arbitrary multiples of upsampling. These two blocks work together to
help generate better quality images. For the loss function, we design a loss
function based on pixel loss and introduce both adversarial loss and feature
loss to guide the generator learning. We have compared our method with several
state-of-the-art methods on a remote sensing scene image dataset, and the
experimental results consistently demonstrate the effectiveness of the proposed
MA-GAN.
",Meng Xu; Zhihao Wang; Jiasong Zhu; Xiuping Jia; Sen Jia,http://arxiv.org/abs/2107.06536v1,10.48550/arXiv.2107.06536
http://arxiv.org/abs/2003.09085v5,2020,"Small-Object Detection in Remote Sensing Images with End-to-End
  Edge-Enhanced GAN and Object Detector Network","  The detection performance of small objects in remote sensing images is not
satisfactory compared to large objects, especially in low-resolution and noisy
images. A generative adversarial network (GAN)-based model called enhanced
super-resolution GAN (ESRGAN) shows remarkable image enhancement performance,
but reconstructed images miss high-frequency edge information. Therefore,
object detection performance degrades for small objects on recovered noisy and
low-resolution remote sensing images. Inspired by the success of edge enhanced
GAN (EEGAN) and ESRGAN, we apply a new edge-enhanced super-resolution GAN
(EESRGAN) to improve the image quality of remote sensing images and use
different detector networks in an end-to-end manner where detector loss is
backpropagated into the EESRGAN to improve the detection performance. We
propose an architecture with three components: ESRGAN, Edge Enhancement Network
(EEN), and Detection network. We use residual-in-residual dense blocks (RRDB)
for both the ESRGAN and EEN, and for the detector network, we use the faster
region-based convolutional network (FRCNN) (two-stage detector) and single-shot
multi-box detector (SSD) (one stage detector). Extensive experiments on a
public (car overhead with context) and a self-assembled (oil and gas storage
tank) satellite dataset show superior performance of our method compared to the
standalone state-of-the-art object detectors.
",Jakaria Rabbi; Nilanjan Ray; Matthias Schubert; Subir Chowdhury; Dennis Chao,http://arxiv.org/abs/2003.09085v5,10.48550/arXiv.2003.09085
http://arxiv.org/abs/2001.05848v1,2019,"Translating multispectral imagery to nighttime imagery via conditional
  generative adversarial networks","  Nighttime satellite imagery has been applied in a wide range of fields.
However, our limited understanding of how observed light intensity is formed
and whether it can be simulated greatly hinders its further application. This
study explores the potential of conditional Generative Adversarial Networks
(cGAN) in translating multispectral imagery to nighttime imagery. A popular
cGAN framework, pix2pix, was adopted and modified to facilitate this
translation using gridded training image pairs derived from Landsat 8 and
Visible Infrared Imaging Radiometer Suite (VIIRS). The results of this study
prove the possibility of multispectral-to-nighttime translation and further
indicate that, with the additional social media data, the generated nighttime
imagery can be very similar to the ground-truth imagery. This study fills the
gap in understanding the composition of satellite observed nighttime light and
provides new paradigms to solve the emerging problems in nighttime remote
sensing fields, including nighttime series construction, light desaturation,
and multi-sensor calibration.
",Xiao Huang; Dong Xu; Zhenlong Li; Cuizhen Wang,http://arxiv.org/abs/2001.05848v1,10.48550/arXiv.2001.05848
http://arxiv.org/abs/2012.10898v1,2020,"Multi-Head Linear Attention Generative Adversarial Network for Thin
  Cloud Removal","  In remote sensing images, the existence of the thin cloud is an inevitable
and ubiquitous phenomenon that crucially reduces the quality of imageries and
limits the scenarios of application. Therefore, thin cloud removal is an
indispensable procedure to enhance the utilization of remote sensing images.
Generally, even though contaminated by thin clouds, the pixels still retain
more or less surface information. Hence, different from thick cloud removal,
thin cloud removal algorithms normally concentrate on inhibiting the cloud
influence rather than substituting the cloud-contaminated pixels. Meanwhile,
considering the surface features obscured by the cloud are usually similar to
adjacent areas, the dependency between each pixel of the input is useful to
reconstruct contaminated areas. In this paper, to make full use of the
dependencies between pixels of the image, we propose a Multi-Head Linear
Attention Generative Adversarial Network (MLAGAN) for Thin Cloud Removal. The
MLA-GAN is based on the encoding-decoding framework consisting of multiple
attention-based layers and deconvolutional layers. Compared with six deep
learning-based thin cloud removal benchmarks, the experimental results on the
RICE1 and RICE2 datasets demonstrate that the proposed framework MLA-GAN has
dominant advantages in thin cloud removal.
",Chenxi Duan; Rui Li,http://arxiv.org/abs/2012.10898v1,10.48550/arXiv.2012.10898
http://arxiv.org/abs/2010.03116v1,2020,"DML-GANR: Deep Metric Learning With Generative Adversarial Network
  Regularization for High Spatial Resolution Remote Sensing Image Retrieval","  With a small number of labeled samples for training, it can save considerable
manpower and material resources, especially when the amount of high spatial
resolution remote sensing images (HSR-RSIs) increases considerably. However,
many deep models face the problem of overfitting when using a small number of
labeled samples. This might degrade HSRRSI retrieval accuracy. Aiming at
obtaining more accurate HSR-RSI retrieval performance with small training
samples, we develop a deep metric learning approach with generative adversarial
network regularization (DML-GANR) for HSR-RSI retrieval. The DML-GANR starts
from a high-level feature extraction (HFE) to extract high-level features,
which includes convolutional layers and fully connected (FC) layers. Each of
the FC layers is constructed by deep metric learning (DML) to maximize the
interclass variations and minimize the intraclass variations. The generative
adversarial network (GAN) is adopted to mitigate the overfitting problem and
validate the qualities of extracted high-level features. DML-GANR is optimized
through a customized approach, and the optimal parameters are obtained. The
experimental results on the three data sets demonstrate the superior
performance of DML-GANR over state-of-the-art techniques in HSR-RSI retrieval.
",Yun Cao; Yuebin Wang; Junhuan Peng; Liqiang Zhang; Linlin Xu; Kai Yan; Lihua Li,http://arxiv.org/abs/2010.03116v1,10.1109/TGRS.2020.2991545
http://arxiv.org/abs/2010.06411v1,2020,Procedural 3D Terrain Generation using Generative Adversarial Networks,"  Procedural 3D Terrain generation has become a necessity in open world games,
as it can provide unlimited content, through a functionally infinite number of
different areas, for players to explore. In our approach, we use Generative
Adversarial Networks (GAN) to yield realistic 3D environments based on the
distribution of remotely sensed images of landscapes, captured by satellites or
drones. Our task consists of synthesizing a random but plausible RGB satellite
image and generating a corresponding Height Map in the form of a 3D point cloud
that will serve as an appropriate mesh of the landscape. For the first step, we
utilize a GAN trained with satellite images that manages to learn the
distribution of the dataset, creating novel satellite images. For the second
part, we need a one-to-one mapping from RGB images to Digital Elevation Models
(DEM). We deploy a Conditional Generative Adversarial network (CGAN), which is
the state-of-the-art approach to image-to-image translation, to generate a
plausible height map for every randomly generated image of the first model.
Combining the generated DEM and RGB image, we are able to construct 3D scenery
consisting of a plausible height distribution and colorization, in relation to
the remotely sensed landscapes provided during training.
",Emmanouil Panagiotou; Eleni Charou,http://arxiv.org/abs/2010.06411v1,10.48550/arXiv.2010.06411
